Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Brandin Cooks,Oregon State,Pac-12,13.0,128.0,1730.0,13.5,16.0,133.1,32.0,217.0,6.8,2.0,16.7,160.0,1947.0,12.2,18.0,AA
2.0,Davante Adams,Fresno State,MWC,13.0,131.0,1719.0,13.1,24.0,132.2,0.0,0.0,,0.0,0.0,131.0,1719.0,13.1,24.0,
3.0,Willie Snead,Ball State,MAC,13.0,106.0,1516.0,14.3,15.0,116.6,0.0,0.0,,0.0,0.0,106.0,1516.0,14.3,15.0,
4.0,Jordan Matthews,Vanderbilt,SEC,13.0,112.0,1477.0,13.2,7.0,113.6,6.0,54.0,9.0,0.0,4.2,118.0,1531.0,13.0,7.0,
5.0,Sammy Watkins,Clemson,ACC,13.0,101.0,1464.0,14.5,12.0,112.6,6.0,11.0,1.8,0.0,0.8,107.0,1475.0,13.8,12.0,
6.0,Allen Robinson,Penn State,Big Ten,12.0,97.0,1432.0,14.8,6.0,119.3,6.0,36.0,6.0,0.0,3.0,103.0,1468.0,14.3,6.0,
7.0,Mike Evans,Texas A&M,SEC,13.0,69.0,1394.0,20.2,12.0,107.2,0.0,0.0,,0.0,0.0,69.0,1394.0,20.2,12.0,AA
8.0,Jeremy Gallon,Michigan,Big Ten,13.0,89.0,1373.0,15.4,9.0,105.6,3.0,4.0,1.3,0.0,0.3,92.0,1377.0,15.0,9.0,
9.0,Jamison Crowder,Duke,ACC,14.0,108.0,1360.0,12.6,8.0,97.1,8.0,71.0,8.9,1.0,5.1,116.0,1431.0,12.3,9.0,
10.0,Chandler Jones,San Jose State,MWC,12.0,79.0,1356.0,17.2,15.0,113.0,5.0,12.0,2.4,0.0,1.0,84.0,1368.0,16.3,15.0,
11.0,Jace Amaro,Texas Tech,Big 12,13.0,106.0,1352.0,12.8,7.0,104.0,0.0,0.0,,0.0,0.0,106.0,1352.0,12.8,7.0,AA
12.0,Paul Richardson,Colorado,Pac-12,12.0,83.0,1343.0,16.2,10.0,111.9,1.0,7.0,7.0,0.0,0.6,84.0,1350.0,16.1,10.0,
13.0,Antwan Goodley,Baylor,Big 12,13.0,71.0,1339.0,18.9,13.0,103.0,6.0,33.0,5.5,0.0,2.5,77.0,1372.0,17.8,13.0,
14.0,Devante Davis,Nevada-Las Vegas,MWC,13.0,87.0,1290.0,14.8,14.0,99.2,0.0,0.0,,0.0,0.0,87.0,1290.0,14.8,14.0,
15.0,Justin Hardy,East Carolina,CUSA,13.0,114.0,1284.0,11.3,8.0,98.8,0.0,0.0,,0.0,0.0,114.0,1284.0,11.3,8.0,
16.0,Tyler Lockett,Kansas State,Big 12,12.0,81.0,1262.0,15.6,11.0,105.2,2.0,10.0,5.0,0.0,0.8,83.0,1272.0,15.3,11.0,
17.0,Deontay Greenberry,Houston,American,12.0,82.0,1202.0,14.7,11.0,100.2,2.0,6.0,3.0,0.0,0.5,84.0,1208.0,14.4,11.0,
18.0,Jarvis Landry,LSU,SEC,13.0,77.0,1193.0,15.5,10.0,91.8,0.0,0.0,,0.0,0.0,77.0,1193.0,15.5,10.0,
19.0,Albert Wilson,Georgia State,Sun Belt,12.0,71.0,1177.0,16.6,8.0,98.1,24.0,251.0,10.5,1.0,20.9,95.0,1428.0,15.0,9.0,
20.0,Tyler Boyd,Pitt,ACC,13.0,85.0,1174.0,13.8,7.0,90.3,11.0,108.0,9.8,1.0,8.3,96.0,1282.0,13.4,8.0,
21.0,Tommy Shuler,Marshall,CUSA,14.0,106.0,1165.0,11.0,10.0,83.2,0.0,0.0,,0.0,0.0,106.0,1165.0,11.0,10.0,
22.0,Allen Hurns,Miami (FL),ACC,13.0,62.0,1162.0,18.7,6.0,89.4,1.0,13.0,13.0,0.0,1.0,63.0,1175.0,18.7,6.0,
23.0,Odell Beckham Jr.,LSU,SEC,13.0,59.0,1152.0,19.5,8.0,88.6,5.0,58.0,11.6,0.0,4.5,64.0,1210.0,18.9,8.0,
24.0,Josh Huff,Oregon,Pac-12,13.0,62.0,1140.0,18.4,12.0,87.7,6.0,28.0,4.7,0.0,2.2,68.0,1168.0,17.2,12.0,
25.0,Matt Miller,Boise State,MWC,13.0,88.0,1140.0,13.0,12.0,87.7,0.0,0.0,,0.0,0.0,88.0,1140.0,13.0,12.0,
26.0,Ezell Ruffin,San Diego State,MWC,13.0,68.0,1136.0,16.7,3.0,87.4,8.0,4.0,0.5,0.0,0.3,76.0,1140.0,15.0,3.0,
27.0,Rashad Greene,Florida State,ACC,14.0,76.0,1128.0,14.8,9.0,80.6,1.0,9.0,9.0,0.0,0.6,77.0,1137.0,14.8,9.0,
28.0,Jaelen Strong,Arizona State,Pac-12,14.0,75.0,1122.0,15.0,7.0,80.1,0.0,0.0,,0.0,0.0,75.0,1122.0,15.0,7.0,
29.0,Jeremy Johnson,SMU,American,12.0,112.0,1112.0,9.9,6.0,92.7,0.0,0.0,,0.0,0.0,112.0,1112.0,9.9,6.0,
30.0,Titus Davis,Central Michigan,MAC,11.0,61.0,1109.0,18.2,8.0,100.8,7.0,74.0,10.6,0.0,6.7,68.0,1183.0,17.4,8.0,
31.0,T.J. Jones,Notre Dame,Ind,13.0,70.0,1108.0,15.8,9.0,85.2,9.0,67.0,7.4,2.0,5.2,79.0,1175.0,14.9,11.0,
32.0,Cody Latimer,Indiana,Big Ten,12.0,72.0,1096.0,15.2,9.0,91.3,0.0,0.0,,0.0,0.0,72.0,1096.0,15.2,9.0,
33.0,Geremy Davis,Connecticut,American,12.0,71.0,1085.0,15.3,3.0,90.4,0.0,0.0,,0.0,0.0,71.0,1085.0,15.3,3.0,
34.0,Jared Abbrederis,Wisconsin,Big Ten,13.0,78.0,1081.0,13.9,7.0,83.2,6.0,119.0,19.8,2.0,9.2,84.0,1200.0,14.3,9.0,
35.0,Jordan Williams,Ball State,MAC,13.0,72.0,1050.0,14.6,9.0,80.8,0.0,0.0,,0.0,0.0,72.0,1050.0,14.6,9.0,
36.0,Ryan Grant,Tulane,CUSA,13.0,77.0,1039.0,13.5,9.0,79.9,0.0,0.0,,0.0,0.0,77.0,1039.0,13.5,9.0,
37.0,Keenan Holman,SMU,American,12.0,67.0,1037.0,15.5,9.0,86.4,0.0,0.0,,0.0,0.0,67.0,1037.0,15.5,9.0,
