feature,shap_mean_abs,kind
Comp%,6.2810648643062885,base
RDOM+,5.923552718241699,base
BTT%,5.484277203184721,base
ADJ%,4.962142220845774,base
PDOM+,2.1827776190392534,base
Draft Capital,0.1,base
Breakout Age,0.1,base
