feature,shap_mean_abs,kind
BTT%,10.72380988547822,base
YCO/A,6.467041848507347,base
Comp%,5.894851837695755,base
RDOM+,2.904572409241808,base
ADJ%,2.831402768458453,base
PDOM+,1.6825356057853045,base
TWP%,0.9730306097077577,base
Y/RR,0.16041961652766576,base
Draft Capital,0.1,base
Breakout Age,0.1,base
