feature,shap_mean_abs,kind
Comp%,7.168189734604339,base
YCO/A,4.651953970874019,base
BTT%,4.452826212433934,base
TWP%,2.9599056560892714,base
RDOM+,2.74329394341243,base
BMI,2.592051860357998,base
aDOT,2.4358395900329577,base
MTF,2.1400922001364395,base
PDOM+,1.7943582947233017,base
Speed,1.084879025447053,base
Draft Capital,0.1,base
Breakout Age,0.1,base
