feature,shap_mean_abs,kind
Comp%,7.024237156045488,base
BTT%,5.333677630196593,base
YCO/A,4.676227334986256,base
RDOM+,3.4046885808123037,base
BMI,3.1882044900414024,base
aDOT,1.8193291371563625,base
ATT,1.1106660635807541,base
PDOM+,1.0936254941374637,base
Draft Capital,0.1,base
Breakout Age,0.1,base
