feature,tree_feature_importance,kind
Draft Capital,0.1,base
BTT%,0.07961373328517841,base
Breakout Age,0.06866958702524842,base
Comp%,0.0655119800767481,base
YCO/A,0.051000983779754205,base
MTF,0.03519771539633035,base
RDOM+,0.032162978649634126,base
ADJ%,0.023212726103481657,base
PDOM+,0.008647331618415325,base
TWP%,0.007395372804690398,base
ATT,0.004608239989975483,base
Y/RR,0.0002342986106146609,base
