feature,shap_mean_abs,kind
BTT%,10.507503958012137,base
Comp%,5.58965800165049,base
YCO/A,5.250575522041909,base
ADJ%,3.2120384102639936,base
MTF,2.2774696962418783,base
RDOM+,1.7409380812924162,base
PDOM+,1.706638431680707,base
TWP%,0.9089236910139008,base
ATT,0.5346078638519574,base
Y/RR,0.14743910047337508,base
Draft Capital,0.1,base
Breakout Age,0.1,base
