Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Michael Penix Jr.,Washington,Pac-12,15.0,363.0,555.0,65.4,4903.0,36.0,6.5,11.0,2.0,8.8,9.24,13.5,326.9,157.1,"H-2,Maxwell"
2.0,Bo Nix,Oregon,Pac-12,14.0,364.0,470.0,77.4,4508.0,45.0,9.6,3.0,0.6,9.6,11.22,12.4,322.0,188.3,H-3
3.0,Carson Beck,Georgia,SEC,14.0,302.0,417.0,72.4,3941.0,24.0,5.8,6.0,1.4,9.5,9.95,13.0,281.5,167.9,
4.0,Seth Henigan,Memphis,American,13.0,318.0,476.0,66.8,3883.0,32.0,6.7,9.0,1.9,8.2,8.65,12.2,298.7,153.7,
5.0,Jayden Daniels,LSU,SEC,12.0,236.0,327.0,72.2,3812.0,40.0,12.2,4.0,1.2,11.7,13.55,16.2,317.7,208.0,"H-1,AA,Camp"
6.0,Davis Brin,Georgia Southern,Sun Belt,13.0,362.0,552.0,65.6,3781.0,24.0,4.3,19.0,3.4,6.8,6.17,10.4,290.8,130.6,
7.0,Joey Aguilar,Appalachian State,Sun Belt,14.0,293.0,460.0,63.7,3757.0,33.0,7.2,10.0,2.2,8.2,8.62,12.8,268.4,151.6,
8.0,Cameron Ward,Washington State,Pac-12,12.0,323.0,485.0,66.6,3736.0,25.0,5.2,7.0,1.4,7.7,8.08,11.6,311.3,145.4,
9.0,Dillon Gabriel,Oklahoma,Big 12,12.0,266.0,384.0,69.3,3660.0,30.0,7.8,6.0,1.6,9.5,10.39,13.8,305.0,172.0,
10.0,Jordan McCloud,James Madison,Sun Belt,13.0,281.0,412.0,68.2,3657.0,35.0,8.5,10.0,2.4,8.9,9.48,13.0,281.3,165.9,
11.0,Caleb Williams,USC,Pac-12,12.0,266.0,388.0,68.6,3633.0,30.0,7.7,5.0,1.3,9.4,10.33,13.7,302.8,170.1,
12.0,Drake Maye,North Carolina,ACC,12.0,269.0,425.0,63.3,3608.0,24.0,5.6,9.0,2.1,8.5,8.67,13.4,300.7,149.0,
13.0,Gunnar Watson,Troy,Sun Belt,14.0,268.0,439.0,61.0,3569.0,27.0,6.2,6.0,1.4,8.1,8.74,13.3,254.9,146.9,
14.0,Brayden Schager,Hawaii,MWC,13.0,332.0,525.0,63.2,3542.0,26.0,5.0,14.0,2.7,6.7,6.54,10.7,272.5,130.9,
15.0,Quinn Ewers,Texas,Big 12,12.0,272.0,394.0,69.0,3479.0,22.0,5.6,6.0,1.5,8.8,9.26,12.8,289.9,158.6,
16.0,Alan Bowman,Oklahoma State,Big 12,14.0,304.0,501.0,60.7,3460.0,15.0,3.0,14.0,2.8,6.9,6.25,11.4,247.1,123.0,
17.0,Brayden Fowler-Nicolosi,Colorado State,MWC,12.0,292.0,470.0,62.1,3460.0,22.0,4.7,16.0,3.4,7.4,6.77,11.8,288.3,132.6,
18.0,TJ Finley,Texas State,Sun Belt,13.0,279.0,414.0,67.4,3439.0,24.0,5.8,8.0,1.9,8.3,8.6,12.3,264.5,152.4,
19.0,Chandler Rogers,North Texas,American,12.0,262.0,421.0,62.2,3382.0,29.0,6.9,5.0,1.2,8.0,8.88,12.9,281.8,150.1,
20.0,Taulia Tagovailoa,Maryland,Big Ten,12.0,290.0,437.0,66.4,3377.0,25.0,5.7,11.0,2.5,7.7,7.74,11.6,281.4,145.1,
21.0,Jaxson Dart,Ole Miss,SEC,13.0,233.0,358.0,65.1,3364.0,23.0,6.4,5.0,1.4,9.4,10.05,14.4,258.8,162.4,
22.0,Austin Reed,Western Kentucky,CUSA,12.0,289.0,470.0,61.5,3340.0,31.0,6.6,11.0,2.3,7.1,7.37,11.6,278.3,138.3,
23.0,Brady Cook,Missouri,SEC,13.0,244.0,369.0,66.1,3317.0,21.0,5.7,6.0,1.6,9.0,9.4,13.6,255.2,157.2,
24.0,Byrum Brown,South Florida,American,13.0,276.0,427.0,64.6,3292.0,26.0,6.1,11.0,2.6,7.7,7.77,11.9,253.2,144.3,
25.0,Shedeur Sanders,Colorado,Pac-12,11.0,298.0,430.0,69.3,3230.0,27.0,6.3,3.0,0.7,7.5,8.45,10.8,293.6,151.7,
26.0,Jack Plummer,Louisville,ACC,14.0,256.0,395.0,64.8,3204.0,21.0,5.3,12.0,3.0,8.1,7.81,12.5,228.9,144.4,
27.0,Preston Stone,SMU,American,12.0,206.0,344.0,59.9,3197.0,28.0,8.1,6.0,1.7,9.3,10.14,15.5,266.4,161.3,
28.0,Spencer Rattler,South Carolina,SEC,12.0,275.0,399.0,68.9,3186.0,19.0,4.8,8.0,2.0,8.0,8.04,11.6,265.5,147.7,
29.0,Kyle McCord,Ohio State,Big Ten,12.0,229.0,348.0,65.8,3170.0,24.0,6.9,6.0,1.7,9.1,9.71,13.8,264.2,161.6,
30.0,Jacob Zeno,UAB,American,11.0,279.0,379.0,73.6,3126.0,20.0,5.3,9.0,2.4,8.2,8.23,11.2,284.2,155.6,
31.0,Rocco Becht,Iowa State,Big 12,13.0,231.0,367.0,62.9,3120.0,23.0,6.3,8.0,2.2,8.5,8.77,13.5,240.0,150.7,
32.0,Nicholas Vattiato,Middle Tennessee State,CUSA,12.0,286.0,428.0,66.8,3092.0,23.0,5.4,13.0,3.0,7.2,6.93,10.8,257.7,139.2,
33.0,Jayden Maiava,Nevada-Las Vegas,MWC,14.0,224.0,353.0,63.5,3085.0,17.0,4.8,10.0,2.8,8.7,8.43,13.8,220.4,147.1,
34.0,E.J. Warner,Temple,American,10.0,256.0,445.0,57.5,3076.0,23.0,5.2,12.0,2.7,6.9,6.73,12.0,307.6,127.3,
35.0,J.J. McCarthy,Michigan,Big Ten,15.0,240.0,332.0,72.3,2991.0,22.0,6.6,4.0,1.2,9.0,9.79,12.5,199.4,167.4,H-10
36.0,Mikey Keene,Fresno State,MWC,12.0,283.0,422.0,67.1,2976.0,24.0,5.7,10.0,2.4,7.1,7.12,10.5,248.0,140.3,
37.0,Diego Pavia,New Mexico State,CUSA,15.0,221.0,366.0,60.4,2973.0,26.0,7.1,9.0,2.5,8.1,8.44,13.5,198.2,147.1,
38.0,Graham Mertz,Florida,SEC,11.0,261.0,358.0,72.9,2903.0,20.0,5.6,3.0,0.8,8.1,8.85,11.1,263.9,157.8,
39.0,Kaidon Salter,Liberty,CUSA,14.0,177.0,290.0,61.0,2876.0,32.0,11.0,6.0,2.1,9.9,11.19,16.2,205.4,176.6,
40.0,Noah Fifita,Arizona,Pac-12,12.0,241.0,333.0,72.4,2869.0,25.0,7.5,6.0,1.8,8.6,9.31,11.9,239.1,165.9,
41.0,Cade Klubnik,Clemson,ACC,13.0,290.0,454.0,63.9,2844.0,19.0,4.2,9.0,2.0,6.3,6.21,9.8,218.8,126.3,
42.0,Haynes King,Georgia Tech,ACC,13.0,226.0,367.0,61.6,2842.0,27.0,7.4,16.0,4.4,7.7,7.25,12.6,218.6,142.2,
43.0,Jalen Milroe,Alabama,SEC,13.0,187.0,284.0,65.8,2834.0,23.0,8.1,6.0,2.1,10.0,10.65,15.2,218.0,172.2,H-6
44.0,Joe Milton,Tennessee,SEC,12.0,229.0,354.0,64.7,2813.0,20.0,5.6,5.0,1.4,7.9,8.44,12.3,234.4,147.3,
