Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2007,Arkansas,625.0,13.0,8.0,5.0,0.0,0.615,485.0,345.0,140.0,625.0,3725.0,6.0,33.0
2007,LSU,612.0,14.0,12.0,2.0,0.0,0.857,541.0,279.0,262.0,612.0,2998.0,4.9,35.0
2007,Auburn,543.0,13.0,9.0,4.0,0.0,0.692,315.0,220.0,95.0,543.0,2040.0,3.8,23.0
2007,Georgia,509.0,13.0,11.0,2.0,0.0,0.846,424.0,262.0,162.0,509.0,2304.0,4.5,32.0
2007,Mississippi State,508.0,13.0,8.0,5.0,0.0,0.615,279.0,301.0,-22.0,508.0,1784.0,3.5,18.0
2007,Alabama,490.0,13.0,7.0,6.0,0.0,0.538,352.0,286.0,66.0,490.0,1940.0,4.0,19.0
2007,Florida,487.0,13.0,9.0,4.0,0.0,0.692,552.0,331.0,221.0,487.0,2602.0,5.3,39.0
2007,Kentucky,485.0,13.0,8.0,5.0,0.0,0.615,475.0,385.0,90.0,485.0,2021.0,4.2,20.0
2007,Vanderbilt,481.0,12.0,5.0,7.0,0.0,0.417,260.0,271.0,-11.0,481.0,1802.0,3.7,13.0
2007,Tennessee,459.0,14.0,10.0,4.0,0.0,0.714,455.0,382.0,73.0,459.0,1946.0,4.2,19.0
2007,South Carolina,382.0,12.0,6.0,6.0,0.0,0.5,313.0,282.0,31.0,382.0,1364.0,3.6,16.0
2007,Ole Miss,379.0,12.0,3.0,9.0,0.0,0.25,241.0,342.0,-101.0,379.0,1578.0,4.2,8.0
2007,Illinois,595.0,13.0,9.0,4.0,0.0,0.692,362.0,283.0,79.0,595.0,3338.0,5.6,28.0
2007,Wisconsin,587.0,13.0,9.0,4.0,0.0,0.692,383.0,301.0,82.0,587.0,2610.0,4.4,29.0
2007,Michigan State,580.0,13.0,7.0,6.0,0.0,0.538,430.0,346.0,84.0,580.0,2576.0,4.4,29.0
2007,Ohio State,554.0,13.0,11.0,2.0,0.0,0.846,408.0,166.0,242.0,554.0,2560.0,4.6,21.0
2007,Michigan,540.0,13.0,9.0,4.0,0.0,0.692,354.0,278.0,76.0,540.0,2144.0,4.0,20.0
2007,Penn State,528.0,13.0,9.0,4.0,0.0,0.692,394.0,228.0,166.0,528.0,2519.0,4.8,27.0
2007,Indiana,475.0,13.0,7.0,6.0,0.0,0.538,412.0,370.0,42.0,475.0,2046.0,4.3,18.0
2007,Iowa,438.0,12.0,6.0,6.0,0.0,0.5,222.0,225.0,-3.0,438.0,1515.0,3.5,11.0
2007,Minnesota,433.0,12.0,1.0,11.0,0.0,0.083,315.0,440.0,-125.0,433.0,1941.0,4.5,15.0
2007,Purdue,413.0,13.0,8.0,5.0,0.0,0.615,446.0,345.0,101.0,413.0,1674.0,4.1,22.0
2007,Northwestern,398.0,12.0,6.0,6.0,0.0,0.5,310.0,372.0,-62.0,398.0,1437.0,3.6,17.0
2007,Oklahoma State,592.0,13.0,7.0,6.0,0.0,0.538,450.0,384.0,66.0,592.0,3161.0,5.3,30.0
2007,Texas A&M,576.0,13.0,7.0,6.0,0.0,0.538,363.0,337.0,26.0,576.0,2751.0,4.8,31.0
2007,Oklahoma,574.0,14.0,11.0,3.0,0.0,0.786,592.0,284.0,308.0,574.0,2670.0,4.7,34.0
2007,Texas,539.0,13.0,10.0,3.0,0.0,0.769,484.0,329.0,155.0,539.0,2698.0,5.0,35.0
2007,Missouri,530.0,14.0,12.0,2.0,0.0,0.857,558.0,326.0,232.0,530.0,2467.0,4.7,29.0
2007,Kansas,512.0,13.0,12.0,1.0,0.0,0.923,556.0,213.0,343.0,512.0,2454.0,4.8,30.0
2007,Colorado,485.0,13.0,6.0,7.0,0.0,0.462,355.0,383.0,-28.0,485.0,1875.0,3.9,19.0
2007,Iowa State,473.0,12.0,3.0,9.0,0.0,0.25,218.0,381.0,-163.0,473.0,1484.0,3.1,16.0
2007,Nebraska,417.0,12.0,5.0,7.0,0.0,0.417,401.0,455.0,-54.0,417.0,1733.0,4.2,19.0
2007,Kansas State,351.0,12.0,5.0,7.0,0.0,0.417,422.0,370.0,52.0,351.0,1593.0,4.5,23.0
2007,Baylor,298.0,12.0,3.0,9.0,0.0,0.25,218.0,444.0,-226.0,298.0,934.0,3.1,5.0
2007,Texas Tech,246.0,13.0,9.0,4.0,0.0,0.692,532.0,337.0,195.0,246.0,771.0,3.1,18.0
2007,Virginia Tech,560.0,14.0,11.0,3.0,0.0,0.786,402.0,225.0,177.0,560.0,1871.0,3.3,22.0
2007,Wake Forest,550.0,13.0,9.0,4.0,0.0,0.692,362.0,289.0,73.0,550.0,1862.0,3.4,21.0
2007,Georgia Tech,548.0,13.0,7.0,6.0,0.0,0.538,341.0,271.0,70.0,548.0,2591.0,4.7,28.0
2007,Maryland,532.0,13.0,6.0,7.0,0.0,0.462,313.0,280.0,33.0,532.0,1787.0,3.4,28.0
2007,Clemson,508.0,13.0,9.0,4.0,0.0,0.692,430.0,243.0,187.0,508.0,2095.0,4.1,18.0
2007,Virginia,490.0,13.0,9.0,4.0,0.0,0.692,317.0,256.0,61.0,490.0,1763.0,3.6,22.0
2007,Miami (FL),478.0,12.0,5.0,7.0,0.0,0.417,247.0,312.0,-65.0,478.0,1747.0,3.7,13.0
2007,Florida State,446.0,13.0,7.0,6.0,0.0,0.538,303.0,298.0,5.0,446.0,1657.0,3.7,12.0
2007,Boston College,422.0,14.0,11.0,3.0,0.0,0.786,396.0,285.0,111.0,422.0,1416.0,3.4,17.0
2007,North Carolina,402.0,12.0,4.0,8.0,0.0,0.333,254.0,294.0,-40.0,402.0,1190.0,3.0,11.0
2007,Duke,376.0,12.0,1.0,11.0,0.0,0.083,215.0,398.0,-183.0,376.0,768.0,2.0,6.0
2007,North Carolina State,355.0,12.0,5.0,7.0,0.0,0.417,249.0,339.0,-90.0,355.0,1071.0,3.0,12.0
2007,Oregon,615.0,13.0,9.0,4.0,0.0,0.692,496.0,307.0,189.0,615.0,3272.0,5.3,32.0
2007,Arizona State,549.0,13.0,10.0,3.0,0.0,0.769,420.0,293.0,127.0,549.0,1781.0,3.2,18.0
2007,Oregon State,541.0,13.0,9.0,4.0,0.0,0.692,362.0,294.0,68.0,541.0,2274.0,4.2,27.0
2007,Washington,537.0,13.0,4.0,9.0,0.0,0.308,380.0,411.0,-31.0,537.0,2640.0,4.9,27.0
2007,UCLA,527.0,13.0,6.0,7.0,0.0,0.462,291.0,290.0,1.0,527.0,1963.0,3.7,12.0
2007,USC,517.0,13.0,11.0,2.0,0.0,0.846,424.0,208.0,216.0,517.0,2564.0,5.0,23.0
2007,Stanford,446.0,12.0,4.0,8.0,0.0,0.333,235.0,339.0,-104.0,446.0,1334.0,3.0,14.0
2007,California,440.0,13.0,7.0,6.0,0.0,0.538,381.0,348.0,33.0,440.0,2151.0,4.9,23.0
2007,Washington State,374.0,12.0,5.0,7.0,0.0,0.417,308.0,389.0,-81.0,374.0,1388.0,3.7,11.0
2007,Arizona,320.0,12.0,5.0,7.0,0.0,0.417,336.0,322.0,14.0,320.0,921.0,2.9,7.0
2007,Air Force,721.0,13.0,9.0,4.0,0.0,0.692,389.0,274.0,115.0,721.0,3894.0,5.4,36.0
2007,Texas Christian,574.0,13.0,8.0,5.0,0.0,0.615,339.0,243.0,96.0,574.0,2145.0,3.7,21.0
2007,Utah,541.0,13.0,9.0,4.0,0.0,0.692,341.0,219.0,122.0,541.0,2177.0,4.0,20.0
2007,Colorado State,521.0,12.0,3.0,9.0,0.0,0.25,304.0,369.0,-65.0,521.0,2000.0,3.8,15.0
2007,New Mexico,503.0,13.0,9.0,4.0,0.0,0.692,321.0,247.0,74.0,503.0,1767.0,3.5,16.0
2007,BYU,493.0,13.0,11.0,2.0,0.0,0.846,391.0,241.0,150.0,493.0,1877.0,3.8,24.0
2007,Wyoming,467.0,12.0,5.0,7.0,0.0,0.417,233.0,311.0,-78.0,467.0,1558.0,3.3,14.0
2007,Nevada-Las Vegas,436.0,12.0,2.0,10.0,0.0,0.167,218.0,343.0,-125.0,436.0,1688.0,3.9,11.0
2007,San Diego State,359.0,12.0,4.0,8.0,0.0,0.333,301.0,413.0,-112.0,359.0,1247.0,3.5,19.0
2007,Louisiana-Monroe,555.0,12.0,6.0,6.0,0.0,0.5,282.0,332.0,-50.0,555.0,2508.0,4.5,18.0
2007,Louisiana,542.0,12.0,3.0,9.0,0.0,0.25,285.0,430.0,-145.0,542.0,3019.0,5.6,23.0
2007,Florida Atlantic,465.0,12.0,8.0,5.0,0.0,0.615,405.0,432.0,-27.0,465.0,1638.0,3.5,17.0
2007,Troy,462.0,12.0,8.0,4.0,0.0,0.667,408.0,295.0,113.0,462.0,2191.0,4.7,22.0
2007,Arkansas State,460.0,12.0,5.0,7.0,0.0,0.417,291.0,331.0,-40.0,460.0,2112.0,4.6,16.0
