Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2019,Kentucky,571.0,13.0,8.0,5.0,0.0,0.615,353.0,251.0,102.0,571.0,3628.0,6.4,36.0
2019,Ole Miss,558.0,12.0,4.0,8.0,0.0,0.333,319.0,318.0,1.0,558.0,3016.0,5.4,29.0
2019,Auburn,547.0,13.0,9.0,4.0,0.0,0.692,432.0,254.0,178.0,547.0,2592.0,4.7,31.0
2019,Mississippi State,529.0,13.0,6.0,7.0,0.0,0.462,359.0,375.0,-16.0,529.0,2869.0,5.4,27.0
2019,Georgia,520.0,14.0,12.0,2.0,0.0,0.857,431.0,176.0,255.0,520.0,2602.0,5.0,21.0
2019,LSU,508.0,15.0,15.0,0.0,0.0,1.0,726.0,328.0,398.0,508.0,2509.0,4.9,32.0
2019,Missouri,476.0,12.0,6.0,6.0,0.0,0.5,304.0,233.0,71.0,476.0,1820.0,3.8,14.0
2019,Tennessee,460.0,13.0,8.0,5.0,0.0,0.615,314.0,282.0,32.0,460.0,1876.0,4.1,13.0
2019,Alabama,435.0,13.0,11.0,2.0,0.0,0.846,614.0,242.0,372.0,435.0,2193.0,5.0,27.0
2019,Texas A&M,423.0,13.0,8.0,5.0,0.0,0.615,384.0,293.0,91.0,423.0,2077.0,4.9,24.0
2019,South Carolina,396.0,12.0,4.0,8.0,0.0,0.333,269.0,313.0,-44.0,396.0,1796.0,4.5,18.0
2019,Florida,395.0,13.0,11.0,2.0,0.0,0.846,432.0,201.0,231.0,395.0,1690.0,4.3,21.0
2019,Arkansas,375.0,12.0,2.0,10.0,0.0,0.167,257.0,442.0,-185.0,375.0,1767.0,4.7,14.0
2019,Vanderbilt,359.0,12.0,3.0,9.0,0.0,0.25,198.0,381.0,-183.0,359.0,1521.0,4.2,11.0
2019,Ohio State,660.0,14.0,13.0,1.0,0.0,0.929,656.0,192.0,464.0,660.0,3742.0,5.7,39.0
2019,Wisconsin,606.0,14.0,10.0,4.0,0.0,0.714,477.0,237.0,240.0,606.0,3272.0,5.4,38.0
2019,Minnesota,560.0,13.0,11.0,2.0,0.0,0.846,443.0,293.0,150.0,560.0,2323.0,4.1,25.0
2019,Nebraska,540.0,12.0,5.0,7.0,0.0,0.417,336.0,333.0,3.0,540.0,2454.0,4.5,27.0
2019,Northwestern,529.0,12.0,3.0,9.0,0.0,0.25,196.0,283.0,-87.0,529.0,2162.0,4.1,17.0
2019,Penn State,511.0,13.0,11.0,2.0,0.0,0.846,465.0,208.0,257.0,511.0,2496.0,4.9,34.0
2019,Michigan,491.0,13.0,9.0,4.0,0.0,0.692,412.0,269.0,143.0,491.0,1966.0,4.0,26.0
2019,Illinois,489.0,13.0,6.0,7.0,0.0,0.462,347.0,340.0,7.0,489.0,1877.0,3.8,19.0
2019,Indiana,464.0,13.0,8.0,5.0,0.0,0.615,413.0,317.0,96.0,464.0,1700.0,3.7,24.0
2019,Michigan State,463.0,13.0,7.0,6.0,0.0,0.538,291.0,293.0,-2.0,463.0,1666.0,3.6,12.0
2019,Rutgers,454.0,12.0,2.0,10.0,0.0,0.167,159.0,440.0,-281.0,454.0,1612.0,3.6,11.0
2019,Iowa,453.0,13.0,10.0,3.0,0.0,0.769,335.0,182.0,153.0,453.0,1789.0,3.9,17.0
2019,Maryland,425.0,12.0,3.0,9.0,0.0,0.25,303.0,416.0,-113.0,425.0,2033.0,4.8,23.0
2019,Purdue,341.0,12.0,4.0,8.0,0.0,0.333,310.0,367.0,-57.0,341.0,1002.0,2.9,9.0
2019,Oklahoma,564.0,14.0,12.0,2.0,0.0,0.857,590.0,382.0,208.0,564.0,3365.0,6.0,38.0
2019,Oklahoma State,562.0,13.0,8.0,5.0,0.0,0.615,422.0,348.0,74.0,562.0,2985.0,5.3,27.0
2019,Kansas State,533.0,13.0,8.0,5.0,0.0,0.615,385.0,278.0,107.0,533.0,2334.0,4.4,29.0
2019,Texas Christian,510.0,12.0,5.0,7.0,0.0,0.417,364.0,317.0,47.0,510.0,2448.0,4.8,23.0
2019,Baylor,504.0,14.0,11.0,3.0,0.0,0.786,471.0,277.0,194.0,504.0,2330.0,4.6,35.0
2019,Texas,478.0,13.0,8.0,5.0,0.0,0.615,458.0,357.0,101.0,478.0,2303.0,4.8,26.0
2019,Iowa State,411.0,13.0,7.0,6.0,0.0,0.538,418.0,337.0,81.0,411.0,1733.0,4.2,22.0
2019,Texas Tech,404.0,12.0,4.0,8.0,0.0,0.333,366.0,364.0,2.0,404.0,1795.0,4.4,20.0
2019,Kansas,379.0,12.0,3.0,9.0,0.0,0.25,282.0,433.0,-151.0,379.0,1756.0,4.6,10.0
2019,West Virginia,333.0,12.0,5.0,7.0,0.0,0.417,247.0,346.0,-99.0,333.0,881.0,2.6,7.0
2019,Boston College,652.0,13.0,6.0,7.0,0.0,0.462,377.0,418.0,-41.0,652.0,3304.0,5.1,27.0
2019,Wake Forest,586.0,13.0,8.0,5.0,0.0,0.615,414.0,378.0,36.0,586.0,2284.0,3.9,18.0
2019,Louisville,568.0,13.0,8.0,5.0,0.0,0.615,430.0,434.0,-4.0,568.0,2780.0,4.9,23.0
2019,Clemson,565.0,15.0,14.0,1.0,0.0,0.933,659.0,203.0,456.0,565.0,3608.0,6.4,45.0
2019,Virginia Tech,565.0,13.0,8.0,5.0,0.0,0.615,401.0,321.0,80.0,565.0,2289.0,4.1,22.0
2019,North Carolina,528.0,13.0,7.0,6.0,0.0,0.538,430.0,308.0,122.0,528.0,2446.0,4.6,13.0
2019,Syracuse,501.0,12.0,5.0,7.0,0.0,0.417,339.0,368.0,-29.0,501.0,1848.0,3.7,16.0
2019,Duke,495.0,12.0,5.0,7.0,0.0,0.417,303.0,350.0,-47.0,495.0,1804.0,3.6,16.0
2019,Florida State,477.0,13.0,6.0,7.0,0.0,0.462,363.0,362.0,1.0,477.0,1829.0,3.8,24.0
2019,Georgia Tech,447.0,12.0,3.0,9.0,0.0,0.25,200.0,389.0,-189.0,447.0,1831.0,4.1,12.0
2019,Virginia,442.0,14.0,9.0,5.0,0.0,0.643,449.0,380.0,69.0,442.0,1697.0,3.8,28.0
2019,Pitt,438.0,13.0,8.0,5.0,0.0,0.615,275.0,292.0,-17.0,438.0,1550.0,3.5,11.0
2019,North Carolina State,416.0,12.0,4.0,8.0,0.0,0.333,265.0,361.0,-96.0,416.0,1817.0,4.4,14.0
2019,Miami (FL),406.0,13.0,6.0,7.0,0.0,0.462,334.0,263.0,71.0,406.0,1537.0,3.8,16.0
2019,Utah,591.0,14.0,11.0,3.0,0.0,0.786,452.0,210.0,242.0,591.0,2819.0,4.8,34.0
2019,Oregon,506.0,14.0,12.0,2.0,0.0,0.857,495.0,231.0,264.0,506.0,2482.0,4.9,26.0
2019,UCLA,490.0,12.0,4.0,8.0,0.0,0.333,320.0,417.0,-97.0,490.0,1802.0,3.7,18.0
2019,California,474.0,13.0,8.0,5.0,0.0,0.615,276.0,285.0,-9.0,474.0,1716.0,3.6,16.0
2019,Arizona State,459.0,13.0,8.0,5.0,0.0,0.615,322.0,291.0,31.0,459.0,1602.0,3.5,13.0
2019,Washington,458.0,13.0,8.0,5.0,0.0,0.615,416.0,252.0,164.0,458.0,1944.0,4.2,24.0
2019,Arizona,450.0,12.0,4.0,8.0,0.0,0.333,323.0,429.0,-106.0,450.0,2089.0,4.6,19.0
2019,Colorado,436.0,12.0,5.0,7.0,0.0,0.417,282.0,382.0,-100.0,436.0,1804.0,4.1,14.0
2019,Oregon State,408.0,12.0,5.0,7.0,0.0,0.417,374.0,390.0,-16.0,408.0,1884.0,4.6,21.0
2019,USC,391.0,13.0,8.0,5.0,0.0,0.615,422.0,382.0,40.0,391.0,1537.0,3.9,18.0
2019,Stanford,345.0,12.0,4.0,8.0,0.0,0.333,260.0,358.0,-98.0,345.0,1268.0,3.7,8.0
