Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2006,Arkansas,539.0,14.0,10.0,4.0,0.0,0.714,404.0,256.0,148.0,539.0,3199.0,5.9,26.0
2006,Florida,476.0,14.0,13.0,1.0,0.0,0.929,416.0,189.0,227.0,476.0,2240.0,4.7,24.0
2006,Auburn,470.0,13.0,11.0,2.0,0.0,0.846,322.0,181.0,141.0,470.0,1927.0,4.1,21.0
2006,Alabama,455.0,13.0,6.0,7.0,0.0,0.462,298.0,250.0,48.0,455.0,1600.0,3.5,10.0
2006,LSU,450.0,13.0,11.0,2.0,0.0,0.846,438.0,164.0,274.0,450.0,2155.0,4.8,25.0
2006,Georgia,426.0,13.0,9.0,4.0,0.0,0.692,327.0,229.0,98.0,426.0,1656.0,3.9,21.0
2006,Ole Miss,422.0,12.0,4.0,8.0,0.0,0.333,188.0,275.0,-87.0,422.0,1504.0,3.6,11.0
2006,South Carolina,414.0,13.0,8.0,5.0,0.0,0.615,346.0,243.0,103.0,414.0,1876.0,4.5,19.0
2006,Kentucky,411.0,13.0,8.0,5.0,0.0,0.615,347.0,369.0,-22.0,411.0,1282.0,3.1,12.0
2006,Mississippi State,394.0,12.0,3.0,9.0,0.0,0.25,221.0,309.0,-88.0,394.0,1142.0,2.9,14.0
2006,Vanderbilt,385.0,12.0,4.0,8.0,0.0,0.333,264.0,284.0,-20.0,385.0,1795.0,4.7,18.0
2006,Tennessee,382.0,13.0,9.0,4.0,0.0,0.692,362.0,254.0,108.0,382.0,1404.0,3.7,17.0
2006,Wisconsin,536.0,13.0,12.0,1.0,0.0,0.923,380.0,157.0,223.0,536.0,2102.0,3.9,24.0
2006,Michigan,535.0,13.0,11.0,2.0,0.0,0.846,380.0,207.0,173.0,535.0,2282.0,4.3,21.0
2006,Ohio State,480.0,13.0,12.0,1.0,0.0,0.923,450.0,166.0,284.0,480.0,2208.0,4.6,25.0
