Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2024,Texas,586.0,16.0,13.0,3.0,0.0,0.813,528.0,245.0,283.0,586.0,2540.0,4.3,26.0
2024,Tennessee,584.0,13.0,10.0,3.0,0.0,0.769,464.0,209.0,255.0,584.0,2936.0,5.0,34.0
2024,South Carolina,551.0,13.0,9.0,4.0,0.0,0.692,396.0,235.0,161.0,551.0,2397.0,4.4,26.0
2024,Texas A&M,526.0,13.0,8.0,5.0,0.0,0.615,395.0,289.0,106.0,526.0,2541.0,4.8,27.0
2024,Oklahoma,521.0,13.0,6.0,7.0,0.0,0.462,312.0,280.0,32.0,521.0,2017.0,3.9,17.0
2024,Missouri,518.0,13.0,10.0,3.0,0.0,0.769,376.0,265.0,111.0,518.0,2138.0,4.1,26.0
2024,Ole Miss,500.0,13.0,10.0,3.0,0.0,0.769,502.0,187.0,315.0,500.0,2284.0,4.6,29.0
2024,Arkansas,494.0,13.0,7.0,6.0,0.0,0.538,402.0,325.0,77.0,494.0,2402.0,4.9,34.0
2024,Alabama,488.0,13.0,9.0,4.0,0.0,0.692,439.0,226.0,213.0,488.0,2260.0,4.6,41.0
2024,Vanderbilt,475.0,13.0,7.0,6.0,0.0,0.538,355.0,304.0,51.0,475.0,1817.0,3.8,18.0
2024,Florida,461.0,13.0,8.0,5.0,0.0,0.615,368.0,300.0,68.0,461.0,2096.0,4.5,26.0
2024,Kentucky,443.0,12.0,4.0,8.0,0.0,0.333,247.0,265.0,-18.0,443.0,1747.0,3.9,11.0
2024,Georgia,429.0,14.0,11.0,3.0,0.0,0.786,441.0,288.0,153.0,429.0,1742.0,4.1,24.0
2024,Mississippi State,419.0,12.0,2.0,10.0,0.0,0.167,310.0,409.0,-99.0,419.0,1655.0,3.9,19.0
2024,Auburn,404.0,12.0,5.0,7.0,0.0,0.417,333.0,256.0,77.0,404.0,1986.0,4.9,13.0
2024,LSU,373.0,13.0,9.0,4.0,0.0,0.692,396.0,316.0,80.0,373.0,1513.0,4.1,15.0
2024,Penn State,615.0,16.0,13.0,3.0,0.0,0.813,530.0,264.0,266.0,615.0,3237.0,5.3,35.0
2024,Ohio State,534.0,16.0,14.0,2.0,0.0,0.875,571.0,206.0,365.0,534.0,2662.0,5.0,34.0
2024,Rutgers,517.0,13.0,7.0,6.0,0.0,0.538,376.0,330.0,46.0,517.0,2279.0,4.4,28.0
2024,Iowa,501.0,13.0,8.0,5.0,0.0,0.615,360.0,232.0,128.0,501.0,2564.0,5.1,30.0
2024,Oregon,499.0,14.0,13.0,1.0,0.0,0.929,488.0,272.0,216.0,499.0,2211.0,4.4,30.0
2024,Indiana,491.0,13.0,11.0,2.0,0.0,0.846,537.0,203.0,334.0,491.0,2146.0,4.4,37.0
2024,Michigan,486.0,13.0,8.0,5.0,0.0,0.615,286.0,259.0,27.0,486.0,2043.0,4.2,18.0
2024,Illinois,452.0,13.0,10.0,3.0,0.0,0.769,368.0,282.0,86.0,452.0,1997.0,4.4,22.0
2024,Nebraska,448.0,13.0,7.0,6.0,0.0,0.538,306.0,253.0,53.0,448.0,1698.0,3.8,22.0
2024,Washington,423.0,13.0,6.0,7.0,0.0,0.462,304.0,309.0,-5.0,423.0,1674.0,4.0,14.0
2024,Wisconsin,422.0,12.0,5.0,7.0,0.0,0.417,271.0,277.0,-6.0,422.0,1844.0,4.4,19.0
2024,Minnesota,404.0,13.0,8.0,5.0,0.0,0.615,340.0,220.0,120.0,404.0,1503.0,3.7,18.0
2024,Michigan State,393.0,12.0,5.0,7.0,0.0,0.417,232.0,313.0,-81.0,393.0,1396.0,3.6,11.0
2024,Maryland,370.0,12.0,4.0,8.0,0.0,0.333,284.0,365.0,-81.0,370.0,1325.0,3.6,15.0
2024,USC,366.0,13.0,7.0,6.0,0.0,0.538,392.0,313.0,79.0,366.0,1889.0,5.2,20.0
2024,Northwestern,355.0,12.0,4.0,8.0,0.0,0.333,214.0,316.0,-102.0,355.0,1182.0,3.3,12.0
2024,Purdue,347.0,12.0,1.0,11.0,0.0,0.083,189.0,479.0,-290.0,347.0,1384.0,4.0,9.0
2024,UCLA,338.0,12.0,5.0,7.0,0.0,0.417,221.0,303.0,-82.0,338.0,1039.0,3.1,4.0
2024,Arizona State,591.0,14.0,11.0,3.0,0.0,0.786,461.0,316.0,145.0,591.0,2799.0,4.7,30.0
2024,West Virginia,529.0,13.0,6.0,7.0,0.0,0.462,379.0,415.0,-36.0,529.0,2518.0,4.8,27.0
2024,UCF,516.0,12.0,4.0,8.0,0.0,0.333,365.0,323.0,42.0,516.0,2977.0,5.8,33.0
2024,Iowa State,516.0,14.0,11.0,3.0,0.0,0.786,435.0,321.0,114.0,516.0,2247.0,4.4,27.0
2024,Baylor,491.0,13.0,8.0,5.0,0.0,0.615,447.0,347.0,100.0,491.0,2324.0,4.7,25.0
