Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2021,Ole Miss,587.0,13.0,10.0,3.0,0.0,0.769,438.0,321.0,117.0,587.0,2834.0,4.8,33.0
2021,Arkansas,581.0,13.0,9.0,4.0,0.0,0.692,402.0,298.0,104.0,581.0,2982.0,5.1,26.0
2021,Tennessee,576.0,13.0,7.0,6.0,0.0,0.538,511.0,378.0,133.0,576.0,2837.0,4.9,30.0
2021,Alabama,547.0,15.0,13.0,2.0,0.0,0.867,598.0,302.0,296.0,547.0,2252.0,4.1,21.0
2021,Georgia,541.0,15.0,14.0,1.0,0.0,0.933,579.0,153.0,426.0,541.0,2868.0,5.3,29.0
2021,Florida,492.0,13.0,6.0,7.0,0.0,0.462,399.0,348.0,51.0,492.0,2729.0,5.5,25.0
2021,Kentucky,491.0,13.0,10.0,3.0,0.0,0.769,420.0,282.0,138.0,491.0,2597.0,5.3,27.0
2021,South Carolina,465.0,13.0,7.0,6.0,0.0,0.538,294.0,312.0,-18.0,465.0,1783.0,3.8,9.0
2021,Missouri,463.0,13.0,6.0,7.0,0.0,0.462,378.0,440.0,-62.0,463.0,2344.0,5.1,21.0
2021,LSU,444.0,13.0,6.0,7.0,0.0,0.462,345.0,346.0,-1.0,444.0,1488.0,3.4,9.0
2021,Auburn,440.0,13.0,6.0,7.0,0.0,0.462,368.0,283.0,85.0,440.0,2111.0,4.8,22.0
2021,Vanderbilt,423.0,12.0,2.0,10.0,0.0,0.167,189.0,430.0,-241.0,423.0,1482.0,3.5,8.0
2021,Texas A&M,412.0,12.0,8.0,4.0,0.0,0.667,352.0,191.0,161.0,412.0,2206.0,5.4,17.0
2021,Mississippi State,270.0,13.0,7.0,6.0,0.0,0.538,378.0,337.0,41.0,270.0,821.0,3.0,10.0
2021,Minnesota,596.0,13.0,9.0,4.0,0.0,0.692,331.0,225.0,106.0,596.0,2591.0,4.3,27.0
2021,Michigan,575.0,14.0,12.0,2.0,0.0,0.857,501.0,243.0,258.0,575.0,3001.0,5.2,39.0
2021,Wisconsin,563.0,13.0,9.0,4.0,0.0,0.692,330.0,210.0,120.0,563.0,2744.0,4.9,26.0
2021,Iowa,506.0,14.0,10.0,4.0,0.0,0.714,328.0,269.0,59.0,506.0,1733.0,3.4,18.0
2021,Rutgers,499.0,13.0,5.0,8.0,0.0,0.385,256.0,333.0,-77.0,499.0,1802.0,3.6,20.0
2021,Nebraska,490.0,12.0,3.0,9.0,0.0,0.25,335.0,272.0,63.0,490.0,2174.0,4.4,31.0
2021,Michigan State,477.0,13.0,11.0,2.0,0.0,0.846,414.0,329.0,85.0,477.0,2295.0,4.8,23.0
2021,Illinois,466.0,12.0,5.0,7.0,0.0,0.417,242.0,263.0,-21.0,466.0,2086.0,4.5,12.0
2021,Northwestern,451.0,12.0,3.0,9.0,0.0,0.25,199.0,348.0,-149.0,451.0,1741.0,3.9,12.0
2021,Penn State,437.0,13.0,7.0,6.0,0.0,0.538,325.0,225.0,100.0,437.0,1402.0,3.2,11.0
2021,Maryland,432.0,13.0,7.0,6.0,0.0,0.538,381.0,399.0,-18.0,432.0,1785.0,4.1,20.0
2021,Indiana,424.0,12.0,2.0,10.0,0.0,0.167,207.0,399.0,-192.0,424.0,1395.0,3.3,13.0
2021,Ohio State,420.0,13.0,11.0,2.0,0.0,0.846,594.0,296.0,298.0,420.0,2350.0,5.6,24.0
