Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2009,Alabama,601.0,14.0,14.0,0.0,0.0,1.0,449.0,164.0,285.0,601.0,3011.0,5.0,31.0
2009,Florida,555.0,14.0,13.0,1.0,0.0,0.929,502.0,174.0,328.0,555.0,3105.0,5.6,30.0
2009,Mississippi State,555.0,12.0,5.0,7.0,0.0,0.417,307.0,321.0,-14.0,555.0,2731.0,4.9,21.0
2009,Kentucky,551.0,13.0,7.0,6.0,0.0,0.538,339.0,295.0,44.0,551.0,2486.0,4.5,26.0
2009,Auburn,550.0,13.0,8.0,5.0,0.0,0.615,433.0,358.0,75.0,550.0,2756.0,5.0,24.0
2009,Ole Miss,503.0,13.0,9.0,4.0,0.0,0.692,384.0,230.0,154.0,503.0,2387.0,4.7,22.0
2009,Tennessee,477.0,13.0,7.0,6.0,0.0,0.538,381.0,289.0,92.0,477.0,2043.0,4.3,19.0
2009,Vanderbilt,451.0,12.0,2.0,10.0,0.0,0.167,196.0,280.0,-84.0,451.0,1920.0,4.3,12.0
2009,Georgia,447.0,13.0,8.0,5.0,0.0,0.615,376.0,337.0,39.0,447.0,2093.0,4.7,17.0
2009,LSU,435.0,13.0,9.0,4.0,0.0,0.692,323.0,211.0,112.0,435.0,1596.0,3.7,15.0
2009,South Carolina,435.0,13.0,7.0,6.0,0.0,0.538,268.0,265.0,3.0,435.0,1576.0,3.6,12.0
2009,Arkansas,395.0,13.0,8.0,5.0,0.0,0.615,468.0,326.0,142.0,395.0,1713.0,4.3,23.0
2009,Wisconsin,581.0,13.0,10.0,3.0,0.0,0.769,413.0,283.0,130.0,581.0,2650.0,4.6,33.0
2009,Ohio State,563.0,13.0,11.0,2.0,0.0,0.846,377.0,163.0,214.0,563.0,2540.0,4.5,20.0
2009,Northwestern,503.0,13.0,8.0,5.0,0.0,0.615,337.0,318.0,19.0,503.0,1528.0,3.0,18.0
2009,Illinois,497.0,12.0,3.0,9.0,0.0,0.25,290.0,362.0,-72.0,497.0,2405.0,4.8,22.0
2009,Michigan,494.0,12.0,5.0,7.0,0.0,0.417,354.0,330.0,24.0,494.0,2234.0,4.5,27.0
2009,Penn State,467.0,13.0,11.0,2.0,0.0,0.846,375.0,159.0,216.0,467.0,2207.0,4.7,20.0
2009,Iowa,454.0,13.0,11.0,2.0,0.0,0.846,301.0,200.0,101.0,454.0,1485.0,3.3,13.0
2009,Minnesota,430.0,13.0,6.0,7.0,0.0,0.462,272.0,309.0,-37.0,430.0,1293.0,3.0,13.0
2009,Michigan State,419.0,13.0,6.0,7.0,0.0,0.462,386.0,342.0,44.0,419.0,1779.0,4.2,16.0
2009,Purdue,388.0,12.0,5.0,7.0,0.0,0.417,334.0,349.0,-15.0,388.0,1633.0,4.2,17.0
2009,Indiana,369.0,12.0,4.0,8.0,0.0,0.333,282.0,354.0,-72.0,369.0,1405.0,3.8,15.0
2009,Oklahoma State,555.0,13.0,9.0,4.0,0.0,0.692,369.0,282.0,87.0,555.0,2441.0,4.4,22.0
2009,Texas A&M,544.0,13.0,6.0,7.0,0.0,0.462,427.0,436.0,-9.0,544.0,2394.0,4.4,25.0
2009,Iowa State,516.0,13.0,7.0,6.0,0.0,0.538,267.0,284.0,-17.0,516.0,2340.0,4.5,17.0
2009,Texas,513.0,14.0,13.0,1.0,0.0,0.929,550.0,234.0,316.0,513.0,2066.0,4.0,28.0
2009,Nebraska,512.0,14.0,10.0,4.0,0.0,0.714,352.0,146.0,206.0,512.0,2059.0,4.0,20.0
2009,Kansas State,504.0,12.0,6.0,6.0,0.0,0.5,276.0,280.0,-4.0,504.0,2159.0,4.3,22.0
2009,Oklahoma,485.0,13.0,8.0,5.0,0.0,0.615,404.0,189.0,215.0,485.0,1750.0,3.6,18.0
2009,Missouri,444.0,13.0,8.0,5.0,0.0,0.615,377.0,330.0,47.0,444.0,1651.0,3.7,15.0
2009,Colorado,379.0,12.0,3.0,9.0,0.0,0.25,267.0,346.0,-79.0,379.0,1055.0,2.8,14.0
2009,Kansas,379.0,12.0,5.0,7.0,0.0,0.417,353.0,341.0,12.0,379.0,1345.0,3.5,20.0
2009,Baylor,346.0,12.0,4.0,8.0,0.0,0.333,249.0,327.0,-78.0,346.0,1207.0,3.5,16.0
2009,Texas Tech,319.0,13.0,9.0,4.0,0.0,0.692,481.0,292.0,189.0,319.0,1092.0,3.4,24.0
2009,Georgia Tech,792.0,14.0,11.0,3.0,0.0,0.786,473.0,347.0,126.0,792.0,4136.0,5.2,47.0
2009,Virginia Tech,573.0,13.0,10.0,3.0,0.0,0.769,414.0,203.0,211.0,573.0,2706.0,4.7,33.0
2009,Clemson,496.0,14.0,9.0,5.0,0.0,0.643,436.0,286.0,150.0,496.0,2385.0,4.8,24.0
2009,North Carolina,477.0,13.0,8.0,5.0,0.0,0.615,309.0,222.0,87.0,477.0,1727.0,3.6,14.0
2009,Boston College,472.0,13.0,8.0,5.0,0.0,0.615,322.0,257.0,65.0,472.0,1780.0,3.8,17.0
2009,Miami (FL),463.0,13.0,9.0,4.0,0.0,0.692,394.0,288.0,106.0,463.0,1794.0,3.9,21.0
2009,Wake Forest,429.0,12.0,5.0,7.0,0.0,0.417,316.0,315.0,1.0,429.0,1582.0,3.7,13.0
2009,Florida State,422.0,13.0,7.0,6.0,0.0,0.538,391.0,390.0,1.0,422.0,1944.0,4.6,27.0
2009,North Carolina State,419.0,12.0,5.0,7.0,0.0,0.417,364.0,374.0,-10.0,419.0,1451.0,3.5,15.0
2009,Maryland,410.0,12.0,2.0,10.0,0.0,0.167,256.0,375.0,-119.0,410.0,1269.0,3.1,13.0
2009,Virginia,410.0,12.0,3.0,9.0,0.0,0.25,232.0,316.0,-84.0,410.0,1189.0,2.9,15.0
2009,Duke,339.0,12.0,5.0,7.0,0.0,0.417,302.0,340.0,-38.0,339.0,762.0,2.2,6.0
2009,Oregon,547.0,13.0,10.0,3.0,0.0,0.769,469.0,309.0,160.0,547.0,3012.0,5.5,38.0
2009,Stanford,536.0,13.0,8.0,5.0,0.0,0.615,461.0,345.0,116.0,536.0,2837.0,5.3,39.0
2009,California,471.0,13.0,8.0,5.0,0.0,0.615,378.0,331.0,47.0,471.0,2203.0,4.7,27.0
2009,Oregon State,440.0,13.0,8.0,5.0,0.0,0.615,409.0,325.0,84.0,440.0,1818.0,4.1,26.0
2009,USC,438.0,13.0,9.0,4.0,0.0,0.692,344.0,258.0,86.0,438.0,2168.0,4.9,24.0
2009,Arizona,430.0,13.0,8.0,5.0,0.0,0.615,356.0,311.0,45.0,430.0,2072.0,4.8,19.0
2009,UCLA,421.0,13.0,7.0,6.0,0.0,0.538,286.0,276.0,10.0,421.0,1490.0,3.5,12.0
2009,Washington,390.0,12.0,5.0,7.0,0.0,0.417,313.0,320.0,-7.0,390.0,1668.0,4.3,13.0
2009,Arizona State,382.0,12.0,4.0,8.0,0.0,0.333,268.0,253.0,15.0,382.0,1431.0,3.7,14.0
2009,Washington State,354.0,12.0,1.0,11.0,0.0,0.083,144.0,462.0,-318.0,354.0,848.0,2.4,5.0
2009,Air Force,815.0,13.0,8.0,5.0,0.0,0.615,386.0,204.0,182.0,815.0,3685.0,4.5,31.0
2009,Texas Christian,595.0,13.0,12.0,1.0,0.0,0.923,498.0,166.0,332.0,595.0,3114.0,5.2,35.0
2009,Wyoming,496.0,13.0,7.0,6.0,0.0,0.538,238.0,355.0,-117.0,496.0,1770.0,3.6,14.0
2009,Utah,485.0,13.0,10.0,3.0,0.0,0.769,388.0,263.0,125.0,485.0,2084.0,4.3,23.0
2009,BYU,470.0,13.0,11.0,2.0,0.0,0.846,461.0,280.0,181.0,470.0,1894.0,4.0,26.0
2009,Colorado State,416.0,12.0,3.0,9.0,0.0,0.25,260.0,358.0,-98.0,416.0,1731.0,4.2,15.0
2009,Nevada-Las Vegas,389.0,12.0,5.0,7.0,0.0,0.417,298.0,389.0,-91.0,389.0,1522.0,3.9,20.0
2009,New Mexico,361.0,12.0,1.0,11.0,0.0,0.083,196.0,431.0,-235.0,361.0,1203.0,3.3,8.0
2009,San Diego State,328.0,12.0,4.0,8.0,0.0,0.333,280.0,366.0,-86.0,328.0,940.0,2.9,8.0
2009,Middle Tennessee State,519.0,13.0,10.0,3.0,0.0,0.769,416.0,308.0,108.0,519.0,2418.0,4.7,22.0
2009,Louisiana-Monroe,488.0,12.0,6.0,6.0,0.0,0.5,307.0,328.0,-21.0,488.0,2207.0,4.5,21.0
2009,Louisiana,460.0,12.0,6.0,6.0,0.0,0.5,266.0,364.0,-98.0,460.0,1643.0,3.6,19.0
2009,Western Kentucky,445.0,12.0,0.0,12.0,0.0,0.0,245.0,475.0,-230.0,445.0,2074.0,4.7,18.0
2009,Troy,444.0,13.0,9.0,4.0,0.0,0.692,438.0,387.0,51.0,444.0,1939.0,4.4,29.0
2009,Florida Atlantic,434.0,12.0,5.0,7.0,0.0,0.417,329.0,405.0,-76.0,434.0,1829.0,4.2,17.0
2009,Arkansas State,428.0,12.0,4.0,8.0,0.0,0.333,272.0,279.0,-7.0,428.0,1623.0,3.8,21.0
2009,Florida International,423.0,12.0,3.0,9.0,0.0,0.25,275.0,424.0,-149.0,423.0,1251.0,3.0,19.0
2009,North Texas,420.0,12.0,2.0,10.0,0.0,0.167,319.0,427.0,-108.0,420.0,2223.0,5.3,27.0
2009,Temple,551.0,13.0,9.0,4.0,0.0,0.692,384.0,290.0,94.0,551.0,2431.0,4.4,29.0
2009,Northern Illinois,531.0,13.0,7.0,6.0,0.0,0.538,372.0,281.0,91.0,531.0,2537.0,4.8,27.0
2009,Central Michigan,515.0,14.0,12.0,2.0,0.0,0.857,475.0,265.0,210.0,515.0,2347.0,4.6,29.0
2009,Ohio,455.0,14.0,9.0,5.0,0.0,0.643,347.0,298.0,49.0,455.0,1568.0,3.4,9.0
2009,Ball State,436.0,12.0,2.0,10.0,0.0,0.167,230.0,338.0,-108.0,436.0,1913.0,4.4,14.0
2009,Buffalo,434.0,12.0,5.0,7.0,0.0,0.417,289.0,285.0,4.0,434.0,1962.0,4.5,16.0
2009,Eastern Michigan,421.0,12.0,0.0,12.0,0.0,0.0,197.0,459.0,-262.0,421.0,1515.0,3.6,15.0
