Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2003,Arkansas,626.0,13.0,9.0,4.0,0.0,0.692,436.0,305.0,131.0,626.0,3145.0,5.0,34.0
2003,LSU,593.0,14.0,13.0,1.0,0.0,0.929,475.0,154.0,321.0,593.0,2600.0,4.4,24.0
2003,Georgia,562.0,14.0,11.0,3.0,0.0,0.786,371.0,203.0,168.0,562.0,1889.0,3.4,22.0
2003,Auburn,541.0,13.0,8.0,5.0,0.0,0.615,342.0,212.0,130.0,541.0,2392.0,4.4,32.0
2003,Alabama,515.0,13.0,4.0,9.0,0.0,0.308,331.0,333.0,-2.0,515.0,2066.0,4.0,17.0
2003,Ole Miss,491.0,13.0,10.0,3.0,0.0,0.769,442.0,285.0,157.0,491.0,1913.0,3.9,18.0
2003,Vanderbilt,477.0,12.0,2.0,10.0,0.0,0.167,235.0,358.0,-123.0,477.0,1740.0,3.6,10.0
2003,South Carolina,463.0,12.0,5.0,7.0,0.0,0.417,268.0,314.0,-46.0,463.0,1937.0,4.2,21.0
2003,Tennessee,463.0,13.0,10.0,3.0,0.0,0.769,365.0,239.0,126.0,463.0,1800.0,3.9,16.0
2003,Florida,454.0,13.0,8.0,5.0,0.0,0.615,390.0,271.0,119.0,454.0,1898.0,4.2,21.0
2003,Kentucky,434.0,12.0,4.0,8.0,0.0,0.333,328.0,321.0,7.0,434.0,1501.0,3.5,24.0
2003,Mississippi State,371.0,12.0,2.0,10.0,0.0,0.167,225.0,471.0,-246.0,371.0,1424.0,3.8,13.0
2003,Minnesota,683.0,13.0,10.0,3.0,0.0,0.769,503.0,285.0,218.0,683.0,3759.0,5.5,46.0
2003,Northwestern,593.0,13.0,6.0,7.0,0.0,0.462,263.0,326.0,-63.0,593.0,2759.0,4.7,30.0
2003,Wisconsin,573.0,13.0,7.0,6.0,0.0,0.538,355.0,306.0,49.0,573.0,2301.0,4.0,23.0
2003,Indiana,555.0,12.0,2.0,10.0,0.0,0.167,177.0,388.0,-211.0,555.0,1863.0,3.4,15.0
2003,Purdue,552.0,13.0,9.0,4.0,0.0,0.692,349.0,226.0,123.0,552.0,1936.0,3.5,22.0
2003,Michigan,538.0,13.0,10.0,3.0,0.0,0.769,460.0,219.0,241.0,538.0,2287.0,4.3,29.0
2003,Iowa,534.0,13.0,10.0,3.0,0.0,0.769,373.0,210.0,163.0,534.0,2248.0,4.2,20.0
2003,Ohio State,494.0,13.0,11.0,2.0,0.0,0.846,322.0,229.0,93.0,494.0,1639.0,3.3,14.0
2003,Penn State,397.0,12.0,3.0,9.0,0.0,0.25,233.0,255.0,-22.0,397.0,1464.0,3.7,14.0
2003,Michigan State,390.0,13.0,8.0,5.0,0.0,0.615,363.0,293.0,70.0,390.0,1266.0,3.2,15.0
2003,Illinois,375.0,12.0,1.0,11.0,0.0,0.083,203.0,398.0,-195.0,375.0,1328.0,3.5,5.0
2003,Nebraska,716.0,13.0,10.0,3.0,0.0,0.769,322.0,188.0,134.0,716.0,3063.0,4.3,28.0
2003,Kansas State,688.0,15.0,11.0,4.0,0.0,0.733,549.0,244.0,305.0,688.0,3429.0,5.0,42.0
2003,Texas,587.0,13.0,10.0,3.0,0.0,0.769,533.0,280.0,253.0,587.0,3023.0,5.1,41.0
2003,Missouri,551.0,12.0,8.0,5.0,0.0,0.615,399.0,287.0,112.0,551.0,3087.0,5.6,38.0
2003,Oklahoma,539.0,14.0,12.0,2.0,0.0,0.857,601.0,214.0,387.0,539.0,2054.0,3.8,27.0
2003,Oklahoma State,522.0,13.0,9.0,4.0,0.0,0.692,467.0,326.0,141.0,522.0,2831.0,5.4,34.0
2003,Kansas,492.0,13.0,6.0,7.0,0.0,0.462,384.0,396.0,-12.0,492.0,2152.0,4.4,20.0
2003,Texas A&M,479.0,12.0,4.0,8.0,0.0,0.333,304.0,465.0,-161.0,479.0,2127.0,4.4,22.0
2003,Baylor,478.0,12.0,3.0,9.0,0.0,0.25,191.0,455.0,-264.0,478.0,1320.0,2.8,8.0
2003,Iowa State,446.0,12.0,2.0,10.0,0.0,0.167,173.0,437.0,-264.0,446.0,1448.0,3.2,10.0
2003,Colorado,435.0,12.0,5.0,7.0,0.0,0.417,319.0,398.0,-79.0,435.0,1122.0,2.6,16.0
2003,Texas Tech,308.0,13.0,8.0,5.0,0.0,0.615,552.0,442.0,110.0,308.0,1397.0,4.5,20.0
2003,Wake Forest,569.0,12.0,5.0,7.0,0.0,0.417,335.0,347.0,-12.0,569.0,2439.0,4.3,31.0
2003,Maryland,552.0,13.0,10.0,3.0,0.0,0.769,406.0,206.0,200.0,552.0,2487.0,4.5,24.0
2003,Duke,547.0,12.0,4.0,8.0,0.0,0.333,211.0,343.0,-132.0,547.0,2065.0,3.8,16.0
2003,Georgia Tech,509.0,13.0,7.0,6.0,0.0,0.538,274.0,266.0,8.0,509.0,2086.0,4.1,16.0
2003,Florida State,470.0,13.0,10.0,3.0,0.0,0.769,419.0,217.0,202.0,470.0,1732.0,3.7,20.0
2003,Clemson,465.0,13.0,9.0,4.0,0.0,0.692,365.0,250.0,115.0,465.0,1779.0,3.8,19.0
2003,Virginia,439.0,13.0,8.0,5.0,0.0,0.615,364.0,265.0,99.0,439.0,1693.0,3.9,17.0
2003,North Carolina State,392.0,13.0,8.0,5.0,0.0,0.615,489.0,385.0,104.0,392.0,1311.0,3.3,20.0
2003,North Carolina,387.0,12.0,2.0,10.0,0.0,0.167,317.0,459.0,-142.0,387.0,1805.0,4.7,17.0
2003,California,542.0,14.0,8.0,6.0,0.0,0.571,457.0,341.0,116.0,542.0,2356.0,4.3,28.0
2003,Oregon State,526.0,13.0,8.0,5.0,0.0,0.615,433.0,301.0,132.0,526.0,1754.0,3.3,25.0
2003,Oregon,489.0,13.0,8.0,5.0,0.0,0.615,356.0,348.0,8.0,489.0,1715.0,3.5,15.0
2003,Washington State,484.0,13.0,10.0,3.0,0.0,0.769,394.0,257.0,137.0,484.0,1495.0,3.1,15.0
2003,Washington,464.0,12.0,6.0,6.0,0.0,0.5,312.0,316.0,-4.0,464.0,1434.0,3.1,19.0
2003,USC,455.0,13.0,12.0,1.0,0.0,0.923,534.0,239.0,295.0,455.0,2027.0,4.5,20.0
2003,UCLA,455.0,13.0,6.0,7.0,0.0,0.462,248.0,305.0,-57.0,455.0,1195.0,2.6,11.0
