Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2020,Alabama,476.0,13.0,13.0,0.0,0.0,1.0,630.0,252.0,378.0,476.0,2387.0,5.0,37.0
2020,Ole Miss,462.0,10.0,5.0,5.0,0.0,0.5,392.0,383.0,9.0,462.0,2110.0,4.6,23.0
2020,Kentucky,433.0,11.0,5.0,6.0,0.0,0.455,240.0,285.0,-45.0,433.0,2165.0,5.0,19.0
2020,Arkansas,394.0,10.0,3.0,7.0,0.0,0.3,257.0,349.0,-92.0,394.0,1513.0,3.8,11.0
2020,Auburn,392.0,11.0,6.0,5.0,0.0,0.545,276.0,272.0,4.0,392.0,1788.0,4.6,16.0
2020,Georgia,377.0,10.0,8.0,2.0,0.0,0.8,323.0,200.0,123.0,377.0,1742.0,4.6,18.0
2020,Tennessee,375.0,10.0,3.0,7.0,0.0,0.3,215.0,301.0,-86.0,375.0,1415.0,3.8,12.0
2020,Texas A&M,375.0,10.0,9.0,1.0,0.0,0.9,326.0,217.0,109.0,375.0,2052.0,5.5,21.0
2020,South Carolina,369.0,10.0,2.0,8.0,0.0,0.2,235.0,360.0,-125.0,369.0,1679.0,4.6,21.0
2020,Florida,367.0,12.0,8.0,4.0,0.0,0.667,478.0,370.0,108.0,367.0,1575.0,4.3,12.0
2020,LSU,365.0,10.0,5.0,5.0,0.0,0.5,320.0,349.0,-29.0,365.0,1217.0,3.3,9.0
2020,Missouri,351.0,10.0,5.0,5.0,0.0,0.5,267.0,323.0,-56.0,351.0,1352.0,3.9,21.0
2020,Vanderbilt,329.0,9.0,0.0,9.0,0.0,0.0,133.0,336.0,-203.0,329.0,991.0,3.0,4.0
2020,Mississippi State,204.0,11.0,4.0,7.0,0.0,0.364,235.0,309.0,-74.0,204.0,483.0,2.4,8.0
2020,Penn State,402.0,9.0,4.0,5.0,0.0,0.444,268.0,249.0,19.0,402.0,1569.0,3.9,15.0
2020,Northwestern,393.0,9.0,7.0,2.0,0.0,0.778,222.0,143.0,79.0,393.0,1467.0,3.7,16.0
2020,Ohio State,345.0,8.0,7.0,1.0,0.0,0.875,328.0,206.0,122.0,345.0,2055.0,6.0,19.0
2020,Rutgers,338.0,9.0,3.0,6.0,0.0,0.333,240.0,289.0,-49.0,338.0,1282.0,3.8,13.0
2020,Nebraska,334.0,8.0,3.0,5.0,0.0,0.375,185.0,235.0,-50.0,334.0,1611.0,4.8,15.0
2020,Illinois,326.0,8.0,2.0,6.0,0.0,0.25,161.0,279.0,-118.0,326.0,1569.0,4.8,9.0
2020,Minnesota,298.0,7.0,3.0,4.0,0.0,0.429,191.0,211.0,-20.0,298.0,1343.0,4.5,19.0
2020,Iowa,296.0,8.0,6.0,2.0,0.0,0.75,254.0,128.0,126.0,296.0,1368.0,4.6,18.0
2020,Wisconsin,293.0,7.0,4.0,3.0,0.0,0.571,176.0,122.0,54.0,293.0,1152.0,3.9,13.0
2020,Indiana,272.0,8.0,6.0,2.0,0.0,0.75,231.0,162.0,69.0,272.0,894.0,3.3,12.0
2020,Michigan State,238.0,7.0,2.0,5.0,0.0,0.286,126.0,246.0,-120.0,238.0,642.0,2.7,2.0
2020,Michigan,172.0,6.0,2.0,4.0,0.0,0.333,170.0,207.0,-37.0,172.0,786.0,4.6,12.0
2020,Maryland,151.0,5.0,2.0,3.0,0.0,0.4,118.0,160.0,-42.0,151.0,725.0,4.8,5.0
2020,Purdue,147.0,6.0,2.0,4.0,0.0,0.333,163.0,179.0,-16.0,147.0,493.0,3.4,4.0
2020,Oklahoma State,506.0,11.0,8.0,3.0,0.0,0.727,332.0,258.0,74.0,506.0,2068.0,4.1,17.0
2020,Iowa State,455.0,12.0,9.0,3.0,0.0,0.75,395.0,257.0,138.0,455.0,2340.0,5.1,31.0
2020,Oklahoma,419.0,11.0,9.0,2.0,0.0,0.818,473.0,239.0,234.0,419.0,1977.0,4.7,27.0
2020,Texas Christian,411.0,10.0,6.0,4.0,0.0,0.6,308.0,242.0,66.0,411.0,2161.0,5.3,23.0
2020,Texas,370.0,10.0,7.0,3.0,0.0,0.7,427.0,285.0,142.0,370.0,1953.0,5.3,20.0
2020,West Virginia,358.0,10.0,6.0,4.0,0.0,0.6,265.0,205.0,60.0,358.0,1351.0,3.8,15.0
2020,Kansas,354.0,9.0,0.0,9.0,0.0,0.0,142.0,414.0,-272.0,354.0,944.0,2.7,9.0
2020,Kansas State,353.0,10.0,4.0,6.0,0.0,0.4,266.0,322.0,-56.0,353.0,1519.0,4.3,17.0
2020,Texas Tech,336.0,10.0,4.0,6.0,0.0,0.4,291.0,367.0,-76.0,336.0,1634.0,4.9,17.0
2020,Baylor,298.0,9.0,2.0,7.0,0.0,0.222,210.0,263.0,-53.0,298.0,813.0,2.7,8.0
2020,Notre Dame,505.0,12.0,10.0,2.0,0.0,0.833,401.0,236.0,165.0,505.0,2533.0,5.0,33.0
2020,North Carolina,492.0,12.0,8.0,4.0,0.0,0.667,500.0,353.0,147.0,492.0,2830.0,5.8,35.0
2020,Virginia Tech,473.0,11.0,5.0,6.0,0.0,0.455,342.0,353.0,-11.0,473.0,2641.0,5.6,27.0
