Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2005,LSU,509.0,13.0,11.0,2.0,0.0,0.846,383.0,185.0,198.0,509.0,1951.0,3.8,21.0
2005,Arkansas,481.0,11.0,4.0,7.0,0.0,0.364,283.0,271.0,12.0,481.0,2386.0,5.0,19.0
2005,Auburn,481.0,12.0,9.0,3.0,0.0,0.75,386.0,186.0,200.0,481.0,2329.0,4.8,28.0
2005,Alabama,463.0,12.0,10.0,2.0,0.0,0.833,263.0,128.0,135.0,463.0,1710.0,3.7,12.0
2005,Florida,455.0,12.0,9.0,3.0,0.0,0.75,343.0,226.0,117.0,455.0,1761.0,3.9,19.0
2005,Georgia,455.0,13.0,10.0,3.0,0.0,0.769,384.0,213.0,171.0,455.0,2108.0,4.6,16.0
2005,Tennessee,399.0,11.0,5.0,6.0,0.0,0.455,205.0,205.0,0.0,399.0,1411.0,3.5,10.0
2005,Kentucky,391.0,11.0,3.0,8.0,0.0,0.273,239.0,375.0,-136.0,391.0,1415.0,3.6,21.0
2005,Mississippi State,385.0,11.0,3.0,8.0,0.0,0.273,153.0,259.0,-106.0,385.0,1514.0,3.9,9.0
2005,South Carolina,365.0,12.0,7.0,5.0,0.0,0.583,284.0,279.0,5.0,365.0,1142.0,3.1,13.0
2005,Vanderbilt,361.0,11.0,5.0,6.0,0.0,0.455,299.0,321.0,-22.0,361.0,1266.0,3.5,16.0
2005,Ole Miss,332.0,11.0,3.0,8.0,0.0,0.273,148.0,245.0,-97.0,332.0,806.0,2.4,6.0
2005,Minnesota,610.0,12.0,7.0,5.0,0.0,0.583,429.0,348.0,81.0,610.0,3277.0,5.4,34.0
2005,Wisconsin,572.0,13.0,10.0,3.0,0.0,0.769,446.0,309.0,137.0,572.0,2186.0,3.8,31.0
2005,Ohio State,506.0,12.0,10.0,2.0,0.0,0.833,392.0,183.0,209.0,506.0,2360.0,4.7,23.0
2005,Penn State,503.0,12.0,11.0,1.0,0.0,0.917,413.0,204.0,209.0,503.0,2553.0,5.1,29.0
2005,Michigan,499.0,12.0,7.0,5.0,0.0,0.583,345.0,244.0,101.0,499.0,1939.0,3.9,16.0
2005,Northwestern,462.0,12.0,7.0,5.0,0.0,0.583,388.0,407.0,-19.0,462.0,2323.0,5.0,25.0
2005,Michigan State,453.0,11.0,5.0,6.0,0.0,0.455,372.0,316.0,56.0,453.0,2220.0,4.9,22.0
2005,Illinois,438.0,11.0,2.0,9.0,0.0,0.182,187.0,435.0,-248.0,438.0,1740.0,4.0,9.0
2005,Iowa,436.0,12.0,7.0,5.0,0.0,0.583,360.0,240.0,120.0,436.0,2096.0,4.8,19.0
2005,Indiana,425.0,11.0,4.0,7.0,0.0,0.364,248.0,361.0,-113.0,425.0,1443.0,3.4,9.0
2005,Purdue,416.0,11.0,5.0,6.0,0.0,0.455,330.0,309.0,21.0,416.0,2054.0,4.9,31.0
2005,Texas,605.0,13.0,13.0,0.0,0.0,1.0,652.0,213.0,439.0,605.0,3574.0,5.9,55.0
2005,Oklahoma,526.0,12.0,8.0,4.0,0.0,0.667,323.0,277.0,46.0,526.0,2130.0,4.0,27.0
2005,Missouri,512.0,12.0,7.0,5.0,0.0,0.583,369.0,350.0,19.0,512.0,2463.0,4.8,26.0
2005,Iowa State,491.0,12.0,7.0,5.0,0.0,0.583,339.0,230.0,109.0,491.0,1328.0,2.7,20.0
2005,Texas A&M,452.0,11.0,5.0,6.0,0.0,0.455,352.0,343.0,9.0,452.0,2584.0,5.7,24.0
2005,Kansas State,432.0,11.0,5.0,6.0,0.0,0.455,289.0,305.0,-16.0,432.0,1522.0,3.5,16.0
2005,Oklahoma State,432.0,11.0,4.0,7.0,0.0,0.364,222.0,344.0,-122.0,432.0,1693.0,3.9,16.0
2005,Colorado,428.0,13.0,7.0,6.0,0.0,0.538,305.0,307.0,-2.0,428.0,1434.0,3.4,15.0
2005,Kansas,425.0,12.0,7.0,5.0,0.0,0.583,269.0,264.0,5.0,425.0,1608.0,3.8,15.0
2005,Nebraska,420.0,12.0,8.0,4.0,0.0,0.667,296.0,252.0,44.0,420.0,1152.0,2.7,10.0
2005,Baylor,385.0,11.0,5.0,6.0,0.0,0.455,236.0,291.0,-55.0,385.0,1209.0,3.1,10.0
2005,Texas Tech,308.0,12.0,9.0,3.0,0.0,0.75,473.0,226.0,247.0,308.0,1284.0,4.2,25.0
2005,Virginia Tech,599.0,13.0,11.0,2.0,0.0,0.846,440.0,168.0,272.0,599.0,2479.0,4.1,30.0
2005,Wake Forest,525.0,11.0,4.0,7.0,0.0,0.364,269.0,316.0,-47.0,525.0,2173.0,4.1,20.0
2005,Georgia Tech,464.0,12.0,7.0,5.0,0.0,0.583,222.0,241.0,-19.0,464.0,1845.0,4.0,13.0
2005,Clemson,450.0,12.0,8.0,4.0,0.0,0.667,316.0,211.0,105.0,450.0,1836.0,4.1,20.0
2005,Virginia,450.0,12.0,7.0,5.0,0.0,0.583,320.0,279.0,41.0,450.0,1711.0,3.8,20.0
2005,Boston College,449.0,12.0,9.0,3.0,0.0,0.75,310.0,191.0,119.0,449.0,1740.0,3.9,21.0
2005,Miami (FL),448.0,12.0,9.0,3.0,0.0,0.75,325.0,171.0,154.0,448.0,1651.0,3.7,18.0
2005,North Carolina State,440.0,12.0,7.0,5.0,0.0,0.583,249.0,212.0,37.0,440.0,1493.0,3.4,13.0
2005,Duke,435.0,11.0,1.0,10.0,0.0,0.091,177.0,408.0,-231.0,435.0,1398.0,3.2,16.0
2005,Maryland,432.0,11.0,5.0,6.0,0.0,0.455,270.0,275.0,-5.0,432.0,1483.0,3.4,16.0
2005,North Carolina,403.0,11.0,5.0,6.0,0.0,0.455,198.0,288.0,-90.0,403.0,1116.0,2.8,10.0
2005,Florida State,376.0,13.0,8.0,5.0,0.0,0.615,376.0,286.0,90.0,376.0,1222.0,3.3,20.0
2005,USC,525.0,13.0,12.0,1.0,0.0,0.923,638.0,297.0,341.0,525.0,3380.0,6.4,51.0
2005,California,483.0,12.0,8.0,4.0,0.0,0.667,395.0,254.0,141.0,483.0,2823.0,5.8,27.0
2005,Arizona State,447.0,12.0,7.0,5.0,0.0,0.583,442.0,359.0,83.0,447.0,1748.0,3.9,18.0
2005,Washington State,440.0,11.0,4.0,7.0,0.0,0.364,368.0,346.0,22.0,440.0,2332.0,5.3,20.0
2005,UCLA,436.0,12.0,10.0,2.0,0.0,0.833,469.0,410.0,59.0,436.0,1928.0,4.4,21.0
2005,Oregon,427.0,12.0,10.0,2.0,0.0,0.833,414.0,278.0,136.0,427.0,1612.0,3.8,16.0
2005,Oregon State,415.0,11.0,5.0,6.0,0.0,0.455,293.0,365.0,-72.0,415.0,1348.0,3.2,17.0
2005,Stanford,387.0,11.0,5.0,6.0,0.0,0.455,269.0,337.0,-68.0,387.0,1015.0,2.6,8.0
2005,Arizona,382.0,11.0,3.0,8.0,0.0,0.273,252.0,290.0,-38.0,382.0,1342.0,3.5,11.0
2005,Washington,380.0,11.0,2.0,9.0,0.0,0.182,237.0,337.0,-100.0,380.0,1487.0,3.9,15.0
2005,Air Force,588.0,11.0,4.0,7.0,0.0,0.364,330.0,349.0,-19.0,588.0,2712.0,4.6,28.0
2005,Texas Christian,537.0,12.0,11.0,1.0,0.0,0.917,398.0,223.0,175.0,537.0,2306.0,4.3,32.0
2005,New Mexico,527.0,11.0,6.0,5.0,0.0,0.545,326.0,327.0,-1.0,527.0,2200.0,4.2,23.0
2005,Utah,494.0,12.0,7.0,5.0,0.0,0.583,360.0,289.0,71.0,494.0,2142.0,4.3,18.0
2005,San Diego State,458.0,12.0,5.0,7.0,0.0,0.417,323.0,325.0,-2.0,458.0,1770.0,3.9,16.0
2005,Colorado State,420.0,12.0,6.0,6.0,0.0,0.5,321.0,369.0,-48.0,420.0,1460.0,3.5,14.0
2005,BYU,418.0,12.0,6.0,6.0,0.0,0.5,396.0,351.0,45.0,418.0,1828.0,4.4,24.0
2005,Nevada-Las Vegas,366.0,11.0,2.0,9.0,0.0,0.182,207.0,381.0,-174.0,366.0,1188.0,3.2,10.0
2005,Wyoming,356.0,11.0,4.0,7.0,0.0,0.364,271.0,297.0,-26.0,356.0,1292.0,3.6,15.0
2005,Louisiana,531.0,11.0,6.0,5.0,0.0,0.545,286.0,304.0,-18.0,531.0,2797.0,5.3,34.0
2005,Arkansas State,481.0,12.0,6.0,6.0,0.0,0.5,294.0,303.0,-9.0,481.0,2318.0,4.8,21.0
2005,Troy,430.0,11.0,4.0,7.0,0.0,0.364,175.0,255.0,-80.0,430.0,1300.0,3.0,6.0
2005,Middle Tennessee State,429.0,11.0,4.0,7.0,0.0,0.364,210.0,206.0,4.0,429.0,1200.0,2.8,18.0
2005,Florida Atlantic,423.0,11.0,2.0,9.0,0.0,0.182,148.0,339.0,-191.0,423.0,1259.0,3.0,6.0
2005,North Texas,405.0,11.0,2.0,9.0,0.0,0.182,157.0,346.0,-189.0,405.0,1569.0,3.9,8.0
2005,Louisiana-Monroe,403.0,11.0,5.0,6.0,0.0,0.455,239.0,339.0,-100.0,403.0,1531.0,3.8,17.0
2005,Florida International,358.0,11.0,5.0,6.0,0.0,0.455,257.0,323.0,-66.0,358.0,1348.0,3.8,12.0
2005,Toledo,490.0,12.0,9.0,3.0,0.0,0.75,429.0,261.0,168.0,490.0,2602.0,5.3,20.0
2005,Northern Illinois,478.0,12.0,7.0,5.0,0.0,0.583,389.0,274.0,115.0,478.0,2480.0,5.2,28.0
2005,Central Michigan,434.0,11.0,6.0,5.0,0.0,0.545,260.0,260.0,0.0,434.0,1747.0,4.0,15.0
2005,Ohio,427.0,11.0,4.0,7.0,0.0,0.364,192.0,336.0,-144.0,427.0,1915.0,4.5,16.0
2005,Western Michigan,427.0,11.0,7.0,4.0,0.0,0.636,354.0,342.0,12.0,427.0,1605.0,3.8,10.0
2005,Akron,422.0,13.0,7.0,6.0,0.0,0.538,307.0,318.0,-11.0,422.0,1395.0,3.3,12.0
2005,Bowling Green,418.0,11.0,6.0,5.0,0.0,0.545,372.0,304.0,68.0,418.0,1582.0,3.8,19.0
2005,Ball State,412.0,11.0,4.0,7.0,0.0,0.364,233.0,416.0,-183.0,412.0,1210.0,2.9,8.0
2005,Miami (OH),412.0,11.0,7.0,4.0,0.0,0.636,371.0,258.0,113.0,412.0,1474.0,3.6,15.0
2005,Buffalo,411.0,11.0,1.0,10.0,0.0,0.091,110.0,327.0,-217.0,411.0,1187.0,2.9,7.0
2005,Eastern Michigan,359.0,11.0,4.0,7.0,0.0,0.364,240.0,295.0,-55.0,359.0,1355.0,3.8,10.0
2005,Kent State,284.0,11.0,1.0,10.0,0.0,0.091,180.0,331.0,-151.0,284.0,505.0,1.8,5.0
