Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2014,LSU,622.0,13.0,8.0,5.0,0.0,0.615,359.0,228.0,131.0,622.0,2919.0,4.7,25.0
2014,Auburn,607.0,13.0,8.0,5.0,0.0,0.615,461.0,347.0,114.0,607.0,3321.0,5.5,32.0
2014,Mississippi State,578.0,13.0,10.0,3.0,0.0,0.769,480.0,282.0,198.0,578.0,3030.0,5.2,29.0
2014,Alabama,567.0,14.0,12.0,2.0,0.0,0.857,517.0,258.0,259.0,567.0,2893.0,5.1,35.0
2014,Arkansas,557.0,13.0,7.0,6.0,0.0,0.538,415.0,250.0,165.0,557.0,2834.0,5.1,31.0
2014,Georgia,554.0,13.0,10.0,3.0,0.0,0.769,537.0,269.0,268.0,554.0,3365.0,6.1,38.0
2014,Missouri,539.0,14.0,11.0,3.0,0.0,0.786,389.0,295.0,94.0,539.0,2490.0,4.6,17.0
2014,Tennessee,524.0,13.0,7.0,6.0,0.0,0.538,376.0,315.0,61.0,524.0,1903.0,3.6,20.0
2014,Florida,517.0,12.0,7.0,5.0,0.0,0.583,363.0,253.0,110.0,517.0,2252.0,4.4,22.0
2014,South Carolina,479.0,13.0,7.0,6.0,0.0,0.538,424.0,395.0,29.0,479.0,2093.0,4.4,23.0
2014,Ole Miss,476.0,13.0,9.0,4.0,0.0,0.692,368.0,208.0,160.0,476.0,2021.0,4.2,21.0
2014,Kentucky,444.0,12.0,5.0,7.0,0.0,0.417,350.0,375.0,-25.0,444.0,1838.0,4.1,21.0
2014,Texas A&M,421.0,13.0,8.0,5.0,0.0,0.615,458.0,365.0,93.0,421.0,1949.0,4.6,20.0
2014,Vanderbilt,383.0,12.0,3.0,9.0,0.0,0.25,206.0,399.0,-193.0,383.0,1311.0,3.4,7.0
2014,Ohio State,690.0,15.0,14.0,1.0,0.0,0.933,672.0,330.0,342.0,690.0,3967.0,5.7,41.0
2014,Wisconsin,648.0,14.0,11.0,3.0,0.0,0.786,484.0,291.0,193.0,648.0,4482.0,6.9,46.0
2014,Minnesota,599.0,13.0,8.0,5.0,0.0,0.615,369.0,314.0,55.0,599.0,2801.0,4.7,32.0
2014,Michigan State,594.0,13.0,11.0,2.0,0.0,0.846,559.0,280.0,279.0,594.0,3057.0,5.1,44.0
2014,Nebraska,587.0,12.0,9.0,4.0,0.0,0.692,491.0,343.0,148.0,587.0,3123.0,5.3,35.0
2014,Indiana,539.0,12.0,4.0,8.0,0.0,0.333,301.0,394.0,-93.0,539.0,3163.0,5.9,29.0
2014,Iowa,514.0,13.0,7.0,6.0,0.0,0.538,367.0,333.0,34.0,514.0,2120.0,4.1,22.0
2014,Rutgers,489.0,13.0,8.0,5.0,0.0,0.615,347.0,392.0,-45.0,489.0,2114.0,4.3,21.0
2014,Northwestern,486.0,12.0,5.0,7.0,0.0,0.417,276.0,302.0,-26.0,486.0,1639.0,3.4,20.0
2014,Penn State,451.0,13.0,7.0,6.0,0.0,0.538,268.0,242.0,26.0,451.0,1325.0,2.9,13.0
