Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2001,Northwestern,499.0,11.0,4.0,7.0,0.0,0.364,320.0,378.0,-58.0,499.0,2044.0,4.1,21.0
2001,Illinois,467.0,11.0,10.0,2.0,0.0,0.833,356.0,238.0,118.0,467.0,1653.0,3.5,13.0
2001,Minnesota,465.0,11.0,4.0,7.0,0.0,0.364,308.0,299.0,9.0,465.0,2389.0,5.1,20.0
2001,Michigan State,455.0,11.0,7.0,5.0,0.0,0.583,330.0,276.0,54.0,455.0,1644.0,3.6,17.0
2001,Michigan,449.0,11.0,8.0,4.0,0.0,0.667,303.0,192.0,111.0,449.0,1613.0,3.6,18.0
2001,Iowa,444.0,11.0,7.0,5.0,0.0,0.583,372.0,242.0,130.0,444.0,1926.0,4.3,28.0
2001,Purdue,397.0,11.0,6.0,6.0,0.0,0.5,223.0,245.0,-22.0,397.0,1121.0,2.8,10.0
2001,Penn State,383.0,11.0,5.0,6.0,0.0,0.455,248.0,281.0,-33.0,383.0,1317.0,3.4,16.0
2001,Nebraska,672.0,12.0,11.0,2.0,0.0,0.846,449.0,189.0,260.0,672.0,3776.0,5.6,47.0
2001,Kansas State,606.0,11.0,6.0,6.0,0.0,0.5,327.0,179.0,148.0,606.0,2835.0,4.7,34.0
2001,Colorado,575.0,12.0,10.0,3.0,0.0,0.769,396.0,280.0,116.0,575.0,2742.0,4.8,27.0
2001,Iowa State,481.0,11.0,7.0,5.0,0.0,0.583,296.0,231.0,65.0,481.0,2006.0,4.2,26.0
2001,Texas,476.0,12.0,11.0,2.0,0.0,0.846,470.0,164.0,306.0,476.0,1948.0,4.1,28.0
2001,Kansas,438.0,11.0,3.0,8.0,0.0,0.273,182.0,398.0,-216.0,438.0,1288.0,2.9,7.0
2001,Baylor,409.0,11.0,3.0,8.0,0.0,0.273,205.0,357.0,-152.0,409.0,1053.0,2.6,8.0
2001,Missouri,402.0,11.0,4.0,7.0,0.0,0.364,240.0,330.0,-90.0,402.0,1841.0,4.6,11.0
2001,Oklahoma,388.0,12.0,11.0,2.0,0.0,0.846,387.0,166.0,221.0,388.0,1433.0,3.7,20.0
2001,Texas A&M,387.0,11.0,8.0,4.0,0.0,0.667,220.0,204.0,16.0,387.0,1254.0,3.2,14.0
2001,Oklahoma State,381.0,11.0,4.0,7.0,0.0,0.364,242.0,281.0,-39.0,381.0,1030.0,2.7,9.0
2001,Texas Tech,260.0,11.0,7.0,5.0,0.0,0.583,386.0,262.0,124.0,260.0,901.0,3.5,15.0
2001,Wake Forest,609.0,11.0,6.0,5.0,0.0,0.545,292.0,311.0,-19.0,609.0,2438.0,4.0,27.0
2001,Maryland,526.0,11.0,10.0,2.0,0.0,0.833,390.0,210.0,180.0,526.0,2428.0,4.6,33.0
2001,Georgia Tech,500.0,12.0,8.0,5.0,0.0,0.615,381.0,267.0,114.0,500.0,1668.0,3.3,26.0
2001,North Carolina,479.0,12.0,8.0,5.0,0.0,0.615,321.0,261.0,60.0,479.0,1530.0,3.2,13.0
2001,Clemson,463.0,11.0,7.0,5.0,0.0,0.583,320.0,315.0,5.0,463.0,2027.0,4.4,22.0
2001,Florida State,434.0,11.0,8.0,4.0,0.0,0.667,373.0,287.0,86.0,434.0,1756.0,4.0,17.0
2001,Duke,418.0,11.0,0.0,11.0,0.0,0.0,212.0,491.0,-279.0,418.0,1243.0,3.0,14.0
2001,Virginia,376.0,12.0,5.0,7.0,0.0,0.417,249.0,331.0,-82.0,376.0,1272.0,3.4,5.0
2001,North Carolina State,355.0,11.0,7.0,5.0,0.0,0.583,300.0,223.0,77.0,355.0,1228.0,3.5,15.0
2001,Stanford,508.0,11.0,9.0,3.0,0.0,0.75,408.0,315.0,93.0,508.0,2211.0,4.4,27.0
2001,UCLA,459.0,11.0,7.0,4.0,0.0,0.636,317.0,225.0,92.0,459.0,1869.0,4.1,23.0
2001,Washington State,444.0,11.0,10.0,2.0,0.0,0.833,387.0,242.0,145.0,444.0,1515.0,3.4,13.0
2001,Arizona State,424.0,11.0,4.0,7.0,0.0,0.364,374.0,361.0,13.0,424.0,1838.0,4.3,22.0
2001,Oregon,418.0,11.0,11.0,1.0,0.0,0.917,374.0,240.0,134.0,418.0,2162.0,5.2,23.0
2001,Washington,418.0,11.0,8.0,4.0,0.0,0.667,310.0,323.0,-13.0,418.0,1229.0,2.9,19.0
2001,Oregon State,417.0,11.0,5.0,6.0,0.0,0.455,287.0,259.0,28.0,417.0,1401.0,3.4,15.0
2001,California,390.0,11.0,1.0,10.0,0.0,0.091,201.0,431.0,-230.0,390.0,1332.0,3.4,8.0
2001,USC,387.0,11.0,6.0,6.0,0.0,0.5,292.0,197.0,95.0,387.0,1051.0,2.7,15.0
2001,Arizona,386.0,11.0,5.0,6.0,0.0,0.455,320.0,377.0,-57.0,386.0,1563.0,4.0,16.0
2001,Air Force,677.0,12.0,6.0,6.0,0.0,0.5,337.0,386.0,-49.0,677.0,3279.0,4.8,36.0
2001,New Mexico,508.0,11.0,6.0,5.0,0.0,0.545,304.0,243.0,61.0,508.0,2094.0,4.1,18.0
2001,Nevada-Las Vegas,507.0,11.0,4.0,7.0,0.0,0.364,284.0,270.0,14.0,507.0,2361.0,4.7,19.0
2001,BYU,505.0,13.0,12.0,2.0,0.0,0.857,608.0,396.0,212.0,505.0,2893.0,5.7,41.0
2001,Utah,505.0,11.0,8.0,4.0,0.0,0.667,319.0,204.0,115.0,505.0,2408.0,4.8,23.0
2001,Colorado State,459.0,11.0,7.0,5.0,0.0,0.583,253.0,254.0,-1.0,459.0,2094.0,4.6,16.0
2001,San Diego State,429.0,11.0,3.0,8.0,0.0,0.273,184.0,290.0,-106.0,429.0,1627.0,3.8,17.0
2001,Wyoming,380.0,11.0,2.0,9.0,0.0,0.182,229.0,368.0,-139.0,380.0,1093.0,2.9,15.0
2001,New Mexico State,550.0,12.0,5.0,7.0,0.0,0.417,286.0,400.0,-114.0,550.0,2493.0,4.5,27.0
2001,North Texas,473.0,11.0,5.0,7.0,0.0,0.417,255.0,248.0,7.0,473.0,1764.0,3.7,13.0
2001,Middle Tennessee State,471.0,11.0,8.0,3.0,0.0,0.727,408.0,286.0,122.0,471.0,2614.0,5.5,32.0
2001,Arkansas State,427.0,11.0,2.0,9.0,0.0,0.182,177.0,357.0,-180.0,427.0,1610.0,3.8,11.0
2001,Idaho,373.0,11.0,1.0,10.0,0.0,0.091,313.0,495.0,-182.0,373.0,1266.0,3.4,14.0
2001,Louisiana,346.0,11.0,3.0,8.0,0.0,0.273,234.0,365.0,-131.0,346.0,1027.0,3.0,13.0
2001,Louisiana-Monroe,318.0,11.0,2.0,9.0,0.0,0.182,148.0,351.0,-203.0,318.0,810.0,2.5,10.0
2001,Ohio,567.0,11.0,1.0,10.0,0.0,0.091,198.0,323.0,-125.0,567.0,2641.0,4.7,20.0
2001,Central Michigan,514.0,11.0,3.0,8.0,0.0,0.273,251.0,346.0,-95.0,514.0,2187.0,4.3,17.0
2001,Akron,505.0,11.0,4.0,7.0,0.0,0.364,281.0,360.0,-79.0,505.0,1989.0,3.9,19.0
2001,Ball State,501.0,11.0,5.0,6.0,0.0,0.455,268.0,296.0,-28.0,501.0,1811.0,3.6,17.0
2001,Toledo,495.0,11.0,10.0,2.0,0.0,0.833,384.0,281.0,103.0,495.0,2348.0,4.7,30.0
2001,Bowling Green,484.0,11.0,8.0,3.0,0.0,0.727,333.0,215.0,118.0,484.0,1836.0,3.8,19.0
2001,Northern Illinois,466.0,11.0,6.0,5.0,0.0,0.545,303.0,292.0,11.0,466.0,1589.0,3.4,14.0
2001,Miami (OH),447.0,12.0,7.0,5.0,0.0,0.583,319.0,309.0,10.0,447.0,1609.0,3.6,15.0
2001,Kent State,445.0,11.0,6.0,5.0,0.0,0.545,248.0,281.0,-33.0,445.0,2375.0,5.3,17.0
2001,Marshall,403.0,12.0,11.0,2.0,0.0,0.846,448.0,308.0,140.0,403.0,1859.0,4.6,18.0
2001,Buffalo,384.0,11.0,3.0,8.0,0.0,0.273,205.0,286.0,-81.0,384.0,1250.0,3.3,13.0
2001,Eastern Michigan,373.0,11.0,2.0,9.0,0.0,0.182,197.0,356.0,-159.0,373.0,1198.0,3.2,8.0
2001,Western Michigan,352.0,11.0,5.0,6.0,0.0,0.455,277.0,266.0,11.0,352.0,1099.0,3.1,8.0
2001,UAB,478.0,11.0,6.0,5.0,0.0,0.545,265.0,206.0,59.0,478.0,1766.0,3.7,21.0
2001,Cincinnati,461.0,11.0,7.0,5.0,0.0,0.583,320.0,267.0,53.0,461.0,1611.0,3.5,19.0
2001,Texas Christian,452.0,11.0,6.0,6.0,0.0,0.5,280.0,257.0,23.0,452.0,1369.0,3.0,14.0
2001,Louisville,434.0,12.0,11.0,2.0,0.0,0.846,366.0,213.0,153.0,434.0,1465.0,3.4,19.0
2001,Army,430.0,11.0,3.0,8.0,0.0,0.273,229.0,365.0,-136.0,430.0,1812.0,4.2,19.0
2001,Memphis,418.0,11.0,5.0,6.0,0.0,0.455,294.0,281.0,13.0,418.0,1507.0,3.6,16.0
2001,East Carolina,417.0,11.0,6.0,6.0,0.0,0.5,360.0,296.0,64.0,417.0,2225.0,5.3,27.0
2001,Tulane,415.0,12.0,3.0,9.0,0.0,0.25,344.0,495.0,-151.0,415.0,1602.0,3.9,12.0
2001,Southern Mississippi,413.0,11.0,6.0,5.0,0.0,0.545,278.0,186.0,92.0,413.0,1054.0,2.6,18.0
2001,Houston,328.0,11.0,0.0,11.0,0.0,0.0,190.0,432.0,-242.0,328.0,1027.0,3.1,11.0
