Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2008,Alabama,568.0,14.0,12.0,2.0,0.0,0.857,422.0,200.0,222.0,568.0,2585.0,4.6,32.0
2008,Florida,545.0,14.0,13.0,1.0,0.0,0.929,611.0,181.0,430.0,545.0,3236.0,5.9,42.0
2008,Ole Miss,520.0,13.0,9.0,4.0,0.0,0.692,417.0,247.0,170.0,520.0,2424.0,4.7,21.0
2008,LSU,495.0,13.0,8.0,5.0,0.0,0.615,402.0,314.0,88.0,495.0,2168.0,4.4,27.0
2008,Vanderbilt,471.0,13.0,7.0,6.0,0.0,0.538,249.0,255.0,-6.0,471.0,1737.0,3.7,13.0
2008,Auburn,469.0,12.0,5.0,7.0,0.0,0.417,208.0,216.0,-8.0,469.0,1650.0,3.5,12.0
2008,Kentucky,444.0,13.0,7.0,6.0,0.0,0.538,294.0,279.0,15.0,444.0,1657.0,3.7,18.0
2008,Georgia,426.0,13.0,10.0,3.0,0.0,0.769,409.0,319.0,90.0,426.0,1928.0,4.5,21.0
2008,South Carolina,417.0,13.0,7.0,6.0,0.0,0.538,270.0,274.0,-4.0,417.0,1223.0,2.9,7.0
2008,Tennessee,409.0,12.0,5.0,7.0,0.0,0.417,208.0,201.0,7.0,409.0,1475.0,3.6,14.0
2008,Mississippi State,398.0,12.0,4.0,8.0,0.0,0.333,183.0,296.0,-113.0,398.0,1207.0,3.0,13.0
2008,Arkansas,378.0,12.0,5.0,7.0,0.0,0.417,263.0,374.0,-111.0,378.0,1362.0,3.6,13.0
2008,Wisconsin,567.0,13.0,7.0,6.0,0.0,0.538,357.0,345.0,12.0,567.0,2745.0,4.8,31.0
2008,Ohio State,540.0,13.0,10.0,3.0,0.0,0.769,359.0,181.0,178.0,540.0,2502.0,4.6,21.0
2008,Iowa,515.0,13.0,9.0,4.0,0.0,0.692,394.0,169.0,225.0,515.0,2453.0,4.8,30.0
2008,Michigan State,511.0,13.0,9.0,4.0,0.0,0.692,326.0,287.0,39.0,511.0,1692.0,3.3,24.0
2008,Penn State,511.0,13.0,11.0,2.0,0.0,0.846,506.0,187.0,319.0,511.0,2676.0,5.2,36.0
2008,Northwestern,491.0,13.0,9.0,4.0,0.0,0.692,317.0,262.0,55.0,491.0,1843.0,3.8,15.0
2008,Illinois,460.0,12.0,5.0,7.0,0.0,0.417,344.0,319.0,25.0,460.0,2034.0,4.4,17.0
2008,Michigan,453.0,12.0,3.0,9.0,0.0,0.25,243.0,347.0,-104.0,453.0,1771.0,3.9,17.0
2008,Indiana,445.0,12.0,3.0,9.0,0.0,0.25,246.0,423.0,-177.0,445.0,2003.0,4.5,19.0
2008,Minnesota,436.0,13.0,7.0,6.0,0.0,0.538,302.0,322.0,-20.0,436.0,1350.0,3.1,20.0
2008,Purdue,392.0,12.0,4.0,8.0,0.0,0.333,296.0,301.0,-5.0,392.0,1498.0,3.8,19.0
2008,Oklahoma,589.0,14.0,12.0,2.0,0.0,0.857,716.0,343.0,373.0,589.0,2779.0,4.7,45.0
2008,Oklahoma State,582.0,13.0,9.0,4.0,0.0,0.692,530.0,365.0,165.0,582.0,3191.0,5.5,38.0
2008,Texas,508.0,13.0,12.0,1.0,0.0,0.923,551.0,244.0,307.0,508.0,2177.0,4.3,33.0
2008,Nebraska,486.0,13.0,9.0,4.0,0.0,0.692,460.0,371.0,89.0,486.0,2207.0,4.5,27.0
2008,Baylor,481.0,12.0,4.0,8.0,0.0,0.333,336.0,352.0,-16.0,481.0,2349.0,4.9,29.0
2008,Kansas,445.0,13.0,8.0,5.0,0.0,0.615,434.0,375.0,59.0,445.0,1648.0,3.7,23.0
2008,Colorado,439.0,12.0,5.0,7.0,0.0,0.417,242.0,351.0,-109.0,439.0,1494.0,3.4,10.0
2008,Missouri,417.0,14.0,10.0,4.0,0.0,0.714,591.0,381.0,210.0,417.0,2153.0,5.2,28.0
2008,Kansas State,408.0,12.0,5.0,7.0,0.0,0.417,419.0,430.0,-11.0,408.0,1590.0,3.9,26.0
2008,Iowa State,403.0,12.0,2.0,10.0,0.0,0.167,304.0,430.0,-126.0,403.0,1661.0,4.1,18.0
2008,Texas A&M,365.0,12.0,4.0,8.0,0.0,0.333,300.0,449.0,-149.0,365.0,1062.0,2.9,14.0
2008,Texas Tech,317.0,13.0,11.0,2.0,0.0,0.846,569.0,362.0,207.0,317.0,1532.0,4.8,28.0
2008,Virginia Tech,645.0,14.0,10.0,4.0,0.0,0.714,309.0,234.0,75.0,645.0,2441.0,3.8,23.0
2008,Georgia Tech,640.0,13.0,9.0,4.0,0.0,0.692,317.0,264.0,53.0,640.0,3552.0,5.6,32.0
2008,Boston College,518.0,14.0,9.0,5.0,0.0,0.643,346.0,257.0,89.0,518.0,2000.0,3.9,18.0
2008,Wake Forest,515.0,13.0,8.0,5.0,0.0,0.615,273.0,238.0,35.0,515.0,1578.0,3.1,14.0
2008,Florida State,483.0,13.0,9.0,4.0,0.0,0.692,434.0,262.0,172.0,483.0,2328.0,4.8,27.0
2008,North Carolina,451.0,13.0,8.0,5.0,0.0,0.615,360.0,275.0,85.0,451.0,1594.0,3.5,18.0
2008,North Carolina State,442.0,13.0,6.0,7.0,0.0,0.462,305.0,342.0,-37.0,442.0,1601.0,3.6,14.0
2008,Maryland,435.0,13.0,8.0,5.0,0.0,0.615,283.0,292.0,-9.0,435.0,1872.0,4.3,18.0
2008,Clemson,431.0,13.0,7.0,6.0,0.0,0.538,327.0,225.0,102.0,431.0,1450.0,3.4,22.0
2008,Miami (FL),426.0,13.0,7.0,6.0,0.0,0.538,352.0,314.0,38.0,426.0,1680.0,3.9,17.0
2008,Duke,419.0,12.0,4.0,8.0,0.0,0.333,241.0,281.0,-40.0,419.0,1274.0,3.0,9.0
2008,Virginia,339.0,12.0,5.0,7.0,0.0,0.417,193.0,260.0,-67.0,339.0,1159.0,3.4,14.0
2008,Oregon,585.0,13.0,10.0,3.0,0.0,0.769,545.0,367.0,178.0,585.0,3641.0,6.2,47.0
2008,Arizona,504.0,13.0,8.0,5.0,0.0,0.615,476.0,277.0,199.0,504.0,2059.0,4.1,33.0
2008,USC,503.0,13.0,12.0,1.0,0.0,0.923,488.0,117.0,371.0,503.0,2533.0,5.0,27.0
2008,Stanford,490.0,12.0,5.0,7.0,0.0,0.417,315.0,329.0,-14.0,490.0,2395.0,4.9,26.0
2008,Oregon State,487.0,13.0,9.0,4.0,0.0,0.692,397.0,300.0,97.0,487.0,2055.0,4.2,21.0
2008,Washington State,450.0,13.0,2.0,11.0,0.0,0.154,165.0,570.0,-405.0,450.0,1236.0,2.7,13.0
2008,California,435.0,13.0,9.0,4.0,0.0,0.692,424.0,259.0,165.0,435.0,2421.0,5.6,22.0
2008,Washington,419.0,12.0,0.0,12.0,0.0,0.0,159.0,463.0,-304.0,419.0,1192.0,2.8,13.0
2008,UCLA,379.0,12.0,4.0,8.0,0.0,0.333,212.0,348.0,-136.0,379.0,993.0,2.6,10.0
2008,Arizona State,369.0,12.0,5.0,7.0,0.0,0.417,274.0,272.0,2.0,369.0,1069.0,2.9,7.0
2008,Air Force,777.0,13.0,8.0,5.0,0.0,0.615,348.0,289.0,59.0,777.0,3470.0,4.5,27.0
