feature,tree_feature_importance,kind
Draft Capital,0.1,base
DOM+,0.06568365040363575,base
YCO/A,0.06481482690072762,base
RDOM+,0.059062431186851234,base
MTF,0.05788641062015469,base
Breakout Age,0.04188387727837256,base
SpeedxBMI,0.03655736544310802,interaction
FUM,0.03239745395164148,base
ELU,0.027994478615756904,base
Break%,0.019657184422045743,base
