feature,tree_feature_importance,kind
Draft Capital,0.1,base
YCO/A,0.08762879190276826,base
RDOM+,0.08609862434437317,base
MTF,0.07364552733250534,base
Breakout Age,0.06347004007327303,base
DOM+,0.05569819592654685,base
ELU,0.03659842363005993,base
Y/RR,0.03410591646111624,base
SpeedxBMI,0.03268698958692288,interaction
FUM,0.01734070098861559,base
Break%,0.013594135482533158,base
10+,0.009712634446272541,base
