position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
RB,21,10,15,15,2,GB,0.6190718922415487,0.5449916195322559,46.930072544666835,58.92871494760905,8,DOM+|RDOM+|Draft Capital|ELU|YCO/A|Breakout Age|Y/RR,SpeedxBMI,-12.180065055020279
RB,21,10,15,15,8,GB,0.6301526656695866,0.5394182222354728,47.6627736794337,59.28852536347419,11,DOM+|RDOM+|Draft Capital|ELU|MTF|Break%|YCO/A|Breakout Age|10+|Y/RR,SpeedxBMI,-21.820399592499573
RB,21,10,15,15,6,GB,0.5538469493139355,0.5175143708048515,47.98569027100272,60.68194101171912,8,DOM+|RDOM+|Draft Capital|ELU|YCO/A|FUM|Y/RR,SpeedxBMI,0.6368949785850438
RB,21,10,15,15,5,GB,0.6235523699967513,0.5156601750285078,48.98543401286285,60.79842977221013,10,DOM+|RDOM+|Draft Capital|ELU|Breakout Age|Break%|FUM|YCO/A|Y/RR,SpeedxBMI,-14.321484624017437
RB,21,10,15,15,1,GB,0.5892170917472626,0.515570840664588,47.332237856209574,60.804036516013866,7,DOM+|RDOM+|Draft Capital|ELU|MTF|Breakout Age,SpeedxBMI,-1.3299475003972359
RB,21,10,15,15,4,GB,0.6384461805172575,0.5055647637889951,49.05477427132558,61.42879263273016,12,DOM+|RDOM+|Draft Capital|ELU|MTF|YCO/A|Breakout Age|Y/RR|Break%|FUM|10+,SpeedxBMI,-20.403058787301838
RB,21,10,15,15,0,GB,0.5433845759708188,0.4882401418757265,48.312353045812245,62.49573518977997,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-4.55281819564322
RB,21,10,15,15,7,GB,0.5433845759708188,0.4882401418757265,48.312353045812245,62.49573518977997,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-4.55281819564322
RB,21,10,15,15,9,GB,0.5433845759708188,0.4882401418757265,48.312353045812245,62.49573518977997,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-4.55281819564322
RB,21,10,15,15,3,GB,0.5641837935757916,0.4760936918640575,48.59886013844164,63.233043646652135,9,DOM+|RDOM+|Draft Capital|ELU|10+|Break%|Breakout Age|Y/RR,SpeedxBMI,-16.31533460396759
