player_name,bakery_RB_ensemble,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,ADJ%,BTT%,Break%,CC%,CTPRR,Comp%,DAA,DOM+,DOM+.1,Drop Rate,EPA/P,MTF/A,PDOM+,PDOM+.1,RDOM+,RDOM+.1,TWP%,UCTPRR,Y/RR,YAC/R,YCO/A,YPA,YPC,YPR,aDOT,aYPTPA,ELU,Speed,BMI,SpeedxBMI,bakery_RB_rb_model_seed12_subs20_seed12,bakery_RB_rb_model_seed12_subs30_seed12,bakery_RB_rb_model_seed12_subs40_seed12,bakery_RB_rb_model_seed34_subs20_seed34,bakery_RB_rb_model_seed34_subs30_seed34,bakery_RB_rb_model_seed34_subs40_seed34,bakery_RB_rb_model_seed56_subs20_seed56,bakery_RB_rb_model_seed56_subs30_seed56,bakery_RB_rb_model_seed56_subs40_seed56
Tarik Cohen,6.428274299807541,RB,1995-07-26,CHI,,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,28.888,127.68496,6.292056717415314,6.292056717415314,6.292056717415314,6.589733434786465,6.589733434786465,6.354581775432935,6.481416633672021,6.481416633672021,6.481416633672021
Lorenzo Taliaferro,6.423253731168802,RB,1991-12-23,BAL,,2014,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,31.055,142.2319,6.221737937467699,6.221737937467699,6.221737937467699,6.6438001544380425,6.6438001544380425,6.546861387341013,6.436536023966338,6.436536023966338,6.436536023966338
Kyle Juszczyk,6.392102106438299,RB,1991-04-23,BAL,,2013,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Alex Armah,6.392102106438299,RB,1994-05-17,CAR,,2017,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Deji Karim,6.392102106438299,RB,1986-11-18,JAX,,2010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Ryan D'Imperio,6.392102106438299,RB,1987-08-15,MIN,,2010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Jerick McKinnon,6.392102106438299,RB,1992-05-03,MIN,,2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,30.861,136.09701,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Trenton Cannon,6.392102106438299,RB,1994-07-23,NYJ,,2018,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18825836788506,6.18825836788506,6.18825836788506,6.596086764038323,6.596086764038323,6.509148337683778,6.420940662843032,6.420940662843032,6.420940662843032
Nehemiah Broughton,6.309432600647516,RB,1982-11-04,WAS,,2005,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,34.864,160.02576,6.179150418915005,6.179150418915005,6.179150418915005,6.567391731331909,6.567391731331909,6.3990425440890295,6.237872047443259,6.237872047443259,6.237872047443259
Breece Hall,5.2801295246962034,RB,2001-05-31,Iowa State,Big 12,2022,2,2019.0,18.253,,,,,,,,0.112,0.107,,,,0.0,0.0,0.75,0.713,,,,,,,,,,,,4.39,30.262,132.85018,5.256949629594127,5.256949629594127,5.256949629594127,5.640822004558723,5.640822004558723,5.571543762448016,4.965709687305998,4.965709687305998,4.965709687305998
Deuce Vaughn,5.277687734705865,RB,2001-11-02,Kansas State,Big 12,2023,6,2020.0,18.831,,,,,,,,0.184,0.175,,,,0.0,0.0,0.531,0.504,,,,,,,,,,,66.0,4.426,29.784,131.823984,5.256638914103666,5.256638914103666,5.256638914103666,5.786472569901176,5.786472569901176,5.5478168404088,4.8695036299435435,4.8695036299435435,4.8695036299435435
Ben Tate,5.276716040189639,RB,1988-08-21,Auburn,SEC,2010,2,2007.0,19.028,,,,,,,,0.018,0.018,,,,0.0,0.0,0.455,0.455,,,,,,,,,,,,4.34,30.68,133.1512,5.2662323795556105,5.2662323795556105,5.2662323795556105,5.771768640323552,5.771768640323552,5.4551923715689,4.897672523607971,4.897672523607971,4.897672523607971
Andre Brown,5.275613149380899,RB,1986-12-15,North Carolina State,ACC,2009,4,2005.0,18.713,,,,,,,,0.108,0.102,,,,0.0,0.0,0.49,0.465,,,,,,,,,,,,4.37,30.377,132.74749,5.256638914103666,5.256638914103666,5.256638914103666,5.763963106392246,5.763963106392246,5.552772340683757,4.87663434954961,4.87663434954961,4.87663434954961
Wali Lundy,5.274391546706448,RB,1983-09-08,Virginia,ACC,2006,6,2002.0,18.982,,,,,,,,0.085,0.081,,,,0.012,0.012,0.493,0.468,,,,,,,,,,,,4.48,29.844,133.70112000000003,5.256070618751767,5.256070618751767,5.256070618751767,5.771768640323552,5.771768640323552,5.464757212631705,4.897672523607971,4.897672523607971,4.897672523607971
Cam Akers,5.274083209369471,RB,1999-06-22,Florida State,ACC,2020,2,2017.0,18.196,,,,,,,,0.116,0.11,,,,0.007,0.007,0.604,0.574,,,,,,,,,,,,4.47,31.133,139.16450999999998,4.900685098406451,4.900685098406451,4.900685098406451,5.623785661537311,5.623785661537311,5.635827501838562,5.293764921397566,5.293764921397566,5.293764921397566
Jarquez Hunter,5.266912066715253,RB,2002-12-29,Auburn,SEC,2025,4,2021.0,18.675,,,,,,,,0.043,0.043,,,,0.0,0.0,0.61,0.61,,,,,,,,,,,,4.44,30.122,133.74168,5.266028116325773,5.266028116325773,5.266028116325773,5.73948354683063,5.73948354683063,5.494012109120414,4.877048349559429,4.877048349559429,4.877048349559429
Aaron Jones,5.264228336146342,RB,1994-12-02,UTEP,CUSA,2017,5,2013.0,18.749,,,,,,,,0.124,0.087,,,,0.024,0.017,0.823,0.576,,,,,,,,,,,73.0,4.56,30.713,140.05128,4.837057017024846,4.837057017024846,4.837057017024846,5.832189392779098,5.832189392779098,5.705834764718099,5.165556807988749,5.165556807988749,5.165556807988749
J.K. Dobbins,5.25742614785772,RB,1998-12-17,Ohio State,Big Ten,2020,2,2017.0,18.708,,,,,,,,0.054,0.054,,,,0.0,0.0,0.537,0.537,,,,,,,,,,,15.2,4.531,30.861,139.831191,4.837057017024846,4.837057017024846,4.837057017024846,5.832189392779098,5.832189392779098,5.705834764718099,5.145150243122886,5.145150243122886,5.145150243122886
Bryce Love,5.250144450901574,RB,1997-07-08,Stanford,Pac-12,2019,4,2016.0,19.151,,,,,,,,0.01,0.01,,,,0.0,0.0,0.565,0.537,,,,,,,,,,,2.15,4.495,29.532,132.74634,5.1466597227772,5.1466597227772,5.1466597227772,5.796248199885168,5.796248199885168,5.52704891921776,4.897258523598152,4.897258523598152,4.897258523598152
De'Anthony Thomas,5.244814409901645,RB,1993-01-05,Oregon,Pac-12,2014,4,2011.0,18.653,,,,,,,,0.098,0.093,,,,0.0,0.0,0.189,0.18,,,,,,,,,,,,4.39,25.693,112.79227,5.290895069936727,5.290895069936727,5.290895069936727,5.478177677573615,5.478177677573615,5.382413550712196,4.997291857815067,4.997291857815067,4.997291857815067
Israel Abanikanda,5.240101719674803,RB,2002-10-05,Pitt,ACC,2023,5,2021.0,18.908,,,,,,,,0.064,0.06,,,,0.0,0.0,0.634,0.602,,,,,,,,,,,36.6,4.549,30.989,140.968961,4.837057017024846,4.837057017024846,4.837057017024846,5.829878406304149,5.829878406304149,5.694172391179218,5.098605074070392,5.098605074070392,5.098605074070392
Trayveon Williams,5.240101719674803,RB,1997-10-18,Texas A&M,SEC,2019,6,2016.0,18.872,,,,,,,,0.062,0.062,,,,0.0,0.0,0.631,0.631,,,,,,,,,,,,4.51,31.319,141.24868999999998,4.837057017024846,4.837057017024846,4.837057017024846,5.829878406304149,5.829878406304149,5.694172391179218,5.098605074070392,5.098605074070392,5.098605074070392
Brian Hill,5.240094944498811,RB,1995-11-09,Wyoming,MWC,2017,5,2014.0,18.812,,,,,,,,0.01,0.008,,,,0.0,0.0,0.676,0.514,,,,,,,,,,,40.7,4.54,28.89,131.16060000000002,5.156242008445961,5.156242008445961,5.156242008445961,5.786472569901176,5.786472569901176,5.510672445518429,4.8695036299435435,4.8695036299435435,4.8695036299435435
Damien Martinez,5.238901401791715,RB,2004-01-31,Miami (FL),ACC,2025,7,2022.0,18.585,,,,,,,,0.021,0.02,,,,0.0,0.0,0.408,0.388,,,,,,,,,,,113.0,4.51,29.427,132.71577,5.23739568641868,5.23739568641868,5.23739568641868,5.690028410573882,5.690028410573882,5.474054762554921,4.861271324388903,4.861271324388903,4.861271324388903
Felix Jones,5.2386466138791326,RB,1987-05-08,Arkansas,SEC,2008,1,2005.0,18.319,,,,,,,,0.041,0.041,,,,0.0,0.0,0.323,0.323,,,,,,,,,,,,4.44,29.698,131.85912000000002,5.23739568641868,5.23739568641868,5.23739568641868,5.640822004558723,5.640822004558723,5.469099262279965,4.8949630647529165,4.8949630647529165,4.8949630647529165
Bernard Pierce,5.236624063409699,RB,1991-05-10,Temple,MAC,2012,3,2009.0,18.313,,,,,,,,0.016,0.011,,,,0.0,0.0,0.577,0.404,,,,,,,,,,,,4.45,29.563,131.55535,5.23739568641868,5.23739568641868,5.23739568641868,5.640822004558723,5.640822004558723,5.450896308055058,4.8949630647529165,4.8949630647529165,4.8949630647529165
Zach Charbonnet,5.236153627428101,RB,2001-01-08,UCLA,Pac-12,2023,2,2019.0,18.645,,,,,,,,0.041,0.039,,,,0.0,0.0,0.42,0.399,,,,,,,,,,,50.15,4.53,29.02,131.4606,5.166199506019967,5.166199506019967,5.166199506019967,5.74432967638924,5.74432967638924,5.529613886183894,4.8695036299435435,4.8695036299435435,4.8695036299435435
Ashton Jeanty,5.236128726254134,RB,2003-12-02,Boise State,MWC,2025,1,2022.0,18.749,,,,,,,,0.044,0.033,,,,0.0,0.0,0.724,0.55,,,,,,,,,,,,4.531,31.156,141.167836,4.837057017024846,4.837057017024846,4.837057017024846,5.807368942795219,5.807368942795219,5.703434377411061,5.098605074070392,5.098605074070392,5.098605074070392
Laurence Maroney,5.2359738841146966,RB,1985-02-05,Minnesota,Big Ten,2006,1,2003.0,18.568,,,,,,,,0.057,0.057,,,,0.0,0.0,0.37,0.37,,,,,,,,,,,,4.48,29.427,131.83296,5.23739568641868,5.23739568641868,5.23739568641868,5.690028410573882,5.690028410573882,5.469099262279965,4.854140604782836,4.854140604782836,4.854140604782836
Bijan Robinson,5.226881153268069,RB,2002-01-30,Texas,Big 12,2023,1,2020.0,18.587,,,,,,,,0.095,0.091,,,,0.0,0.0,0.633,0.602,,,,,,,,,,,47.7,4.46,29.983,133.72418,5.2368273910667815,5.2368273910667815,5.2368273910667815,5.665548851012266,5.665548851012266,5.415294530991578,4.861685324398722,4.861685324398722,4.861685324398722
Alvin Pearman,5.225364432181099,RB,1982-08-10,Virginia,ACC,2005,4,2001.0,19.061,,,,,,,,0.165,0.157,,,,0.0,0.0,0.308,0.292,,,,,,,,,,,,4.63,30.713,142.20119,4.842500928177214,4.842500928177214,4.842500928177214,5.839654036288142,5.839654036288142,5.640802979223911,5.0602220177660175,5.0602220177660175,5.0602220177660175
Tre Mason,5.225364432181099,RB,1993-08-06,Auburn,SEC,2014,3,2012.0,19.072,,,,,,,,0.041,0.041,,,,0.0,0.0,0.484,0.484,,,,,,,,,,,,4.5,31.471,141.6195,4.842500928177214,4.842500928177214,4.842500928177214,5.839654036288142,5.839654036288142,5.640802979223911,5.0602220177660175,5.0602220177660175,5.0602220177660175
Keith Marshall,5.2250391272224395,RB,1994-02-16,Georgia,SEC,2016,7,2012.0,18.541,,,,,,,,0.025,0.025,,,,0.0,0.0,0.273,0.273,,,,,,,,,,,,4.31,30.541,131.63171,5.23739568641868,5.23739568641868,5.23739568641868,5.640822004558723,5.640822004558723,5.469099262279965,4.854140604782836,4.854140604782836,4.854140604782836
Darrell Henderson,5.223909285949374,RB,1997-08-19,Memphis,American,2019,3,2016.0,19.036,,,,,,,,0.097,0.082,,,,0.018,0.016,0.473,0.402,,,,,,,,,,,,4.49,31.623,141.98727000000002,4.842500928177214,4.842500928177214,4.842500928177214,5.839654036288142,5.839654036288142,5.627706663138394,5.0602220177660175,5.0602220177660175,5.0602220177660175
Mark Walton,5.2233178755670036,RB,1997-03-29,Miami (FL),ACC,2018,4,2015.0,18.426,,,,,,,,0.033,0.032,,,,0.0,0.0,0.378,0.359,,,,,,,,,,,61.1,4.6,28.981,133.3126,5.2368273910667815,5.2368273910667815,5.2368273910667815,5.616342444997107,5.616342444997107,5.415294530991578,4.883799761972295,4.883799761972295,4.883799761972295
Marlon Mack,5.2233178755670036,RB,1996-03-07,South Florida,American,2017,4,2014.0,18.486,,,,,,,,0.036,0.031,,,,0.0,0.0,0.565,0.48,,,,,,,,,,,66.9,4.5,29.704,133.668,5.2368273910667815,5.2368273910667815,5.2368273910667815,5.616342444997107,5.616342444997107,5.415294530991578,4.883799761972295,4.883799761972295,4.883799761972295
Le'Veon Bell,5.2197927845987095,RB,1992-02-18,Michigan State,Big Ten,2013,2,2010.0,18.535,,,,,,,,0.066,0.066,,,,0.005,0.005,0.923,0.923,,,,,,,,,,,,4.6,30.342,139.5732,4.81781378933986,4.81781378933986,4.81781378933986,5.727402795778485,5.727402795778485,5.627117186589263,5.147590305074193,5.147590305074193,5.147590305074193
LeQuint Allen,5.218395606954856,RB,2004-08-05,Syracuse,ACC,2025,7,2023.0,19.072,,,,,,,,0.113,0.107,,,,0.0,0.0,0.766,0.728,,,,,,,,,,,103.4,4.483,27.664,124.017712,5.172978703809792,5.172978703809792,5.172978703809792,5.510462771066537,5.510462771066537,5.371950713440441,5.017916031863609,5.017916031863609,5.017916031863609
Justice Hill,5.2084620360450575,RB,1997-11-14,Oklahoma State,Big 12,2019,4,2016.0,18.798,,,,,,,,0.02,0.019,,,,0.0,0.0,0.434,0.412,,,,,,,,,,,92.45,4.4,28.407,124.9908,5.162816943005949,5.162816943005949,5.162816943005949,5.500687141082545,5.500687141082545,5.3944576397773885,4.997291857815067,4.997291857815067,4.997291857815067
Alex Collins,5.207423497906283,RB,1994-08-26,Arkansas,SEC,2016,5,2013.0,19.017,,,,,,,,0.014,0.014,,,,0.0,0.0,0.628,0.628,,,,,,,,,,,63.5,4.59,31.133,142.90046999999998,4.837057017024846,4.837057017024846,4.837057017024846,5.839654036288142,5.839654036288142,5.627706663138394,5.016208564789113,5.016208564789113,5.016208564789113
Jordan Howard,5.205734164144029,RB,1994-11-02,Utah,Pac-12,2016,5,2013.0,18.831,,,,,,,,0.039,0.037,,,,0.0,0.0,0.466,0.443,,,,,,,,,,,67.45,4.57,31.19,142.53830000000002,4.837057017024846,4.837057017024846,4.837057017024846,5.829878406304149,5.829878406304149,5.693926441391714,4.995584390740571,4.995584390740571,4.995584390740571
Jamaal Charles,5.2054408667827206,RB,1986-12-27,Texas,Big 12,2008,3,2005.0,18.68,,,,,,,,0.03,0.028,,,,0.0,0.0,0.557,0.529,,,,,,,,,,,,4.38,27.891,122.16258,5.172774440579955,5.172774440579955,5.172774440579955,5.478177677573615,5.478177677573615,5.382413550712196,4.997291857815067,4.997291857815067,4.997291857815067
C.J. Spiller,5.202655451198482,RB,1987-08-05,Clemson,ACC,2010,1,2006.0,19.075,,,,,,,,0.181,0.171,,,,0.025,0.024,0.504,0.479,,,,,,,,,,,,4.37,27.333,119.44521,5.125758236540669,5.125758236540669,5.125758236540669,5.510462771066537,5.510462771066537,5.371950713440441,5.017916031863609,5.017916031863609,5.017916031863609
Marshawn Lynch,5.196478632616515,RB,1986-04-22,California,Pac-10,2007,1,2005.0,19.362,,,,,,,,0.13,0.078,,,,0.0,0.0,0.582,0.349,,,,,,,,,,,,4.46,29.983,133.72418,5.096504449197,5.096504449197,5.096504449197,5.72930814881205,5.72930814881205,5.43635294209549,4.861275035412684,4.861275035412684,4.861275035412684
Omarion Hampton,5.195442851653509,RB,2003-03-16,North Carolina,ACC,2025,1,2022.0,19.463,,,,,,,,0.119,0.114,,,,0.0,0.0,0.639,0.607,,,,,,,,,,,,4.46,29.97,133.6662,5.096504449197,5.096504449197,5.096504449197,5.724647134478524,5.724647134478524,5.43635294209549,4.861275035412684,4.861275035412684,4.861275035412684
Dan Herron,5.19305280885281,RB,1989-03-21,Ohio State,Big Ten,2012,6,2008.0,19.45,,,,,,,,0.02,0.02,,,,0.0,0.0,0.354,0.354,,,,,,,,,,,,4.57,30.559,139.65463000000003,4.672772997818603,4.672772997818603,4.672772997818603,5.835707485259903,5.835707485259903,5.606201267435209,5.147180016088155,5.147180016088155,5.147180016088155
Ahmad Bradshaw,5.192728661295335,RB,1986-03-19,Army,Ind,2007,7,2005.0,19.455,,,,,,,,0.091,0.055,,,,0.0,0.0,0.793,0.476,,,,,,,,,,,,4.55,29.236,133.0238,5.088361878122477,5.088361878122477,5.088361878122477,5.724647134478524,5.724647134478524,5.43635294209549,4.861275035412684,4.861275035412684,4.861275035412684
Jonathan Taylor,5.189770288165148,RB,1999-01-19,Wisconsin,Big Ten,2020,2,2017.0,18.617,,,,,,,,0.184,0.184,,,,0.0,0.0,0.582,0.582,,,,,,,,,,,70.7,4.39,32.424,142.34135999999998,4.847014514598852,4.847014514598852,4.847014514598852,5.7514223590973295,5.7514223590973295,5.677291159273414,4.995584390740571,4.995584390740571,4.995584390740571
Donnel Pumphrey,5.186381545168344,RB,1994-12-06,San Diego State,MWC,2017,4,2013.0,18.738,,,,,,,,0.046,0.035,,,,0.0,0.0,0.628,0.478,,,,,,,,,,,64.85,4.48,26.758,119.87584,5.115596475736826,5.115596475736826,5.115596475736826,5.478177677573615,5.478177677573615,5.382413550712196,4.997291857815067,4.997291857815067,4.997291857815067
Eno Benjamin,5.183039667630381,RB,1999-04-13,Arizona State,Pac-12,2020,7,2018.0,19.387,,,,,,,,0.101,0.096,,,,0.0,0.0,0.723,0.686,,,,,,,,,,,0.0,4.57,30.565,139.68205,4.672772997818603,4.672772997818603,4.672772997818603,5.817352980426993,5.817352980426993,5.606201267435209,5.129376928976142,5.129376928976142,5.129376928976142
Travis Homer,5.181473282423302,RB,1998-08-07,Miami (FL),ACC,2019,6,2017.0,19.069,,,,,,,,0.048,0.046,,,,0.0,0.0,0.36,0.342,,,,,,,,,,,87.4,4.48,28.837,129.18976,5.163147163223215,5.163147163223215,5.163147163223215,5.5556531746766575,5.5556531746766575,5.282721828363976,4.916596624807599,4.916596624807599,4.916596624807599
Bucky Irving,5.17768990511789,RB,2002-08-19,Oregon,Pac-12,2024,4,2021.0,19.036,,,,,,,,0.063,0.06,,,,0.0,0.0,0.395,0.375,,,,,,,,,,,,4.55,28.35,128.9925,5.163147163223215,5.163147163223215,5.163147163223215,5.545176134845056,5.545176134845056,5.269625512278459,4.916596624807599,4.916596624807599,4.916596624807599
Will Shipley,5.176630882590298,RB,2002-08-29,Clemson,ACC,2024,4,2021.0,19.009,,,,,,,,0.064,0.061,,,,0.0,0.0,0.383,0.364,,,,,,,,,,,74.8,4.499,28.728,129.247272,5.152985402419372,5.152985402419372,5.152985402419372,5.5556531746766575,5.5556531746766575,5.269625512278459,4.916596624807599,4.916596624807599,4.916596624807599
Michael Carter,5.1751281868440975,RB,1999-03-08,North Carolina,ACC,2021,4,2017.0,18.486,,,,,,,,0.056,0.053,,,,0.0,0.0,0.373,0.354,,,,,,,,,,,86.9,4.5,31.478,141.651,4.81781378933986,4.81781378933986,4.81781378933986,5.684227840961697,5.684227840961697,5.615208863262878,5.046349256130341,5.046349256130341,5.046349256130341
Ronnie Hillman,5.1736711996745814,RB,1991-09-14,San Diego State,MWC,2012,3,2010.0,18.965,,,,,,,,0.064,0.049,,,,0.0,0.0,0.696,0.529,,,,,,,,,,,,4.42,29.532,130.53144,5.152985402419372,5.152985402419372,5.152985402419372,5.574889249216484,5.574889249216484,5.283922679403888,4.890127803992086,4.890127803992086,4.890127803992086
Mikel Leshoure,5.16752461127955,RB,1990-03-30,Illinois,Big Ten,2011,2,2009.0,19.425,,,,,,,,0.133,0.133,,,,0.0,0.0,0.558,0.558,,,,,,,,,,,,4.56,30.783,140.37048,4.672772997818603,4.672772997818603,4.672772997818603,5.817352980426993,5.817352980426993,5.606201267435209,5.082831759923647,5.082831759923647,5.082831759923647
Charles Sims,5.166843927881962,RB,1990-09-19,West Virginia,Big 12,2014,3,2009.0,18.951,,,,,,,,0.158,0.15,,,,0.0,0.0,0.612,0.582,,,,,,,,,,,,4.48,29.02,130.0096,5.152985402419372,5.152985402419372,5.152985402419372,5.544166526149694,5.544166526149694,5.283922679403888,4.890127803992086,4.890127803992086,4.890127803992086
Khalil Herbert,5.166693043317299,RB,1998-04-21,Virginia Tech,ACC,2021,6,2016.0,18.366,,,,,,,,0.043,0.041,,,,0.0,0.0,0.412,0.391,,,,,,,,,,,88.65,4.46,31.927,142.39442,4.81781378933986,4.81781378933986,4.81781378933986,5.684227840961697,5.684227840961697,5.615208863262878,5.021043825549944,5.021043825549944,5.021043825549944
James Conner,5.166693043317299,RB,1995-05-05,Pitt,ACC,2017,3,2013.0,18.327,,,,,,,,0.069,0.066,,,,0.0,0.0,0.526,0.5,,,,,,,,,,,70.85,4.65,30.737,142.92705,4.81781378933986,4.81781378933986,4.81781378933986,5.684227840961697,5.684227840961697,5.615208863262878,5.021043825549944,5.021043825549944,5.021043825549944
Quinshon Judkins,5.165807455158532,RB,2003-10-29,Ohio State,Big Ten,2025,2,2022.0,18.842,,,,,,,,0.052,0.052,,,,0.0,0.0,0.458,0.458,,,,,,,,,,,53.6,4.48,29.97,134.2656,5.034032883488593,5.034032883488593,5.034032883488593,5.656419310845253,5.656419310845253,5.483513816612895,4.864605335885868,4.864605335885868,4.864605335885868
Justin Jackson,5.1656795611009665,RB,1996-04-22,Northwestern,Big Ten,2018,7,2014.0,18.36,,,,,,,,0.04,0.04,,,,0.016,0.016,0.598,0.598,,,,,,,,,,,,4.52,26.986,121.97672,5.143573715320963,5.143573715320963,5.143573715320963,5.355036575740092,5.355036575740092,5.303695972583361,5.015541926627419,5.015541926627419,5.015541926627419
Matt Jones,5.1656795611009665,RB,1983-04-22,Ole Miss,SEC,2015,3,2001.0,18.363,,,,,,,,0.004,0.004,,,,0.562,0.562,0.245,0.245,,,,,,,,,,,,4.37,27.963,122.19831,5.143573715320963,5.143573715320963,5.143573715320963,5.355036575740092,5.355036575740092,5.303695972583361,5.015541926627419,5.015541926627419,5.015541926627419
Tank Bigsby,5.165255353756914,RB,2001-08-30,Auburn,SEC,2023,3,2020.0,19.006,,,,,,,,0.036,0.036,,,,0.0,0.0,0.442,0.442,,,,,,,,,,,77.7,4.56,28.478,129.85968,5.152985402419372,5.152985402419372,5.152985402419372,5.544166526149694,5.544166526149694,5.269625512278459,4.890127803992086,4.890127803992086,4.890127803992086
DeAngelo Williams,5.163044736690583,RB,1983-04-25,Memphis,CUSA,2006,1,2002.0,19.354,,,,,,,,0.081,0.056,,,,0.0,0.0,0.627,0.439,,,,,,,,,,,,4.45,31.599,140.61555,4.672772997818603,4.672772997818603,4.672772997818603,5.79719354477664,5.79719354477664,5.606201267435209,5.082831759923647,5.082831759923647,5.082831759923647
Tyler Badie,5.161771870437482,RB,2000-02-07,Missouri,SEC,2022,6,2019.0,19.565,,,,,,,,0.165,0.165,,,,0.0,0.0,0.675,0.675,,,,,,,,,,,,4.45,29.95,133.2775,5.0721938925846795,5.0721938925846795,5.0721938925846795,5.7020808431331105,5.7020808431331105,5.394079557702007,4.813707970738358,4.813707970738358,4.813707970738358
Toby Gerhart,5.161742246026795,RB,1987-03-28,Stanford,Pac-10,2010,2,2006.0,19.431,,,,,,,,0.029,0.017,,,,0.039,0.023,0.689,0.413,,,,,,,,,,,,4.5,31.326,140.967,4.672772997818603,4.672772997818603,4.672772997818603,5.792532530443114,5.792532530443114,5.603800880128171,5.082831759923647,5.082831759923647,5.082831759923647
Maurice Jones-Drew,5.160457035851795,RB,1985-03-23,UCLA,Pac-10,2006,2,2003.0,18.442,,,,,,,,0.129,0.077,,,,0.0,0.0,0.547,0.328,,,,,,,,,,,,4.39,32.417,142.31063,4.81781378933986,4.81781378933986,4.81781378933986,5.684227840961697,5.684227840961697,5.615208863262878,5.002335803153437,5.002335803153437,5.002335803153437
Cyrus Gray,5.158825950561765,RB,1989-11-18,Texas A&M,Big 12,2012,6,2008.0,18.787,,,,,,,,0.068,0.065,,,,0.01,0.009,0.494,0.47,,,,,,,,,,,,4.4,29.555,130.042,5.152985402419372,5.152985402419372,5.152985402419372,5.534390896165702,5.534390896165702,5.2931846656357315,4.8695036299435435,4.8695036299435435,4.8695036299435435
TreVeyon Henderson,5.155609095119036,RB,2002-10-22,Ohio State,Big Ten,2025,2,2021.0,18.861,,,,,,,,0.061,0.061,,,,0.0,0.0,0.458,0.458,,,,,,,,,,,116.9,4.43,28.981,128.38583,5.152985402419372,5.152985402419372,5.152985402419372,5.481403965983832,5.481403965983832,5.261832618850045,4.905628365998501,4.905628365998501,4.905628365998501
Reggie Bush,5.15447519644328,RB,1985-03-02,USC,Pac-10,2006,1,2003.0,18.5,,,,,,,,0.089,0.053,,,,0.0,0.0,0.414,0.249,,,,,,,,,,,,4.37,28.031,122.49547,5.143573715320963,5.143573715320963,5.143573715320963,5.355036575740092,5.355036575740092,5.303695972583361,4.98192883265436,4.98192883265436,4.98192883265436
Kevin Smith,5.153823847559781,RB,1986-12-17,Washington,Pac-12,2008,3,2005.0,18.708,,,,,,,,0.082,0.078,,,,0.0,0.0,0.744,0.707,,,,,,,,,,,,4.53,28.627,129.68031,5.152985402419372,5.152985402419372,5.152985402419372,5.5118814326567716,5.5118814326567716,5.2931846656357315,4.8695036299435435,4.8695036299435435,4.8695036299435435
Trey Sermon,5.151040032468584,RB,1999-01-30,Ohio State,Big Ten,2021,3,2018.0,19.587,,,,,,,,0.023,0.023,,,,0.0,0.0,0.317,0.317,,,,,,,,,,,,4.57,29.156,133.24292,5.068359910997669,5.068359910997669,5.068359910997669,5.666913624729429,5.666913624729429,5.379329397550324,4.813707970738358,4.813707970738358,4.813707970738358
Ameer Abdullah,5.145780453144551,RB,1993-06-13,Nebraska,Big Ten,2015,2,2012.0,19.22,,,,,,,,0.111,0.111,,,,0.0,0.0,0.529,0.529,,,,,,,,,,,71.3,4.6,30.27,139.242,4.664424115326089,4.664424115326089,4.664424115326089,5.665312818861354,5.665312818861354,5.546586046335512,5.147180016088155,5.147180016088155,5.147180016088155
Jonathan Williams,5.1399148423077925,RB,1994-02-02,Wake Forest,ACC,2016,5,2013.0,19.578,,,,,,,,0.061,0.058,,,,0.0,0.0,0.403,0.383,,,,,,,,,,,101.9,4.56,30.68,139.90079999999998,4.6484624412062825,4.6484624412062825,4.6484624412062825,5.759619470677897,5.759619470677897,5.549177722890042,5.081809864301816,5.081809864301816,5.081809864301816
Mike Goodson,5.138041285268366,RB,1987-05-23,Texas A&M,Big 12,2009,4,2006.0,19.277,,,,,,,,0.129,0.122,,,,0.0,0.0,0.37,0.351,,,,,,,,,,,,4.43,28.207,124.95701,5.003250773451182,5.003250773451182,5.003250773451182,5.468002279555035,5.468002279555035,5.352059056946706,4.981518543668322,4.981518543668322,4.981518543668322
