player_name,bakery_RB_ensemble,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,ADJ%,BTT%,Break%,CC%,CTPRR,Comp%,DAA,DOM+,DOM+.1,Drop Rate,EPA/P,MTF/A,PDOM+,PDOM+.1,RDOM+,RDOM+.1,TWP%,UCTPRR,Y/RR,YAC/R,YCO/A,YPA,YPC,YPR,aDOT,aYPTPA,ELU,Speed,BMI,SpeedxBMI,bakery_RB_rb_model_seed12_subs20_seed12,bakery_RB_rb_model_seed12_subs30_seed12,bakery_RB_rb_model_seed12_subs40_seed12,bakery_RB_rb_model_seed34_subs20_seed34,bakery_RB_rb_model_seed34_subs30_seed34,bakery_RB_rb_model_seed34_subs40_seed34,bakery_RB_rb_model_seed56_subs20_seed56,bakery_RB_rb_model_seed56_subs30_seed56,bakery_RB_rb_model_seed56_subs40_seed56
Trevor Etienne,5.133989169247246,RB,2004-07-09,Georgia,SEC,2025,4,2022.0,18.146,,,,,,,,0.039,0.039,,,,0.0,0.0,0.381,0.381,,,,,,,,,,,119.0,4.42,29.236,129.22312,5.1441852352886706,5.1441852352886706,5.1441852352886706,5.399557364698542,5.399557364698542,5.259549075677615,4.904894337428167,4.904894337428167,4.904894337428167
T.J. Logan,5.131296084969349,RB,1994-09-03,North Carolina,ACC,2017,5,2013.0,18.995,,,,,,,,0.082,0.078,,,,0.0,0.0,0.338,0.321,,,,,,,,,,,66.9,4.37,28.941,126.47217,5.093467258552801,5.093467258552801,5.093467258552801,5.49062528835061,5.49062528835061,5.206407468342918,4.904534981340533,4.904534981340533,4.904534981340533
Javonte Williams,5.12738136187771,RB,2000-04-25,North Carolina,ACC,2021,2,2019.0,19.351,,,,,,,,0.091,0.086,,,,0.0,0.0,0.473,0.449,,,,,,,,,,,51.4,4.55,31.304,142.4332,4.672772997818603,4.672772997818603,4.672772997818603,5.79719354477664,5.79719354477664,5.594292944108823,4.979811076593826,4.979811076593826,4.979811076593826
Tahj Brooks,5.12738136187771,RB,2002-05-13,Texas Tech,Big 12,2025,6,2021.0,19.305,,,,,,,,0.042,0.04,,,,0.0,0.0,0.676,0.642,,,,,,,,,,,67.5,4.52,31.599,142.82747999999998,4.672772997818603,4.672772997818603,4.672772997818603,5.79719354477664,5.79719354477664,5.594292944108823,4.979811076593826,4.979811076593826,4.979811076593826
Qadree Ollison,5.116780397533997,RB,1996-09-08,Pitt,ACC,2019,5,2015.0,18.979,,,,,,,,0.028,0.027,,,,0.0,0.0,0.447,0.424,,,,,,,,,,,26.4,4.58,30.078,137.75724,4.823990284880856,4.823990284880856,4.823990284880856,5.6681481294630345,5.6681481294630345,5.431872196906638,4.936961422443566,4.936961422443566,4.936961422443566
Rashard Mendenhall,5.116619427509652,RB,1987-06-19,Illinois,Big Ten,2008,1,2006.0,19.203,,,,,,,,0.139,0.139,,,,0.0,0.0,0.555,0.555,,,,,,,,,,,,4.41,32.281,142.35921,4.672772997818603,4.672772997818603,4.672772997818603,5.748764840120377,5.748764840120377,5.594292944108823,4.979811076593826,4.979811076593826,4.979811076593826
Kenneth Dixon,5.116544618818131,RB,1994-01-21,Louisiana Tech,CUSA,2016,4,2013.0,19.611,,,,,,,,0.168,0.117,,,,0.0,0.0,0.633,0.443,,,,,,,,,,,98.8,4.56,30.846,140.65776,4.644628459619272,4.644628459619272,4.644628459619272,5.730022190933677,5.730022190933677,5.549177722890042,5.035264695249321,5.035264695249321,5.035264695249321
T.J. Yeldon,5.114608035315332,RB,1993-10-02,Alabama,SEC,2015,2,2012.0,18.916,,,,,,,,0.034,0.034,,,,0.0,0.0,0.404,0.404,,,,,,,,,,,69.3,4.61,29.814,137.44254,4.823990284880856,4.823990284880856,4.823990284880856,5.658372499479042,5.658372499479042,5.431872196906638,4.936961422443566,4.936961422443566,4.936961422443566
Cadillac Williams,5.112647033797483,RB,1982-04-21,Auburn,SEC,2005,1,2001.0,19.365,,,,,,,,0.004,0.004,,,,0.004,0.004,0.539,0.539,,,,,,,,,,,,4.43,30.262,134.06065999999998,4.874466713933826,4.874466713933826,4.874466713933826,5.709036223785263,5.709036223785263,5.425854649587971,4.848832021739123,4.848832021739123,4.848832021739123
La'Mical Perine,5.111103787364678,RB,1998-01-30,Florida,SEC,2020,4,2017.0,19.587,,,,,,,,0.09,0.09,,,,0.0,0.0,0.386,0.386,,,,,,,,,,,56.8,4.62,30.123,139.16826,4.636279577126758,4.636279577126758,4.636279577126758,5.651346999434995,5.651346999434995,5.4895625017903456,5.099612951413829,5.099612951413829,5.099612951413829
Jahmyr Gibbs,5.109785838687169,RB,2002-03-20,Alabama,SEC,2023,1,2020.0,18.453,,,,,,,,0.128,0.128,,,,0.0,0.0,0.317,0.317,,,,,,,,,,,117.4,4.36,29.384,128.11424000000002,5.133742174734386,5.133742174734386,5.133742174734386,5.3267710550374066,5.3267710550374066,5.192377026953053,4.913642295651163,4.913642295651163,4.913642295651163
Dylan Sampson,5.108109148878325,RB,2004-09-14,Tennessee,SEC,2025,4,2023.0,18.962,,,,,,,,0.025,0.025,,,,0.0,0.0,0.577,0.577,,,,,,,,,,,100.3,4.491,30.407,136.55783699999998,4.823990284880856,4.823990284880856,4.823990284880856,5.6681481294630345,5.6681481294630345,5.409162464530033,4.9185175872687505,4.9185175872687505,4.9185175872687505
Lew Nichols,5.1036755435612555,RB,2001-08-16,Central Michigan,MAC,2023,7,2020.0,19.044,,,,,,,,0.053,0.037,,,,0.003,0.002,0.568,0.397,,,,,,,,,,,,,,,4.809021358594574,4.809021358594574,4.809021358594574,5.6681481294630345,5.6681481294630345,5.41416679553525,4.9185175872687505,4.9185175872687505,4.9185175872687505
Duke Johnson,5.1036191020962365,RB,1993-09-23,Miami (FL),ACC,2015,3,2012.0,18.94,,,,,,,,0.122,0.116,,,,0.0,0.0,0.615,0.585,,,,,,,,,,,,4.54,30.565,138.76510000000002,4.823990284880856,4.823990284880856,4.823990284880856,5.658372499479042,5.658372499479042,5.4369050969940105,4.902316989423824,4.902316989423824,4.902316989423824
Ito Smith,5.103572484551048,RB,1995-09-11,Southern Mississippi,CUSA,2018,4,2014.0,18.973,,,,,,,,0.101,0.071,,,,0.0,0.0,0.64,0.448,,,,,,,,,,,,,,,4.798859597790731,4.798859597790731,4.798859597790731,5.6681481294630345,5.6681481294630345,5.44372454685492,4.9185175872687505,4.9185175872687505,4.9185175872687505
Ty Johnson,5.103572484551048,RB,1997-09-17,Maryland,Big Ten,2019,6,2016.0,18.957,,,,,,,,0.028,0.028,,,,0.0,0.0,0.254,0.254,,,,,,,,,,,,,,,4.798859597790731,4.798859597790731,4.798859597790731,5.6681481294630345,5.6681481294630345,5.44372454685492,4.9185175872687505,4.9185175872687505,4.9185175872687505
Khalfani Muhammad,5.101400122332383,RB,1994-09-26,California,Pac-12,2017,7,2013.0,18.932,,,,,,,,0.031,0.029,,,,0.0,0.0,0.319,0.303,,,,,,,,,,,,,,,4.798859597790731,4.798859597790731,4.798859597790731,5.658372499479042,5.658372499479042,5.44372454685492,4.9185175872687505,4.9185175872687505,4.9185175872687505
Marion Barber III,5.098137323139523,RB,1983-06-10,Minnesota,Big Ten,2005,4,2001.0,18.229,,,,,,,,0.022,0.022,,,,0.003,0.003,0.344,0.344,,,,,,,,,,,,,,,4.779616370105745,4.779616370105745,4.779616370105745,5.555861295078836,5.555861295078836,5.4717579548510225,4.9869687509765965,4.9869687509765965,4.9869687509765965
Kimani Vidal,5.09660798079662,RB,2001-08-28,Troy,Sun Belt,2024,6,2020.0,19.012,,,,,,,,0.044,0.034,,,,0.0,0.0,0.755,0.574,,,,,,,,,,,55.0,4.46,32.383,144.42818,4.6835079552201115,4.6835079552201115,4.6835079552201115,5.800252245631646,5.800252245631646,5.330084979562244,4.962786163561236,4.962786163561236,4.962786163561236
Jahvid Best,5.096563494970373,RB,1989-01-30,California,Pac-10,2010,1,2008.0,19.587,,,,,,,,0.109,0.065,,,,0.0,0.0,0.543,0.326,,,,,,,,,,,,4.34,28.55,123.907,4.975106235251851,4.975106235251851,4.975106235251851,5.405607755472414,5.405607755472414,5.282991423336347,4.949848604898875,4.949848604898875,4.949848604898875
Keaontay Ingram,5.095554507230853,RB,1999-10-26,USC,Pac-12,2022,6,2018.0,18.85,,,,,,,,0.022,0.021,,,,0.0,0.0,0.416,0.396,,,,,,,,,,,,4.53,29.97,135.7641,4.798859597790731,4.798859597790731,4.798859597790731,5.658372499479042,5.658372499479042,5.452986533086763,4.897893413220208,4.897893413220208,4.897893413220208
Kenyan Drake,5.095501977245852,RB,1994-01-26,Alabama,SEC,2016,3,2013.0,19.598,,,,,,,,0.038,0.038,,,,0.0,0.0,0.273,0.273,,,,,,,,,,,,4.45,27.703,123.27835,4.975106235251851,4.975106235251851,4.975106235251851,5.400830925712072,5.400830925712072,5.282991423336347,4.949848604898875,4.949848604898875,4.949848604898875
Kenneth Walker III,5.094525397649536,RB,2000-10-20,Michigan State,Big Ten,2022,2,2019.0,18.864,,,,,,,,0.006,0.006,,,,0.0,0.0,0.493,0.493,,,,,,,,,,,107.7,,,,4.798859597790731,4.798859597790731,4.798859597790731,5.658372499479042,5.658372499479042,5.44372454685492,4.897893413220208,4.897893413220208,4.897893413220208
Knile Davis,5.0943951325826085,RB,1991-10-05,Arkansas,SEC,2013,3,2010.0,18.908,,,,,,,,0.037,0.037,,,,0.0,0.0,0.426,0.426,,,,,,,,,,,,4.37,31.657,138.34109,4.823990284880856,4.823990284880856,4.823990284880856,5.658372499479042,5.658372499479042,5.431872196906638,4.876322714245394,4.876322714245394,4.876322714245394
Dalvin Cook,5.092970835329325,RB,1995-08-10,Florida State,ACC,2017,2,2014.0,19.061,,,,,,,,0.076,0.072,,,,0.0,0.0,0.681,0.647,,,,,,,,,,,117.75,4.49,30.129,135.27921,4.809021358594574,4.809021358594574,4.809021358594574,5.646562065181333,5.646562065181333,5.427263111620767,4.896428733398924,4.896428733398924,4.896428733398924
Marcus Lattimore,5.088272459857359,RB,1991-10-29,South Carolina,SEC,2013,4,2010.0,18.842,,,,,,,,0.067,0.067,,,,0.0,0.0,0.539,0.539,,,,,,,,,,,,4.65,30.82,143.31300000000002,4.665003881848326,4.665003881848326,4.665003881848326,5.800955413964668,5.800955413964668,5.374923787782891,4.940868625819677,4.940868625819677,4.940868625819677
Christine Michael,5.088272459857359,RB,1990-11-09,Texas A&M,SEC,2013,2,2009.0,18.812,,,,,,,,0.007,0.007,,,,0.0,0.0,0.286,0.286,,,,,,,,,,,,4.54,31.563,143.29602,4.665003881848326,4.665003881848326,4.665003881848326,5.800955413964668,5.800955413964668,5.374923787782891,4.940868625819677,4.940868625819677,4.940868625819677
Ka'Deem Carey,5.088272459857359,RB,1992-10-30,Arizona,Pac-12,2014,4,2011.0,18.836,,,,,,,,0.061,0.058,,,,0.0,0.0,0.606,0.576,,,,,,,,,,,,4.69,30.565,143.34985000000003,4.665003881848326,4.665003881848326,4.665003881848326,5.800955413964668,5.800955413964668,5.374923787782891,4.940868625819677,4.940868625819677,4.940868625819677
Matthew Dayes,5.088128435496319,RB,1994-09-03,North Carolina State,ACC,2017,7,2013.0,18.995,,,,,,,,0.039,0.037,,,,0.0,0.0,0.505,0.479,,,,,,,,,,,,4.47,30.27,135.30689999999998,4.798859597790731,4.798859597790731,4.798859597790731,5.646562065181333,5.646562065181333,5.41416679553525,4.896428733398924,4.896428733398924,4.896428733398924
Mike Weber,5.088128435496319,RB,1997-08-25,Ohio State,Big Ten,2019,7,2016.0,19.02,,,,,,,,0.019,0.019,,,,0.0,0.0,0.302,0.302,,,,,,,,,,,75.8,4.47,30.272,135.31583999999998,4.798859597790731,4.798859597790731,4.798859597790731,5.646562065181333,5.646562065181333,5.41416679553525,4.896428733398924,4.896428733398924,4.896428733398924
Latavius Murray,5.087660220961946,RB,1990-01-18,UCF,CUSA,2013,6,2008.0,18.62,,,,,,,,0.108,0.076,,,,0.0,0.0,0.445,0.311,,,,,,,,,,,,,,,4.808817095364737,4.808817095364737,4.808817095364737,5.616229605967106,5.616229605967106,5.436351250968464,4.897893413220208,4.897893413220208,4.897893413220208
Nick Chubb,5.086589522713377,RB,1995-12-27,Georgia,SEC,2018,2,2014.0,18.68,,,,,,,,0.027,0.027,,,,0.0,0.0,0.401,0.401,,,,,,,,,,,87.9,4.52,31.657,143.08963999999995,4.674961379422332,4.674961379422332,4.674961379422332,5.778445950455738,5.778445950455738,5.374923787782891,4.940868625819677,4.940868625819677,4.940868625819677
Anthony Dixon,5.086445997197645,RB,1987-09-24,Mississippi State,SEC,2010,6,2006.0,18.938,,,,,,,,0.08,0.08,,,,0.0,0.0,0.614,0.614,,,,,,,,,,,,4.67,30.737,143.54179,4.665003881848326,4.665003881848326,4.665003881848326,5.790476615647654,5.790476615647654,5.365661801551048,4.945462432129152,4.945462432129152,4.945462432129152
Lamar Miller,5.086217453923659,RB,1991-04-25,Miami (FL),ACC,2012,4,2010.0,19.354,,,,,,,,0.039,0.037,,,,0.0,0.0,0.614,0.583,,,,,,,,,,,,4.34,29.565,128.31210000000002,4.993419232864604,4.993419232864604,4.993419232864604,5.448719104456322,5.448719104456322,5.2286960222512056,4.8898550518517565,4.8898550518517565,4.8898550518517565
Jaylen Wright,5.085181672960653,RB,2003-04-01,Tennessee,SEC,2024,4,2022.0,19.42,,,,,,,,0.012,0.012,,,,0.0,0.0,0.285,0.285,,,,,,,,,,,59.3,4.38,29.286,128.27268,4.993419232864604,4.993419232864604,4.993419232864604,5.444058090122796,5.444058090122796,5.2286960222512056,4.8898550518517565,4.8898550518517565,4.8898550518517565
Travis Etienne,5.0790735677831265,RB,1999-01-26,Clemson,ACC,2021,1,2017.0,18.598,,,,,,,,0.069,0.066,,,,0.0,0.0,0.463,0.44,,,,,,,,,,,102.7,4.45,30.846,137.2647,4.833947782454862,4.833947782454862,4.833947782454862,5.5619283401517485,5.5619283401517485,5.383039412677106,4.900974223234316,4.900974223234316,4.900974223234316
Chuba Hubbard,5.078525857440714,RB,1999-06-11,Oklahoma State,Big 12,2021,4,2018.0,19.225,,,,,,,,0.036,0.034,,,,0.0,0.0,0.519,0.493,,,,,,,,,,,96.0,4.48,28.478,127.58144,4.993419232864604,4.993419232864604,4.993419232864604,5.391308054196087,5.391308054196087,5.2286960222512056,4.9050542959097445,4.9050542959097445,4.9050542959097445
James White,5.067048569622632,RB,1992-02-03,Texas A&M,SEC,2014,4,2010.0,18.576,,,,,,,,0.042,0.042,,,,0.0,0.0,0.297,0.297,,,,,,,,,,,,4.57,30.122,137.65754,4.80474705719587,4.80474705719587,4.80474705719587,5.5619283401517485,5.5619283401517485,5.362416605009646,4.900974223234316,4.900974223234316,4.900974223234316
Ezekiel Elliott,5.065083705749543,RB,1995-07-22,Ohio State,Big Ten,2016,1,2014.0,19.113,,,,,,,,0.042,0.042,,,,0.0,0.0,0.58,0.58,,,,,,,,,,,61.5,4.47,30.512,136.38863999999998,4.688880406464265,4.688880406464265,4.688880406464265,5.6681481294630345,5.6681481294630345,5.427263111620767,4.9185175872687505,4.9185175872687505,4.9185175872687505
Joe Mixon,5.065083705749543,RB,1996-07-24,Oklahoma,Big 12,2017,2,2015.0,19.105,,,,,,,,0.123,0.117,,,,0.015,0.014,0.374,0.355,,,,,,,,,,,97.2,,,,4.688880406464265,4.688880406464265,4.688880406464265,5.6681481294630345,5.6681481294630345,5.427263111620767,4.9185175872687505,4.9185175872687505,4.9185175872687505
DeWayne McBride,5.0577207544595995,RB,2001-07-08,UAB,CUSA,2023,7,2020.0,19.151,,,,,,,,0.002,0.001,,,,0.0,0.0,0.577,0.404,,,,,,,,,,,,4.52,29.985,135.5322,4.688880406464265,4.688880406464265,4.688880406464265,5.6681481294630345,5.6681481294630345,5.427263111620767,4.896428733398924,4.896428733398924,4.896428733398924
Ke'Shawn Vaughn,5.056383121337193,RB,1997-05-04,Vanderbilt,SEC,2020,3,2015.0,18.327,,,,,,,,0.119,0.119,,,,0.0,0.0,0.747,0.747,,,,,,,,,,,,4.51,30.702,138.46602,4.80474705719587,4.80474705719587,4.80474705719587,5.512721934136589,5.512721934136589,5.362416605009646,4.9017821490547675,4.9017821490547675,4.9017821490547675
Saquon Barkley,5.05395655333723,RB,1997-02-09,Penn State,Big Ten,2018,1,2015.0,18.557,,,,,,,,0.127,0.127,,,,0.01,0.01,0.554,0.554,,,,,,,,,,,63.3,4.4,31.597,139.0268,4.809464906847346,4.809464906847346,4.809464906847346,5.512721934136589,5.512721934136589,5.432781020576134,4.866329790214574,4.866329790214574,4.866329790214574
Roschon Johnson,5.053840656639684,RB,2001-01-31,Texas,Big 12,2023,4,2019.0,18.582,,,,,,,,0.04,0.038,,,,0.0,0.0,0.237,0.226,,,,,,,,,,,77.3,4.58,29.698,136.01684,4.779616370105745,4.779616370105745,4.779616370105745,5.5619283401517485,5.5619283401517485,5.374268954957928,4.882530388059501,4.882530388059501,4.882530388059501
Javon Ringer,5.053840656639684,RB,1987-02-02,Michigan State,Big Ten,2009,5,2005.0,18.579,,,,,,,,0.034,0.034,,,,0.0,0.0,0.942,0.942,,,,,,,,,,,,4.5,30.27,136.215,4.779616370105745,4.779616370105745,4.779616370105745,5.5619283401517485,5.5619283401517485,5.374268954957928,4.882530388059501,4.882530388059501,4.882530388059501
LenDale White,5.049866700793235,RB,1984-12-20,USC,Pac-10,2006,2,2003.0,18.697,,,,,,,,0.036,0.022,,,,0.0,0.0,0.469,0.282,,,,,,,,,,,,4.49,32.275,144.91475,4.6934654527941175,4.6934654527941175,4.6934654527941175,5.697867755639295,5.697867755639295,5.386388261801607,4.8620933918921905,4.8620933918921905,4.8620933918921905
Michael Turner,5.048422980739371,RB,1982-02-13,Arizona,Pac-10,2004,5,2000.0,18.549,,,,,,,,0.064,0.038,,,,0.0,0.0,0.786,0.472,,,,,,,,,,,,4.49,34.002,152.66898,4.7267784705268285,4.7267784705268285,4.7267784705268285,5.642507160850986,5.642507160850986,5.454232325929923,4.838741589147317,4.838741589147317,4.838741589147317
Elijah McGuire,5.045818764152007,RB,1994-06-01,Louisiana,Sun Belt,2017,6,2013.0,19.253,,,,,,,,0.154,0.117,,,,0.0,0.0,0.462,0.351,,,,,,,,,,,44.85,4.53,30.702,139.08006,4.664424115326089,4.664424115326089,4.664424115326089,5.637380515631116,5.637380515631116,5.443162288432568,4.900391070565003,4.900391070565003,4.900391070565003
Larry Rountree,5.042905899747427,RB,1999-02-13,Missouri,SEC,2021,6,2017.0,18.549,,,,,,,,0.019,0.019,,,,0.0,0.0,0.693,0.693,,,,,,,,,,,,4.62,,,4.779616370105745,4.779616370105745,4.779616370105745,5.512721934136589,5.512721934136589,5.374268954957928,4.882530388059501,4.882530388059501,4.882530388059501
Benny Snell Jr.,5.042905899747427,RB,1998-02-27,Kentucky,SEC,2019,4,2016.0,18.511,,,,,,,,0.02,0.02,,,,0.023,0.023,0.621,0.621,,,,,,,,,,,49.2,,,,4.779616370105745,4.779616370105745,4.779616370105745,5.512721934136589,5.512721934136589,5.374268954957928,4.882530388059501,4.882530388059501,4.882530388059501
Myles Gaskin,5.042775634680499,RB,1997-02-15,Washington,Pac-12,2019,7,2015.0,18.541,,,,,,,,0.078,0.075,,,,0.013,0.013,0.531,0.504,,,,,,,,,,,0.0,4.58,30.27,138.6366,4.80474705719587,4.80474705719587,4.80474705719587,5.512721934136589,5.512721934136589,5.362416605009646,4.860959689084687,4.860959689084687,4.860959689084687
Todd Gurley,5.041812428860511,RB,1994-08-03,Georgia,SEC,2015,1,2012.0,18.081,,,,,,,,0.013,0.013,,,,0.005,0.005,0.395,0.395,,,,,,,,,,,,4.52,29.286,132.37272,4.800851065690281,4.800851065690281,4.800851065690281,5.592744819145697,5.592744819145697,5.526959778343041,4.753769748679771,4.753769748679771,4.753769748679771
Edwin Baker,5.031969448722999,RB,1991-06-01,Michigan State,Big Ten,2012,7,2010.0,19.253,,,,,,,,0.016,0.016,,,,0.0,0.0,0.427,0.427,,,,,,,,,,,,4.44,31.015,137.7066,4.664424115326089,4.664424115326089,4.664424115326089,5.6046429368351625,5.6046429368351625,5.383475016113557,4.900563934248279,4.900563934248279,4.900563934248279
Jeremy McNichols,5.030120720225295,RB,1995-12-26,Boise State,MWC,2017,5,2015.0,19.682,,,,,,,,0.133,0.101,,,,0.0,0.0,0.773,0.588,,,,,,,,,,,66.5,4.49,31.599,141.87951,4.644628459619272,4.644628459619272,4.644628459619272,5.59782940073025,5.59782940073025,5.537269399563657,4.868090967381899,4.868090967381899,4.868090967381899
Isaiah Spiller,5.029792180336864,RB,2001-08-09,Texas A&M,SEC,2022,4,2019.0,18.062,,,,,,,,0.053,0.053,,,,0.0,0.0,0.436,0.436,,,,,,,,,,,80.75,4.542,29.427,133.657434,4.800282770338383,4.800282770338383,4.800282770338383,5.568265259584081,5.568265259584081,5.468199546779698,4.75418374868959,4.75418374868959,4.75418374868959
Joseph Randle,5.029737245225203,RB,1991-12-29,Oklahoma State,Big 12,2013,5,2011.0,19.674,,,,,,,,0.039,0.037,,,,0.002,0.002,0.541,0.514,,,,,,,,,,,,4.63,27.664,128.08432,4.965274694665274,4.965274694665274,4.965274694665274,5.363035124734317,5.363035124734317,5.171672477706039,4.824689465285447,4.824689465285447,4.824689465285447
Braelon Allen,5.028420266194218,RB,2004-01-20,Wisconsin,Big Ten,2024,4,2021.0,17.615,,,,,,,,0.022,0.022,,,,0.015,0.015,0.518,0.518,,,,,,,,,,,63.7,4.608,31.001,142.852608,4.558860947470313,4.558860947470313,4.558860947470313,5.64646315233692,5.64646315233692,5.668113879050998,4.8727197898707315,4.8727197898707315,4.8727197898707315
Christian McCaffrey,5.027743048853193,RB,1996-06-07,Stanford,Pac-12,2017,1,2015.0,19.233,,,,,,,,0.175,0.167,,,,0.0,0.0,0.62,0.589,,,,,,,,,,,73.8,4.48,28.17,126.2016,4.9339010889980335,4.9339010889980335,4.9339010889980335,5.34767419245457,5.34767419245457,5.113355107983041,4.879760226597485,4.879760226597485,4.879760226597485
Jay Finley,5.0234381359881315,RB,1988-05-15,Baylor,Big 12,2011,7,2007.0,19.296,,,,,,,,0.01,0.01,,,,0.0,0.0,0.481,0.457,,,,,,,,,,,,,,,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.625687637951533,5.625687637951533,5.3953273660618395,4.882120099073464,4.882120099073464,4.882120099073464
Brandon Miree,5.0234381359881315,RB,1981-04-14,Pitt,Big East,2004,7,2000.0,19.384,,,,,,,,0.003,0.002,,,,0.0,0.0,0.317,0.19,,,,,,,,,,,,,,,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.625687637951533,5.625687637951533,5.3953273660618395,4.882120099073464,4.882120099073464,4.882120099073464
Jay Ajayi,5.023360811005621,RB,1993-06-15,Boise State,MWC,2015,5,2012.0,19.214,,,,,,,,0.142,0.108,,,,0.0,0.0,0.663,0.504,,,,,,,,,,,51.4,4.57,29.97,136.9629,4.664424115326089,4.664424115326089,4.664424115326089,5.57725893329527,5.57725893329527,5.360765283736953,4.900563934248279,4.900563934248279,4.900563934248279
Kerryon Johnson,5.018193017816351,RB,1997-06-30,Auburn,SEC,2018,2,2016.0,19.173,,,,,,,,0.077,0.077,,,,0.024,0.024,0.492,0.492,,,,,,,,,,,,4.539,29.704,134.826456,4.640161188873056,4.640161188873056,4.640161188873056,5.580150976151995,5.580150976151995,5.427263111620767,4.88522950993441,4.88522950993441,4.88522950993441
Samaje Perine,5.017983354410712,RB,1995-09-16,Oklahoma,Big 12,2017,4,2014.0,18.96,,,,,,,,0.022,0.021,,,,0.0,0.0,0.443,0.421,,,,,,,,,,,77.9,4.65,32.493,151.09245,4.472703064814977,4.472703064814977,4.472703064814977,5.797933356177431,5.797933356177431,5.523687917826916,4.874728788356567,4.874728788356567,4.874728788356567
Jermar Jefferson,5.016112867414178,RB,2000-04-15,Oregon State,Pac-12,2021,7,2018.0,18.379,,,,,,,,0.024,0.022,,,,0.0,0.0,0.587,0.558,,,,,,,,,,,69.15,4.57,29.555,135.06635,4.730897152514536,4.730897152514536,4.730897152514536,5.453930541070174,5.453930541070174,5.374268954957928,4.890064770695241,4.890064770695241,4.890064770695241
Brian Calhoun,5.01607518469819,RB,1984-05-08,Wisconsin,Big Ten,2006,3,2003.0,19.316,,,,,,,,0.142,0.142,,,,0.0,0.0,0.729,0.729,,,,,,,,,,,,4.57,29.679,135.63303,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.625687637951533,5.625687637951533,5.3953273660618395,4.860031245203637,4.860031245203637,4.860031245203637
Alexander Mattison,5.013268339462228,RB,1998-06-19,Boise State,MWC,2019,3,2017.0,19.203,,,,,,,,0.023,0.017,,,,0.0,0.0,0.679,0.516,,,,,,,,,,,1.1,4.67,30.82,143.9294,4.519223936013868,4.519223936013868,4.519223936013868,5.709363049463882,5.709363049463882,5.275290290500001,4.955908952563559,4.955908952563559,4.955908952563559
Kendre Miller,5.0126762016200725,RB,2002-06-11,Texas Christian,Big 12,2023,3,2021.0,19.225,,,,,,,,0.015,0.014,,,,0.0,0.0,0.471,0.447,,,,,,,,,,,,4.539,29.983,136.092837,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.57725893329527,5.57725893329527,5.3953273660618395,4.882120099073464,4.882120099073464,4.882120099073464
DeMarco Murray,5.011286625008923,RB,1988-02-12,Oklahoma,Big 12,2011,3,2007.0,19.551,,,,,,,,0.128,0.121,,,,0.0,0.0,0.64,0.608,,,,,,,,,,,,4.37,28.885,126.22745,4.909590532385713,4.909590532385713,4.909590532385713,5.378727720424748,5.378727720424748,5.0710817235895576,4.848090287828038,4.848090287828038,4.848090287828038
Shane Vereen,5.011278281524478,RB,1989-05-02,California,Pac-10,2011,2,2008.0,19.335,,,,,,,,0.143,0.086,,,,0.0,0.0,0.648,0.389,,,,,,,,,,,,4.49,30.129,135.27921,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.604101573669831,5.604101573669831,5.3953273660618395,4.860031245203637,4.860031245203637,4.860031245203637
Maurice Clarett,5.009965377090517,RB,1983-10-29,Ohio State,Big Ten,2005,3,2002.0,18.842,,,,,,,,0.093,0.093,,,,0.0,0.0,0.489,0.489,,,,,,,,,,,,4.78,31.733,151.68374,4.472703064814977,4.472703064814977,4.472703064814977,5.788157726193439,5.788157726193439,5.532949904058759,4.854104614308024,4.854104614308024,4.854104614308024
Devonta Freeman,5.008883876628036,RB,1992-03-15,Florida State,ACC,2014,4,2011.0,19.463,,,,,,,,0.03,0.028,,,,0.0,0.0,0.372,0.353,,,,,,,,,,,,4.58,31.319,143.44102,4.500719862642083,4.500719862642083,4.500719862642083,5.7636095381036325,5.7636095381036325,5.275290290500001,4.925095311672933,4.925095311672933,4.925095311672933
Isiah Pacheco,5.007596354812897,RB,1999-03-02,Rutgers,Big Ten,2022,7,2018.0,19.502,,,,,,,,0.015,0.015,,,,0.0,0.0,0.424,0.424,,,,,,,,,,,72.65,4.37,30.989,135.42193,4.6392934282359635,4.6392934282359635,4.6392934282359635,5.599440559336305,5.599440559336305,5.3953273660618395,4.85209280795791,4.85209280795791,4.85209280795791
Derrius Guice,5.005803910399987,RB,1997-06-21,LSU,SEC,2018,2,2016.0,19.198,,,,,,,,0.074,0.074,,,,0.0,0.0,0.475,0.475,,,,,,,,,,,111.7,4.49,32.137,144.29513,4.519223936013868,4.519223936013868,4.519223936013868,5.709363049463882,5.709363049463882,5.296671260532674,4.926388675365949,4.926388675365949,4.926388675365949
