player_name,bakery_QB_ensemble,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,ADJ%,BTT%,Break%,CC%,CTPRR,Comp%,DAA,DOM+,DOM+.1,Drop Rate,EPA/P,MTF/A,PDOM+,PDOM+.1,RDOM+,RDOM+.1,TWP%,UCTPRR,Y/RR,YAC/R,YCO/A,YPA,YPC,YPR,aDOT,aYPTPA,ELU,Speed,BMI,SpeedxBMI,bakery_QB_qb_model_seed12_subs20_seed12,bakery_QB_qb_model_seed12_subs30_seed12,bakery_QB_qb_model_seed12_subs40_seed12,bakery_QB_qb_model_seed34_subs20_seed34,bakery_QB_qb_model_seed34_subs30_seed34,bakery_QB_qb_model_seed34_subs40_seed34,bakery_QB_qb_model_seed56_subs20_seed56,bakery_QB_qb_model_seed56_subs30_seed56,bakery_QB_qb_model_seed56_subs40_seed56
Jalen Hurts,4.141500518031385,QB,1998-08-07,Oklahoma,Big 12,2020,2,2016.0,18.07,,,,,,,,0.017,0.016,,,,0.907,0.862,0.456,0.433,,,,,,,,,,,,4.59,29.286,134.42274,3.360278345996022,4.32982182950386,4.32982182950386,3.978370261378473,3.978370261378473,3.978370261378473,4.4394906243811,4.4394906243811,4.4394906243811
Jimmy Garoppolo,4.127755220379594,QB,1991-11-02,NWE,,2014,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,29.014,144.19958,4.069154253660186,4.133320145546809,4.133320145546809,4.192131154845402,4.192131154845402,4.192131154845402,4.079202991375444,4.079202991375444,4.079202991375444
Kyle Lauletta,4.084685756694892,QB,1995-03-17,NYG,,2018,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,27.745,133.45345,4.146130019876805,4.008510632867564,4.008510632867564,4.093983752169265,4.093983752169265,4.093983752169265,4.10568975604477,4.10568975604477,4.10568975604477
Keith Null,4.059020105283363,QB,1985-09-24,STL,,2009,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.043679335542993,4.009902747250732,4.009902747250732,4.093983752169265,4.093983752169265,4.093983752169265,4.061914953666005,4.061914953666005,4.061914953666005
Brad Sorensen,4.056283773249272,QB,1988-03-13,SDG,,2013,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,27.872,138.52383999999998,4.03887613465621,4.04353010104427,4.04353010104427,4.039778097222765,4.039778097222765,4.039778097222765,4.087094443610135,4.087094443610135,4.087094443610135
Jake Fromm,3.978796401276912,QB,1998-07-30,Georgia,SEC,2020,5,2017.0,19.091,,,,,,,,0.0,0.0,,,,0.956,0.956,0.022,0.022,,,,,,,,,,,30.1,5.01,28.115,140.85615,4.544179176832656,4.296521818547003,4.296521818547003,3.83817551970764,3.83817551970764,3.83817551970764,3.719139412814209,3.719139412814209,3.719139412814209
Tim Tebow,3.964395461235737,QB,1987-08-14,Florida,SEC,2010,1,2006.0,19.05,,,,,,,,0.0,0.0,,,,0.902,0.902,0.423,0.423,,,,,,,,,,,,4.71,29.495,138.92145,3.368194511132362,4.302352382773826,4.302352382773826,3.759791842732723,3.759791842732723,3.759791842732723,4.142428115414481,4.142428115414481,4.142428115414481
Kevin Kolb,3.960814429708286,QB,1984-08-24,Houston,CUSA,2007,2,2003.0,19.02,,,,,,,,0.0,0.0,,,,0.995,0.696,0.051,0.036,,,,,,,,,,,,4.85,27.245,132.13825,3.2578276616622084,4.303308608479927,4.303308608479927,3.7879955620662007,3.7879955620662007,3.7879955620662007,4.139632767517969,4.139632767517969,4.139632767517969
Derek Anderson,3.936951561252228,QB,1983-06-15,Oregon State,Pac-10,2005,6,2002.0,19.214,,,,,,,,0.0,0.0,,,,0.988,0.593,0.0,0.0,,,,,,,,,,,,5.03,27.963,140.65389000000002,4.544179176832656,4.225577055088562,4.225577055088562,3.759937508605883,3.759937508605883,3.759937508605883,3.719139412814209,3.719139412814209,3.719139412814209
Brad Kaaya,3.880510031205477,QB,1995-09-03,Miami (FL),ACC,2017,6,2014.0,18.995,,,,,,,,0.0,0.0,,,,0.996,0.946,-0.014,-0.013,,,,,,,,,,,0.0,4.758,26.046,123.926868,3.26874113779462,4.065825731824314,4.065825731824314,3.712116377987058,3.712116377987058,3.712116377987058,4.1292828484816235,4.1292828484816235,4.1292828484816235
Desmond Ridder,3.87856025210633,QB,1999-08-31,Cincinnati,American,2022,3,2018.0,19.003,,,,,,,,0.036,0.03,,,,1.011,0.859,0.164,0.139,,,,,,,,,,,0.0,4.52,26.37,119.1924,3.226129144460523,4.0255815332260765,4.0255815332260765,3.7473005041998064,3.7473005041998064,3.7473005041998064,4.1292828484816235,4.1292828484816235,4.1292828484816235
Jameis Winston,3.870780504994947,QB,1994-01-06,Florida State,ACC,2015,1,2013.0,19.652,,,,,,,,0.0,0.0,,,,0.941,0.894,0.072,0.069,,,,,,,,,,,27.8,4.97,28.115,139.73155,4.544179176832656,4.063574611839243,4.063574611839243,3.660807300294528,3.660807300294528,3.660807300294528,3.727758081186597,3.727758081186597,3.727758081186597
Sam Darnold,3.788436052859452,QB,1997-06-05,USC,Pac-12,2018,1,2016.0,19.242,,,,,,,,0.0,0.0,,,,0.995,0.945,0.102,0.097,,,,,,,,,,,1.2,4.85,27.62,133.957,3.360278345996022,4.234355414037643,4.234355414037643,3.7130634861927736,3.7130634861927736,3.7130634861927736,3.7092482810284806,3.7092482810284806,3.7092482810284806
Jeff Smoker,3.783310403670445,QB,1981-06-13,Michigan State,Big Ten,2004,6,2000.0,19.22,,,,,,,,0.003,0.003,,,,0.984,0.984,0.054,0.054,,,,,,,,,,,,4.95,27.87,137.9565,3.4311149704765396,4.253969744929861,4.253969744929861,3.6609981098707687,3.6609981098707687,3.6609981098707687,3.7092482810284806,3.7092482810284806,3.7092482810284806
Ryan Lindley,3.7763069772543494,QB,1989-06-02,San Diego State,MWC,2012,6,2008.0,19.25,,,,,,,,0.0,0.0,,,,0.999,0.759,-0.011,-0.008,,,,,,,,,,,,4.86,27.872,135.45792,3.395639603501087,4.225845806478941,4.225845806478941,3.670562245248245,3.670562245248245,3.670562245248245,3.7092482810284806,3.7092482810284806,3.7092482810284806
Jake Locker,3.7742015132036695,QB,1988-06-15,Washington,Pac-10,2011,1,2007.0,19.211,,,,,,,,0.002,0.001,,,,0.949,0.569,0.336,0.201,,,,,,,,,,,,4.51,29.655,133.74405,3.360278345996022,4.197785121834328,4.197785121834328,3.694740062027636,3.694740062027636,3.694740062027636,3.7092482810284806,3.7092482810284806,3.7092482810284806
Brett Hundley,3.773590087599551,QB,1993-06-15,UCLA,Pac-12,2015,5,2012.0,19.214,,,,,,,,0.001,0.001,,,,0.956,0.908,0.266,0.253,,,,,,,,,,,28.4,4.63,28.245,130.77435,3.3768545437919264,4.209678144955444,4.209678144955444,3.694740062027636,3.694740062027636,3.694740062027636,3.693959922870079,3.693959922870079,3.693959922870079
Jeff Driskel,3.773404090839177,QB,1993-04-23,Louisiana Tech,CUSA,2016,6,2012.0,19.359,,,,,,,,0.0,0.0,,,,0.963,0.674,0.17,0.119,,,,,,,,,,,30.0,4.56,28.48,129.8688,3.5722898669526293,4.0981954953948225,4.0981954953948225,3.694740062027636,3.694740062027636,3.694740062027636,3.702578591242468,3.702578591242468,3.702578591242468
David Greene,3.768832967896091,QB,1982-06-22,Nevada-Las Vegas,MWC,2005,3,2001.0,19.195,,,,,,,,0.0,0.0,,,,0.892,0.678,-0.012,-0.009,,,,,,,,,,,,4.78,28.245,135.0111,3.395639603501087,4.192212764366782,4.192212764366782,3.670562245248245,3.670562245248245,3.670562245248245,3.7092482810284806,3.7092482810284806,3.7092482810284806
Jay Cutler,3.764184098106998,QB,1983-04-29,Vanderbilt,SEC,2006,1,2002.0,19.343,,,,,,,,0.0,0.0,,,,0.998,0.998,0.116,0.116,,,,,,,,,,,,4.77,28.245,134.72865,3.360278345996022,4.086745986903486,4.086745986903486,3.7300952383191266,3.7300952383191266,3.7300952383191266,3.717866949400869,3.717866949400869,3.717866949400869
Chad Henne,3.762982197195308,QB,1985-07-02,Michigan,Big Ten,2008,2,2004.0,19.168,,,,,,,,0.0,0.0,,,,0.836,0.836,-0.023,-0.023,,,,,,,,,,,,4.92,28.745,141.4254,3.147137953380207,4.18767568235238,4.18767568235238,3.759937508605883,3.759937508605883,3.759937508605883,3.68817931028505,3.68817931028505,3.68817931028505
Kellen Mond,3.758121143457633,QB,1999-06-22,Texas A&M,SEC,2021,3,2018.0,19.195,,,,,,,,0.0,0.0,,,,0.962,0.962,0.167,0.167,,,,,,,,,,,,,,,3.2578276616622084,4.199581337381669,4.199581337381669,3.694740062027636,3.694740062027636,3.694740062027636,3.693959922870079,3.693959922870079,3.693959922870079
Danny Etling,3.751903787206336,QB,1994-07-22,LSU,SEC,2018,7,2013.0,19.113,,,,,,,,0.0,0.0,,,,0.936,0.936,0.064,0.064,,,,,,,,,,,,4.76,28.5,135.66,3.286156969070824,4.180889295916997,4.180889295916997,3.6638178936222534,3.6638178936222534,3.6638178936222534,3.7092482810284806,3.7092482810284806,3.7092482810284806
Jaxson Dart,3.7430938441027126,QB,2003-05-13,Ole Miss,SEC,2025,1,2022.0,19.305,,,,,,,,0.0,0.0,,,,0.937,0.937,0.16,0.16,,,,,,,,,,,,4.794,28.628,137.242632,3.286156969070824,4.1325462250193405,4.1325462250193405,3.6609981098707687,3.6609981098707687,3.6609981098707687,3.717866949400869,3.717866949400869,3.717866949400869
Kyle Orton,3.73059715630444,QB,1982-11-14,Purdue,Big Ten,2005,4,2002.0,19.797,,,,,,,,0.0,0.0,,,,0.886,0.886,0.065,0.065,,,,,,,,,,,,5.06,28.359,143.49654,3.452302163312962,4.1339017116483285,4.1339017116483285,3.6017707367528473,3.6017707367528473,3.6017707367528473,3.683318869957266,3.683318869957266,3.683318869957266
Sean Mannion,3.726813478541098,QB,1992-04-25,Oregon State,Pac-12,2015,3,2011.0,19.351,,,,,,,,0.0,0.0,,,,0.981,0.932,-0.065,-0.062,,,,,,,,,,,0.0,5.14,26.461,136.00954,3.286156969070824,4.069505873313471,4.069505873313471,3.654183914323168,3.654183914323168,3.654183914323168,3.717866949400869,3.717866949400869,3.717866949400869
Logan Woodside,3.720151820499192,QB,1995-01-27,Toledo,MAC,2018,7,2014.0,19.595,,,,,,,,0.0,0.0,,,,0.995,0.697,0.022,0.015,,,,,,,,,,,,4.79,28.099,134.59421,3.360278345996022,4.037296050135394,4.037296050135394,3.630965030007771,3.630965030007771,3.630965030007771,3.717866949400869,3.717866949400869,3.717866949400869
Aaron Rodgers,3.718662456599541,QB,1983-12-02,California,Pac-10,2005,1,2003.0,19.748,,,,,,,,0.002,0.001,,,,0.898,0.539,0.0,0.0,,,,,,,,,,,,4.71,28.628,134.83788,3.395639603501087,4.053482901900193,4.053482901900193,3.603918617963931,3.603918617963931,3.603918617963931,3.717866949400869,3.717866949400869,3.717866949400869
Quinn Ewers,3.7165903946737577,QB,2003-03-15,Texas,SEC,2025,7,2022.0,19.466,,,,,,,,0.0,0.0,,,,0.823,0.823,0.061,0.061,,,,,,,,,,,8.05,4.756,27.473,130.661588,3.3768545437919264,4.072866232021997,4.072866232021997,3.6063302568334983,3.6063302568334983,3.6063302568334983,3.702578591242468,3.702578591242468,3.702578591242468
Dan LeFevour,3.7158081506080447,QB,1987-03-19,Central Michigan,MAC,2010,6,2006.0,19.455,,,,,,,,0.003,0.002,,,,0.981,0.686,0.411,0.287,,,,,,,,,,,,4.6,28.745,132.227,3.2578276616622084,4.063197371222998,4.063197371222998,3.6063302568334983,3.6063302568334983,3.6063302568334983,3.7463533936212334,3.7463533936212334,3.7463533936212334
Daniel Jones,3.713947552165836,QB,1997-05-27,Navy,American,2019,1,2016.0,19.266,,,,,,,,0.0,0.0,,,,0.855,0.727,0.236,0.201,,,,,,,,,,,44.65,4.81,26.204,126.04124,3.483595736472863,4.037089843821931,4.037089843821931,3.6329343286884943,3.6329343286884943,3.6329343286884943,3.656316519770106,3.656316519770106,3.656316519770106
Mike White,3.712109539308105,QB,1995-03-25,Western Kentucky,CUSA,2018,5,2014.0,19.439,,,,,,,,0.0,0.0,,,,0.961,0.673,0.031,0.021,,,,,,,,,,,,5.09,26.56,135.19039999999998,3.395639603501087,4.056644040953464,4.056644040953464,3.5821524400541085,3.5821524400541085,3.5821524400541085,3.717866949400869,3.717866949400869,3.717866949400869
Bo Nix,3.712012748406797,QB,2000-02-25,Oregon,Pac-12,2024,1,2019.0,19.515,,,,,,,,0.0,0.0,,,,0.961,0.913,0.232,0.22,,,,,,,,,,,12.65,4.758,27.473,130.716534,3.3768545437919264,4.052266823820673,4.052266823820673,3.6063302568334983,3.6063302568334983,3.6063302568334983,3.702578591242468,3.702578591242468,3.702578591242468
Zac Dysert,3.7085791781559223,QB,1990-02-08,Miami (OH),MAC,2013,7,2009.0,19.562,,,,,,,,0.0,0.0,,,,0.968,0.677,0.259,0.181,,,,,,,,,,,,4.81,28.87,138.8647,3.368194511132362,4.0708521882836415,4.0708521882836415,3.5613464907146213,3.5613464907146213,3.5613464907146213,3.727758081186597,3.727758081186597,3.727758081186597
Paxton Lynch,3.70835201521696,QB,1994-02-12,Memphis,American,2016,1,2013.0,19.551,,,,,,,,0.0,0.0,,,,0.967,0.822,0.098,0.083,,,,,,,,,,,18.2,4.86,27.485,133.5771,3.360278345996022,4.037229690802585,4.037229690802585,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.717866949400869,3.717866949400869,3.717866949400869
J.J. McCarthy,3.7077405896128415,QB,2003-01-20,Michigan,Big Ten,2024,1,2022.0,19.614,,,,,,,,0.0,0.0,,,,0.925,0.925,0.077,0.077,,,,,,,,,,,,4.773,27.37,130.63701,3.3768545437919264,4.049122713923701,4.049122713923701,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.702578591242468,3.702578591242468,3.702578591242468
Tua Tagovailoa,3.702669796479355,QB,1998-03-02,Alabama,SEC,2020,1,2018.0,20.501,,,,,,,,0.0,0.0,,,,0.739,0.739,0.074,0.074,,,,,,,,,,,31.15,4.79,29.427,140.95533,4.544179176832656,3.9456595376323778,3.9456595376323778,3.401738038585618,3.401738038585618,3.401738038585618,3.5611052668199785,3.5611052668199785,3.5611052668199785
John Skelton,3.6984309159684745,QB,1988-03-17,Colorado State,MWC,2010,5,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.045,0.034,,,,,,,,,,,,4.85,28.812,139.7382,4.544179176832656,3.8317621888065503,3.8317621888065503,3.4649529629368585,3.4649529629368585,3.4649529629368585,3.5611052668199785,3.5611052668199785,3.5611052668199785
Kellen Clemens,3.698284722923606,QB,1983-06-07,Oregon,Pac-10,2006,2,2003.0,20.235,,,,,,,,0.0,0.0,,,,0.827,0.496,0.035,0.021,,,,,,,,,,,,4.89,28.757,140.62173,4.544179176832656,3.831104320104645,3.831104320104645,3.4649529629368585,3.4649529629368585,3.4649529629368585,3.5611052668199785,3.5611052668199785,3.5611052668199785
Johnny Manziel,3.695687558586355,QB,1992-12-06,Texas A&M,SEC,2014,1,2012.0,19.737,,,,,,,,0.0,0.0,,,,0.913,0.913,0.373,0.373,,,,,,,,,,,,4.68,28.071,131.37228,3.2578276616622084,4.054397515369371,4.054397515369371,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.702578591242468,3.702578591242468,3.702578591242468
Rusty Smith,3.6922716454709223,QB,1987-01-28,Florida Atlantic,Sun Belt,2010,6,2006.0,19.592,,,,,,,,0.0,0.0,,,,0.763,0.58,0.023,0.017,,,,,,,,,,,,,,,3.2578276616622084,4.039025906349925,4.039025906349925,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.702578591242468,3.702578591242468,3.702578591242468
Garrett Gilbert,3.6922716454709223,QB,1991-01-01,SMU,American,2014,6,2010.0,19.666,,,,,,,,0.0,0.0,,,,0.94,0.799,0.293,0.249,,,,,,,,,,,,,,,3.2578276616622084,4.039025906349925,4.039025906349925,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.702578591242468,3.702578591242468,3.702578591242468
Tanner Lee,3.692090480416399,QB,1995-02-14,Nebraska,Big Ten,2018,6,2014.0,19.546,,,,,,,,0.0,0.0,,,,0.995,0.995,0.039,0.039,,,,,,,,,,,115.6,4.98,26.533,132.13434,3.2578276616622084,4.0382106636045725,4.0382106636045725,3.5956098537162795,3.5956098537162795,3.5956098537162795,3.702578591242468,3.702578591242468,3.702578591242468
Ben Roethlisberger,3.6871645516981655,QB,1982-03-02,Miami (OH),MAC,2004,1,2001.0,19.502,,,,,,,,0.0,0.0,,,,0.972,0.681,0.113,0.079,,,,,,,,,,,,4.75,28.575,135.73125,3.286156969070824,4.023700410311483,4.023700410311483,3.565774109129031,3.565774109129031,3.565774109129031,3.717866949400869,3.717866949400869,3.717866949400869
Keith Wenning,3.682781200933291,QB,1991-02-14,Ball State,MAC,2014,6,2010.0,19.546,,,,,,,,0.0,0.0,,,,0.992,0.695,0.1,0.07,,,,,,,,,,,,5.0,27.245,136.225,3.286156969070824,4.020055936545379,4.020055936545379,3.555053706011812,3.555053706011812,3.555053706011812,3.717866949400869,3.717866949400869,3.717866949400869
Russell Wilson,3.67983544037796,QB,1988-11-29,Wisconsin,Big Ten,2012,3,2008.0,19.756,,,,,,,,0.012,0.012,,,,0.978,0.978,0.257,0.257,,,,,,,,,,,,4.53,28.449,128.87397,3.5722898669526293,4.019697891651943,4.019697891651943,3.5126279179449367,3.5126279179449367,3.5126279179449367,3.656316519770106,3.656316519770106,3.656316519770106
Landry Jones,3.6775143230559255,QB,1989-04-04,Oklahoma,Big 12,2013,4,2009.0,20.411,,,,,,,,0.0,0.0,,,,0.99,0.94,0.001,0.001,,,,,,,,,,,,5.11,27.385,139.93735,4.544179176832656,3.8324599072269385,3.8324599072269385,3.401738038585618,3.401738038585618,3.401738038585618,3.5611052668199785,3.5611052668199785,3.5611052668199785
JaMarcus Russell,3.670547538171393,QB,1985-08-09,LSU,SEC,2007,1,2005.0,20.063,,,,,,,,0.0,0.0,,,,0.945,0.945,0.053,0.053,,,,,,,,,,,,4.83,31.421,151.76343,3.452302163312962,4.018369682072072,4.018369682072072,3.526111562544758,3.526111562544758,3.526111562544758,3.6558505428170527,3.6558505428170527,3.6558505428170527
Drew Lock,3.667470353914108,QB,1996-11-10,Missouri,SEC,2019,2,2016.0,19.808,,,,,,,,0.0,0.0,,,,0.988,0.988,0.099,0.099,,,,,,,,,,,55.4,4.69,27.75,130.1475,3.5125468738795145,4.007027717451683,4.007027717451683,3.494179459900204,3.494179459900204,3.494179459900204,3.6660308322478263,3.6660308322478263,3.6660308322478263
Caleb Williams,3.666528385801707,QB,2001-11-18,USC,Pac-12,2024,1,2021.0,19.786,,,,,,,,0.001,0.001,,,,0.898,0.853,0.227,0.215,,,,,,,,,,,55.15,4.765,28.231,134.520715,3.360278345996022,4.002957823212786,4.002957823212786,3.5295346361916957,3.5295346361916957,3.5295346361916957,3.681319190406227,3.681319190406227,3.681319190406227
Sam Bradford,3.658483963497929,QB,1987-11-08,Oklahoma,Big 12,2010,1,2007.0,19.814,,,,,,,,0.0,0.0,,,,0.973,0.924,0.064,0.061,,,,,,,,,,,,4.79,28.724,137.58796,3.4311149704765396,4.034985303278061,4.034985303278061,3.460437507743338,3.460437507743338,3.460437507743338,3.681319190406227,3.681319190406227,3.681319190406227
Graham Mertz,3.640490928223049,QB,2000-12-06,Florida,SEC,2025,6,2020.0,19.737,,,,,,,,0.0,0.0,,,,0.967,0.967,0.074,0.074,,,,,,,,,,,0.0,4.742,26.495,125.63929,3.483595736472863,3.855230348546425,3.855230348546425,3.5338041203771375,3.5338041203771375,3.5338041203771375,3.656316519770106,3.656316519770106,3.656316519770106
Aaron Murray,3.62917570637433,QB,1990-11-10,Georgia,SEC,2014,5,2010.0,19.808,,,,,,,,0.0,0.0,,,,0.885,0.885,0.105,0.105,,,,,,,,,,,,4.84,28.071,135.86364,3.286156969070824,3.985798440246128,3.985798440246128,3.4536233121957367,3.4536233121957367,3.4536233121957367,3.681319190406227,3.681319190406227,3.681319190406227
Andy Dalton,3.61860711194337,QB,1987-10-29,Texas Christian,MWC,2011,2,2007.0,19.841,,,,,,,,0.0,0.0,,,,0.956,0.726,0.133,0.101,,,,,,,,,,,,4.83,27.601,133.31283,3.360278345996022,3.9111039502690943,3.9111039502690943,3.418520285692115,3.418520285692115,3.418520285692115,3.709805634626592,3.709805634626592,3.709805634626592
Drake Maye,3.614477609700737,QB,2002-08-30,North Carolina,ACC,2024,1,2022.0,20.005,,,,,,,,0.0,0.0,,,,0.962,0.914,0.279,0.265,,,,,,,,,,,23.95,4.783,27.141,129.815403,3.5722898669526293,3.893380123977407,3.893380123977407,3.418520285692115,3.418520285692115,3.418520285692115,3.638562505107613,3.638562505107613,3.638562505107613
Cardale Jones,3.611871001975454,QB,1992-10-29,Ohio State,Big Ten,2016,4,,,,,,,,,,0.0,0.0,,,,0.508,0.508,0.056,0.056,,,,,,,,,,,77.3,4.81,29.998,144.29038,3.452302163312962,3.9364275155382473,3.9364275155382473,3.507346793211253,3.507346793211253,3.507346793211253,3.553213814585289,3.553213814585289,3.553213814585289
Ryan Nassib,3.611871001975454,QB,1990-03-10,Syracuse,Big East,2013,4,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.06,29.142,147.45852,3.452302163312962,3.9364275155382473,3.9364275155382473,3.507346793211253,3.507346793211253,3.507346793211253,3.553213814585289,3.553213814585289,3.553213814585289
B.J. Coleman,3.611871001975454,QB,1988-09-16,Tennessee,SEC,2012,7,,,,,,,,,,0.0,0.0,,,,0.006,0.006,0.006,0.006,,,,,,,,,,,,4.94,29.12,143.85280000000003,3.452302163312962,3.9364275155382473,3.9364275155382473,3.507346793211253,3.507346793211253,3.507346793211253,3.553213814585289,3.553213814585289,3.553213814585289
Nathan Enderle,3.611871001975454,QB,1988-01-12,Idaho,WAC,2011,5,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.12,29.211,149.56032,3.452302163312962,3.9364275155382473,3.9364275155382473,3.507346793211253,3.507346793211253,3.507346793211253,3.553213814585289,3.553213814585289,3.553213814585289
Jordan Love,3.610388567206389,QB,1998-11-02,Utah State,MWC,2020,1,2018.0,19.83,,,,,,,,0.0,0.0,,,,0.945,0.718,0.075,0.057,,,,,,,,,,,5.0,4.74,27.263,129.22662000000005,3.5722898669526293,3.951564073673558,3.951564073673558,3.386257602743787,3.386257602743787,3.386257602743787,3.619768760775465,3.619768760775465,3.619768760775465
Joshua Dobbs,3.600769758180102,QB,1995-01-26,Tennessee,SEC,2017,4,2014.0,19.598,,,,,,,,0.019,0.019,,,,0.957,0.957,0.349,0.349,,,,,,,,,,,120.3,4.64,26.995,125.2568,3.207191519484238,3.8107573172127833,3.8107573172127833,3.5338041203771375,3.5338041203771375,3.5338041203771375,3.658936436193233,3.658936436193233,3.658936436193233
Nate Stanley,3.5981203069566092,QB,1997-08-26,Iowa,Big Ten,2020,7,2017.0,20.016,,,,,,,,0.0,0.0,,,,0.97,0.97,-0.002,-0.002,,,,,,,,,,,27.5,4.81,28.602,137.57562,3.4311149704765396,3.9180401008645775,3.9180401008645775,3.3847783335352486,3.3847783335352486,3.3847783335352486,3.653850863266014,3.653850863266014,3.653850863266014
Patrick Mahomes,3.594271120115528,QB,1995-09-17,Texas Tech,Big 12,2017,1,2015.0,19.956,,,,,,,,0.0,0.0,,,,0.907,0.861,0.308,0.293,,,,,,,,,,,10.4,4.8,28.885,138.648,3.368194511132362,3.918124408340396,3.918124408340396,3.3842569226904566,3.3842569226904566,3.3842569226904566,3.6637419950517423,3.6637419950517423,3.6637419950517423
Dak Prescott,3.5935484641632383,QB,1993-07-29,Mississippi State,SEC,2016,4,2013.0,20.093,,,,,,,,0.01,0.01,,,,0.904,0.904,0.4,0.4,,,,,,,,,,,25.15,4.79,29.014,138.97706,3.323535645275103,3.8719750139133096,3.8719750139133096,3.427741506404065,3.427741506404065,3.427741506404065,3.6637419950517423,3.6637419950517423,3.6637419950517423
Andrew Luck,3.5928463860822077,QB,1989-09-12,Stanford,Pac-12,2012,1,2009.0,19.97,,,,,,,,0.001,0.001,,,,0.984,0.935,0.092,0.088,,,,,,,,,,,,4.59,28.48,130.7232,3.3768545437919264,3.893757279274377,3.893757279274377,3.418520285692115,3.418520285692115,3.418520285692115,3.638562505107613,3.638562505107613,3.638562505107613
Deshaun Watson,3.5924997735738415,QB,1995-09-14,Clemson,ACC,2017,1,2015.0,19.964,,,,,,,,0.0,0.0,,,,0.941,0.894,0.307,0.292,,,,,,,,,,,28.85,4.66,28.372,132.21352000000002,3.2578276616622084,3.886048760483444,3.886048760483444,3.418520285692115,3.418520285692115,3.418520285692115,3.6823373074863786,3.6823373074863786,3.6823373074863786
Bryce Young,3.584015699131731,QB,2001-07-25,Alabama,SEC,2023,1,2021.0,20.104,,,,,,,,0.0,0.0,,,,0.928,0.928,0.092,0.092,,,,,,,,,,,16.7,4.743,29.268,138.818124,3.368194511132362,3.8719750139133096,3.8719750139133096,3.3842569226904566,3.3842569226904566,3.3842569226904566,3.6637419950517423,3.6637419950517423,3.6637419950517423
Dorian Thompson-Robinson,3.583393467568065,QB,1999-11-14,UCLA,Pac-12,2023,5,2019.0,19.797,,,,,,,,0.0,0.0,,,,0.923,0.877,0.271,0.258,,,,,,,,,,,35.0,4.56,26.061,118.83816,3.226129144460523,3.724592019659875,3.724592019659875,3.45348440203381,3.45348440203381,3.45348440203381,3.73825827274363,3.73825827274363,3.73825827274363
Spencer Rattler,3.5828035029765357,QB,2000-09-28,South Carolina,SEC,2024,5,2020.0,19.926,,,,,,,,0.0,0.0,,,,0.93,0.93,0.169,0.169,,,,,,,,,,,10.7,4.95,28.614,141.63930000000002,3.145273019230554,3.875229816589712,3.875229816589712,3.4837177322703634,3.4837177322703634,3.4837177322703634,3.632781892522583,3.632781892522583,3.632781892522583
Charlie Frye,3.5780893378354426,QB,1981-08-28,Akron,MAC,2005,3,2001.0,20.011,,,,,,,,0.0,0.0,,,,0.998,0.698,0.0,0.0,,,,,,,,,,,,4.79,27.385,131.17415,3.2578276616622084,3.886864003228796,3.886864003228796,3.418520285692115,3.418520285692115,3.418520285692115,3.638562505107613,3.638562505107613,3.638562505107613
Blaine Gabbert,3.5779081727809205,QB,1989-10-15,Missouri,Big 12,2011,1,2009.0,19.88,,,,,,,,0.0,0.0,,,,0.954,0.907,0.146,0.139,,,,,,,,,,,,4.61,28.48,131.2928,3.2578276616622084,3.886048760483444,3.886048760483444,3.418520285692115,3.418520285692115,3.418520285692115,3.638562505107613,3.638562505107613,3.638562505107613
Reggie McNeal,3.5704946772705535,QB,1983-09-20,Texas A&M,Big 12,2006,6,2003.0,19.948,,,,,,,,0.0,0.0,,,,0.851,0.809,0.191,0.181,,,,,,,,,,,,4.4,25.419,111.8436,3.226129144460523,3.6035648119331647,3.6035648119331647,3.3778252278257206,3.3778252278257206,3.3778252278257206,3.855905881210323,3.855905881210323,3.855905881210323
Colt McCoy,3.568898074846724,QB,1986-09-05,Texas,Big 12,2010,3,2006.0,19.989,,,,,,,,0.0,0.0,,,,0.961,0.913,0.143,0.136,,,,,,,,,,,,4.79,28.495,136.49105,3.286156969070824,3.869240350394353,3.869240350394353,3.3779641379876475,3.3779641379876475,3.3779641379876475,3.653850863266014,3.653850863266014,3.653850863266014
Nate Sudfeld,3.5688120498330127,QB,1993-10-07,Indiana,Big Ten,2016,6,2013.0,19.901,,,,,,,,0.0,0.0,,,,0.968,0.968,0.104,0.104,,,,,,,,,,,2.1,5.02,27.038,135.73076,3.286156969070824,3.868853237832652,3.868853237832652,3.3779641379876475,3.3779641379876475,3.3779641379876475,3.653850863266014,3.653850863266014,3.653850863266014
