feature,tree_feature_importance,kind
Draft Capital,0.1,base
DAA,0.041196206893817366,base
YPC,0.0392142121155298,base
ADJ%,0.038266854642587236,base
YPA,0.03502504681505173,base
RDOM+,0.032185511489913596,base
DOM+,0.01432723997296778,base
Comp%,0.011595440792326422,base
SpeedxBMI,0.010382465061358863,interaction
YCO/A,0.00891549446643823,base
MTF/A,0.00827412321745507,base
TWP%,0.0030976328266151295,base
BTT%,0.00045826713574857037,base
