feature,mean_abs_shap,kind
ADJ%,0.34237591629332786,base
DAA,0.3182458448008909,base
YPC,0.2774204358728507,base
YPA,0.27607652554032514,base
Comp%,0.23438517349535595,base
RDOM+,0.23253911224822146,base
DOM+,0.20052678212253025,base
SpeedxBMI,0.11489414744691201,interaction
Draft Capital,0.1,base
MTF/A,0.09141563534260456,base
YCO/A,0.08100723991726749,base
TWP%,0.051950323830557726,base
BTT%,0.04197634982484907,base
