Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Keyarris Garrett,Tulsa,American,13.0,96.0,1588.0,16.5,8.0,122.2,0.0,0.0,,0.0,0.0,96.0,1588.0,16.5,8.0,
2.0,Roger Lewis,Bowling Green,MAC,14.0,85.0,1544.0,18.2,16.0,110.3,0.0,0.0,,0.0,0.0,85.0,1544.0,18.2,16.0,
3.0,Taywan Taylor,Western Kentucky,CUSA,14.0,86.0,1467.0,17.1,17.0,104.8,7.0,-9.0,-1.3,0.0,-0.6,93.0,1458.0,15.7,17.0,
4.0,JuJu Smith-Schuster,USC,Pac-12,14.0,89.0,1454.0,16.3,10.0,103.9,1.0,4.0,4.0,0.0,0.3,90.0,1458.0,16.2,10.0,
5.0,Corey Davis,Western Michigan,MAC,13.0,90.0,1436.0,16.0,12.0,110.5,1.0,11.0,11.0,0.0,0.8,91.0,1447.0,15.9,12.0,
6.0,Thomas Sperbeck,Boise State,MWC,13.0,88.0,1412.0,16.0,8.0,108.6,5.0,42.0,8.4,0.0,3.2,93.0,1454.0,15.6,8.0,
7.0,Michael Thomas,Southern Mississippi,CUSA,13.0,71.0,1391.0,19.6,14.0,107.0,0.0,0.0,,0.0,0.0,71.0,1391.0,19.6,14.0,
8.0,Daniel Braverman,Western Michigan,MAC,13.0,109.0,1377.0,12.6,13.0,105.9,2.0,13.0,6.5,0.0,1.0,111.0,1390.0,12.5,13.0,
9.0,Corey Coleman,Baylor,Big 12,12.0,74.0,1363.0,18.4,20.0,113.6,22.0,111.0,5.0,0.0,9.3,96.0,1474.0,15.4,20.0,AA
10.0,Richie James,Middle Tennessee State,CUSA,13.0,108.0,1346.0,12.5,8.0,103.5,12.0,146.0,12.2,1.0,11.2,120.0,1492.0,12.4,9.0,
11.0,Josh Doctson,Texas Christian,Big 12,11.0,79.0,1327.0,16.8,14.0,120.6,1.0,6.0,6.0,0.0,0.5,80.0,1333.0,16.7,14.0,AA
12.0,Tajae Sharpe,Massachusetts,MAC,12.0,111.0,1319.0,11.9,5.0,109.9,1.0,-3.0,-3.0,0.0,-0.3,112.0,1316.0,11.8,5.0,
13.0,Sterling Shepard,Oklahoma,Big 12,13.0,86.0,1288.0,15.0,11.0,99.1,1.0,5.0,5.0,0.0,0.4,87.0,1293.0,14.9,11.0,
