Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Brandon Doughty,Western Kentucky,CUSA,14.0,388.0,540.0,71.9,5055.0,48.0,8.9,9.0,1.7,9.4,10.39,13.0,361.1,176.5,
2.0,Matt Johnson,Bowling Green,MAC,14.0,383.0,569.0,67.3,4946.0,46.0,8.1,8.0,1.4,8.7,9.68,12.9,353.3,164.2,
3.0,Jared Goff,California,Pac-12,13.0,341.0,529.0,64.5,4719.0,43.0,8.1,13.0,2.5,8.9,9.44,13.8,363.0,161.3,
4.0,Patrick Mahomes,Texas Tech,Big 12,13.0,364.0,573.0,63.5,4653.0,36.0,6.3,15.0,2.6,8.1,8.2,12.8,357.9,147.2,
5.0,Luke Falk,Washington State,Pac-12,12.0,448.0,645.0,69.5,4566.0,38.0,5.9,8.0,1.2,7.1,7.7,10.2,380.5,145.9,
6.0,Nick Mullens,Southern Mississippi,CUSA,14.0,331.0,521.0,63.5,4476.0,38.0,7.3,12.0,2.3,8.6,9.01,13.5,319.7,155.2,
7.0,Nick Arbuckle,Georgia State,Sun Belt,13.0,307.0,486.0,63.2,4368.0,28.0,5.8,12.0,2.5,9.0,9.03,14.2,336.0,152.7,
8.0,Dane Evans,Tulsa,American,13.0,305.0,485.0,62.9,4332.0,25.0,5.2,8.0,1.6,8.9,9.22,14.2,333.2,151.6,
9.0,Deshaun Watson,Clemson,ACC,15.0,333.0,491.0,67.8,4104.0,35.0,7.1,13.0,2.6,8.4,8.59,12.3,273.6,156.3,"H-3,AA"
10.0,Chad Kelly,Ole Miss,SEC,13.0,298.0,458.0,65.1,4042.0,31.0,6.8,13.0,2.8,8.8,8.9,13.6,310.9,155.9,
11.0,Jeff Driskel,Louisiana Tech,CUSA,13.0,281.0,450.0,62.4,4033.0,27.0,6.0,8.0,1.8,9.0,9.36,14.4,310.2,154.0,
12.0,Brent Stockstill,Middle Tennessee State,CUSA,13.0,327.0,490.0,66.7,4005.0,30.0,6.1,9.0,1.8,8.2,8.57,12.2,308.1,151.9,
13.0,Mike Bercovici,Arizona State,Pac-12,13.0,319.0,532.0,60.0,3861.0,30.0,5.6,9.0,1.7,7.3,7.62,12.1,297.0,136.2,
14.0,Cooper Rush,Central Michigan,MAC,13.0,324.0,489.0,66.3,3848.0,25.0,5.1,11.0,2.2,7.9,7.88,11.9,296.0,144.7,
15.0,Dak Prescott,Mississippi State,SEC,13.0,316.0,477.0,66.2,3793.0,29.0,6.1,5.0,1.0,8.0,8.7,12.0,291.8,151.0,
16.0,Paxton Lynch,Memphis,American,13.0,296.0,443.0,66.8,3776.0,28.0,6.3,4.0,0.9,8.5,9.38,12.8,290.5,157.5,
17.0,Mason Rudolph,Oklahoma State,Big 12,13.0,264.0,424.0,62.3,3770.0,21.0,5.0,9.0,2.1,8.9,8.93,14.3,290.0,149.1,
18.0,Baker Mayfield,Oklahoma,Big 12,13.0,269.0,395.0,68.1,3700.0,36.0,9.1,7.0,1.8,9.4,10.39,13.8,284.6,173.3,H-4
19.0,Josh Rosen,UCLA,Pac-12,13.0,292.0,487.0,60.0,3670.0,23.0,4.7,11.0,2.3,7.5,7.46,12.6,282.3,134.3,
20.0,Trevone Boykin,Texas Christian,Big 12,11.0,257.0,396.0,64.9,3575.0,31.0,7.8,10.0,2.5,9.0,9.46,13.9,325.0,161.5,H-10
21.0,Nate Sudfeld,Indiana,Big Ten,12.0,247.0,412.0,60.0,3573.0,27.0,6.6,7.0,1.7,8.7,9.22,14.5,297.8,151.0,
22.0,Cody Kessler,USC,Pac-12,14.0,298.0,446.0,66.8,3536.0,29.0,6.5,7.0,1.6,7.9,8.52,11.9,252.6,151.7,
23.0,Zach Terrell,Western Michigan,MAC,13.0,262.0,391.0,67.0,3510.0,29.0,7.4,9.0,2.3,9.0,9.42,13.4,270.0,162.3,
24.0,Brandon Allen,Arkansas,SEC,13.0,244.0,370.0,65.9,3440.0,30.0,8.1,8.0,2.2,9.3,9.95,14.1,264.6,166.5,
25.0,Tanner Mangum,BYU,Ind,13.0,267.0,446.0,59.9,3377.0,23.0,5.2,10.0,2.2,7.6,7.59,12.6,259.8,136.0,
26.0,Brett Rypien,Boise State,MWC,11.0,273.0,430.0,63.5,3353.0,20.0,4.7,8.0,1.9,7.8,7.89,12.3,304.8,140.6,
27.0,Brad Kaaya,Miami (FL),ACC,12.0,239.0,390.0,61.3,3242.0,16.0,4.1,5.0,1.3,8.3,8.56,13.6,270.2,142.1,
28.0,Skyler Howard,West Virginia,Big 12,13.0,221.0,403.0,54.8,3145.0,26.0,6.5,14.0,3.5,7.8,7.53,14.2,241.9,134.7,
29.0,Connor Cook,Michigan State,Big Ten,13.0,229.0,408.0,56.1,3131.0,24.0,5.9,7.0,1.7,7.7,8.08,13.7,240.8,136.6,H-9
30.0,Jake Coker,Alabama,SEC,15.0,263.0,393.0,66.9,3110.0,21.0,5.3,8.0,2.0,7.9,8.07,11.8,207.3,147.0,
