Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Derrick Henry,Alabama,SEC,15.0,395.0,2219.0,5.6,28.0,147.9,11.0,91.0,8.3,0.0,6.1,406.0,2310.0,5.7,28.0,"H-1,Maxwell,AA,Camp"
2.0,Christian McCaffrey,Stanford,Pac-12,14.0,337.0,2019.0,6.0,8.0,144.2,45.0,645.0,14.3,5.0,46.1,382.0,2664.0,7.0,13.0,"H-2,AA"
3.0,Leonard Fournette,LSU,SEC,12.0,300.0,1953.0,6.5,22.0,162.8,19.0,253.0,13.3,1.0,21.1,319.0,2206.0,6.9,23.0,"H-6,AA"
4.0,Royce Freeman,Oregon,Pac-12,13.0,283.0,1836.0,6.5,17.0,141.2,26.0,348.0,13.4,2.0,26.8,309.0,2184.0,7.1,19.0,
5.0,Ezekiel Elliott,Ohio State,Big Ten,13.0,289.0,1821.0,6.3,23.0,140.1,27.0,206.0,7.6,0.0,15.8,316.0,2027.0,6.4,23.0,H-8
6.0,Dalvin Cook,Florida State,ACC,12.0,229.0,1691.0,7.4,19.0,140.9,24.0,244.0,10.2,1.0,20.3,253.0,1935.0,7.6,20.0,H-7
7.0,Donnel Pumphrey,San Diego State,MWC,14.0,309.0,1653.0,5.3,17.0,118.1,28.0,416.0,14.9,3.0,29.7,337.0,2069.0,6.1,20.0,
8.0,Larry Rose III,New Mexico State,Sun Belt,12.0,240.0,1651.0,6.9,14.0,137.6,30.0,283.0,9.4,2.0,23.6,270.0,1934.0,7.2,16.0,
9.0,Brian Hill,Wyoming,MWC,12.0,281.0,1631.0,5.8,6.0,135.9,20.0,132.0,6.6,0.0,11.0,301.0,1763.0,5.9,6.0,
10.0,Matt Breida,Georgia Southern,Sun Belt,13.0,203.0,1608.0,7.9,17.0,123.7,3.0,6.0,2.0,0.0,0.5,206.0,1614.0,7.8,17.0,
11.0,Tyler Ervin,San Jose State,MWC,13.0,294.0,1601.0,5.4,13.0,123.2,45.0,334.0,7.4,2.0,25.7,339.0,1935.0,5.7,15.0,
12.0,Alex Collins,Arkansas,SEC,13.0,271.0,1577.0,5.8,20.0,121.3,13.0,95.0,7.3,0.0,7.3,284.0,1672.0,5.9,20.0,
13.0,Wayne Gallman,Clemson,ACC,14.0,283.0,1527.0,5.4,13.0,109.1,21.0,213.0,10.1,1.0,15.2,304.0,1740.0,5.7,14.0,
14.0,Wendell Smallwood,West Virginia,Big 12,13.0,238.0,1519.0,6.4,9.0,116.8,26.0,160.0,6.2,0.0,12.3,264.0,1679.0,6.4,9.0,
15.0,Deandre Washington,Texas Tech,Big 12,13.0,233.0,1492.0,6.4,14.0,114.8,41.0,385.0,9.4,2.0,29.6,274.0,1877.0,6.9,16.0,
16.0,Elijah Hood,North Carolina,ACC,14.0,219.0,1463.0,6.7,17.0,104.5,13.0,71.0,5.5,0.0,5.1,232.0,1534.0,6.6,17.0,
17.0,Marcus Cox,Appalachian State,Sun Belt,12.0,243.0,1423.0,5.9,9.0,118.6,18.0,160.0,8.9,2.0,13.3,261.0,1583.0,6.1,11.0,
18.0,Justin Jackson,Northwestern,Big Ten,13.0,312.0,1418.0,4.5,5.0,109.1,21.0,162.0,7.7,0.0,12.5,333.0,1580.0,4.7,5.0,
19.0,Marlon Mack,South Florida,American,12.0,210.0,1381.0,6.6,8.0,115.1,16.0,111.0,6.9,1.0,9.3,226.0,1492.0,6.6,9.0,
20.0,Keenan Reynolds,Navy,American,13.0,265.0,1373.0,5.2,24.0,105.6,1.0,47.0,47.0,0.0,3.6,266.0,1420.0,5.3,24.0,H-5
21.0,Samaje Perine,Oklahoma,Big 12,13.0,226.0,1349.0,6.0,16.0,103.8,15.0,107.0,7.1,1.0,8.2,241.0,1456.0,6.0,17.0,
22.0,Paul Perkins,UCLA,Pac-12,13.0,237.0,1343.0,5.7,14.0,103.3,30.0,242.0,8.1,1.0,18.6,267.0,1585.0,5.9,15.0,
23.0,James Butler,Nevada,MWC,13.0,207.0,1342.0,6.5,10.0,103.2,7.0,44.0,6.3,0.0,3.4,214.0,1386.0,6.5,10.0,
24.0,Mike Warren,Iowa State,Big 12,12.0,227.0,1339.0,5.9,5.0,111.6,14.0,70.0,5.0,0.0,5.8,241.0,1409.0,5.8,5.0,
25.0,Jeremy McNichols,Boise State,MWC,12.0,240.0,1337.0,5.6,20.0,111.4,51.0,460.0,9.0,6.0,38.3,291.0,1797.0,6.2,26.0,
26.0,Shock Linwood,Baylor,Big 12,12.0,196.0,1329.0,6.8,10.0,110.8,9.0,71.0,7.9,1.0,5.9,205.0,1400.0,6.8,11.0,
27.0,Myles Gaskin,Washington,Pac-12,13.0,227.0,1302.0,5.7,14.0,100.2,6.0,19.0,3.2,0.0,1.5,233.0,1321.0,5.7,14.0,
28.0,Travis Greene,Bowling Green,MAC,14.0,223.0,1299.0,5.8,15.0,92.8,27.0,234.0,8.7,2.0,16.7,250.0,1533.0,6.1,17.0,
29.0,Jalen Hurd,Tennessee,SEC,13.0,277.0,1288.0,4.6,12.0,99.1,22.0,190.0,8.6,2.0,14.6,299.0,1478.0,4.9,14.0,
30.0,Joel Bouagnon,Northern Illinois,MAC,14.0,283.0,1285.0,4.5,18.0,91.8,13.0,131.0,10.1,0.0,9.4,296.0,1416.0,4.8,18.0,
31.0,Aaron Green,Texas Christian,Big 12,13.0,244.0,1272.0,5.2,11.0,97.8,16.0,117.0,7.3,1.0,9.0,260.0,1389.0,5.3,12.0,
32.0,Jahad Thomas,Temple,American,14.0,276.0,1262.0,4.6,17.0,90.1,22.0,216.0,9.8,1.0,15.4,298.0,1478.0,5.0,18.0,
33.0,Devontae Booker,Utah,Pac-12,10.0,268.0,1261.0,4.7,11.0,126.1,37.0,318.0,8.6,0.0,31.8,305.0,1579.0,5.2,11.0,
34.0,Jordan Howard,Indiana,Big Ten,9.0,196.0,1213.0,6.2,9.0,134.8,11.0,106.0,9.6,1.0,11.8,207.0,1319.0,6.4,10.0,
35.0,Tra Carson,Texas A&M,SEC,13.0,242.0,1165.0,4.8,7.0,89.6,29.0,183.0,6.3,1.0,14.1,271.0,1348.0,5.0,8.0,
36.0,Elijhaa Penny,Idaho,Sun Belt,12.0,247.0,1163.0,4.7,10.0,96.9,27.0,239.0,8.9,2.0,19.9,274.0,1402.0,5.1,12.0,
37.0,Sony Michel,Georgia,SEC,13.0,219.0,1161.0,5.3,8.0,89.3,26.0,270.0,10.4,3.0,20.8,245.0,1431.0,5.8,11.0,
38.0,Ralph Webb,Vanderbilt,SEC,12.0,277.0,1152.0,4.2,5.0,96.0,24.0,188.0,7.8,2.0,15.7,301.0,1340.0,4.5,7.0,
39.0,Ray Lawry,Old Dominion,CUSA,11.0,194.0,1136.0,5.9,11.0,103.3,21.0,152.0,7.2,1.0,13.8,215.0,1288.0,6.0,12.0,
40.0,Paul Harris,Hawaii,MWC,12.0,197.0,1132.0,5.7,6.0,94.3,14.0,151.0,10.8,0.0,12.6,211.0,1283.0,6.1,6.0,
41.0,Ito Smith,Southern Mississippi,CUSA,14.0,171.0,1128.0,6.6,10.0,80.6,49.0,515.0,10.5,3.0,36.8,220.0,1643.0,7.5,13.0,
42.0,Qadree Ollison,Pitt,ACC,13.0,212.0,1121.0,5.3,11.0,86.2,14.0,77.0,5.5,1.0,5.9,226.0,1198.0,5.3,12.0,
43.0,Greg Ward Jr.,Houston,American,14.0,198.0,1108.0,5.6,21.0,79.1,0.0,0.0,,0.0,0.0,198.0,1108.0,5.6,21.0,
44.0,Deshaun Watson,Clemson,ACC,15.0,207.0,1105.0,5.3,12.0,73.7,0.0,0.0,,0.0,0.0,207.0,1105.0,5.3,12.0,"H-3,AA"
45.0,Demario Richard,Arizona State,Pac-12,12.0,209.0,1098.0,5.3,7.0,91.5,32.0,309.0,9.7,3.0,25.8,241.0,1407.0,5.8,10.0,
46.0,Jalen Richard,Southern Mississippi,CUSA,13.0,185.0,1098.0,5.9,14.0,84.5,30.0,284.0,9.5,2.0,21.8,215.0,1382.0,6.4,16.0,
47.0,Jacobi Owens,Air Force,MWC,14.0,205.0,1092.0,5.3,7.0,78.0,0.0,0.0,,0.0,0.0,205.0,1092.0,5.3,7.0,
48.0,Anthony Wales,Western Kentucky,CUSA,11.0,155.0,1091.0,7.0,9.0,99.2,27.0,225.0,8.3,2.0,20.5,182.0,1316.0,7.2,11.0,
49.0,Don Jackson,Nevada,MWC,13.0,230.0,1081.0,4.7,8.0,83.2,7.0,77.0,11.0,1.0,5.9,237.0,1158.0,4.9,9.0,
50.0,Darius Jackson,Eastern Michigan,MAC,12.0,208.0,1078.0,5.2,14.0,89.8,21.0,201.0,9.6,2.0,16.8,229.0,1279.0,5.6,16.0,
51.0,Saquon Barkley,Penn State,Big Ten,11.0,182.0,1076.0,5.9,7.0,97.8,20.0,161.0,8.1,1.0,14.6,202.0,1237.0,6.1,8.0,
52.0,Kenneth Dixon,Louisiana Tech,CUSA,11.0,197.0,1070.0,5.4,19.0,97.3,34.0,467.0,13.7,7.0,42.5,231.0,1537.0,6.7,26.0,
53.0,Elijah McGuire,Louisiana,Sun Belt,12.0,210.0,1058.0,5.0,13.0,88.2,33.0,293.0,8.9,3.0,24.4,243.0,1351.0,5.6,16.0,
54.0,Michael Gordon,Arkansas State,Sun Belt,13.0,165.0,1057.0,6.4,9.0,81.3,13.0,81.0,6.2,2.0,6.2,178.0,1138.0,6.4,11.0,
55.0,Jamauri Bogan,Western Michigan,MAC,13.0,162.0,1051.0,6.5,16.0,80.8,3.0,15.0,5.0,0.0,1.2,165.0,1066.0,6.5,16.0,
56.0,Jarveon Williams,UTSA,CUSA,11.0,173.0,1042.0,6.0,8.0,94.7,9.0,60.0,6.7,0.0,5.5,182.0,1102.0,6.1,8.0,
57.0,Travon McMillian,Virginia Tech,ACC,13.0,200.0,1042.0,5.2,7.0,80.2,12.0,64.0,5.3,1.0,4.9,212.0,1106.0,5.2,8.0,
58.0,Kelvin Taylor,Florida,SEC,14.0,259.0,1035.0,4.0,13.0,73.9,17.0,150.0,8.8,0.0,10.7,276.0,1185.0,4.3,13.0,
59.0,C.J. Prosise,Notre Dame,Ind,11.0,156.0,1032.0,6.6,11.0,93.8,26.0,308.0,11.8,1.0,28.0,182.0,1340.0,7.4,12.0,
60.0,Chris Swain,Navy,American,13.0,211.0,1023.0,4.8,10.0,78.7,1.0,12.0,12.0,0.0,0.9,212.0,1035.0,4.9,10.0,
61.0,Peyton Barber,Auburn,SEC,13.0,238.0,1017.0,4.3,13.0,78.2,11.0,112.0,10.2,0.0,8.6,249.0,1129.0,4.5,13.0,
62.0,Devine Redding,Indiana,Big Ten,13.0,226.0,1012.0,4.5,9.0,77.8,12.0,85.0,7.1,0.0,6.5,238.0,1097.0,4.6,9.0,
63.0,Chase Price,San Diego State,MWC,14.0,190.0,1008.0,5.3,6.0,72.0,13.0,118.0,9.1,1.0,8.4,203.0,1126.0,5.5,7.0,
64.0,Brandon Burks,Troy,Sun Belt,12.0,201.0,1005.0,5.0,7.0,83.8,29.0,304.0,10.5,2.0,25.3,230.0,1309.0,5.7,9.0,
65.0,Joseph Yearby,Miami (FL),ACC,13.0,205.0,1002.0,4.9,6.0,77.1,23.0,273.0,11.9,2.0,21.0,228.0,1275.0,5.6,8.0,
66.0,Johnny Jefferson,Baylor,Big 12,11.0,136.0,1000.0,7.4,8.0,90.9,4.0,17.0,4.3,0.0,1.5,140.0,1017.0,7.3,8.0,
67.0,Quinton Flowers,South Florida,American,13.0,191.0,991.0,5.2,12.0,76.2,0.0,0.0,,0.0,0.0,191.0,991.0,5.2,12.0,
68.0,Ronald Jones,USC,Pac-12,14.0,153.0,987.0,6.5,8.0,70.5,7.0,39.0,5.6,1.0,2.8,160.0,1026.0,6.4,9.0,
69.0,Jordan Canzeri,Iowa,Big Ten,12.0,183.0,984.0,5.4,12.0,82.0,20.0,208.0,10.4,1.0,17.3,203.0,1192.0,5.9,13.0,
70.0,Kareem Hunt,Toledo,MAC,10.0,178.0,973.0,5.5,12.0,97.3,11.0,45.0,4.1,0.0,4.5,189.0,1018.0,5.4,12.0,
71.0,Devante Mays,Utah State,MWC,13.0,165.0,966.0,5.9,9.0,74.3,1.0,9.0,9.0,0.0,0.7,166.0,975.0,5.9,9.0,
