Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Larry Fitzgerald,Pitt,Big East,13.0,92.0,1672.0,18.2,22.0,128.6,1.0,7.0,7.0,0.0,0.5,93.0,1679.0,18.1,22.0,"H-2,AA,Camp"
2.0,Geoff McArthur,California,Pac-10,13.0,85.0,1504.0,17.7,10.0,115.7,0.0,0.0,,0.0,0.0,85.0,1504.0,17.7,10.0,
3.0,Martin Nance,Miami (OH),MAC,14.0,90.0,1498.0,16.6,11.0,107.0,0.0,0.0,,0.0,0.0,90.0,1498.0,16.6,11.0,
4.0,Mark Clayton,Oklahoma,Big 12,14.0,83.0,1425.0,17.2,15.0,101.8,9.0,62.0,6.9,0.0,4.4,92.0,1487.0,16.2,15.0,
5.0,Jerricho Cotchery,North Carolina State,ACC,13.0,86.0,1369.0,15.9,10.0,105.3,7.0,32.0,4.6,0.0,2.5,93.0,1401.0,15.1,10.0,
6.0,Rashaun Woods,Oklahoma State,Big 12,13.0,77.0,1367.0,17.8,15.0,105.2,0.0,0.0,,0.0,0.0,77.0,1367.0,17.8,15.0,
7.0,Mike Williams,USC,Pac-10,13.0,95.0,1314.0,13.8,16.0,101.1,3.0,26.0,8.7,0.0,2.0,98.0,1340.0,13.7,16.0,"H-8,AA"
8.0,James Newson,Oregon State,Pac-10,12.0,81.0,1306.0,16.1,3.0,108.8,1.0,5.0,5.0,0.0,0.4,82.0,1311.0,16.0,3.0,
9.0,David Anderson,Colorado State,MWC,13.0,72.0,1293.0,18.0,9.0,99.5,0.0,0.0,,0.0,0.0,72.0,1293.0,18.0,9.0,
10.0,Kerry Wright,Middle Tennessee State,Sun Belt,12.0,73.0,1280.0,17.5,9.0,106.7,0.0,0.0,,0.0,0.0,73.0,1280.0,17.5,9.0,
11.0,Brandon Middleton,Houston,CUSA,13.0,55.0,1250.0,22.7,14.0,96.2,0.0,0.0,,0.0,0.0,55.0,1250.0,22.7,14.0,
12.0,James Terry,Kansas State,Big 12,15.0,64.0,1232.0,19.3,13.0,82.1,0.0,0.0,,0.0,0.0,64.0,1232.0,19.3,13.0,
13.0,J.R. Russell,Louisville,CUSA,13.0,75.0,1213.0,16.2,8.0,93.3,0.0,0.0,,0.0,0.0,75.0,1213.0,16.2,8.0,
14.0,Lee Evans,Wisconsin,Big Ten,13.0,64.0,1213.0,19.0,13.0,93.3,4.0,26.0,6.5,0.0,2.0,68.0,1239.0,18.2,13.0,
15.0,Lance Moore,Toledo,MAC,12.0,103.0,1194.0,11.6,9.0,99.5,5.0,26.0,5.2,1.0,2.2,108.0,1220.0,11.3,10.0,
16.0,Tim Gilligan,Boise State,WAC,13.0,67.0,1192.0,17.8,6.0,91.7,6.0,27.0,4.5,1.0,2.1,73.0,1219.0,16.7,7.0,
17.0,Carlos Francis,Texas Tech,Big 12,13.0,75.0,1177.0,15.7,9.0,90.5,8.0,42.0,5.3,0.0,3.2,83.0,1219.0,14.7,9.0,
18.0,John Standeford,Purdue,Big Ten,13.0,77.0,1150.0,14.9,4.0,88.5,0.0,0.0,,0.0,0.0,77.0,1150.0,14.9,4.0,
19.0,Braylon Edwards,Michigan,Big Ten,13.0,85.0,1138.0,13.4,14.0,87.5,3.0,21.0,7.0,0.0,1.6,88.0,1159.0,13.2,14.0,
20.0,Cole Magner,Bowling Green,MAC,14.0,99.0,1138.0,11.5,10.0,81.3,20.0,87.0,4.4,0.0,6.2,119.0,1225.0,10.3,10.0,
21.0,Jonathan Smith,Georgia Tech,ACC,13.0,78.0,1138.0,14.6,5.0,87.5,15.0,45.0,3.0,0.0,3.5,93.0,1183.0,12.7,5.0,
22.0,Chad Owens,Hawaii,WAC,11.0,85.0,1134.0,13.3,9.0,103.1,2.0,6.0,3.0,0.0,0.5,87.0,1140.0,13.1,9.0,
23.0,Reggie Williams,Washington,Pac-10,12.0,89.0,1109.0,12.5,8.0,92.4,3.0,11.0,3.7,0.0,0.9,92.0,1120.0,12.2,8.0,
24.0,Wes Welker,Texas Tech,Big 12,13.0,97.0,1099.0,11.3,9.0,84.5,27.0,146.0,5.4,1.0,11.2,124.0,1245.0,10.0,10.0,
25.0,Samie Parker,Oregon,Pac-10,13.0,77.0,1088.0,14.1,7.0,83.7,5.0,48.0,9.6,0.0,3.7,82.0,1136.0,13.9,7.0,
26.0,Nehemiah Glover,Texas Tech,Big 12,13.0,77.0,1081.0,14.0,9.0,83.2,4.0,14.0,3.5,0.0,1.1,81.0,1095.0,13.5,9.0,
27.0,Michael Clayton,LSU,SEC,14.0,78.0,1079.0,13.8,10.0,77.1,3.0,25.0,8.3,0.0,1.8,81.0,1104.0,13.6,10.0,
