Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Darren Sproles,Kansas State,Big 12,15.0,306.0,1986.0,6.5,16.0,132.4,25.0,287.0,11.5,2.0,19.1,331.0,2273.0,6.9,18.0,H-5
2.0,Derrick Knight,Boston College,Big East,13.0,321.0,1721.0,5.4,11.0,132.4,26.0,227.0,8.7,0.0,17.5,347.0,1948.0,5.6,11.0,
3.0,Patrick Cobbs,North Texas,Sun Belt,11.0,307.0,1680.0,5.5,19.0,152.7,4.0,43.0,10.8,1.0,3.9,311.0,1723.0,5.5,20.0,
4.0,Chris Perry,Michigan,Big Ten,13.0,338.0,1674.0,5.0,18.0,128.8,44.0,367.0,8.3,2.0,28.2,382.0,2041.0,5.3,20.0,"H-4,AA"
5.0,Michael Turner,Northern Illinois,MAC,12.0,310.0,1648.0,5.3,14.0,137.3,19.0,230.0,12.1,3.0,19.2,329.0,1878.0,5.7,17.0,
6.0,Kevin Jones,Virginia Tech,Big East,13.0,281.0,1647.0,5.9,21.0,126.7,14.0,161.0,11.5,0.0,12.4,295.0,1808.0,6.1,21.0,AA
7.0,Steven Jackson,Oregon State,Pac-10,13.0,350.0,1545.0,4.4,19.0,118.8,44.0,470.0,10.7,3.0,36.2,394.0,2015.0,5.1,22.0,
8.0,Anthony Sherrell,Eastern Michigan,MAC,12.0,338.0,1531.0,4.5,12.0,127.6,44.0,304.0,6.9,1.0,25.3,382.0,1835.0,4.8,13.0,
9.0,Dontrell Moore,New Mexico,MWC,13.0,276.0,1450.0,5.3,19.0,111.5,11.0,149.0,13.5,2.0,11.5,287.0,1599.0,5.6,21.0,
10.0,P.J. Daniels,Georgia Tech,ACC,13.0,283.0,1447.0,5.1,10.0,111.3,19.0,88.0,4.6,1.0,6.8,302.0,1535.0,5.1,11.0,
11.0,DeAngelo Williams,Memphis,CUSA,11.0,243.0,1430.0,5.9,10.0,130.0,35.0,384.0,11.0,3.0,34.9,278.0,1814.0,6.5,13.0,
12.0,Brad Smith,Missouri,Big 12,13.0,212.0,1406.0,6.6,18.0,108.2,3.0,53.0,17.7,1.0,4.1,215.0,1459.0,6.8,19.0,
13.0,Jason Wright,Northwestern,Big Ten,13.0,267.0,1388.0,5.2,20.0,106.8,18.0,251.0,13.9,1.0,19.3,285.0,1639.0,5.8,21.0,
14.0,Quincy Wilson,West Virginia,Big East,12.0,282.0,1380.0,4.9,12.0,115.0,15.0,95.0,6.3,1.0,7.9,297.0,1475.0,5.0,13.0,
15.0,Shaud Williams,Alabama,SEC,13.0,280.0,1367.0,4.9,14.0,105.2,24.0,161.0,6.7,1.0,12.4,304.0,1528.0,5.0,15.0,
16.0,Cedric Benson,Texas,Big 12,12.0,258.0,1360.0,5.3,21.0,113.3,9.0,120.0,13.3,1.0,10.0,267.0,1480.0,5.5,22.0,
17.0,Fred Russell,Iowa,Big Ten,13.0,282.0,1355.0,4.8,7.0,104.2,6.0,6.0,1.0,0.0,0.5,288.0,1361.0,4.7,7.0,
18.0,Walter Reyes,Syracuse,Big East,12.0,253.0,1347.0,5.3,20.0,112.3,38.0,375.0,9.9,1.0,31.3,291.0,1722.0,5.9,21.0,
19.0,Cedric Cobbs,Arkansas,SEC,12.0,227.0,1320.0,5.8,10.0,110.0,8.0,34.0,4.3,0.0,2.8,235.0,1354.0,5.8,10.0,
20.0,Cadillac Williams,Auburn,SEC,13.0,241.0,1307.0,5.4,17.0,100.5,5.0,20.0,4.0,0.0,1.5,246.0,1327.0,5.4,17.0,
21.0,Ryan Moats,Louisiana Tech,WAC,12.0,199.0,1300.0,6.5,10.0,108.3,27.0,251.0,9.3,1.0,20.9,226.0,1551.0,6.9,11.0,
22.0,Tatum Bell,Oklahoma State,Big 12,11.0,213.0,1286.0,6.0,16.0,116.9,9.0,60.0,6.7,0.0,5.5,222.0,1346.0,6.1,16.0,
23.0,Keylon Kincade,SMU,WAC,12.0,317.0,1280.0,4.0,4.0,106.7,18.0,271.0,15.1,1.0,22.6,335.0,1551.0,4.6,5.0,
24.0,Julius Jones,Notre Dame,Ind,12.0,229.0,1268.0,5.5,10.0,105.7,10.0,53.0,5.3,0.0,4.4,239.0,1321.0,5.5,10.0,
