position,seed,n_subsets,best_test_R2,best_test_MAE,best_test_RMSE,runtime_sec,leaderboard_csv,predictions_csv,best_model_tag,best_bases,best_interactions
RB,65,40,0.9161954659308369,0.5813458114201695,0.7964943751447233,795.8570968750864,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_leaderboard_seed65_subs40.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_best_preds_seed65_subs40.csv,GB,ELU|40 Time|Breakout Age|Draft Capital|DOM+|YPC|Draft Age|YCO/A|Height|BMI|Conference Rank,
RB,65,50,0.916388851230365,0.5989281982473073,0.7955748588748854,1103.5441869171336,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_leaderboard_seed65_subs50.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_best_preds_seed65_subs50.csv,GB,YPR|DOM+|Draft Age|Weight|YCO/A|Breakout Age|Break%|ELU|YPC|BMI|MTF/A|Draft Capital|40 Time|Conference Rank,
RB,65,60,0.9186992846390798,0.6259270973944578,0.7845057637640499,1322.8463981673121,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_leaderboard_seed65_subs60.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Bakery/_derived/RB/rb_wide_best_preds_seed65_subs60.csv,GB,40 Time|Weight|Draft Age|BMI|DOM+|YPC|YCO/A|Break%|ELU|Conference Rank|YPR|Draft Capital|Height|MTF/A,
