player_name,pos,team,conf,draft_year,draft_round,pick_in_round,pick_overall,pfr_draft_url,Year1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,rec_yds1,rec_tds1,rush_yds1,rush_tds1,pass_yds1,pass_tds1,team_pr_yds1,team_pr_tds1,team_ru_yds1,team_ru_tds1,Year2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,rec_yds2,rec_tds2,rush_yds2,rush_tds2,pass_yds2,pass_tds2,team_pr_yds2,team_pr_tds2,team_ru_yds2,team_ru_tds2,Year3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,rec_yds3,rec_tds3,rush_yds3,rush_tds3,pass_yds3,pass_tds3,team_pr_yds3,team_pr_tds3,team_ru_yds3,team_ru_tds3,Year4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,rec_yds4,rec_tds4,rush_yds4,rush_tds4,pass_yds4,pass_tds4,team_pr_yds4,team_pr_tds4,team_ru_yds4,team_ru_tds4,Year5,DOM5,DOM+5,PDOM5,PDOM+5,RDOM5,RDOM+5,rec_yds5,rec_tds5,rush_yds5,rush_tds5,pass_yds5,pass_tds5,team_pr_yds5,team_pr_tds5,team_ru_yds5,team_ru_tds5
Luke Willson,TE,Rice,CUSA,2013,5,25,158,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.061738176499268646,0.04321672354948805,0.0,0.0,0.0,0.0,122.0,1.0,0.0,0.0,0.0,0.0,2344.0,14.0,1311.0,14.0,2010.0,0.15701466615206483,0.10991026630644538,0.0,0.0,0.0,0.0,425.0,3.0,0.0,0.0,0.0,0.0,2591.0,20.0,1913.0,24.0,2011.0,0.166285472257518,0.11639983058026258,0.0,0.0,0.0,0.0,313.0,3.0,0.0,0.0,0.0,0.0,2361.0,15.0,1811.0,13.0,2012.0,0.07411129255118704,0.051877904785830924,0.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,2933.0,19.0,2623.0,26.0,,,,,,,,,,,,,,,,,
Zac Stacy,RB,Vanderbilt,SEC,2013,5,27,160,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.02050113895216401,0.02050113895216401,0.0,0.0,0.24947916666666667,0.24947916666666667,72.0,0.0,478.0,3.0,0.0,0.0,1756.0,6.0,1920.0,12.0,2010.0,0.00836382645060115,0.00836382645060115,0.0,0.0,0.21472435127897313,0.21472435127897313,32.0,0.0,331.0,3.0,0.0,0.0,1913.0,11.0,1666.0,13.0,2011.0,0.023348017621145373,0.023348017621145373,0.042804698972099854,0.042804698972099854,0.5482298337770741,0.5482298337770741,106.0,0.0,1193.0,14.0,43.0,1.0,2270.0,15.0,2138.0,26.0,2012.0,0.03695025234318673,0.03695025234318673,0.004325883201153569,0.004325883201153569,0.4638760407030527,0.4638760407030527,205.0,0.0,1141.0,10.0,24.0,0.0,2774.0,17.0,2162.0,25.0,,,,,,,,,,,,,,,,,
Tavarres King,WR,Georgia,SEC,2013,5,28,161,https://www.pro-football-reference.com/years/2013/draft.htm,2008.0,0.009141274238227148,0.009141274238227148,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,3610.0,27.0,1928.0,21.0,2009.0,0.0929174633524538,0.0929174633524538,0.0,0.0,0.0,0.0,377.0,1.0,0.0,0.0,0.0,0.0,2615.0,24.0,2093.0,17.0,2010.0,0.1399746112345287,0.1399746112345287,0.0,0.0,0.0,0.0,504.0,3.0,0.0,0.0,0.0,0.0,3151.0,25.0,1854.0,21.0,2011.0,0.21108795035175404,0.21108795035175404,0.0,0.0,0.0010888501742160278,0.0010888501742160278,705.0,8.0,5.0,0.0,0.0,0.0,3423.0,37.0,2296.0,15.0,2012.0,0.24063941164918365,0.24063941164918365,0.0,0.0,0.0,0.0,950.0,9.0,0.0,0.0,0.0,0.0,3991.0,37.0,2556.0,32.0
Mike Gillislee,RB,Florida,SEC,2013,5,31,164,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.018764858439593687,0.018764858439593687,0.0,0.0,0.059661835748792275,0.059661835748792275,6.0,1.0,267.0,1.0,0.0,0.0,3305.0,28.0,3105.0,30.0,2010.0,0.0035475792988313858,0.0035475792988313858,0.0,0.0,0.1879609625270059,0.1879609625270059,17.0,0.0,325.0,7.0,0.0,0.0,2396.0,12.0,2165.0,31.0,2011.0,0.0,0.0,0.0,0.0,0.14704300224662215,0.14704300224662215,0.0,0.0,328.0,2.0,0.0,0.0,2414.0,13.0,1859.0,17.0,2012.0,0.08025964571705896,0.08025964571705896,0.0,0.0,0.46285554935861684,0.46285554935861684,159.0,1.0,1152.0,10.0,0.0,0.0,1902.0,13.0,2445.0,22.0,,,,,,,,,,,,,,,,,
Corey Fuller,WR,Virginia Tech,ACC,2013,6,3,171,https://www.pro-football-reference.com/years/2013/draft.htm,2010.0,0.005028494803888703,0.003821656050955414,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2983.0,29.0,3216.0,41.0,2011.0,0.005812022583859183,0.004417137163732979,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,3011.0,25.0,2712.0,38.0,2011.0,0.0030006317119393557,0.002850600126342388,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3166.0,21.0,2616.0,26.0,2012.0,0.032238899312070045,0.03062695434646654,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,3075.0,26.0,1977.0,13.0,2012.0,0.3024095047745947,0.287289029535865,0.0,0.0,0.0026371308016877636,0.0025052742616033753,815.0,6.0,10.0,0.0,0.0,0.0,3002.0,18.0,1896.0,18.0
Nick Kasa,TE,Colorado,Pac-12,2013,6,4,172,https://www.pro-football-reference.com/years/2013/draft.htm,2011.0,0.0012949174490126255,0.001230171576561994,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3089.0,21.0,1413.0,10.0,2012.0,0.22099567099567097,0.2099458874458874,0.0,0.0,0.0,0.0,391.0,3.0,0.0,0.0,0.0,0.0,2310.0,11.0,1323.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Swope,WR,Texas A&M,SEC,2013,6,6,174,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.04015751616134025,0.038149640353273236,0.0,0.0,0.0,0.0,172.0,1.0,0.0,0.0,0.0,0.0,3661.0,30.0,2394.0,25.0,2010.0,0.18604374230937165,0.17674155519390305,0.0,0.0,0.01351981351981352,0.012843822843822844,825.0,4.0,58.0,0.0,0.0,0.0,3599.0,28.0,2145.0,19.0,2011.0,0.34914248742436393,0.3316853630531457,0.0,0.0,0.0005793742757821553,0.0005504055619930475,1207.0,11.0,3.0,0.0,0.0,0.0,3784.0,29.0,2589.0,29.0,2012.0,0.25381970970206263,0.25381970970206263,0.0,0.0,-0.00031776294884016526,-0.00031776294884016526,913.0,8.0,-2.0,0.0,0.0,0.0,4114.0,28.0,3147.0,46.0,,,,,,,,,,,,,,,,,
Latavius Murray,RB,UCF,CUSA,2013,6,13,181,https://www.pro-football-reference.com/years/2013/draft.htm,2008.0,0.0014336917562724014,0.001003584229390681,0.0,0.0,0.23606512141280353,0.16524558498896247,4.0,0.0,132.0,3.0,0.0,0.0,1395.0,12.0,1359.0,8.0,2010.0,0.04025383141762452,0.028177681992337163,0.0,0.0,0.2740649064906491,0.19184543454345435,47.0,1.0,637.0,11.0,0.0,0.0,2610.0,16.0,2626.0,36.0,2011.0,0.08782149223325694,0.06147504456327985,0.0,0.0,0.2837037037037037,0.19859259259259257,242.0,1.0,549.0,8.0,0.0,0.0,2856.0,11.0,2025.0,27.0,2012.0,0.10800235230254229,0.0756016466117796,0.0,0.0,0.4445615288444365,0.31119307019110554,231.0,4.0,1106.0,15.0,0.0,0.0,3158.0,28.0,2545.0,33.0,,,,,,,,,,,,,,,,,
Kenjon Barner,RB,Oregon,Pac-12,2013,6,14,182,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0063993174061433445,0.0038395904436860067,0.0,0.0,0.1002306563220801,0.060138393793248056,30.0,0.0,366.0,3.0,0.0,0.0,2344.0,16.0,3012.0,38.0,2010.0,0.05129519478673948,0.030777116872043687,0.0,0.0,0.14546780819288208,0.08728068491572924,121.0,2.0,551.0,6.0,0.0,0.0,3178.0,31.0,3721.0,42.0,2011.0,0.06785450970754485,0.0644617842221676,0.0,0.0,0.24303163614455092,0.23088005433732336,184.0,3.0,939.0,11.0,0.0,0.0,3130.0,39.0,4189.0,42.0,2012.0,0.07289275821131777,0.06924812030075188,0.0,0.0,0.434342972181552,0.41262582357247435,256.0,2.0,1767.0,21.0,0.0,0.0,2888.0,35.0,4098.0,48.0,,,,,,,,,,,,,,,,,
Mychal Rivera,TE,Tennessee,SEC,2013,6,16,184,https://www.pro-football-reference.com/years/2013/draft.htm,2010.0,0.016923541855545482,0.016923541855545482,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,3309.0,26.0,1420.0,14.0,2011.0,0.08686400244284133,0.08686400244284133,0.0,0.0,0.0,0.0,344.0,1.0,0.0,0.0,0.0,0.0,2911.0,18.0,1081.0,11.0,2012.0,0.1456297861103776,0.1456297861103776,0.0,0.0,0.0,0.0,562.0,5.0,0.0,0.0,0.0,0.0,3787.0,35.0,1924.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Brown,WR,Oklahoma,Big 12,2013,6,18,186,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.01265001621796951,0.01265001621796951,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,3083.0,25.0,2207.0,20.0,2010.0,0.10200232664716043,0.10200232664716043,0.0,0.0,-0.0032379924446842958,-0.0032379924446842958,452.0,1.0,-12.0,0.0,0.0,0.0,2986.0,19.0,1853.0,16.0,2011.0,0.21234245980008692,0.21234245980008692,0.0,0.0,0.0,0.0,517.0,2.0,0.0,0.0,0.0,0.0,2301.0,10.0,2150.0,18.0,2012.0,0.1838134430727023,0.1746227709190672,0.0,0.0,0.0,0.0,879.0,5.0,0.0,0.0,0.0,0.0,4374.0,30.0,2098.0,30.0,,,,,,,,,,,,,,,,,
Andre Ellington,RB,Clemson,ACC,2013,6,19,187,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.010230654761904762,0.009719122023809524,0.0,0.0,0.1862683438155136,0.1769549266247379,55.0,0.0,491.0,4.0,0.0,0.0,2688.0,23.0,2385.0,24.0,2010.0,0.050843144965418335,0.048300987717147414,0.0,0.0,0.4529752716045787,0.43032650802434974,109.0,1.0,686.0,10.0,0.0,0.0,2543.0,17.0,1807.0,19.0,2011.0,0.013790485829959514,0.013100961538461537,0.0,0.0,0.5154348805768364,0.48966313654799454,109.0,0.0,1178.0,11.0,0.0,0.0,3952.0,33.0,2219.0,22.0,2012.0,0.04024455871801005,0.038232330782109546,0.0,0.0,0.3714387464387464,0.35286680911680907,232.0,1.0,1081.0,8.0,0.0,0.0,4181.0,40.0,2484.0,26.0,,,,,,,,,,,,,,,,,
Mike James,RB,Miami (FL),ACC,2013,6,21,189,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.015418502202643172,0.014647577092511013,0.0,0.0,0.036630036630036625,0.03479853479853479,105.0,0.0,46.0,1.0,0.0,0.0,3405.0,25.0,1794.0,21.0,2010.0,0.032827237175063265,0.0311858753163101,0.0,0.0,0.16284281530132244,0.1547006745362563,56.0,1.0,398.0,3.0,0.0,0.0,3105.0,21.0,2372.0,19.0,2011.0,0.03817218090108575,0.036263571856031455,0.0,0.0,0.2731057716755657,0.2594504830917874,80.0,1.0,275.0,7.0,0.0,0.0,2785.0,21.0,1748.0,18.0,2012.0,0.11373643220702766,0.10804961059667627,0.0,0.0,0.3366512135260431,0.3198186528497409,344.0,3.0,621.0,6.0,0.0,0.0,3545.0,23.0,1737.0,19.0,,,,,,,,,,,,,,,,,
Rex Burkhead,RB,Nebraska,Big Ten,2013,6,22,190,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.04954268292682927,0.047065548780487805,0.0,0.0,0.1590213695968917,0.1510703011170471,90.0,1.0,346.0,3.0,0.0,0.0,2460.0,16.0,2059.0,20.0,2010.0,0.03510436432637571,0.033349146110056925,0.10205170777988615,0.09694912239089183,0.24656484420080785,0.23423660199076746,148.0,0.0,951.0,7.0,35.0,3.0,2108.0,16.0,3466.0,32.0,2011.0,0.1187670485542826,0.1187670485542826,0.0,0.0,0.4821975235310244,0.4821975235310244,177.0,2.0,1357.0,15.0,0.0,0.0,2115.0,13.0,2824.0,31.0,2012.0,0.057506887052341596,0.057506887052341596,0.001893939393939394,0.001893939393939394,0.17090840744632682,0.17090840744632682,92.0,2.0,675.0,5.0,11.0,0.0,2904.0,24.0,3547.0,33.0,,,,,,,,,,,,,,,,,
Spencer Ware,RB,LSU,SEC,2013,6,26,194,https://www.pro-football-reference.com/years/2013/draft.htm,2010.0,0.024962926347009393,0.024962926347009393,0.05963914977755808,0.05963914977755808,0.05348827243379139,0.05348827243379139,101.0,0.0,175.0,1.0,39.0,1.0,2023.0,10.0,2414.0,29.0,2011.0,0.040905542544886805,0.040905542544886805,0.0,0.0,0.23893310497682851,0.23893310497682851,73.0,1.0,707.0,8.0,0.0,0.0,2135.0,21.0,2836.0,35.0,2012.0,0.08577867280398926,0.08577867280398926,0.0,0.0,0.09850798692770532,0.09850798692770532,230.0,1.0,367.0,1.0,0.0,0.0,2607.0,12.0,2258.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Bonner,WR,Utah State,MWC,2013,6,27,195,https://www.pro-football-reference.com/years/2013/draft.htm,2017.0,0.0,0.0,0.021682005793831876,0.016478324403312226,0.003000545553737043,0.002280414620840153,0.0,0.0,11.0,0.0,70.0,1.0,4106.0,38.0,1833.0,17.0,2018.0,0.0,0.0,0.040404286885565924,0.030707258033030104,0.006823821339950372,0.0051861042183622835,0.0,0.0,33.0,0.0,165.0,1.0,3659.0,28.0,2418.0,18.0,2019.0,0.004560019719004191,0.003465614986443185,0.2647875876862813,0.2012385666415738,0.03634545623662915,0.027622546739838157,37.0,0.0,-7.0,1.0,1052.0,10.0,4057.0,37.0,1654.0,13.0,2020.0,0.0021207584830339322,0.0016117764471057885,0.46317941040994937,0.3520163519115615,0.009064539521392313,0.006889050036258158,17.0,0.0,25.0,0.0,1863.0,18.0,4008.0,39.0,1379.0,7.0,2021.0,0.0,0.0,0.86665286737733,0.6586561792067709,0.01619234543670265,0.012306182531894014,0.0,0.0,66.0,0.0,3628.0,36.0,4242.0,41.0,2038.0,13.0
Cobi Hamilton,WR,Arkansas,SEC,2013,6,29,197,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.09203377147319106,0.09203377147319106,0.0,0.0,-0.002335084646818447,-0.002335084646818447,347.0,3.0,-8.0,0.0,0.0,0.0,3842.0,32.0,1713.0,23.0,2010.0,0.15594744121715076,0.15594744121715076,0.0,0.0,0.0,0.0,630.0,6.0,0.0,0.0,0.0,0.0,4338.0,36.0,1935.0,22.0,2011.0,0.14625027057874335,0.14625027057874335,0.0,0.0,0.0,0.0,542.0,4.0,0.0,0.0,0.0,0.0,3909.0,26.0,1786.0,25.0,2012.0,0.2931898478621386,0.2931898478621386,0.0,0.0,0.0,0.0,1335.0,5.0,0.0,0.0,0.0,0.0,3618.0,23.0,1424.0,12.0,,,,,,,,,,,,,,,,,
Theo Riddick,RB,Notre Dame,Ind,2013,6,31,199,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,3.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,2.0,917.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ryan Griffin,TE,Tulane,CUSA,2013,6,33,201,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,0.0,0.0,0.6241104028714648,0.43687728201002535,0.026661392405063294,0.018662974683544303,0.0,0.0,-59.0,1.0,1382.0,9.0,2486.0,13.0,1264.0,10.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.00254323499491353,0.001780264496439471,0.7704217308275776,0.5392952115793043,-0.04771241830065359,-0.033398692810457514,15.0,0.0,-146.0,0.0,2371.0,14.0,2949.0,19.0,1530.0,17.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braden Wilson,RB,Kansas State,Big 12,2013,6,36,204,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.008116084604033447,0.0077102803738317745,0.0,0.0,0.0018527095877721167,0.0017600741083835109,33.0,0.0,8.0,0.0,0.0,0.0,2033.0,7.0,2159.0,22.0,2010.0,0.013513513513513514,0.012837837837837839,0.0,0.0,0.01404261473197069,0.013340483995372156,63.0,0.0,8.0,1.0,0.0,0.0,2331.0,16.0,2593.0,40.0,2011.0,0.003553299492385787,0.0033756345177664974,0.0,0.0,0.0031107424305267524,0.0029552053090004145,14.0,0.0,15.0,0.0,0.0,0.0,1970.0,13.0,2411.0,34.0,2012.0,0.006305637982195846,0.005990356083086053,0.0,0.0,0.01448208149239077,0.01375797741777123,34.0,0.0,13.0,1.0,0.0,0.0,2696.0,16.0,2522.0,42.0,,,,,,,,,,,,,,,,,
Brice Butler,WR,San Diego State,MWC,2013,7,3,209,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.11301903114186851,0.0678114186851211,0.0,0.0,0.0,0.0,292.0,2.0,0.0,0.0,0.0,0.0,2890.0,16.0,2168.0,24.0,2010.0,0.035646215284080594,0.021387729170448355,0.0,0.0,0.0,0.0,112.0,1.0,0.0,0.0,0.0,0.0,3148.0,28.0,2461.0,20.0,2011.0,0.021246458923512748,0.02018413597733711,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,3530.0,39.0,1951.0,12.0,2012.0,0.17110167197618006,0.13003727070189686,0.0,0.0,0.0,0.0,347.0,4.0,0.0,0.0,0.0,0.0,2287.0,21.0,2869.0,30.0,,,,,,,,,,,,,,,,,
Michael Williams,TE,Utah,Pac-12,2013,7,5,211,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.005511212466742683,0.005511212466742683,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2631.0,17.0,3011.0,31.0,2010.0,0.03556087383406971,0.03556087383406971,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,3395.0,24.0,2378.0,30.0,2011.0,0.09664372542009296,0.09664372542009296,0.0,0.0,0.0,0.0,191.0,2.0,0.0,0.0,0.0,0.0,2797.0,16.0,2788.0,34.0,2012.0,0.09449646979241534,0.09449646979241534,0.0,0.0,0.0,0.0,183.0,4.0,0.0,0.0,0.0,0.0,3052.0,31.0,3185.0,37.0,2021.0,0.0,0.0,0.0,0.0,-0.002303389272787101,-0.0021882198091477457,0.0,0.0,-14.0,0.0,0.0,0.0,3000.0,24.0,3039.0,37.0
Tommy Bohanon,RB,Wake Forest,ACC,2013,7,9,215,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.02935657469256733,0.02788874595793896,0.0,0.0,0.016118836915297093,0.015312895069532238,66.0,1.0,51.0,0.0,0.0,0.0,3259.0,26.0,1582.0,13.0,2010.0,0.021726535341830822,0.02064020857473928,0.0,0.0,0.02024185068349106,0.019229758149316507,75.0,0.0,77.0,0.0,0.0,0.0,1726.0,9.0,1902.0,23.0,2011.0,0.03123532499102235,0.02967355874147123,0.0,0.0,0.06595824011931395,0.06266032811334825,56.0,1.0,31.0,2.0,0.0,0.0,3291.0,22.0,1490.0,18.0,2012.0,0.23546121927864666,0.2236881583147143,0.0,0.0,0.03374792703150912,0.03206053067993366,208.0,5.0,1.0,1.0,0.0,0.0,2410.0,13.0,1206.0,15.0,,,,,,,,,,,,,,,,,
Charles Johnson,WR,Oklahoma State,Big 12,2013,7,10,216,https://www.pro-football-reference.com/years/2013/draft.htm,2002.0,0.04721367896895137,0.0448529950205038,0.0,0.0,0.0,0.0,109.0,2.0,0.0,0.0,0.0,0.0,3414.0,32.0,1930.0,24.0,2003.0,0.0606998754206876,0.05766488164965322,0.0,0.0,0.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,2561.0,21.0,2831.0,34.0,2004.0,0.016550522648083623,0.01572299651567944,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1722.0,14.0,2844.0,32.0,2005.0,0.0,0.0,0.0,0.0,0.0005906674542232723,0.0005611340815121086,0.0,0.0,2.0,0.0,0.0,0.0,1880.0,11.0,1693.0,16.0,,,,,,,,,,,,,,,,,
D.C. Jefferson,TE,Rutgers,Big East,2013,7,13,219,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Brad Sorensen,QB,SDG,,2013,7,15,221,https://www.pro-football-reference.com/years/2013/draft.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gragg,TE,Arkansas,SEC,2013,7,16,222,https://www.pro-football-reference.com/years/2013/draft.htm,2008.0,0.0040128410914927765,0.0040128410914927765,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,3115.0,19.0,1362.0,13.0,2010.0,0.047487321346242506,0.047487321346242506,0.0,0.0,0.0,0.0,171.0,2.0,0.0,0.0,0.0,0.0,4338.0,36.0,1935.0,22.0,2011.0,0.10471889328374363,0.10471889328374363,0.0,0.0,0.0,0.0,518.0,2.0,0.0,0.0,0.0,0.0,3909.0,26.0,1786.0,25.0,2012.0,0.10515658422861537,0.10515658422861537,0.0,0.0,0.0,0.0,289.0,3.0,0.0,0.0,0.0,0.0,3618.0,23.0,1424.0,12.0,,,,,,,,,,,,,,,,,
Kevin Dorsey,WR,Maryland,ACC,2013,7,18,224,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.003362341772151899,0.003194224683544304,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2528.0,12.0,1269.0,13.0,2010.0,0.07053757447881417,0.06701069575487346,0.0,0.0,0.0011135857461024498,0.0010579064587973273,187.0,2.0,4.0,0.0,0.0,0.0,2791.0,27.0,1796.0,21.0,2011.0,0.22065315825220738,0.209620500339597,0.0,0.0,0.0,0.0,573.0,3.0,0.0,0.0,0.0,0.0,2524.0,14.0,2032.0,16.0,2012.0,0.18894462874558351,0.17949739730830433,0.0,0.0,0.0,0.0,311.0,4.0,0.0,0.0,0.0,0.0,2181.0,17.0,1236.0,11.0,,,,,,,,,,,,,,,,,
Jawan Jamison,RB,Rutgers,Big East,2013,7,22,228,https://www.pro-football-reference.com/years/2013/draft.htm,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,897.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,2.0,1075.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerwynn Williams,RB,Utah State,WAC,2013,7,24,230,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,451.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,542.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,5.0,1512.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Zac Dysert,QB,Miami (OH),MAC,2013,7,28,234,https://www.pro-football-reference.com/years/2013/draft.htm,2009.0,0.0,0.0,0.7978969826272477,0.5585278878390734,0.43116660060774215,0.30181662042541946,0.0,0.0,258.0,5.0,2611.0,12.0,3281.0,15.0,841.0,9.0,2010.0,0.0,0.0,0.6807876955903271,0.47655138691322896,0.04552533222591362,0.03186773255813954,0.0,0.0,27.0,1.0,2406.0,13.0,3552.0,19.0,1376.0,14.0,2011.0,0.0,0.0,0.9685787591715427,0.6780051314200798,0.24671660168274165,0.17270162117791915,0.0,0.0,115.0,4.0,3513.0,23.0,3589.0,24.0,886.0,11.0,2012.0,0.0,0.0,0.9666788289835164,0.6766751802884614,0.2703836106146019,0.18926852743022132,0.0,0.0,265.0,2.0,3483.0,25.0,3584.0,26.0,1039.0,7.0,,,,,,,,,,,,,,,,,
Marquess Wilson,WR,Washington State,Pac-12,2013,7,30,236,https://www.pro-football-reference.com/years/2013/draft.htm,2010.0,0.33315606088391714,0.19989363653035028,0.0,0.0,0.0,0.0,1006.0,6.0,0.0,0.0,0.0,0.0,2870.0,19.0,1092.0,11.0,2011.0,0.37946728730281876,0.3604939229376778,0.0,0.0,0.004159733777038269,0.003951747088186356,1388.0,12.0,10.0,0.0,0.0,0.0,3867.0,30.0,1202.0,13.0,2012.0,0.2112177202697516,0.20065683425626402,0.0,0.0,0.0,0.0,813.0,5.0,0.0,0.0,0.0,0.0,3965.0,23.0,349.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.J. Daniels,QB,UTSA,CUSA,2013,7,31,237,https://www.pro-football-reference.com/years/2013/draft.htm,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,9.0,1983.0,14.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,5.0,1685.0,11.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,6.0,2604.0,13.0,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,5.0,2075.0,14.0,0.0,0.0,0.0,0.0
