player_name,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Tre Tucker,WR,2001-03-08,Cincinnati,American,2023,3,,,0.175,0.148,0.0,0.0,0.002,0.002,,,,8.1,,10.0,,,,,,66.3,,,36.4,4.0,11.0,,,10.2,,6.0,,,,,,1.0,,,0.0,,,,,53.0,96.5,303.0,,,,,,96.5,303.0,80.0,,,,3.2,10.0,333.0,6.3,,12.8,,,2.24,,4.4,26.874,118.24560000000001
Cameron Latu,TE,2000-02-24,Alabama,SEC,2023,3,,,0.124,0.124,0.0,0.0,0.0,0.0,,,,8.3,,4.0,,,,,,68.4,,,50.0,3.0,6.0,,,13.3,,4.0,,,,,,1.0,,,0.0,,,,,26.0,85.8,313.0,,,,,,19.2,70.0,38.0,,,,16.4,60.0,197.0,7.6,,15.7,,,1.31,,4.703,29.454,138.522162
Roschon Johnson,RB,2001-01-31,Texas,Big 12,2023,4,2019.0,18.582,0.04,0.038,0.0,0.0,0.237,0.226,,,108.5,,,36.0,,8.0,32.9,193.0,,,,,,,,,597.5,,,1.5,4.5,36.0,425.0,77.3,16.5,0.5,34.0,,,,,,143.0,18.5,,140.5,153.5,,,0.0,0.0,,,25.5,127.0,,,,,,,425.0,,3.96,5.55,1.04,73.0,4.58,29.698,136.01684
Derius Davis,WR,2000-09-11,Texas Christian,Big 12,2023,4,,,0.143,0.136,0.0,0.0,0.019,0.018,,,,7.0,,9.0,,,,,,63.6,,,25.0,2.0,8.0,,,6.7,,3.0,,,,26.7,,0.0,,,2.0,,,,,42.0,95.3,266.0,,,,,,89.2,249.0,66.0,,,,9.7,27.0,401.0,9.5,,12.6,,,2.0,,4.36,25.085,109.37060000000001
Jake Haener,QB,1999-03-16,Fresno State,MWC,2023,4,2020.0,21.465,0.0,0.0,0.905,0.688,0.07,0.053,77.05,281.5,293.5,9.4,2.86,5.0,18.0,1.0,12.7,25.5,6.3,,68.0,201.5,,,,112.5,21.5,8.15,336.5,16.5,0.0,1.5,11.0,68.4,3.5,2.5,2.5,1.0,4.0,352.0,21.8,107.1,0.0,0.0,,0.0,193.0,7.4,24.5,106.5,18.0,,,0.0,16.0,8.5,2.45,,,,,76.5,,2.16,8.45,,5.0,4.743,28.071,133.14075300000002
Stetson Bennett,QB,1997-10-28,Georgia,SEC,2023,4,2021.0,23.844,0.0,0.0,0.901,0.901,0.147,0.147,76.3,430.0,454.0,9.4,2.53,3.0,28.0,4.0,46.3,118.0,5.9,,68.1,309.0,,,,90.0,178.0,5.8,479.0,19.0,0.0,2.0,30.0,4.0,9.0,7.0,8.0,4.0,7.0,499.0,12.2,110.1,0.0,0.0,,0.0,480.0,2.3,11.0,77.0,12.0,,,0.0,47.0,12.0,2.4,,,,,41.0,,0.69,9.1,,11.0,4.67,26.776,125.04392
Charlie Jones,WR,1998-10-29,Purdue,Big Ten,2023,4,2005.0,6.842,0.116,0.116,0.0,0.0,0.0,0.0,,,,18.6,,1.0,,,,,,51.4,,,50.0,3.0,6.0,,,5.3,,1.0,,,,2.7,,0.0,,,3.0,,,,,18.0,93.7,164.0,,,,,,85.1,149.0,35.0,,,,12.6,22.0,87.0,4.8,,21.9,,,2.41,,4.43,24.405,108.11415
Tyler Scott,WR,2001-10-12,Cincinnati,American,2023,4,,,0.004,0.004,0.0,0.0,0.005,0.004,,,,4.5,,0.0,,,,,,75.0,,,,0.0,0.0,,,25.0,,1.0,,,,0.0,,0.0,,,0.0,,,,,3.0,94.5,52.0,,,,,,1.8,1.0,4.0,,,,98.2,54.0,5.0,1.7,,6.7,,,0.38,,4.44,25.394,112.74936
Aidan O'Connell,QB,1998-09-01,Purdue,Big Ten,2023,4,2021.0,23.001,0.0,0.0,0.87,0.87,0.006,0.006,73.0,466.0,499.0,8.3,2.5,2.0,21.0,1.0,37.5,24.0,4.0,,63.7,318.0,,,,135.0,18.0,6.5,533.0,22.0,0.0,0.0,0.0,,2.0,4.0,4.0,6.0,13.0,566.0,16.3,88.1,0.0,0.0,,1.0,327.0,4.1,22.0,46.0,11.0,,,0.0,16.0,25.0,4.4,,,,,23.0,,0.85,7.0,0.0,2.0,4.75,26.62,126.44500000000001
Clayton Tune,QB,1999-03-23,Houston,American,2023,5,2019.0,20.444,0.0,0.0,0.999,0.849,0.295,0.25,79.5,458.0,496.0,9.7,3.2,23.0,30.0,5.0,19.5,136.0,5.8,,67.1,333.0,,,,156.0,313.0,8.5,579.0,31.0,0.0,12.0,159.0,63.1,22.0,7.0,24.0,2.0,10.0,609.0,16.7,110.7,0.0,0.0,,0.0,323.0,4.5,26.0,384.0,55.0,,,0.0,55.0,18.0,3.0,,,,,317.0,,2.88,8.2,,5.0,4.64,27.495,127.57679999999999
Dorian Thompson-Robinson,QB,1999-11-14,UCLA,Pac-12,2023,5,2019.0,19.797,0.0,0.0,0.923,0.877,0.271,0.258,77.4,363.0,384.0,7.0,2.8,24.0,11.0,4.0,11.2,83.0,2.8,,69.3,266.0,,,,146.0,258.0,5.3,447.0,15.0,0.0,12.0,131.0,35.0,25.0,10.0,21.0,3.0,10.0,462.0,11.0,106.7,0.0,0.0,,0.0,386.0,3.6,16.0,483.0,46.0,,,0.0,67.0,18.0,3.9,,,,,292.0,,2.58,8.2,,28.0,4.56,26.061,118.83815999999999
Israel Abanikanda,RB,2002-10-05,Pitt,ACC,2023,5,2021.0,18.908,0.064,0.06,0.0,0.0,0.634,0.602,,,241.0,,,41.0,,19.0,44.2,631.0,,,,,,,,,1426.0,,,2.0,8.0,41.0,652.0,36.6,38.0,3.0,68.0,,,,,,146.0,12.0,,161.0,267.0,,,0.0,0.0,,,17.0,253.0,,,,,,,652.0,,2.71,5.9,0.91,171.0,4.549,30.989,140.968961
Josh Whyle,TE,1999-09-08,Cincinnati,American,2023,5,2020.0,20.983,0.188,0.16,0.0,0.0,0.0,0.0,,,,8.5,,2.5,,,,,,73.7,,,68.75,3.0,5.5,,,5.15,,1.5,,,,52.4,,0.5,,,0.5,,,,,27.0,84.8,164.5,,,,,,42.15,79.5,37.0,,,,6.9,12.5,194.5,7.2,,12.65,,,2.26,,4.69,27.935,131.01515
Sean Clifford,QB,1998-07-14,Penn State,Big Ten,2023,5,2019.0,21.133,0.002,0.002,0.882,0.882,0.14,0.14,74.9,308.0,336.0,9.65,2.75,10.5,13.0,2.5,23.85,83.5,3.6,,61.5,207.0,,,,128.5,182.5,10.55,386.0,24.0,0.0,6.5,72.0,15.75,13.0,4.5,22.0,4.0,7.0,407.5,16.0,101.9,12.0,1.0,,1.5,349.5,5.35,20.5,191.5,27.5,,,1.0,52.5,10.5,2.6,,,,,142.5,,1.755,8.15,6.0,11.5,,,
Justin Shorter,WR,2000-04-17,Florida,SEC,2023,5,,,0.155,0.155,0.0,0.0,0.0,0.0,,,,17.7,,0.0,,,,,,56.9,,,50.0,6.0,12.0,,,0.0,,0.0,,,,,,0.0,,,2.0,,,,,29.0,96.4,238.0,,,,,,16.6,41.0,51.0,,,,82.6,204.0,88.0,3.0,,19.9,,,2.42,,4.55,27.872,126.8176
Dontayvion Wicks,WR,2001-06-16,Virginia,ACC,2023,5,2021.0,20.211,0.256,0.244,0.001,0.001,0.0,0.0,,,,16.55,,5.5,,,,,,51.5,,,36.55,9.0,21.5,,,15.6,,7.0,,,,,,1.5,,,2.0,,,,,43.5,94.45,333.0,,,,,,13.3,48.5,82.5,,,,86.7,304.0,203.5,4.55,,17.7,,,2.35,,4.62,27.175,125.5485
Will Mallory,TE,1999-06-22,Miami (FL),ACC,2023,5,,,0.177,0.168,0.0,0.0,0.0,0.0,,,,6.9,,6.0,,,,,,71.2,,,38.5,5.0,13.0,,,4.5,,2.0,,,,,,1.0,,,1.0,,,,,42.0,83.0,322.0,,,,,,36.6,142.0,59.0,,,,3.6,14.0,301.0,7.2,,12.9,,,1.68,,4.54,28.338,128.65452000000002
Chase Brown,RB,2000-03-21,Illinois,Big Ten,2023,5,2020.0,20.449,0.144,0.144,0.0,0.0,0.658,0.658,,,329.0,,,80.0,,23.0,32.0,522.0,,,,,,,,,1632.0,,,1.0,6.0,80.0,935.0,68.7,48.0,5.0,114.0,,,,,,240.0,27.0,,231.0,365.0,,,0.0,0.0,,,30.0,356.0,,,,,,,935.0,,2.84,5.0,1.04,205.0,4.43,29.985,132.83355
Jaren Hall,QB,1998-03-24,BYU,Ind,2023,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.743,28.071,133.14075300000002
Payne Durham,TE,2000-06-15,Purdue,Big Ten,2023,5,2022.0,22.212,0.226,0.226,0.0,0.0,0.001,0.001,,,,7.2,,9.0,,,,,,72.7,,,57.1,8.0,14.0,,,3.4,,2.0,,,,,,0.0,,,2.0,,,,,56.0,85.2,454.0,,,,,,57.2,305.0,77.0,,,,2.8,15.0,263.0,4.7,,10.0,,,1.23,,4.87,29.234,142.36958
Eric Gray,RB,1999-11-04,Oklahoma,Big 12,2023,5,2019.0,19.825,0.084,0.08,0.0,0.0,0.438,0.416,,,184.0,,,40.0,,13.5,28.75,339.0,,,,,,,,,1066.0,,,0.5,7.5,40.0,564.0,44.3,31.5,2.0,79.5,,,,,,250.0,32.5,,187.0,214.0,,,0.0,0.0,,,36.5,216.5,,,,,,,564.0,,3.0,5.7,1.425,99.0,4.511,29.698,133.967678
Davis Allen,TE,2001-02-03,Clemson,ACC,2023,5,,,0.172,0.164,0.0,0.0,0.0,0.0,,,,9.1,,2.0,,,,,,76.5,,,91.7,11.0,12.0,,,2.5,,1.0,,,,90.6,,1.0,,,1.0,,,,,39.0,81.9,281.0,,,,,,45.5,156.0,51.0,,,,12.0,41.0,194.0,5.0,,11.4,,,1.58,,4.84,28.31,137.0204
Evan Hull,RB,2000-10-26,Northwestern,Big Ten,2023,5,2021.0,20.849,0.174,0.174,0.0,0.0,0.556,0.556,,,208.0,,,49.5,,14.5,35.95,349.5,,,,,,,,,961.5,,,2.0,11.5,49.5,653.5,,23.0,2.0,113.0,,,,,,400.0,43.5,,246.5,255.5,,,0.0,0.0,,,54.0,251.5,,,,,,,653.5,,3.17,4.65,1.575,94.5,4.47,29.985,134.03295
Puka Nacua,WR,2001-05-29,BYU,Ind,2023,5,2020.0,19.261,0.208,0.125,0.0,0.0,0.0,0.0,,,,5.5,,1.0,,,,,,75.0,,,100.0,2.0,2.0,,,25.0,,3.0,,,,,,1.0,,,0.0,,,,,9.0,98.3,58.0,,,,,,0.0,0.0,12.0,,,,100.0,59.0,89.0,9.9,,16.8,,,2.6,,4.481,25.804,115.62772399999999
Parker Washington,WR,2002-03-21,Penn State,Big Ten,2023,6,2020.0,18.45,0.24,0.24,0.0,0.0,0.002,0.002,,,,10.2,,11.5,,,,,,68.25,,,49.25,5.5,11.5,,,5.35,,2.5,,,,77.3,,0.0,,,1.0,,,,,50.0,94.9,362.5,,,,,,94.35,358.5,72.0,,,,5.65,23.0,272.5,5.2,,13.2,,,1.775,,4.519,29.268,132.262092
Kayshon Boutte,WR,2002-05-07,LSU,SEC,2023,6,2020.0,18.322,0.22,0.22,0.0,0.0,0.0,0.0,,,,11.6,,10.0,,,,,,66.6,,,30.5,3.5,12.5,,,9.65,,4.5,,,,42.1,,0.5,,,0.5,,,,,41.0,97.0,265.5,,,,,,27.0,64.5,63.0,,,,72.85,209.0,301.5,7.3,,14.95,,,2.325,,4.5,27.194,122.37299999999999
Tanner McKee,QB,2000-04-27,Stanford,Pac-12,2023,6,2021.0,21.347,0.0,0.0,0.918,0.872,0.095,0.09,73.8,344.0,374.0,7.9,2.495,1.0,16.0,0.5,10.4,15.0,4.15,,63.3,235.5,,,,119.5,31.0,7.0,428.5,17.5,0.0,0.0,13.0,8.15,3.0,4.5,0.0,2.0,7.5,456.0,27.25,88.85,0.0,0.0,,1.0,232.0,7.5,32.5,97.0,20.5,,,0.0,16.0,11.0,2.55,,,,,71.5,,1.95,7.1,0.0,5.5,4.806,26.692,128.281752
Trey Palmer,WR,2001-04-02,Nebraska,Big Ten,2023,6,2022.0,21.415,0.461,0.461,0.0,0.0,0.025,0.025,,,,13.5,,13.0,,,,,,64.5,,,30.4,7.0,23.0,,,12.3,,10.0,,,,,,1.0,,,5.0,,,,,71.0,95.2,320.0,,,,,,67.3,226.0,110.0,,,,32.1,108.0,385.0,5.4,,14.7,,,3.26,,4.33,26.037,112.74021
Chris Rodriguez,RB,2000-09-26,Miami (OH),MAC,2023,6,,,0.003,0.002,0.0,0.0,0.007,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.T. Perry,WR,1999-10-26,Wake Forest,ACC,2023,6,2021.0,21.851,0.303,0.288,0.0,0.0,0.0,0.0,,,,15.15,,8.0,,,,,,59.8,,,40.0,10.0,25.0,,,10.15,,8.5,,,,,,0.0,,,4.0,,,,,76.0,94.75,458.0,,,,,,9.15,44.5,127.0,,,,90.75,438.5,243.0,3.25,,15.95,,,2.615,,4.47,24.099,107.72252999999999
Elijah Higgins,WR,2000-10-27,Stanford,Pac-12,2023,6,2021.0,20.846,0.202,0.192,0.0,0.0,0.009,0.009,,,,8.65,,10.0,,,,,,67.9,,,39.1,6.5,16.0,,,7.3,,4.0,,,,,,1.0,,,2.0,,,,,51.5,93.55,337.0,,,,,,63.7,236.0,75.5,,,,34.55,117.0,301.5,5.7,,11.65,,,1.785,,4.54,29.37,133.3398
Xavier Hutchinson,WR,2000-06-01,Iowa State,Big 12,2023,6,2020.0,20.252,0.344,0.327,0.0,0.0,0.0,0.0,,,,9.2,,13.0,,,,,,66.5,,,45.2,14.0,31.0,,,5.3,,6.0,,,,63.5,,1.0,,,3.0,,,,,107.0,95.3,430.0,,,,,,29.3,132.0,161.0,,,,70.1,316.0,447.0,4.2,,10.9,,,2.72,,4.53,26.061,118.05633
Andrei Iosivas,WR,1999-10-15,CIN,,2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,25.62,113.4966
Demario Douglas,WR,2000-12-08,Liberty,Ind,2023,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,27.214,120.83016
Deuce Vaughn,RB,2001-11-02,Kansas State,Big 12,2023,6,2020.0,18.831,0.184,0.175,0.0,0.0,0.531,0.504,,,262.5,,,51.5,,19.5,41.7,620.0,,,,,,,,,1485.0,,,2.0,9.0,51.5,689.0,66.0,39.0,1.0,150.5,,,,,,420.5,46.0,,275.0,355.5,,,0.0,0.0,,,62.0,308.5,,,,,,,689.0,,2.66,5.7,1.575,106.0,4.426,29.784,131.823984
Zach Evans,RB,2001-05-30,North Texas,American,2023,6,2021.0,20.257,0.042,0.036,0.0,0.0,0.277,0.235,,,144.0,,,35.0,,17.0,45.9,427.0,,,,,,,,,930.0,,,2.0,3.0,35.0,513.0,,33.0,3.0,67.0,,,,,,119.0,12.0,,127.0,184.0,,,0.0,0.0,,,19.0,156.0,,,,,,,513.0,,3.56,6.5,0.94,77.0,4.484,28.17,126.31428000000001
Antoine Green,WR,1999-11-15,North Carolina,ACC,2023,7,,,0.186,0.177,0.0,0.0,0.0,0.0,,,,18.55,,5.5,,,,,,66.1,,,63.9,6.5,10.5,,,6.3,,2.5,,,,86.8,,0.0,,,0.0,,,,,37.0,95.75,382.5,,,,,,3.25,13.5,56.0,,,,96.75,386.5,190.5,5.15,,19.15,,,1.89,,4.47,25.547,114.19509
Zack Kuntz,TE,1999-06-06,Old Dominion,Sun Belt,2023,7,2021.0,22.24,0.291,0.221,0.0,0.0,0.0,0.0,,,,10.1,,7.0,,,,,,65.2,,,44.4,8.0,18.0,,,5.2,,4.0,,,,127.8,,1.0,,,5.0,,,,,73.0,92.0,321.0,,,,,,66.5,232.0,112.0,,,,6.6,23.0,263.0,3.6,,9.5,,,2.16,,4.55,28.724,130.6942
DeWayne McBride,RB,2001-07-08,UAB,CUSA,2023,7,2020.0,19.151,0.002,0.001,0.0,0.0,0.577,0.404,,,233.0,,,72.0,,25.0,52.2,889.0,,,,,,,,,1702.0,,,0.0,1.0,72.0,1072.0,,45.0,5.0,77.0,,,,,,10.0,2.0,,68.0,254.0,,,0.0,0.0,,,4.0,235.0,,,,,,,1072.0,,4.6,7.3,0.15,155.0,4.52,29.985,135.5322
Colton Dowell,WR,1999-04-19,Louisiana,Sun Belt,2023,7,,,0.0,0.0,0.001,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lew Nichols,RB,2001-08-16,Central Michigan,MAC,2023,7,2020.0,19.044,0.053,0.037,0.003,0.002,0.568,0.397,,,257.5,,,44.0,,16.0,29.4,431.0,,,,,,,,,1231.0,,,4.0,4.0,44.0,682.5,,35.0,1.5,122.0,,,,,,224.0,30.0,,241.0,298.5,,,0.0,0.0,,,40.0,287.5,,,,,,,682.5,,2.59,4.45,0.885,132.0,,,
Kenny McIntosh,RB,2000-03-03,Georgia,SEC,2023,7,2022.0,22.497,0.089,0.089,0.0,0.0,0.248,0.248,,,151.0,,,44.0,,8.0,27.3,225.0,,,,,,,,,824.0,,,0.0,14.0,44.0,467.0,,24.0,2.0,58.0,,,,,,509.0,42.0,,231.0,187.0,,,0.0,0.0,,,49.0,193.0,,,,,,,467.0,,3.09,5.5,2.2,88.0,4.62,27.664,127.80768
Max Duggan,QB,2001-03-12,Texas Christian,Big 12,2023,7,2019.0,18.472,0.0,0.0,0.956,0.908,0.195,0.185,74.2,391.0,420.0,9.7,2.8,20.0,21.0,6.0,29.5,190.0,4.8,,63.6,267.0,,,,162.0,422.0,7.9,481.0,23.0,0.0,14.0,209.0,29.2,21.0,2.0,28.0,2.0,8.0,504.0,18.5,109.2,1.0,1.0,,1.0,442.0,6.2,30.0,221.0,30.0,,,1.0,88.0,15.0,3.0,,,,,272.0,,2.32,8.8,1.0,20.0,4.52,26.574,120.11448
Jalen Brooks,WR,2000-05-07,South Carolina,SEC,2023,7,,,0.096,0.096,0.0,0.0,0.035,0.035,,,,11.4,,6.0,,,,,,71.7,,,57.1,4.0,7.0,,,5.7,,2.0,,,,183.2,,1.0,,,1.0,,,,,33.0,94.7,284.0,,,,,,17.3,52.0,46.0,,,,81.7,245.0,224.0,6.8,,15.1,,,1.76,,4.69,26.516,124.36004
Brayden Willis,TE,1999-11-11,Oklahoma,Big 12,2023,7,,,0.207,0.197,0.022,0.021,0.005,0.004,,,,6.8,,15.0,,,,,,66.1,,,37.5,3.0,8.0,,,7.1,,3.0,,,,68.6,,1.0,,,2.0,,,,,39.0,87.6,366.0,,,,,,48.8,204.0,59.0,,,,4.3,18.0,282.0,7.2,,12.9,,,1.37,,4.699,29.332,137.831068
Ronnie Bell,WR,2000-01-28,Michigan,Big Ten,2023,7,2013.0,13.593,0.189,0.189,0.0,0.0,0.0,0.0,,,,11.9,,6.0,,,,,,68.4,,,50.0,2.0,4.0,,,7.1,,2.0,,,,,,0.0,,,0.0,,,,,26.0,95.3,182.0,,,,,,50.3,96.0,38.0,,,,49.2,94.0,207.0,8.0,,15.4,,,2.2,,4.54,25.901,117.59054
Grant Dubose,WR,2001-06-20,Charlotte,CUSA,2023,7,2021.0,20.2,0.288,0.202,0.0,0.0,0.0,0.0,,,,11.7,,11.0,,,,,,59.4,,,44.8,13.0,29.0,,,8.7,,6.0,,,,,,0.0,,,4.0,,,,,63.0,91.2,425.0,,,,,,13.5,63.0,106.0,,,,86.1,401.0,302.0,4.8,,12.6,,,1.87,,,,
Caleb Williams,QB,2001-11-18,USC,Pac-12,2024,1,2021.0,19.786,0.001,0.001,0.898,0.853,0.227,0.215,76.75,417.5,448.0,9.45,3.2,23.5,29.5,3.5,16.9,90.5,6.1,,67.25,301.0,,,,169.0,226.0,5.7,511.5,19.0,0.0,12.5,115.5,55.15,22.0,11.0,17.0,2.0,5.0,552.5,19.6,118.15,6.5,0.5,,1.0,324.0,6.5,32.5,264.0,30.0,,,0.5,54.5,14.5,2.7,,,,,252.5,,2.895,9.15,7.5,20.0,4.765,28.231,134.520715
Jayden Daniels,QB,2000-12-18,LSU,SEC,2024,1,2019.0,18.702,0.0,0.0,0.919,0.919,0.295,0.295,71.5,200.0,208.0,10.85,2.64,22.5,17.0,5.5,33.3,211.5,6.8,,64.7,142.5,,,,68.0,348.0,6.25,256.5,10.0,0.0,10.5,128.5,92.95,25.0,2.5,11.0,1.0,2.5,273.0,22.6,121.9,0.0,0.0,,0.5,205.0,6.35,14.5,410.5,32.5,,,0.0,41.0,4.5,1.65,,,,,339.5,,4.465,9.9,0.0,16.5,4.729,25.559,120.86851100000001
Drake Maye,QB,2002-08-30,North Carolina,ACC,2024,1,2022.0,20.005,0.0,0.0,0.962,0.914,0.279,0.265,75.35,432.5,470.5,10.7,2.835,23.0,40.0,5.0,14.5,118.0,8.05,,64.5,304.0,,,,192.0,260.0,6.9,572.5,22.0,0.0,8.0,170.0,23.95,28.0,5.0,2.0,7.0,8.0,602.0,18.9,104.95,0.0,0.0,,1.0,375.5,6.2,36.0,480.5,63.5,,,0.5,59.0,12.0,2.0,,,,,425.0,,3.46,8.4,0.0,11.5,4.783,27.141,129.815403
Marvin Harrison Jr.,WR,2002-08-11,Ohio State,Big Ten,2024,1,2022.0,20.057,0.442,0.442,0.0,0.0,0.032,0.032,,,,13.1,,5.0,,,,,,58.8,,,43.3,13.0,30.0,,,8.2,,6.0,,,,62.1,,0.0,,,4.0,,,,,67.0,96.2,352.0,,,,,,19.4,71.0,114.0,,,,79.8,292.0,427.0,6.4,,18.1,,,3.44,,,,
Malik Nabers,WR,2003-07-28,LSU,SEC,2024,1,2022.0,19.097,0.337,0.337,0.0,0.0,0.0,0.0,,,,12.2,,25.0,,,,,,69.5,,,45.5,10.0,22.0,,,5.3,,5.0,,,,50.8,,0.0,,,2.0,,,,,89.0,95.8,431.0,,,,,,53.6,241.0,128.0,,,,46.0,207.0,589.0,6.6,,17.6,,,3.64,,4.488,27.122,121.72353600000001
Michael Penix,QB,2000-05-08,Washington,Pac-12,2024,1,2020.0,20.318,0.0,0.0,0.967,0.919,0.085,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze,WR,2002-06-03,Washington,Pac-12,2024,1,2021.0,19.247,0.33,0.314,0.0,0.0,0.028,0.027,,,,15.5,,15.0,,,,,,65.7,,,75.0,21.0,28.0,,,3.2,,3.0,,,,,,2.0,,,6.0,,,,,92.0,93.5,560.0,,,,,,17.4,104.0,140.0,,,,81.8,490.0,514.0,5.6,,17.8,,,2.93,,4.45,26.495,117.90275000000001
J.J. McCarthy,QB,2003-01-20,Michigan,Big Ten,2024,1,2022.0,19.614,0.0,0.0,0.925,0.925,0.077,0.077,80.0,325.0,333.0,9.4,2.84,17.0,20.0,3.0,14.4,49.0,5.9,,72.1,240.0,,,,113.0,172.0,7.7,370.0,20.0,0.0,9.0,78.0,,13.0,3.0,14.0,1.0,4.0,380.0,16.8,116.6,0.0,0.0,,1.0,445.0,5.1,19.0,168.0,18.0,,,0.0,39.0,11.0,2.9,,,,,188.0,,3.3,9.0,0.0,10.0,4.773,27.37,130.63701
Bo Nix,QB,2000-02-25,Oregon,Pac-12,2024,1,2019.0,19.515,0.0,0.0,0.961,0.913,0.232,0.22,77.0,397.0,414.0,7.7,2.655,7.5,19.0,2.0,8.55,34.0,4.4,,68.3,287.5,,,,98.0,170.0,7.6,455.0,23.0,0.0,3.5,86.5,12.65,14.0,2.5,12.5,2.0,5.0,479.0,11.05,109.0,0.0,0.0,,1.0,337.0,2.65,11.5,198.0,26.5,,,0.5,47.5,8.5,1.9,,,,,176.5,,2.24,8.1,0.0,21.0,4.758,27.473,130.716534
Brock Bowers,TE,2002-12-13,Georgia,SEC,2024,1,2021.0,18.719,0.235,0.235,0.0,0.0,0.022,0.022,,,,7.65,,14.5,,,,,,78.9,,,41.85,5.0,11.0,,,4.25,,2.5,,,,85.6,,1.0,,,1.0,,,,,56.0,86.4,282.0,,,,,,47.15,154.0,71.0,,,,10.1,33.0,504.0,9.0,,14.3,,,2.83,,4.712,30.37,143.10344
Brian Thomas,WR,2002-10-08,Indiana,Big Ten,2024,1,,,0.159,0.159,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,26.12,113.09960000000001
Xavier Worthy,WR,2003-04-27,Texas,Big 12,2024,1,2021.0,18.349,0.307,0.291,0.002,0.002,0.004,0.004,,,,11.85,,13.0,,,,,,61.6,,,36.9,5.0,15.5,,,5.45,,4.0,,,,67.9,,1.0,,,4.5,,,,,68.5,95.5,424.5,,,,,,34.7,156.5,111.0,,,,65.1,286.5,548.5,8.05,,14.65,,,2.375,,4.21,23.01,96.8721
Ricky Pearsall,WR,2000-09-09,Florida,SEC,2024,1,2021.0,20.977,0.268,0.268,0.027,0.027,0.044,0.044,,,,10.1,,6.5,,,,,,73.15,,,50.0,4.5,9.0,,,3.5,,2.0,,,,70.6,,0.5,,,2.5,,,,,56.5,94.45,386.5,,,,,,48.45,202.5,77.0,,,,50.9,204.0,328.5,5.85,,13.45,,,1.965,,4.41,24.933,109.95453
Xavier Legette,WR,2001-01-29,South Carolina,SEC,2024,1,,,0.355,0.355,0.0,0.0,-0.004,-0.004,,,,13.8,,8.0,,,,,,73.2,,,47.6,10.0,21.0,,,2.7,,2.0,,,,1.6,,0.0,,,3.0,,,,,71.0,95.9,398.0,,,,,,34.0,141.0,97.0,,,,64.6,268.0,451.0,6.4,,17.7,,,3.15,,4.39,29.154,127.98606
Keon Coleman,WR,2003-05-17,Florida State,ACC,2024,2,2022.0,19.294,0.313,0.298,0.0,0.0,0.0,0.0,,,,12.4,,9.0,,,,,,57.5,,,33.3,10.0,30.0,,,3.8,,2.0,,,,78.5,,1.0,,,2.0,,,,,50.0,93.8,379.0,,,,,,29.2,118.0,87.0,,,,69.6,281.0,314.0,6.3,,13.2,,,1.74,,4.61,26.62,122.71820000000001
Ladd McConkey,WR,2001-11-11,Georgia,SEC,2024,2,,,0.199,0.199,0.0,0.0,0.044,0.044,,,,12.6,,15.0,,,,,,70.7,,,44.4,4.0,9.0,,,9.4,,6.0,,,,369.2,,1.0,,,2.0,,,,,58.0,96.2,352.0,,,,,,24.6,90.0,82.0,,,,75.1,275.0,378.0,6.5,,13.1,,,2.16,,4.39,25.223,110.72896999999999
