player_name,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Xavier Omon,RB,1985-02-15,Utah State,WAC,2008,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,31.796,143.71792
Kevin Robinson,WR,1984-12-19,Utah State,WAC,2008,6,2004.0,19.702,0.264,0.159,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,28.17,132.11730000000003
Colt Brennan,QB,1983-08-16,Hawaii,WAC,2008,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,26.574,127.28946
Paul Hubbard,WR,1985-06-12,Wisconsin,Big Ten,2008,6,2006.0,21.221,0.233,0.233,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,27.62,124.0138
Jaymar Johnson,WR,1984-07-10,Louisville,ACC,2008,6,,,0.042,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,24.684,111.078
Tom Santi,TE,1985-11-22,Virginia,ACC,2008,6,,,0.19,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,31.244,149.97119999999998
Andre Woodson,QB,1984-04-25,Kentucky,SEC,2008,6,2005.0,21.352,0.0,0.0,0.995,0.995,0.027,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,27.872,135.17919999999998
Mike Hart,RB,1986-04-09,Duke,ACC,2008,6,2001.0,15.398,0.124,0.117,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,30.418,142.66042000000002
Lex Hilliard,RB,1984-07-30,Florida International,CUSA,2008,6,,,0.0,0.0,0.23,0.161,0.032,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Garcon,WR,1986-08-08,Texas A&M,Big 12,2008,6,,,0.045,0.043,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,28.478,125.87276
Matt Sherry,TE,1984-12-11,Akron,MAC,2008,6,2001.0,16.723,0.263,0.184,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Flynn,QB,1985-06-20,Georgia Southern,Sun Belt,2008,7,2007.0,22.198,0.006,0.004,0.744,0.565,0.093,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,29.655,142.04745
Chauncey Washington,RB,1985-04-29,USC,Pac-10,2008,7,2006.0,21.342,0.028,0.017,0.0,0.0,0.44,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,29.425,130.94125
Justin Harper,WR,1985-02-24,Virginia Tech,ACC,2008,7,2004.0,19.518,0.247,0.234,0.004,0.003,0.008,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,26.62,121.38719999999999
Brett Swain,WR,1985-06-21,San Diego State,MWC,2008,7,2006.0,21.196,0.305,0.232,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Brink,QB,1985-06-02,Washington State,Pac-10,2008,7,2005.0,20.249,0.0,0.0,0.998,0.599,0.012,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,27.088,134.35648
Stevie Johnson,WR,1986-11-28,Kentucky,SEC,2008,7,2007.0,20.758,0.302,0.302,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,26.959,120.23714
Chaz Schilens,WR,1985-11-07,San Diego State,MWC,2008,7,2006.0,20.816,0.228,0.173,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Hillis,RB,1986-01-21,Arkansas,SEC,2008,7,2005.0,19.611,0.281,0.281,0.0,0.0,0.145,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Zinger,TE,1984-10-09,LSU,SEC,2008,7,,,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Forsett,RB,1985-10-14,California,Pac-10,2008,7,2005.0,19.882,0.032,0.019,0.0,0.0,0.685,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,29.494,136.26228
Adrian Arrington,WR,1985-11-07,Michigan,Big Ten,2008,7,2006.0,20.816,0.314,0.314,0.022,0.022,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,25.37,115.4335
Cory Boyd,RB,1985-08-06,South Carolina,SEC,2008,7,2006.0,21.07,0.09,0.09,0.0,0.0,0.612,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,28.885,130.5602
Mike Merritt,TE,1984-09-03,UCF,CUSA,2008,7,,,0.033,0.023,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Patrick,RB,1984-02-15,Oklahoma,Big 12,2008,7,2006.0,22.543,0.021,0.02,0.0,0.0,0.307,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,26.12,118.846
Mario Urrutia,WR,1986-01-18,Louisville,Big East,2008,7,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,27.508,126.26172
Marcus Monk,WR,1986-04-26,Arkansas,SEC,2008,7,2004.0,18.352,0.469,0.469,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,27.02,123.21119999999999
Matthew Stafford,QB,1988-02-07,Georgia,SEC,2009,1,2006.0,18.565,0.0,0.0,0.953,0.953,0.031,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,28.885,138.93685
Mark Sanchez,QB,1986-11-11,USC,Pac-10,2009,1,2008.0,21.807,0.0,0.0,0.947,0.568,0.059,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,29.142,143.67005999999998
Darrius Heyward-Bey,WR,1987-02-26,Maryland,ACC,2009,1,2006.0,19.513,0.298,0.283,0.0,0.0,0.065,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,26.959,115.9237
Michael Crabtree,WR,1987-09-14,Texas Tech,Big 12,2009,1,2007.0,19.964,0.343,0.326,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,28.363,128.76802
Knowshon Moreno,RB,1987-07-16,Georgia,SEC,2009,1,2007.0,20.129,0.091,0.091,0.0,0.0,0.744,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,30.262,136.179
Josh Freeman,QB,1988-01-13,Kansas State,Big 12,2009,1,2006.0,18.634,0.0,0.0,0.914,0.868,0.235,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,28.656,140.4144
Jeremy Maclin,WR,1988-05-11,Missouri,Big 12,2009,1,2007.0,19.307,0.295,0.28,0.0,0.0,0.104,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,26.851,118.94993
Brandon Pettigrew,TE,1985-02-23,Oklahoma State,Big 12,2009,1,,,0.162,0.154,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,31.184,149.6832
Percy Harvin,WR,1988-05-28,Florida,SEC,2009,1,2007.0,19.261,0.214,0.214,0.0,0.0,0.221,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,26.776,117.54664
Donald Brown,RB,1987-04-11,Connecticut,Big East,2009,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,30.129,134.37534
Hakeem Nicks,WR,1988-01-14,North Carolina,ACC,2009,1,2006.0,18.631,0.522,0.496,0.0,0.0,0.038,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,27.967,126.13116999999998
Kenny Britt,WR,1988-09-19,Rutgers,Big East,2009,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,27.245,121.78515
Beanie Wells,RB,1988-08-07,Eastern Michigan,MAC,2009,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,31.001,135.78438
Brian Robiskie,WR,1987-12-03,Ohio State,Big Ten,2009,2,2007.0,19.745,0.383,0.383,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,26.12,116.4952
Pat White,QB,1986-02-25,West Virginia,Big East,2009,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,26.715,121.55324999999999
Mohamed Massaquoi,WR,1986-11-24,Georgia,SEC,2009,2,2008.0,21.771,0.276,0.276,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,27.703,124.94053
LeSean McCoy,RB,1988-07-12,Pitt,Big East,2009,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,28.407,127.8315
Richard Quinn,TE,1986-09-06,North Carolina,ACC,2009,2,,,0.043,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,32.132,156.80416
Shonn Greene,RB,1985-08-21,Iowa,Big Ten,2009,3,2008.0,23.031,0.01,0.01,0.0,0.0,0.71,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,32.568,148.18439999999998
Glen Coffee,RB,1987-05-01,Alabama,SEC,2009,3,2007.0,20.337,0.07,0.07,0.0,0.0,0.424,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,28.342,127.53899999999999
Derrick Williams,WR,1986-07-06,Penn State,Big Ten,2009,3,,,0.178,0.178,0.0,0.0,0.039,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,27.055,120.93584999999999
Brandon Tate,WR,1987-10-05,North Carolina,ACC,2009,3,2007.0,19.907,0.255,0.242,0.0,0.0,0.1,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,24.817,112.17284
Mike Wallace,WR,1986-08-01,Ole Miss,SEC,2009,3,2006.0,20.085,0.291,0.291,0.0,0.0,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,26.986,116.84938000000001
Ramses Barden,WR,1986-01-01,NYG,,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,26.461,119.33910999999999
Patrick Turner,WR,1987-05-19,USC,Pac-10,2009,3,2008.0,21.29,0.249,0.149,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,26.441,121.36419
Jared Cook,TE,1987-04-07,South Carolina,SEC,2009,3,,,0.174,0.174,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,29.168,130.96432000000001
Deon Butler,WR,1986-01-04,Central Michigan,MAC,2009,3,2005.0,19.658,0.331,0.232,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,26.111,112.53841
Chase Coffman,TE,1986-11-10,Missouri,Big 12,2009,3,2005.0,18.809,0.236,0.225,0.011,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,28.194,136.17702
Juaquin Iglesias,WR,1987-08-22,Oklahoma,Big 12,2009,3,2008.0,21.029,0.216,0.205,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,27.703,123.00132
Travis Beckum,TE,1987-01-24,Wisconsin,Big Ten,2009,3,2006.0,19.603,0.358,0.358,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,30.37,140.00570000000002
Stephen McGee,QB,1985-09-27,Texas A&M,Big 12,2009,4,2006.0,20.928,0.001,0.001,0.916,0.871,0.215,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,28.12,129.63320000000002
Mike Thomas,WR,1987-06-04,Arizona,Pac-10,2009,4,2005.0,18.245,0.275,0.165,0.0,0.0,0.104,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,29.646,127.4778
Brian Hartline,WR,1986-11-22,Ohio State,Big Ten,2009,4,2007.0,20.775,0.246,0.246,0.0,0.0,0.006,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,25.034,112.40266
Mike Goodson,RB,1987-05-23,Texas A&M,Big 12,2009,4,2006.0,19.277,0.129,0.122,0.0,0.0,0.37,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,28.207,124.95701
Shawn Nelson,TE,1985-10-05,Southern Mississippi,CUSA,2009,4,2005.0,19.907,0.212,0.149,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,28.457,128.62564
Anthony Hill,TE,1985-01-02,Oklahoma State,Big 12,2009,4,,,0.144,0.137,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,31.065,150.3546
Louis Murphy,WR,1987-05-11,Florida,SEC,2009,4,2008.0,21.311,0.215,0.215,0.0,0.0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,26.061,112.58352000000001
Austin Collie,WR,1985-11-11,BYU,MWC,2009,4,2004.0,18.806,0.405,0.308,0.0,0.0,0.022,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,26.384,119.51952000000001
Tony Fiammetta,RB,1986-08-22,Syracuse,Big East,2009,4,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Brown,RB,1986-12-15,North Carolina State,ACC,2009,4,2005.0,18.713,0.108,0.102,0.0,0.0,0.49,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,30.377,132.74749
Gartrell Johnson,RB,1986-06-21,Arizona,Pac-12,2009,4,,,0.05,0.047,0.0,0.0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,31.42,146.7314
Johnny Knox,WR,1986-11-03,Ole Miss,SEC,2009,5,,,0.111,0.111,0.0,0.0,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,25.799,111.96766
Kenny McKinley,WR,1987-01-31,South Carolina,SEC,2009,5,2006.0,19.584,0.296,0.296,0.001,0.001,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,25.63,112.0031
Jarett Dillard,WR,1985-12-21,Rice,CUSA,2009,5,2005.0,19.696,0.474,0.332,0.006,0.004,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,27.403,123.31349999999999
Quinn Johnson,RB,1986-09-30,LSU,SEC,2009,5,,,0.006,0.006,0.0,0.0,0.062,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davon Drew,TE,1985-12-09,East Carolina,CUSA,2009,5,2008.0,22.73,0.216,0.151,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,31.158,148.93524000000002
Rhett Bomar,QB,1985-06-02,Oklahoma,Big 12,2009,5,2005.0,20.249,0.0,0.0,0.973,0.925,0.117,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,28.885,135.7595
James Casey,TE,1984-09-22,Rice,CUSA,2009,5,2008.0,23.943,0.292,0.204,0.021,0.015,0.207,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornelius Ingram,TE,1985-06-10,Florida,SEC,2009,5,,,0.185,0.185,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,29.819,139.55292
Brooks Foster,WR,1986-06-09,North Carolina,ACC,2009,5,2006.0,20.23,0.204,0.193,0.0,0.0,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,28.614,127.04616000000001
John Nalbone,TE,1986-05-14,MIA,,2009,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Summers,RB,1985-09-06,Nevada-Las Vegas,MWC,2009,5,2007.0,21.985,0.144,0.109,0.0,0.0,0.534,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Davis,QB,1996-09-23,Ball State,MAC,2009,5,2006.0,9.938,0.01,0.007,0.987,0.691,0.169,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,29.814,147.57930000000002
Javon Ringer,RB,1987-02-02,Michigan State,Big Ten,2009,5,2005.0,18.579,0.034,0.034,0.0,0.0,0.942,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,30.27,136.215
Tom Brandstater,QB,1984-10-21,Fresno State,WAC,2009,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,26.085,127.03395
Quinten Lawrence,WR,1984-09-21,KAN,,2009,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,24.952,109.78880000000002
Mike Teel,QB,1986-01-06,Rutgers,Big East,2009,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Miller,TE,1985-12-11,Arizona State,Pac-10,2009,6,,,0.181,0.109,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,31.158,151.73946
Bear Pascoe,TE,1986-02-23,Fresno State,WAC,2009,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,29.761,145.53128999999998
Cedric Peerman,RB,1986-10-10,Virginia,ACC,2009,6,2007.0,20.893,0.04,0.038,0.0,0.0,0.584,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,31.894,138.41995999999997
Aaron Brown,RB,1985-10-10,Texas Christian,MWC,2009,6,2005.0,19.893,0.091,0.069,0.0,0.0,0.24,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Gibson,WR,1987-08-13,Alabama,SEC,2009,6,2006.0,19.053,0.344,0.344,0.0,0.0,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,28.478,130.71402
James Davis,RB,1979-04-26,Wyoming,MWC,2009,6,2005.0,26.352,0.032,0.024,0.0,0.0,0.52,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,30.402,135.2889
Keith Null,QB,1985-09-24,STL,,2009,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Painter,QB,1985-06-24,Purdue,Big Ten,2009,6,2006.0,21.188,0.002,0.002,0.886,0.886,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,28.12,136.9444
Brandon Myers,TE,1985-09-04,Iowa,Big Ten,2009,6,2008.0,22.992,0.218,0.218,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominique Edison,WR,1986-07-16,Colorado State,MWC,2009,6,,,0.074,0.056,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,26.189,115.75538
John Phillips,TE,1987-06-11,Virginia,ACC,2009,6,,,0.19,0.181,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,29.761,142.25758
Bernard Scott,RB,1984-02-10,Tennessee,SEC,2009,6,,,0.006,0.006,0.0,0.0,0.045,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,28.694,127.40136000000001
Chris Ogbonnaya,RB,1986-05-20,Texas,Big 12,2009,7,,,0.109,0.104,0.0,0.0,0.146,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,29.834,136.34138000000002
Javarris Williams,RB,1986-04-08,Troy,Sun Belt,2009,7,,,0.0,0.0,0.0,0.0,0.042,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,32.928,148.50527999999997
Fui Vakapuna,RB,1984-03-09,BYU,MWC,2009,7,2006.0,22.48,0.056,0.042,0.0,0.0,0.269,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Williams,RB,1987-08-22,Idaho,WAC,2009,7,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrius Byrd,WR,1986-06-30,LSU,SEC,2009,7,2007.0,21.172,0.206,0.206,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,26.986,117.3891
