Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Terrance Williams,Baylor,Big 12,13.0,97.0,1832.0,18.9,12.0,140.9,2.0,14.0,7.0,0.0,1.1,99.0,1846.0,18.6,12.0,AA
2.0,Marqise Lee,USC,Pac-12,13.0,118.0,1721.0,14.6,14.0,132.4,13.0,106.0,8.2,0.0,8.2,131.0,1827.0,13.9,14.0,"H-4,AA"
3.0,Stedman Bailey,West Virginia,Big 12,13.0,114.0,1622.0,14.2,25.0,124.8,2.0,13.0,6.5,0.0,1.0,116.0,1635.0,14.1,25.0,
4.0,Deandre Hopkins,Clemson,ACC,13.0,82.0,1405.0,17.1,18.0,108.1,0.0,0.0,,0.0,0.0,82.0,1405.0,17.1,18.0,
5.0,Quinton Patton,Louisiana Tech,WAC,12.0,104.0,1392.0,13.4,13.0,116.0,1.0,-5.0,-5.0,0.0,-0.4,105.0,1387.0,13.2,13.0,
6.0,Austin Hill,Arizona,Pac-12,13.0,81.0,1364.0,16.8,11.0,104.9,0.0,0.0,,0.0,0.0,81.0,1364.0,16.8,11.0,
7.0,Cobi Hamilton,Arkansas,SEC,12.0,90.0,1335.0,14.8,5.0,111.3,0.0,0.0,,0.0,0.0,90.0,1335.0,14.8,5.0,
8.0,Jordan Matthews,Vanderbilt,SEC,13.0,94.0,1323.0,14.1,8.0,101.8,3.0,61.0,20.3,1.0,4.7,97.0,1384.0,14.3,9.0,
9.0,Davante Adams,Fresno State,MWC,13.0,102.0,1312.0,12.9,14.0,100.9,0.0,0.0,,0.0,0.0,102.0,1312.0,12.9,14.0,
10.0,Noel Grigsby,San Jose State,WAC,13.0,82.0,1307.0,15.9,9.0,100.5,1.0,4.0,4.0,0.0,0.3,83.0,1311.0,15.8,9.0,
11.0,Tavon Austin,West Virginia,Big 12,13.0,114.0,1289.0,11.3,12.0,99.2,72.0,643.0,8.9,3.0,49.5,186.0,1932.0,10.4,15.0,H-8
12.0,Cody Hoffman,BYU,Ind,13.0,100.0,1248.0,12.5,11.0,96.0,0.0,0.0,,0.0,0.0,100.0,1248.0,12.5,11.0,
13.0,Austin Franklin,New Mexico State,WAC,12.0,74.0,1245.0,16.8,9.0,103.8,10.0,39.0,3.9,0.0,3.3,84.0,1284.0,15.3,9.0,
14.0,Markus Wheaton,Oregon State,Pac-12,13.0,91.0,1244.0,13.7,11.0,95.7,20.0,142.0,7.1,2.0,10.9,111.0,1386.0,12.5,13.0,
15.0,Alex Amidon,Boston College,ACC,12.0,78.0,1210.0,15.5,7.0,100.8,4.0,55.0,13.8,1.0,4.6,82.0,1265.0,15.4,8.0,
16.0,Josh Stewart,Oklahoma State,Big 12,13.0,101.0,1210.0,12.0,7.0,93.1,8.0,120.0,15.0,1.0,9.2,109.0,1330.0,12.2,8.0,
17.0,Brandin Cooks,Oregon State,Pac-12,13.0,67.0,1151.0,17.2,5.0,88.5,19.0,82.0,4.3,0.0,6.3,86.0,1233.0,14.3,5.0,
18.0,Ryan Grant,Tulane,CUSA,12.0,76.0,1149.0,15.1,6.0,95.8,0.0,0.0,,0.0,0.0,76.0,1149.0,15.1,6.0,
19.0,Willie Snead,Ball State,MAC,13.0,89.0,1148.0,12.9,9.0,88.3,0.0,0.0,,0.0,0.0,89.0,1148.0,12.9,9.0,
20.0,Tommy Shuler,Marshall,CUSA,12.0,110.0,1138.0,10.3,6.0,94.8,0.0,0.0,,0.0,0.0,110.0,1138.0,10.3,6.0,
21.0,Brent Leonard,Louisiana-Monroe,Sun Belt,13.0,104.0,1118.0,10.8,10.0,86.0,4.0,21.0,5.3,0.0,1.6,108.0,1139.0,10.5,10.0,
22.0,Bernard Reedy,Toledo,MAC,13.0,88.0,1113.0,12.6,6.0,85.6,13.0,63.0,4.8,0.0,4.8,101.0,1176.0,11.6,6.0,
23.0,Justin Hardy,East Carolina,CUSA,13.0,88.0,1105.0,12.6,11.0,85.0,0.0,0.0,,0.0,0.0,88.0,1105.0,12.6,11.0,
24.0,Mike Evans,Texas A&M,SEC,13.0,82.0,1105.0,13.5,5.0,85.0,0.0,0.0,,0.0,0.0,82.0,1105.0,13.5,5.0,
25.0,Justin Hunter,Tennessee,SEC,12.0,73.0,1083.0,14.8,9.0,90.3,0.0,0.0,,0.0,0.0,73.0,1083.0,14.8,9.0,
26.0,Martel Moore,Northern Illinois,MAC,14.0,75.0,1083.0,14.4,13.0,77.4,0.0,0.0,,0.0,0.0,75.0,1083.0,14.4,13.0,
27.0,Conner Vernon,Duke,ACC,13.0,85.0,1074.0,12.6,8.0,82.6,3.0,-2.0,-0.7,0.0,-0.2,88.0,1072.0,12.2,8.0,
