Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Nick Florence,Baylor,Big 12,13.0,286.0,464.0,61.6,4309.0,33.0,7.1,13.0,2.8,9.3,9.45,15.1,331.5,157.5,
2.0,Landry Jones,Oklahoma,Big 12,13.0,367.0,555.0,66.1,4267.0,30.0,5.4,11.0,2.0,7.7,7.88,11.6,328.2,144.6,
3.0,Geno Smith,West Virginia,Big 12,13.0,369.0,518.0,71.2,4205.0,42.0,8.1,6.0,1.2,8.1,9.22,11.4,323.5,163.9,
4.0,Seth Doege,Texas Tech,Big 12,13.0,380.0,541.0,70.2,4205.0,39.0,7.2,16.0,3.0,7.8,7.88,11.1,323.5,153.4,
5.0,Rakeem Cato,Marshall,CUSA,12.0,406.0,584.0,69.5,4201.0,37.0,6.3,11.0,1.9,7.2,7.61,10.3,350.1,147.1,
6.0,David Fales,San Jose State,WAC,13.0,327.0,451.0,72.5,4193.0,33.0,7.3,9.0,2.0,9.3,9.86,12.8,322.5,170.8,
7.0,Colby Cameron,Louisiana Tech,WAC,12.0,359.0,522.0,68.8,4147.0,31.0,5.9,5.0,1.0,7.9,8.7,11.6,345.6,153.2,
8.0,Derek Carr,Fresno State,MWC,13.0,344.0,511.0,67.3,4104.0,37.0,7.2,7.0,1.4,8.0,8.86,11.9,315.7,155.9,
9.0,Mike Glennon,North Carolina State,ACC,13.0,330.0,564.0,58.5,4031.0,31.0,5.5,17.0,3.0,7.1,6.89,12.2,310.1,130.7,
10.0,Tajh Boyd,Clemson,ACC,13.0,287.0,427.0,67.2,3896.0,36.0,8.4,13.0,3.0,9.1,9.44,13.6,299.7,165.6,
11.0,Aaron Murray,Georgia,SEC,14.0,249.0,386.0,64.5,3893.0,36.0,9.3,10.0,2.6,10.1,10.78,15.6,278.1,174.8,
12.0,Ryan Nassib,Syracuse,Big East,13.0,294.0,471.0,62.4,3749.0,26.0,5.5,10.0,2.1,8.0,8.11,12.8,288.4,143.3,
13.0,Brett Hundley,UCLA,Pac-12,14.0,318.0,478.0,66.5,3740.0,29.0,6.1,11.0,2.3,7.8,8.0,11.8,267.1,147.7,
14.0,Teddy Bridgewater,Louisville,Big East,13.0,287.0,419.0,68.5,3718.0,27.0,6.4,8.0,1.9,8.9,9.3,13.0,286.0,160.5,
15.0,Johnny Manziel,Texas A&M,SEC,13.0,295.0,434.0,68.0,3706.0,26.0,6.0,9.0,2.1,8.5,8.8,12.6,285.1,155.3,"H-1,AA"
16.0,Matt Scott,Arizona,Pac-12,12.0,301.0,499.0,60.3,3620.0,27.0,5.4,14.0,2.8,7.3,7.07,12.0,301.7,133.5,
17.0,Tyler Bray,Tennessee,SEC,12.0,268.0,451.0,59.4,3612.0,34.0,7.5,12.0,2.7,8.0,8.32,13.5,301.0,146.3,
18.0,Zac Dysert,Miami (OH),MAC,12.0,302.0,480.0,62.9,3483.0,25.0,5.2,12.0,2.5,7.3,7.17,11.5,290.3,136.1,
19.0,E.J. Manuel,Florida State,ACC,14.0,263.0,387.0,68.0,3397.0,23.0,5.9,10.0,2.6,8.8,8.8,12.9,242.6,156.1,
20.0,Dalton Williams,Akron,MAC,12.0,326.0,522.0,62.5,3387.0,25.0,4.8,16.0,3.1,6.5,6.07,10.4,282.3,126.6,
21.0,Tyler Wilson,Arkansas,SEC,11.0,249.0,401.0,62.1,3387.0,21.0,5.2,13.0,3.2,8.4,8.03,13.6,307.9,143.8,
22.0,Chuckie Keeton,Utah State,WAC,13.0,275.0,407.0,67.6,3373.0,27.0,6.6,9.0,2.2,8.3,8.62,12.3,259.5,154.7,
23.0,Bryn Renner,North Carolina,ACC,12.0,276.0,422.0,65.4,3356.0,28.0,6.6,7.0,1.7,8.0,8.53,12.2,279.7,150.8,
24.0,Stephen Morris,Miami (FL),ACC,12.0,245.0,421.0,58.2,3345.0,21.0,5.0,7.0,1.7,7.9,8.19,13.7,278.8,138.1,
25.0,Ryan Aplin,Arkansas State,Sun Belt,13.0,276.0,406.0,68.0,3342.0,24.0,5.9,4.0,1.0,8.2,8.97,12.1,257.1,154.7,
26.0,Tino Sunseri,Pitt,Big East,13.0,256.0,393.0,65.1,3288.0,21.0,5.3,3.0,0.8,8.4,9.09,12.8,252.9,151.5,
27.0,Matt Barkley,USC,Pac-12,11.0,246.0,387.0,63.6,3273.0,36.0,9.3,15.0,3.9,8.5,8.57,13.3,297.5,157.6,
28.0,Matt McGloin,Penn State,Big Ten,12.0,270.0,446.0,60.5,3271.0,24.0,5.4,5.0,1.1,7.3,7.91,12.1,272.6,137.7,
29.0,Ryan Radcliff,Central Michigan,MAC,13.0,242.0,407.0,59.5,3163.0,23.0,5.7,9.0,2.2,7.8,7.91,13.1,243.3,139.0,
30.0,Jordan Lynch,Northern Illinois,MAC,14.0,237.0,394.0,60.2,3138.0,25.0,6.3,6.0,1.5,8.0,8.55,13.2,224.1,144.9,H-7
31.0,Corey Robinson,Troy,Sun Belt,11.0,257.0,389.0,66.1,3121.0,12.0,3.1,9.0,2.3,8.0,7.6,12.1,283.7,139.0,
32.0,Shane Carden,East Carolina,CUSA,13.0,273.0,413.0,66.1,3116.0,23.0,5.6,10.0,2.4,7.5,7.57,11.4,239.7,143.0,
33.0,Sean Renfree,Duke,ACC,12.0,297.0,441.0,67.3,3113.0,19.0,4.3,10.0,2.3,7.1,6.9,10.5,259.4,136.3,
34.0,Keith Wenning,Ball State,MAC,12.0,301.0,460.0,65.4,3095.0,24.0,5.2,10.0,2.2,6.7,6.79,10.3,257.9,134.8,
35.0,Chase Rettig,Boston College,ACC,12.0,253.0,467.0,54.2,3060.0,17.0,3.6,13.0,2.8,6.6,6.03,12.1,255.0,115.7,
36.0,Blake Bortles,UCF,CUSA,14.0,251.0,399.0,62.9,3059.0,25.0,6.3,7.0,1.8,7.7,8.13,12.2,218.5,144.5,
37.0,Kolton Browning,Louisiana-Monroe,Sun Belt,12.0,273.0,428.0,63.8,3049.0,29.0,6.8,10.0,2.3,7.1,7.43,11.2,254.1,141.3,
38.0,Taylor Kelly,Arizona State,Pac-12,13.0,241.0,359.0,67.1,3039.0,29.0,8.1,9.0,2.5,8.5,8.95,12.6,233.8,159.9,
39.0,Bo Wallace,Ole Miss,SEC,13.0,235.0,368.0,63.9,2994.0,22.0,6.0,17.0,4.6,8.1,7.25,12.7,230.3,142.7,
40.0,Logan Thomas,Virginia Tech,ACC,13.0,220.0,429.0,51.3,2976.0,18.0,4.2,16.0,3.7,6.9,6.1,13.5,228.9,115.9,
41.0,A.J. McCarron,Alabama,SEC,14.0,211.0,314.0,67.2,2933.0,30.0,9.6,3.0,1.0,9.3,10.82,13.9,209.5,175.3,
