Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Montee Ball,Wisconsin,Big Ten,14.0,307.0,1923.0,6.3,33.0,137.4,24.0,306.0,12.8,6.0,21.9,331.0,2229.0,6.7,39.0,"H-4,AA"
2.0,LaMichael James,Oregon,Pac-12,12.0,247.0,1805.0,7.3,18.0,150.4,17.0,210.0,12.4,1.0,17.5,264.0,2015.0,7.6,19.0,H-10
3.0,Ronnie Hillman,San Diego State,MWC,13.0,311.0,1711.0,5.5,19.0,131.6,24.0,270.0,11.3,1.0,20.8,335.0,1981.0,5.9,20.0,
4.0,David Wilson,Virginia Tech,ACC,14.0,290.0,1709.0,5.9,9.0,122.1,22.0,129.0,5.9,1.0,9.2,312.0,1838.0,5.9,10.0,
5.0,Bobby Rainey,Western Kentucky,Sun Belt,12.0,369.0,1695.0,4.6,13.0,141.3,36.0,361.0,10.0,4.0,30.1,405.0,2056.0,5.1,17.0,
6.0,Trent Richardson,Alabama,SEC,13.0,283.0,1679.0,5.9,21.0,129.2,29.0,338.0,11.7,3.0,26.0,312.0,2017.0,6.5,24.0,"H-3,AA"
7.0,Robbie Rouse,Fresno State,WAC,13.0,329.0,1549.0,4.7,13.0,119.2,32.0,228.0,7.1,1.0,17.5,361.0,1777.0,4.9,14.0,
8.0,Terrance Ganaway,Baylor,Big 12,13.0,250.0,1547.0,6.2,21.0,119.0,6.0,52.0,8.7,1.0,4.0,256.0,1599.0,6.2,22.0,
9.0,John White,Utah,Pac-12,13.0,316.0,1519.0,4.8,15.0,116.8,13.0,44.0,3.4,2.0,3.4,329.0,1563.0,4.8,17.0,
10.0,Robert Turbin,Utah State,WAC,13.0,249.0,1517.0,6.1,19.0,116.7,17.0,171.0,10.1,4.0,13.2,266.0,1688.0,6.3,23.0,
11.0,Chris Polk,Washington,Pac-12,13.0,293.0,1488.0,5.1,12.0,114.5,31.0,332.0,10.7,4.0,25.5,324.0,1820.0,5.6,16.0,
12.0,Bernard Pierce,Temple,MAC,12.0,273.0,1481.0,5.4,27.0,123.4,3.0,52.0,17.3,0.0,4.3,276.0,1533.0,5.6,27.0,
13.0,Branden Oliver,Buffalo,MAC,12.0,306.0,1395.0,4.6,13.0,116.3,38.0,365.0,9.6,0.0,30.4,344.0,1760.0,5.1,13.0,
14.0,Marcus Coker,Iowa,Big Ten,12.0,281.0,1384.0,4.9,15.0,115.3,21.0,157.0,7.5,0.0,13.1,302.0,1541.0,5.1,15.0,
15.0,Chandler Harnish,Northern Illinois,MAC,14.0,194.0,1379.0,7.1,11.0,98.5,0.0,0.0,,0.0,0.0,194.0,1379.0,7.1,11.0,
16.0,Rex Burkhead,Nebraska,Big Ten,13.0,284.0,1357.0,4.8,15.0,104.4,21.0,177.0,8.4,2.0,13.6,305.0,1534.0,5.0,17.0,
