Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Jordan White,Western Michigan,MAC,13.0,140.0,1911.0,13.7,17.0,147.0,1.0,27.0,27.0,0.0,2.1,141.0,1938.0,13.7,17.0,
2.0,Patrick Edwards,Houston,CUSA,14.0,89.0,1752.0,19.7,20.0,125.1,2.0,6.0,3.0,0.0,0.4,91.0,1758.0,19.3,20.0,
3.0,Kendall Wright,Baylor,Big 12,13.0,108.0,1663.0,15.4,14.0,127.9,10.0,72.0,7.2,0.0,5.5,118.0,1735.0,14.7,14.0,
4.0,Justin Blackmon,Oklahoma State,Big 12,13.0,122.0,1522.0,12.5,18.0,117.1,4.0,7.0,1.8,0.0,0.5,126.0,1529.0,12.1,18.0,AA
5.0,Nick Harwell,Miami (OH),MAC,11.0,97.0,1425.0,14.7,9.0,129.5,4.0,1.0,0.3,0.0,0.1,101.0,1426.0,14.1,9.0,
6.0,Gerell Robinson,Arizona State,Pac-12,13.0,77.0,1397.0,18.1,7.0,107.5,0.0,0.0,,0.0,0.0,77.0,1397.0,18.1,7.0,
7.0,Marquess Wilson,Washington State,Pac-12,12.0,82.0,1388.0,16.9,12.0,115.7,3.0,10.0,3.3,0.0,0.8,85.0,1398.0,16.4,12.0,
8.0,Rishard Matthews,Nevada,WAC,12.0,91.0,1364.0,15.0,8.0,113.7,5.0,-1.0,-0.2,0.0,-0.1,96.0,1363.0,14.2,8.0,
9.0,Keenan Allen,California,Pac-12,13.0,98.0,1343.0,13.7,6.0,103.3,9.0,55.0,6.1,0.0,4.2,107.0,1398.0,13.1,6.0,
10.0,Chris Givens,Wake Forest,ACC,13.0,83.0,1330.0,16.0,9.0,102.3,14.0,77.0,5.5,0.0,5.9,97.0,1407.0,14.5,9.0,
11.0,Marvin McNutt,Iowa,Big Ten,13.0,82.0,1315.0,16.0,12.0,101.2,6.0,58.0,9.7,0.0,4.5,88.0,1373.0,15.6,12.0,
12.0,B.J. Cunningham,Michigan State,Big Ten,14.0,79.0,1306.0,16.5,12.0,93.3,3.0,26.0,8.7,0.0,1.9,82.0,1332.0,16.2,12.0,
13.0,Robert Woods,USC,Pac-12,12.0,111.0,1292.0,11.6,15.0,107.7,7.0,16.0,2.3,0.0,1.3,118.0,1308.0,11.1,15.0,AA
14.0,Stedman Bailey,West Virginia,Big East,13.0,72.0,1279.0,17.8,12.0,98.4,0.0,0.0,,0.0,0.0,72.0,1279.0,17.8,12.0,
15.0,A.J. Jenkins,Illinois,Big Ten,13.0,90.0,1276.0,14.2,8.0,98.2,5.0,26.0,5.2,0.0,2.0,95.0,1302.0,13.7,8.0,
16.0,Justin Johnson,Houston,CUSA,14.0,87.0,1229.0,14.1,12.0,87.8,0.0,0.0,,0.0,0.0,87.0,1229.0,14.1,12.0,
17.0,Sammy Watkins,Clemson,ACC,13.0,82.0,1219.0,14.9,12.0,93.8,32.0,231.0,7.2,0.0,17.8,114.0,1450.0,12.7,12.0,
18.0,Ryan Swope,Texas A&M,Big 12,13.0,89.0,1207.0,13.6,11.0,92.8,7.0,3.0,0.4,0.0,0.2,96.0,1210.0,12.6,11.0,
19.0,Mohamed Sanu,Rutgers,Big East,13.0,115.0,1206.0,10.5,7.0,92.8,4.0,-2.0,-0.5,0.0,-0.2,119.0,1204.0,10.1,7.0,
20.0,Quinton Patton,Louisiana Tech,WAC,13.0,79.0,1202.0,15.2,11.0,92.5,10.0,42.0,4.2,0.0,3.2,89.0,1244.0,14.0,11.0,
21.0,Dwight Jones,North Carolina,ACC,13.0,85.0,1196.0,14.1,12.0,92.0,2.0,11.0,5.5,0.0,0.8,87.0,1207.0,13.9,12.0,
22.0,Tavon Austin,West Virginia,Big East,13.0,101.0,1186.0,11.7,8.0,91.2,16.0,182.0,11.4,1.0,14.0,117.0,1368.0,11.7,9.0,
23.0,Eric Page,Toledo,MAC,13.0,125.0,1182.0,9.5,10.0,90.9,3.0,10.0,3.3,0.0,0.8,128.0,1192.0,9.3,10.0,
24.0,Nelson Rosario,UCLA,Pac-12,14.0,64.0,1161.0,18.1,5.0,82.9,0.0,0.0,,0.0,0.0,64.0,1161.0,18.1,5.0,
25.0,Ryan Broyles,Oklahoma,Big 12,9.0,83.0,1157.0,13.9,10.0,128.6,1.0,3.0,3.0,0.0,0.3,84.0,1160.0,13.8,10.0,AA
26.0,Dwayne Frampton,Arkansas State,Sun Belt,13.0,94.0,1156.0,12.3,6.0,88.9,4.0,28.0,7.0,1.0,2.2,98.0,1184.0,12.1,7.0,
27.0,Lavon Brazill,Ohio,MAC,14.0,72.0,1150.0,16.0,11.0,82.1,5.0,73.0,14.6,1.0,5.2,77.0,1223.0,15.9,12.0,
28.0,Michael Floyd,Notre Dame,Ind,13.0,100.0,1147.0,11.5,9.0,88.2,2.0,13.0,6.5,1.0,1.0,102.0,1160.0,11.4,10.0,
29.0,Marqise Lee,USC,Pac-12,12.0,73.0,1143.0,15.7,11.0,95.3,5.0,33.0,6.6,0.0,2.8,78.0,1176.0,15.1,11.0,
30.0,Darius Johnson,SMU,CUSA,13.0,79.0,1118.0,14.2,8.0,86.0,1.0,1.0,1.0,0.0,0.1,80.0,1119.0,14.0,8.0,
31.0,Jarius Wright,Arkansas,SEC,12.0,66.0,1117.0,16.9,12.0,93.1,0.0,0.0,,0.0,0.0,66.0,1117.0,16.9,12.0,
32.0,Javone Lawson,Louisiana,Sun Belt,13.0,63.0,1092.0,17.3,8.0,84.0,3.0,3.0,1.0,0.0,0.2,66.0,1095.0,16.6,8.0,
33.0,Kamar Jorden,Bowling Green,MAC,12.0,78.0,1089.0,14.0,12.0,90.8,0.0,0.0,,0.0,0.0,78.0,1089.0,14.0,12.0,
