Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Case Keenum,Houston,CUSA,14.0,428.0,603.0,71.0,5631.0,48.0,8.0,5.0,0.8,9.3,10.56,13.2,402.2,174.0,H-7
2.0,Brandon Weeden,Oklahoma State,Big 12,13.0,409.0,565.0,72.4,4727.0,37.0,6.5,13.0,2.3,8.4,8.64,11.6,363.6,159.7,
3.0,Landry Jones,Oklahoma,Big 12,13.0,355.0,562.0,63.2,4463.0,29.0,5.2,15.0,2.7,7.9,7.77,12.6,343.3,141.6,
4.0,Geno Smith,West Virginia,Big East,13.0,346.0,526.0,65.8,4385.0,31.0,5.9,7.0,1.3,8.3,8.92,12.7,337.3,152.6,
5.0,Nick Foles,Arizona,Pac-12,12.0,387.0,560.0,69.1,4334.0,28.0,5.0,14.0,2.5,7.7,7.61,11.2,361.2,145.6,
6.0,Robert Griffin III,Baylor,Big 12,13.0,291.0,402.0,72.4,4293.0,37.0,9.2,6.0,1.5,10.7,11.85,14.8,330.2,189.5,"H-1,AA"
7.0,Brock Osweiler,Arizona State,Pac-12,13.0,326.0,516.0,63.2,4036.0,26.0,5.0,13.0,2.5,7.8,7.7,12.4,310.5,140.5,
8.0,Seth Doege,Texas Tech,Big 12,12.0,398.0,581.0,68.5,4004.0,28.0,4.8,10.0,1.7,6.9,7.08,10.1,333.7,138.9,
9.0,Alex Carder,Western Michigan,MAC,12.0,330.0,502.0,65.7,3873.0,31.0,6.2,14.0,2.8,7.7,7.7,11.7,322.8,145.3,
10.0,Tajh Boyd,Clemson,ACC,14.0,298.0,499.0,59.7,3828.0,33.0,6.6,12.0,2.4,7.7,7.91,12.8,273.4,141.2,
11.0,Kellen Moore,Boise State,MWC,13.0,326.0,439.0,74.3,3800.0,43.0,9.8,9.0,2.1,8.7,9.69,11.7,292.3,175.2,H-8
12.0,Ryan Tannehill,Texas A&M,Big 12,13.0,327.0,531.0,61.6,3744.0,29.0,5.5,15.0,2.8,7.1,6.87,11.4,288.0,133.2,
13.0,Tyler Wilson,Arkansas,SEC,13.0,277.0,438.0,63.2,3638.0,24.0,5.5,6.0,1.4,8.3,8.79,13.1,279.8,148.4,
14.0,Ryan Aplin,Arkansas State,Sun Belt,13.0,304.0,476.0,63.9,3588.0,19.0,4.0,16.0,3.4,7.5,6.82,11.8,276.0,133.6,
15.0,Derek Carr,Fresno State,WAC,13.0,279.0,446.0,62.6,3544.0,26.0,5.8,9.0,2.0,7.9,8.2,12.7,272.6,144.5,
16.0,Matt Barkley,USC,Pac-12,12.0,308.0,446.0,69.1,3528.0,39.0,8.7,7.0,1.6,7.9,8.95,11.5,294.0,161.2,H-6
17.0,Andrew Luck,Stanford,Pac-12,13.0,288.0,404.0,71.3,3517.0,37.0,9.2,10.0,2.5,8.7,9.42,12.2,270.5,169.7,"H-2,Maxwell,Camp"
18.0,Zac Dysert,Miami (OH),MAC,12.0,295.0,448.0,65.8,3513.0,23.0,5.1,11.0,2.5,7.8,7.76,11.9,292.8,143.7,
19.0,Austin Davis,Southern Mississippi,CUSA,14.0,286.0,475.0,60.2,3496.0,30.0,6.3,11.0,2.3,7.4,7.58,12.2,249.7,138.2,
20.0,J.J. McDermott,SMU,CUSA,13.0,272.0,455.0,59.8,3421.0,17.0,3.7,16.0,3.5,7.5,6.68,12.6,263.2,128.2,
21.0,Corey Robinson,Troy,Sun Belt,12.0,316.0,508.0,62.2,3411.0,21.0,4.1,15.0,3.0,6.7,6.21,10.8,284.3,126.3,
22.0,Sean Mannion,Oregon State,Pac-12,12.0,305.0,473.0,64.5,3328.0,16.0,3.4,18.0,3.8,7.0,6.0,10.9,277.3,127.1,
23.0,Kirk Cousins,Michigan State,Big Ten,14.0,267.0,419.0,63.7,3316.0,25.0,6.0,10.0,2.4,7.9,8.03,12.4,236.9,145.1,
24.0,Tyler Tettleton,Ohio,MAC,14.0,265.0,413.0,64.2,3306.0,28.0,6.8,10.0,2.4,8.0,8.27,12.5,236.1,148.9,
25.0,Ryan Radcliff,Central Michigan,MAC,12.0,257.0,453.0,56.7,3286.0,25.0,5.5,16.0,3.5,7.3,6.77,12.8,273.8,128.8,
26.0,Dominique Davis,East Carolina,CUSA,12.0,334.0,494.0,67.6,3225.0,25.0,5.1,19.0,3.8,6.5,5.81,9.7,268.8,131.5,
27.0,Chandler Harnish,Northern Illinois,MAC,14.0,237.0,384.0,61.7,3216.0,28.0,7.3,6.0,1.6,8.4,9.13,13.6,229.7,153.0,
28.0,Russell Wilson,Wisconsin,Big Ten,14.0,225.0,309.0,72.8,3175.0,33.0,10.7,4.0,1.3,10.3,11.83,14.1,226.8,191.8,H-9
29.0,Ryan Lindley,San Diego State,MWC,13.0,237.0,447.0,53.0,3153.0,23.0,5.1,8.0,1.8,7.1,7.28,13.3,242.5,125.7,
30.0,Aaron Murray,Georgia,SEC,14.0,238.0,403.0,59.1,3149.0,35.0,8.7,14.0,3.5,7.8,7.99,13.2,224.9,146.4,
31.0,Matt Faulkner,San Jose State,WAC,11.0,274.0,422.0,64.9,3149.0,13.0,3.1,13.0,3.1,7.5,6.69,11.5,286.3,131.6,
32.0,G.J. Kinne,Tulsa,CUSA,13.0,247.0,390.0,63.3,3090.0,28.0,7.2,12.0,3.1,7.9,7.97,12.5,237.7,147.4,
33.0,Bryn Renner,North Carolina,ACC,13.0,239.0,350.0,68.3,3086.0,26.0,7.4,13.0,3.7,8.8,8.63,12.9,237.4,159.4,
34.0,Keith Price,Washington,Pac-12,13.0,242.0,362.0,66.9,3063.0,33.0,9.1,11.0,3.0,8.5,8.92,12.7,235.6,161.9,
35.0,Mike Glennon,North Carolina State,ACC,13.0,283.0,453.0,62.5,3054.0,31.0,6.8,12.0,2.6,6.7,6.92,10.8,234.9,136.4,
36.0,Matt Schilz,Bowling Green,MAC,12.0,245.0,412.0,59.5,3024.0,28.0,6.8,13.0,3.2,7.3,7.28,12.3,252.0,137.2,
37.0,James Vandenberg,Iowa,Big Ten,13.0,237.0,404.0,58.7,3022.0,25.0,6.2,7.0,1.7,7.5,7.94,12.8,232.5,138.5,
38.0,Tanner Price,Wake Forest,ACC,13.0,253.0,422.0,60.0,3017.0,20.0,4.7,6.0,1.4,7.1,7.46,11.9,232.1,132.8,
39.0,Logan Thomas,Virginia Tech,ACC,14.0,234.0,391.0,59.8,3013.0,19.0,4.9,10.0,2.6,7.7,7.53,12.9,215.2,135.5,
40.0,Zach Maynard,California,Pac-12,13.0,231.0,405.0,57.0,2990.0,17.0,4.2,12.0,3.0,7.4,6.89,12.9,230.0,127.0,
41.0,Blaine Gautier,Louisiana,Sun Belt,13.0,216.0,344.0,62.8,2958.0,23.0,6.7,6.0,1.7,8.6,9.15,13.7,227.5,153.6,
42.0,Casey Pachall,Texas Christian,MWC,13.0,228.0,343.0,66.5,2921.0,25.0,7.3,7.0,2.0,8.5,9.06,12.8,224.7,158.0,
43.0,Sean Renfree,Duke,ACC,12.0,282.0,434.0,65.0,2891.0,14.0,3.2,11.0,2.5,6.7,6.17,10.3,240.9,126.5,
44.0,Tyler Hansen,Colorado,Pac-12,13.0,231.0,412.0,56.1,2883.0,20.0,4.9,11.0,2.7,7.0,6.77,12.5,221.8,125.5,
45.0,Tommy Rees,Notre Dame,Ind,13.0,269.0,411.0,65.5,2871.0,20.0,4.9,14.0,3.4,7.0,6.43,10.7,220.8,133.4,
46.0,James Franklin,Missouri,Big 12,13.0,238.0,376.0,63.3,2865.0,21.0,5.6,11.0,2.9,7.6,7.42,12.0,220.4,139.9,
47.0,Keith Wenning,Ball State,MAC,12.0,287.0,449.0,63.9,2786.0,19.0,4.2,11.0,2.4,6.2,5.95,9.7,232.2,125.1,
48.0,Darron Thomas,Oregon,Pac-12,13.0,211.0,339.0,62.2,2761.0,33.0,9.7,7.0,2.1,8.1,9.16,13.1,212.4,158.7,
49.0,Bryant Moniz,Hawaii,WAC,10.0,248.0,397.0,62.5,2733.0,22.0,5.5,5.0,1.3,6.9,7.43,11.0,273.3,136.1,
50.0,Ryan Nassib,Syracuse,Big East,12.0,259.0,415.0,62.4,2685.0,22.0,5.3,9.0,2.2,6.5,6.55,10.4,223.8,129.9,
51.0,Michael Rocco,Virginia,ACC,13.0,222.0,366.0,60.7,2671.0,13.0,3.6,12.0,3.3,7.3,6.53,12.0,205.5,127.1,
52.0,E.J. Manuel,Florida State,ACC,12.0,203.0,311.0,65.3,2666.0,18.0,5.8,8.0,2.6,8.6,8.57,13.1,222.2,151.2,
53.0,A.J. McCarron,Alabama,SEC,13.0,219.0,328.0,66.8,2634.0,16.0,4.9,5.0,1.5,8.0,8.32,12.0,202.6,147.3,
54.0,Brett Smith,Wyoming,MWC,13.0,253.0,415.0,61.0,2622.0,20.0,4.8,11.0,2.7,6.3,6.09,10.4,201.7,124.6,
55.0,Tino Sunseri,Pitt,Big East,13.0,247.0,385.0,64.2,2616.0,10.0,2.6,11.0,2.9,6.8,6.03,10.6,201.2,124.1,
56.0,B.J. Daniels,South Florida,Big East,11.0,215.0,365.0,58.9,2604.0,13.0,3.6,7.0,1.9,7.1,6.98,12.1,236.7,126.7,
57.0,Marshall Lobbestael,Washington State,Pac-12,11.0,208.0,341.0,61.0,2584.0,19.0,5.6,8.0,2.3,7.6,7.64,12.4,234.9,138.3,
58.0,Ryan Griffin,Tulane,CUSA,13.0,227.0,408.0,55.6,2502.0,13.0,3.2,10.0,2.5,6.1,5.67,11.0,192.5,112.8,
59.0,Jacory Harris,Miami (FL),ACC,11.0,195.0,300.0,65.0,2486.0,20.0,6.7,9.0,3.0,8.3,8.27,12.7,226.0,150.6,
60.0,Kolton Browning,Louisiana-Monroe,Sun Belt,12.0,244.0,419.0,58.2,2483.0,13.0,3.1,8.0,1.9,5.9,5.69,10.2,206.9,114.4,
61.0,Chazz Anderson,Buffalo,MAC,12.0,230.0,406.0,56.7,2454.0,11.0,2.7,9.0,2.2,6.0,5.59,10.7,204.5,111.9,
62.0,Dan Persa,Northwestern,Big Ten,10.0,218.0,297.0,73.4,2376.0,17.0,5.7,7.0,2.4,8.0,8.08,10.9,237.6,154.8,
63.0,Wesley Carroll,Florida International,Sun Belt,13.0,200.0,332.0,60.2,2374.0,14.0,4.2,4.0,1.2,7.2,7.45,11.9,182.6,131.8,
64.0,Logan Kilgore,Middle Tennessee State,Sun Belt,11.0,214.0,365.0,58.6,2231.0,18.0,4.9,12.0,3.3,6.1,5.62,10.4,202.8,119.7,
65.0,Denard Robinson,Michigan,Big Ten,13.0,142.0,258.0,55.0,2173.0,20.0,7.8,15.0,5.8,8.4,7.36,15.3,167.2,139.7,
66.0,Matt Christian,New Mexico State,WAC,9.0,145.0,277.0,52.3,2158.0,15.0,5.4,8.0,2.9,7.8,7.57,14.9,239.8,129.9,
67.0,Teddy Bridgewater,Louisville,Big East,13.0,191.0,296.0,64.5,2129.0,14.0,4.7,12.0,4.1,7.2,6.31,11.1,163.8,132.4,
68.0,Johnny McEntee,Connecticut,Big East,12.0,172.0,335.0,51.3,2110.0,12.0,3.6,8.0,2.4,6.3,5.94,12.3,175.8,111.3,
69.0,Nathan Scheelhaase,Illinois,Big Ten,13.0,184.0,291.0,63.2,2110.0,13.0,4.5,8.0,2.7,7.3,6.91,11.5,162.3,133.4,
