Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Patrick Mahomes,Texas Tech,Big 12,12.0,388.0,591.0,65.7,5052.0,41.0,6.9,10.0,1.7,8.5,9.17,13.0,421.0,157.0,
2.0,Ryan Higgins,Louisiana Tech,CUSA,13.0,329.0,496.0,66.3,4617.0,41.0,8.3,8.0,1.6,9.3,10.24,14.0,355.2,168.6,
3.0,Deshaun Watson,Clemson,ACC,15.0,388.0,579.0,67.0,4593.0,41.0,7.1,17.0,2.9,7.9,8.03,11.8,306.2,151.1,H-2
4.0,Luke Falk,Washington State,Pac-12,13.0,443.0,633.0,70.0,4468.0,38.0,6.0,11.0,1.7,7.1,7.48,10.1,343.7,145.6,
5.0,Mike White,Western Kentucky,CUSA,14.0,280.0,416.0,67.3,4363.0,37.0,8.9,7.0,1.7,10.5,11.51,15.6,311.6,181.4,
6.0,Davis Webb,California,Pac-12,12.0,382.0,620.0,61.6,4295.0,37.0,6.0,12.0,1.9,6.9,7.25,11.2,357.9,135.6,
7.0,Logan Woodside,Toledo,MAC,13.0,289.0,418.0,69.1,4129.0,45.0,10.8,9.0,2.2,9.9,11.06,14.3,317.6,183.3,
8.0,Mason Rudolph,Oklahoma State,Big 12,13.0,284.0,448.0,63.4,4091.0,28.0,6.3,4.0,0.9,9.1,9.98,14.4,314.7,158.9,
9.0,Baker Mayfield,Oklahoma,Big 12,13.0,254.0,358.0,70.9,3965.0,40.0,11.2,8.0,2.2,11.1,12.3,15.6,305.0,196.4,H-3
10.0,Mitch Trubisky,North Carolina,ACC,13.0,304.0,447.0,68.0,3748.0,30.0,6.7,6.0,1.3,8.4,9.12,12.3,288.3,157.9,
11.0,Riley Ferguson,Memphis,American,13.0,280.0,443.0,63.2,3698.0,32.0,7.2,10.0,2.3,8.3,8.78,13.2,284.5,152.6,
12.0,Brett Rypien,Boise State,MWC,13.0,244.0,394.0,61.9,3646.0,24.0,6.1,8.0,2.0,9.3,9.56,14.9,280.5,155.7,
13.0,Trace McSorley,Penn State,Big Ten,14.0,224.0,387.0,57.9,3614.0,29.0,7.5,8.0,2.1,9.3,9.91,16.1,258.1,156.9,
14.0,Greg Ward Jr.,Houston,American,12.0,319.0,469.0,68.0,3557.0,22.0,4.7,13.0,2.8,7.6,7.28,11.2,296.4,141.7,
15.0,Jerod Evans,Virginia Tech,ACC,14.0,268.0,422.0,63.5,3552.0,29.0,6.9,8.0,1.9,8.4,8.94,13.3,253.7,153.1,
16.0,Lamar Jackson,Louisville,ACC,13.0,230.0,409.0,56.2,3543.0,30.0,7.3,9.0,2.2,8.7,9.14,15.4,272.5,148.8,"H-1,Maxwell,AA,Camp"
17.0,Cooper Rush,Central Michigan,MAC,13.0,278.0,465.0,59.8,3540.0,23.0,4.9,16.0,3.4,7.6,7.05,12.7,272.3,133.2,
18.0,Zach Terrell,Western Michigan,MAC,14.0,263.0,377.0,69.8,3533.0,33.0,8.8,4.0,1.1,9.4,10.64,13.4,252.4,175.2,
19.0,Brad Kaaya,Miami (FL),ACC,13.0,261.0,421.0,62.0,3532.0,27.0,6.4,7.0,1.7,8.4,8.92,13.5,271.7,150.3,
20.0,Austin Allen,Arkansas,SEC,13.0,245.0,401.0,61.1,3430.0,25.0,6.2,15.0,3.7,8.6,8.12,14.0,263.8,146.0,
21.0,Jake Browning,Washington,Pac-12,14.0,243.0,391.0,62.1,3430.0,43.0,11.0,9.0,2.3,8.8,9.94,14.1,245.0,167.5,H-6
22.0,Drew Lock,Missouri,SEC,12.0,237.0,434.0,54.6,3399.0,23.0,5.3,10.0,2.3,7.8,7.85,14.3,283.3,133.3,
23.0,Richard Lagow,Indiana,Big Ten,13.0,253.0,438.0,57.8,3362.0,19.0,4.3,17.0,3.9,7.7,6.8,13.3,258.6,128.8,
24.0,David Blough,Purdue,Big Ten,12.0,295.0,517.0,57.1,3352.0,25.0,4.8,21.0,4.1,6.5,5.62,11.4,279.3,119.4,
25.0,Deondre Francois,Florida State,ACC,13.0,235.0,400.0,58.8,3350.0,20.0,5.0,7.0,1.8,8.4,8.59,14.3,257.7,142.1,
26.0,Dane Evans,Tulsa,American,13.0,259.0,435.0,59.5,3348.0,32.0,7.4,12.0,2.8,7.7,7.93,12.9,257.5,142.9,
