Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Colt Brennan,Hawaii,WAC,12.0,350.0,515.0,68.0,4301.0,35.0,6.8,13.0,2.5,8.4,8.57,12.3,358.4,155.5,
2.0,Cody Hodges,Texas Tech,Big 12,12.0,353.0,531.0,66.5,4197.0,31.0,5.8,12.0,2.3,7.9,8.05,11.9,349.8,147.6,
3.0,Brady Quinn,Notre Dame,Ind,12.0,292.0,450.0,64.9,3919.0,32.0,7.1,7.0,1.6,8.7,9.43,13.4,326.6,158.4,H-4
4.0,Matt Leinart,USC,Pac-10,13.0,283.0,431.0,65.7,3815.0,28.0,6.5,8.0,1.9,8.9,9.32,13.5,293.5,157.7,H-3
5.0,John Beck,BYU,MWC,12.0,331.0,513.0,64.5,3709.0,27.0,5.3,13.0,2.5,7.2,7.14,11.2,309.1,137.6,
6.0,Brett Basanez,Northwestern,Big Ten,12.0,314.0,497.0,63.2,3622.0,21.0,4.2,8.0,1.6,7.3,7.41,11.5,301.8,135.1,
7.0,Jordan Palmer,UTEP,CUSA,12.0,258.0,434.0,59.4,3503.0,29.0,6.7,19.0,4.4,8.1,7.44,13.6,291.9,140.5,
8.0,Luke Getsy,Akron,MAC,13.0,278.0,525.0,53.0,3455.0,23.0,4.4,12.0,2.3,6.6,6.43,12.4,265.8,118.1,
9.0,Paul Pinegar,Fresno State,WAC,13.0,265.0,416.0,63.7,3335.0,30.0,7.2,15.0,3.6,8.0,7.84,12.6,256.5,147.6,
10.0,Kevin Kolb,Houston,CUSA,12.0,254.0,420.0,60.5,3258.0,19.0,4.5,15.0,3.6,7.8,7.05,12.8,271.5,133.4,
11.0,Drew Weatherford,Florida State,ACC,13.0,276.0,469.0,58.8,3208.0,18.0,3.8,18.0,3.8,6.8,5.88,11.6,246.8,121.3,
12.0,Drew Olson,UCLA,Pac-10,12.0,242.0,378.0,64.0,3198.0,34.0,9.0,6.0,1.6,8.5,9.54,13.2,266.5,161.6,H-8
13.0,Justin Holland,Colorado State,MWC,12.0,235.0,369.0,63.7,3185.0,23.0,6.2,15.0,4.1,8.6,8.05,13.6,265.4,148.6,
14.0,Darrell Hackney,UAB,CUSA,11.0,242.0,386.0,62.7,3180.0,22.0,5.7,12.0,3.1,8.2,7.98,13.1,289.1,144.5,
15.0,Josh Betts,Miami (OH),MAC,11.0,248.0,434.0,57.1,3178.0,27.0,6.2,13.0,3.0,7.3,7.22,12.8,288.9,133.2,
16.0,Drew Stanton,Michigan State,Big Ten,11.0,236.0,354.0,66.7,3077.0,22.0,6.2,12.0,3.4,8.7,8.41,13.0,279.7,153.4,
17.0,Jay Cutler,Vanderbilt,SEC,11.0,273.0,462.0,59.1,3073.0,21.0,4.5,9.0,1.9,6.7,6.68,11.3,279.4,126.1,
18.0,Vince Young,Texas,Big 12,13.0,212.0,325.0,65.2,3036.0,26.0,8.0,10.0,3.1,9.3,9.56,14.3,233.5,163.9,"H-2,Maxwell,AA"
19.0,Jeff Rowe,Nevada,WAC,12.0,241.0,389.0,62.0,2925.0,21.0,5.4,10.0,2.6,7.5,7.44,12.1,243.8,137.8,
