Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
22.0,Brett Biggs,Akron,MAC,13.0,284.0,1230.0,4.3,10.0,94.6,65.0,535.0,8.2,4.0,41.2,349.0,1765.0,5.1,14.0,
23.0,Darius Walker,Notre Dame,Ind,12.0,253.0,1196.0,4.7,9.0,99.7,43.0,351.0,8.2,2.0,29.3,296.0,1547.0,5.2,11.0,
24.0,Kevin Smith,UCF,CUSA,13.0,249.0,1178.0,4.7,9.0,90.6,8.0,44.0,5.5,0.0,3.4,257.0,1222.0,4.8,9.0,
25.0,Patrick Cobbs,North Texas,Sun Belt,11.0,231.0,1154.0,5.0,6.0,104.9,18.0,106.0,5.9,0.0,9.6,249.0,1260.0,5.1,6.0,
26.0,Kalvin McRae,Ohio,MAC,11.0,209.0,1153.0,5.5,7.0,104.8,13.0,97.0,7.5,0.0,8.8,222.0,1250.0,5.6,7.0,
27.0,Michael Bush,Louisville,Big East,10.0,205.0,1143.0,5.6,23.0,114.3,21.0,253.0,12.0,1.0,25.3,226.0,1396.0,6.2,24.0,
28.0,Jerious Norwood,Mississippi State,SEC,11.0,191.0,1136.0,5.9,6.0,103.3,19.0,96.0,5.1,2.0,8.7,210.0,1232.0,5.9,8.0,
29.0,Gary Russell,Minnesota,Big Ten,12.0,186.0,1130.0,6.1,18.0,94.2,16.0,168.0,10.5,1.0,14.0,202.0,1298.0,6.4,19.0,
30.0,Steve Slaton,West Virginia,Big East,10.0,205.0,1128.0,5.5,17.0,112.8,12.0,95.0,7.9,2.0,9.5,217.0,1223.0,5.6,19.0,
31.0,Chris Barclay,Wake Forest,ACC,10.0,218.0,1127.0,5.2,10.0,112.7,26.0,159.0,6.1,0.0,15.9,244.0,1286.0,5.3,10.0,
32.0,Curtis Brown,BYU,MWC,12.0,210.0,1123.0,5.3,14.0,93.6,53.0,454.0,8.6,2.0,37.8,263.0,1577.0,6.0,16.0,
33.0,Quinton Ganther,Utah,MWC,11.0,205.0,1120.0,5.5,7.0,101.8,25.0,314.0,12.6,1.0,28.5,230.0,1434.0,6.2,8.0,
34.0,Ray Rice,Rutgers,Big East,12.0,195.0,1120.0,5.7,5.0,93.3,8.0,65.0,8.1,0.0,5.4,203.0,1185.0,5.8,5.0,
35.0,Darren McFadden,Arkansas,SEC,11.0,176.0,1113.0,6.3,11.0,101.2,14.0,52.0,3.7,0.0,4.7,190.0,1165.0,6.1,11.0,
36.0,Adrian Peterson,Oklahoma,Big 12,11.0,221.0,1104.0,5.0,14.0,100.4,9.0,50.0,5.6,0.0,4.5,230.0,1154.0,5.0,14.0,
37.0,Brandon Murphy,Miami (OH),MAC,10.0,226.0,1070.0,4.7,9.0,107.0,18.0,159.0,8.8,0.0,15.9,244.0,1229.0,5.0,9.0,
38.0,Antonio Warren,Arkansas State,Sun Belt,10.0,173.0,1066.0,6.2,6.0,106.6,7.0,49.0,7.0,0.0,4.9,180.0,1115.0,6.2,6.0,
39.0,Ontario Sneed,Central Michigan,MAC,11.0,220.0,1065.0,4.8,8.0,96.8,51.0,433.0,8.5,3.0,39.4,271.0,1498.0,5.5,11.0,
40.0,Tyrell Fenroy,Louisiana,Sun Belt,11.0,179.0,1053.0,5.9,12.0,95.7,6.0,37.0,6.2,0.0,3.4,185.0,1090.0,5.9,12.0,
41.0,Vince Young,Texas,Big 12,13.0,155.0,1050.0,6.8,12.0,80.8,0.0,0.0,,0.0,0.0,155.0,1050.0,6.8,12.0,"H-2,Maxwell,AA"
42.0,Tony Hunt,Penn State,Big Ten,12.0,174.0,1047.0,6.0,6.0,87.3,20.0,206.0,10.3,0.0,17.2,194.0,1253.0,6.5,6.0,
43.0,Rafael Little,Kentucky,SEC,11.0,197.0,1045.0,5.3,9.0,95.0,46.0,449.0,9.8,0.0,40.8,243.0,1494.0,6.1,9.0,
44.0,Ryan Gilbert,Houston,CUSA,12.0,170.0,1037.0,6.1,9.0,86.4,21.0,237.0,11.3,1.0,19.8,191.0,1274.0,6.7,10.0,
45.0,Carlton Jones,Army,Ind,10.0,269.0,1024.0,3.8,6.0,102.4,25.0,241.0,9.6,2.0,24.1,294.0,1265.0,4.3,8.0,
46.0,Trovon Riley,Western Michigan,MAC,9.0,220.0,1004.0,4.6,6.0,111.6,17.0,149.0,8.8,0.0,16.6,237.0,1153.0,4.9,6.0,
47.0,Justin Forsett,California,Pac-10,12.0,132.0,999.0,7.6,6.0,83.3,7.0,68.0,9.7,0.0,5.7,139.0,1067.0,7.7,6.0,
48.0,Ahmad Bradshaw,Marshall,CUSA,11.0,214.0,997.0,4.7,9.0,90.6,56.0,381.0,6.8,1.0,34.6,270.0,1378.0,5.1,10.0,
49.0,Mike Hamilton,Oklahoma State,Big 12,11.0,193.0,961.0,5.0,1.0,87.4,20.0,161.0,8.1,0.0,14.6,213.0,1122.0,5.3,1.0,
50.0,Mike Bell,Arizona,Pac-10,11.0,200.0,952.0,4.8,5.0,86.5,18.0,197.0,10.9,0.0,17.9,218.0,1149.0,5.3,5.0,
51.0,Pat White,West Virginia,Big East,12.0,131.0,952.0,7.3,7.0,79.3,0.0,0.0,,0.0,0.0,131.0,952.0,7.3,7.0,
52.0,P.J. Daniels,Georgia Tech,ACC,11.0,198.0,930.0,4.7,3.0,84.5,21.0,174.0,8.3,1.0,15.8,219.0,1104.0,5.0,4.0,
53.0,Maurice Drew,UCLA,Pac-10,12.0,186.0,914.0,4.9,13.0,76.2,31.0,453.0,14.6,4.0,37.8,217.0,1367.0,6.3,17.0,AA
54.0,Joseph Addai,LSU,SEC,13.0,187.0,911.0,4.9,9.0,70.1,20.0,180.0,9.0,1.0,13.8,207.0,1091.0,5.3,10.0,
55.0,Robert Merrill,Texas Christian,MWC,12.0,187.0,911.0,4.9,10.0,75.9,14.0,114.0,8.1,0.0,9.5,201.0,1025.0,5.1,10.0,
56.0,Lance Ball,Maryland,ACC,11.0,189.0,903.0,4.8,6.0,82.1,18.0,153.0,8.5,0.0,13.9,207.0,1056.0,5.1,6.0,
57.0,Quinton Smith,Rice,CUSA,11.0,140.0,902.0,6.4,5.0,82.0,7.0,40.0,5.7,1.0,3.6,147.0,942.0,6.4,6.0,
58.0,Damien Rhodes,Syracuse,Big East,11.0,219.0,900.0,4.1,7.0,81.8,23.0,270.0,11.7,0.0,24.5,242.0,1170.0,4.8,7.0,
59.0,Cory Ross,Nebraska,Big 12,12.0,225.0,882.0,3.9,5.0,73.5,43.0,392.0,9.1,3.0,32.7,268.0,1274.0,4.8,8.0,
60.0,Lamar Owens,Navy,Ind,12.0,213.0,880.0,4.1,11.0,73.3,0.0,0.0,,0.0,0.0,213.0,880.0,4.1,11.0,
61.0,Arian Foster,Tennessee,SEC,11.0,183.0,879.0,4.8,5.0,79.9,14.0,148.0,10.6,0.0,13.5,197.0,1027.0,5.2,5.0,
62.0,James Davis,Clemson,ACC,11.0,165.0,879.0,5.3,9.0,79.9,19.0,152.0,8.0,0.0,13.8,184.0,1031.0,5.6,9.0,
63.0,Jamaal Charles,Texas,Big 12,13.0,119.0,878.0,7.4,11.0,67.5,14.0,157.0,11.2,2.0,12.1,133.0,1035.0,7.8,13.0,
64.0,Taurean Henderson,Texas Tech,Big 12,12.0,148.0,872.0,5.9,17.0,72.7,67.0,528.0,7.9,5.0,44.0,215.0,1400.0,6.5,22.0,
65.0,Wynel Seldon,Wyoming,MWC,11.0,187.0,871.0,4.7,11.0,79.2,27.0,198.0,7.3,0.0,18.0,214.0,1069.0,5.0,11.0,
66.0,Keegan Herring,Arizona State,Pac-10,12.0,158.0,870.0,5.5,6.0,72.5,3.0,4.0,1.3,0.0,0.3,161.0,874.0,5.4,6.0,
67.0,Hugh Charles,Colorado,Big 12,13.0,189.0,858.0,4.5,6.0,66.0,28.0,231.0,8.3,1.0,17.8,217.0,1089.0,5.0,7.0,
68.0,Demyron Martin,SMU,CUSA,11.0,185.0,854.0,4.6,7.0,77.6,8.0,53.0,6.6,2.0,4.8,193.0,907.0,4.7,9.0,
69.0,Lynell Hamilton,San Diego State,MWC,11.0,190.0,819.0,4.3,9.0,74.5,26.0,144.0,5.5,0.0,13.1,216.0,963.0,4.5,9.0,
70.0,Javon Ringer,Michigan State,Big Ten,11.0,122.0,817.0,6.7,5.0,74.3,19.0,138.0,7.3,0.0,12.5,141.0,955.0,6.8,5.0,
71.0,L.V. Whitworth,Boston College,ACC,12.0,189.0,807.0,4.3,5.0,67.3,23.0,244.0,10.6,0.0,20.3,212.0,1051.0,5.0,5.0,
72.0,Michael Robinson,Penn State,Big Ten,12.0,163.0,806.0,4.9,11.0,67.2,0.0,0.0,,0.0,0.0,163.0,806.0,4.9,11.0,H-5
73.0,Marcus Thomas,UTEP,CUSA,11.0,149.0,791.0,5.3,5.0,71.9,32.0,440.0,13.8,3.0,40.0,181.0,1231.0,6.8,8.0,
74.0,Jon Cornish,Kansas,Big 12,12.0,134.0,780.0,5.8,9.0,65.0,15.0,138.0,9.2,2.0,11.5,149.0,918.0,6.2,11.0,
75.0,Justine Buries,New Mexico State,WAC,11.0,187.0,779.0,4.2,5.0,70.8,23.0,141.0,6.1,1.0,12.8,210.0,920.0,4.4,6.0,
76.0,Uril Parrish,Tulsa,CUSA,12.0,179.0,775.0,4.3,9.0,64.6,25.0,246.0,9.8,1.0,20.5,204.0,1021.0,5.0,10.0,
77.0,Lee Marks,Boise State,WAC,13.0,133.0,759.0,5.7,6.0,58.4,8.0,21.0,2.6,0.0,1.6,141.0,780.0,5.5,6.0,
78.0,Aaron Brown,Texas Christian,MWC,11.0,128.0,758.0,5.9,6.0,68.9,11.0,146.0,13.3,3.0,13.3,139.0,904.0,6.5,9.0,
79.0,Cedric Humes,Virginia Tech,ACC,12.0,162.0,752.0,4.6,11.0,62.7,10.0,71.0,7.1,0.0,5.9,172.0,823.0,4.8,11.0,
80.0,Brian Leonard,Rutgers,Big East,12.0,173.0,740.0,4.3,11.0,61.7,55.0,568.0,10.3,6.0,47.3,228.0,1308.0,5.7,17.0,
81.0,Chris Taylor,Indiana,Big Ten,11.0,156.0,740.0,4.7,4.0,67.3,15.0,49.0,3.3,0.0,4.5,171.0,789.0,4.6,4.0,
82.0,Thomas Brown,Georgia,SEC,12.0,147.0,736.0,5.0,4.0,61.3,6.0,67.0,11.2,0.0,5.6,153.0,803.0,5.2,4.0,
83.0,Eugene Gross,Middle Tennessee State,Sun Belt,11.0,182.0,724.0,4.0,13.0,65.8,33.0,277.0,8.4,1.0,25.2,215.0,1001.0,4.7,14.0,
84.0,Courtney Lewis,Texas A&M,Big 12,9.0,109.0,723.0,6.6,7.0,80.3,9.0,106.0,11.8,1.0,11.8,118.0,829.0,7.0,8.0,
85.0,Robert Hubbard,Nevada,WAC,12.0,122.0,719.0,5.9,11.0,59.9,12.0,112.0,9.3,2.0,9.3,134.0,831.0,6.2,13.0,
86.0,Reggie Merriweather,Clemson,ACC,12.0,149.0,715.0,4.8,7.0,59.6,8.0,49.0,6.1,0.0,4.1,157.0,764.0,4.9,7.0,
87.0,Shaun Carney,Air Force,MWC,11.0,170.0,710.0,4.2,11.0,64.5,0.0,0.0,,0.0,0.0,170.0,710.0,4.2,11.0,
88.0,Andre Callender,Boston College,ACC,12.0,142.0,708.0,5.0,3.0,59.0,22.0,141.0,6.4,0.0,11.8,164.0,849.0,5.2,3.0,
89.0,Tyrone Moss,Miami (FL),ACC,8.0,137.0,701.0,5.1,12.0,87.6,1.0,17.0,17.0,0.0,2.1,138.0,718.0,5.2,12.0,
90.0,Umar Ferguson,Temple,Ind,9.0,191.0,701.0,3.7,5.0,77.9,18.0,198.0,11.0,1.0,22.0,209.0,899.0,4.3,6.0,
91.0,Shermar Bracey,Arkansas State,Sun Belt,10.0,107.0,699.0,6.5,5.0,69.9,12.0,124.0,10.3,1.0,12.4,119.0,823.0,6.9,6.0,
92.0,Jerod Void,Purdue,Big Ten,10.0,130.0,696.0,5.4,10.0,69.6,5.0,30.0,6.0,0.0,3.0,135.0,726.0,5.4,10.0,
93.0,Chris Johnson,East Carolina,CUSA,11.0,176.0,684.0,3.9,6.0,62.2,35.0,356.0,10.2,2.0,32.4,211.0,1040.0,4.9,8.0,
94.0,Terrence Whitehead,Oregon,Pac-10,11.0,156.0,679.0,4.4,4.0,61.7,52.0,490.0,9.4,4.0,44.5,208.0,1169.0,5.6,8.0,
95.0,B.J. Lane,Bowling Green,MAC,11.0,139.0,677.0,4.9,10.0,61.5,24.0,151.0,6.3,1.0,13.7,163.0,828.0,5.1,11.0,
96.0,Erick Jackson,Nevada-Las Vegas,MWC,11.0,174.0,673.0,3.9,6.0,61.2,36.0,370.0,10.3,1.0,33.6,210.0,1043.0,5.0,7.0,
97.0,Mark Dillard,Louisiana Tech,WAC,11.0,155.0,672.0,4.3,8.0,61.1,13.0,157.0,12.1,0.0,14.3,168.0,829.0,4.9,8.0,
98.0,Adam Ballard,Navy,Ind,12.0,109.0,668.0,6.1,6.0,55.7,5.0,78.0,15.6,0.0,6.5,114.0,746.0,6.5,6.0,
99.0,Andre Brown,North Carolina State,ACC,11.0,129.0,667.0,5.2,6.0,60.6,7.0,76.0,10.9,0.0,6.9,136.0,743.0,5.5,6.0,
100.0,Mike Davis,South Carolina,SEC,12.0,146.0,666.0,4.6,5.0,55.5,15.0,136.0,9.1,0.0,11.3,161.0,802.0,5.0,5.0,
101.0,Clark Green,Kansas,Big 12,12.0,153.0,664.0,4.3,2.0,55.3,25.0,219.0,8.8,0.0,18.3,178.0,883.0,5.0,2.0,
102.0,Pierre Thomas,Illinois,Big Ten,11.0,127.0,664.0,5.2,5.0,60.4,28.0,225.0,8.0,1.0,20.5,155.0,889.0,5.7,6.0,
103.0,Reggie McNeal,Texas A&M,Big 12,10.0,96.0,664.0,6.9,3.0,66.4,0.0,0.0,,0.0,0.0,96.0,664.0,6.9,3.0,
104.0,Ian Johnson,Boise State,WAC,13.0,119.0,663.0,5.6,4.0,51.0,5.0,46.0,9.2,0.0,3.5,124.0,709.0,5.7,4.0,
105.0,Michael Hart,Michigan,Big Ten,8.0,150.0,662.0,4.4,4.0,82.8,16.0,154.0,9.6,1.0,19.3,166.0,816.0,4.9,5.0,
106.0,Terry Caulley,Connecticut,Big East,11.0,141.0,659.0,4.7,6.0,59.9,27.0,176.0,6.5,0.0,16.0,168.0,835.0,5.0,6.0,
107.0,Paul Mosley,Baylor,Big 12,11.0,180.0,657.0,3.7,7.0,59.7,12.0,90.0,7.5,2.0,8.2,192.0,747.0,3.9,9.0,
108.0,Calvin Dawson,Louisiana-Monroe,Sun Belt,11.0,134.0,656.0,4.9,7.0,59.6,21.0,130.0,6.2,0.0,11.8,155.0,786.0,5.1,7.0,
109.0,Matt Forte,Tulane,CUSA,11.0,169.0,655.0,3.9,4.0,59.5,23.0,163.0,7.1,1.0,14.8,192.0,818.0,4.3,5.0,
110.0,Branden Ore,Virginia Tech,ACC,12.0,109.0,647.0,5.9,6.0,53.9,5.0,36.0,7.2,0.0,3.0,114.0,683.0,6.0,6.0,
111.0,Larry Thomas,Southern Mississippi,CUSA,11.0,167.0,647.0,3.9,4.0,58.8,17.0,118.0,6.9,0.0,10.7,184.0,765.0,4.2,4.0,
112.0,Rudy Burgess,Arizona State,Pac-10,12.0,145.0,644.0,4.4,6.0,53.7,59.0,655.0,11.1,4.0,54.6,204.0,1299.0,6.4,10.0,
113.0,Nate Ilaoa,Hawaii,WAC,12.0,85.0,643.0,7.6,6.0,53.6,36.0,274.0,7.6,1.0,22.8,121.0,917.0,7.6,7.0,
114.0,Yonus Davis,San Jose State,WAC,10.0,95.0,638.0,6.7,4.0,63.8,7.0,48.0,6.9,0.0,4.8,102.0,686.0,6.7,4.0,
115.0,Thomas Clayton,Kansas State,Big 12,9.0,137.0,637.0,4.6,4.0,70.8,12.0,73.0,6.1,1.0,8.1,149.0,710.0,4.8,5.0,
116.0,Corey White,UAB,CUSA,11.0,130.0,632.0,4.9,7.0,57.5,10.0,79.0,7.9,0.0,7.2,140.0,711.0,5.1,7.0,
117.0,Felix Jones,Arkansas,SEC,11.0,99.0,626.0,6.3,3.0,56.9,8.0,100.0,12.5,0.0,9.1,107.0,726.0,6.8,3.0,
118.0,Deshawn Wynn,Florida,SEC,11.0,130.0,621.0,4.8,7.0,56.5,12.0,161.0,13.4,2.0,14.6,142.0,782.0,5.5,9.0,
119.0,George Stripling,Louisville,Big East,12.0,79.0,621.0,7.9,7.0,51.8,1.0,14.0,14.0,0.0,1.2,80.0,635.0,7.9,7.0,
120.0,Micah Andrews,Wake Forest,ACC,10.0,110.0,621.0,5.6,1.0,62.1,7.0,71.0,10.1,0.0,7.1,117.0,692.0,5.9,1.0,
121.0,Bradley Glatthaar,Cincinnati,Big East,11.0,139.0,620.0,4.5,7.0,56.4,11.0,77.0,7.0,0.0,7.0,150.0,697.0,4.6,7.0,
122.0,Mico McSwain,Ole Miss,SEC,9.0,124.0,612.0,4.9,3.0,68.0,7.0,82.0,11.7,0.0,9.1,131.0,694.0,5.3,3.0,
123.0,Troy Smith,Ohio State,Big Ten,11.0,136.0,611.0,4.5,11.0,55.5,0.0,0.0,,0.0,0.0,136.0,611.0,4.5,11.0,
124.0,Jorvorskie Lane,Texas A&M,Big 12,11.0,119.0,595.0,5.0,9.0,54.1,3.0,48.0,16.0,0.0,4.4,122.0,643.0,5.3,9.0,
125.0,Jason Peters,UCF,CUSA,12.0,105.0,585.0,5.6,5.0,48.8,4.0,24.0,6.0,0.0,2.0,109.0,609.0,5.6,5.0,
126.0,Tarrion Adams,Tulsa,CUSA,13.0,89.0,574.0,6.4,8.0,44.2,24.0,273.0,11.4,2.0,21.0,113.0,847.0,7.5,10.0,
127.0,Wali Lundy,Virginia,ACC,11.0,144.0,574.0,4.0,10.0,52.2,15.0,62.0,4.1,1.0,5.6,159.0,636.0,4.0,11.0,
128.0,Kory Sheets,Purdue,Big Ten,11.0,104.0,571.0,5.5,10.0,51.9,13.0,132.0,10.2,0.0,12.0,117.0,703.0,6.0,10.0,
129.0,Maurice Avery,Memphis,CUSA,12.0,132.0,570.0,4.3,5.0,47.5,10.0,196.0,19.6,2.0,16.3,142.0,766.0,5.4,7.0,
130.0,Chris Markey,UCLA,Pac-10,12.0,110.0,561.0,5.1,3.0,46.8,17.0,231.0,13.6,2.0,19.3,127.0,792.0,6.2,5.0,
131.0,Joel Armstrong,Rice,CUSA,11.0,149.0,555.0,3.7,6.0,50.5,0.0,0.0,,0.0,0.0,149.0,555.0,3.7,6.0,
132.0,Lorenzo Booker,Florida State,ACC,13.0,119.0,552.0,4.6,4.0,42.5,38.0,329.0,8.7,2.0,25.3,157.0,881.0,5.6,6.0,
133.0,Toney Baker,North Carolina State,ACC,11.0,124.0,546.0,4.4,5.0,49.6,13.0,106.0,8.2,1.0,9.6,137.0,652.0,4.8,6.0,
134.0,Stevie Hicks Jr.,Iowa State,Big 12,9.0,149.0,545.0,3.7,4.0,60.6,8.0,39.0,4.9,0.0,4.3,157.0,584.0,3.7,4.0,
135.0,Cody Hull,Southern Mississippi,CUSA,12.0,130.0,542.0,4.2,3.0,45.2,10.0,66.0,6.6,0.0,5.5,140.0,608.0,4.3,3.0,
136.0,Cassen Jackson-Garrison,Vanderbilt,SEC,11.0,97.0,539.0,5.6,8.0,49.0,14.0,139.0,9.9,0.0,12.6,111.0,678.0,6.1,8.0,
137.0,John Wall,Rice,CUSA,11.0,109.0,538.0,4.9,7.0,48.9,0.0,0.0,,0.0,0.0,109.0,538.0,4.9,7.0,
138.0,Ben West,Florida International,Sun Belt,7.0,98.0,537.0,5.5,4.0,76.7,8.0,31.0,3.9,0.0,4.4,106.0,568.0,5.4,4.0,
139.0,Bryson Sumlin,Fresno State,WAC,13.0,120.0,536.0,4.5,5.0,41.2,10.0,77.0,7.7,1.0,5.9,130.0,613.0,4.7,6.0,
140.0,Tyler Ebell,UTEP,CUSA,7.0,118.0,536.0,4.5,5.0,76.6,20.0,250.0,12.5,2.0,35.7,138.0,786.0,5.7,7.0,
141.0,Charles Wynn,Ball State,MAC,8.0,127.0,533.0,4.2,3.0,66.6,26.0,227.0,8.7,1.0,28.4,153.0,760.0,5.0,4.0,
142.0,Marco Nelson,Navy,Ind,12.0,60.0,533.0,8.9,6.0,44.4,11.0,261.0,23.7,2.0,21.8,71.0,794.0,11.2,8.0,
143.0,Jacobe Kendrick,Air Force,MWC,10.0,116.0,532.0,4.6,6.0,53.2,3.0,44.0,14.7,0.0,4.4,119.0,576.0,4.8,6.0,
144.0,Steven King,Buffalo,MAC,11.0,136.0,532.0,3.9,3.0,48.4,20.0,137.0,6.9,0.0,12.5,156.0,669.0,4.3,3.0,
145.0,Joel Whinghter,Troy,Sun Belt,10.0,95.0,531.0,5.6,1.0,53.1,9.0,105.0,11.7,0.0,10.5,104.0,636.0,6.1,1.0,
146.0,Joel Whingter,Troy,Sun Belt,10.0,95.0,531.0,5.6,1.0,53.1,9.0,105.0,11.7,0.0,10.5,104.0,636.0,6.1,1.0,
147.0,Gerald Riggs Jr.,Tennessee,SEC,6.0,127.0,530.0,4.2,3.0,88.3,10.0,74.0,7.4,0.0,12.3,137.0,604.0,4.4,3.0,
148.0,Ronnie McGill,North Carolina,ACC,7.0,130.0,530.0,4.1,5.0,75.7,15.0,99.0,6.6,0.0,14.1,145.0,629.0,4.3,5.0,
149.0,Scott Wesley,Army,Ind,11.0,104.0,528.0,5.1,10.0,48.0,5.0,46.0,9.2,1.0,4.2,109.0,574.0,5.3,11.0,
150.0,Kolby Smith,Louisville,Big East,10.0,107.0,523.0,4.9,6.0,52.3,18.0,196.0,10.9,1.0,19.6,125.0,719.0,5.8,7.0,
151.0,Reggie Campbell,Navy,Ind,12.0,57.0,514.0,9.0,7.0,42.8,12.0,314.0,26.2,2.0,26.2,69.0,828.0,12.0,9.0,
152.0,Charles Pierre,Florida Atlantic,Sun Belt,11.0,145.0,513.0,3.5,3.0,46.6,7.0,37.0,5.3,0.0,3.4,152.0,550.0,3.6,3.0,
153.0,Ramonce Taylor,Texas,Big 12,13.0,76.0,513.0,6.8,12.0,39.5,27.0,265.0,9.8,3.0,20.4,103.0,778.0,7.6,15.0,
154.0,Tashard Choice,Georgia Tech,ACC,12.0,117.0,513.0,4.4,6.0,42.8,14.0,76.0,5.4,0.0,6.3,131.0,589.0,4.5,6.0,
155.0,Charlie Jones,Miami (FL),ACC,11.0,123.0,507.0,4.1,5.0,46.1,5.0,14.0,2.8,0.0,1.3,128.0,521.0,4.1,5.0,
156.0,Naufahu Tahi,BYU,MWC,11.0,97.0,497.0,5.1,6.0,45.2,41.0,375.0,9.1,2.0,34.1,138.0,872.0,6.3,8.0,
157.0,James Sims,Washington,Pac-10,11.0,112.0,495.0,4.4,6.0,45.0,11.0,73.0,6.6,0.0,6.6,123.0,568.0,4.6,6.0,
158.0,Matt Hall,Navy,Ind,9.0,99.0,493.0,5.0,6.0,54.8,0.0,0.0,,0.0,0.0,99.0,493.0,5.0,6.0,
159.0,Danny Ware,Georgia,SEC,13.0,101.0,492.0,4.9,1.0,37.8,7.0,118.0,16.9,2.0,9.1,108.0,610.0,5.6,3.0,
160.0,Justin Vincent,LSU,SEC,13.0,121.0,488.0,4.0,5.0,37.5,9.0,61.0,6.8,0.0,4.7,130.0,549.0,4.2,5.0,
161.0,Michael Desormeaux,Louisiana,Sun Belt,9.0,87.0,487.0,5.6,3.0,54.1,0.0,0.0,,0.0,0.0,87.0,487.0,5.6,3.0,
162.0,Louis Rankin,Washington,Pac-10,7.0,104.0,485.0,4.7,1.0,69.3,6.0,54.0,9.0,0.0,7.7,110.0,539.0,4.9,1.0,
163.0,Kevin Grady,Michigan,Big Ten,11.0,121.0,483.0,4.0,5.0,43.9,14.0,113.0,8.1,0.0,10.3,135.0,596.0,4.4,5.0,
