feature,shap_mean_abs,kind
ADJ%,7.49906140126611,base
RDOM+,7.167903579416937,base
BTT%,5.614320422145898,base
Comp%,4.776428231846073,base
PDOM+,3.312159580672057,base
Draft Capital,0.1,base
Breakout Age,0.1,base
