position,seed,n_subsets,max_base_feats,n_iter_per_model,best_test_R2,best_test_MAE,best_test_RMSE,runtime_sec,leaderboard_csv,predictions_csv,metadata_json,model_pickle,best_model_tag,best_bases,best_interactions
QB,21,40,15,15,0.7570431912670598,19.873673079722558,27.23884473815154,57.210076458752155,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_leaderboard_seed21_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_preds_seed21_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_meta_seed21_subs40_base15_iter15.json,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_model_seed21_subs40_base15_iter15.pkl,GB,PDOM+|RDOM+|Draft Capital|Comp%|YCO/A|Breakout Age|BMI|TWP%|Speed|MTF|BTT%|aDOT,
QB,34,40,15,15,0.790161009697775,14.453672424092078,18.717586717782854,57.34751566592604,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_leaderboard_seed34_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_preds_seed34_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_meta_seed34_subs40_base15_iter15.json,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_model_seed34_subs40_base15_iter15.pkl,GB,PDOM+|RDOM+|Draft Capital|Comp%|BTT%|ADJ%|Breakout Age,
QB,56,40,15,15,0.8520749258024451,12.264644341091804,18.239838539032586,54.49396458361298,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_leaderboard_seed56_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_preds_seed56_subs40_base15_iter15.csv,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_wide_best_meta_seed56_subs40_base15_iter15.json,/Users/chasesiegel/Desktop/Comp_Sci/Capstone/Dynasty/data/Training/_derived/QB/qb_model_seed56_subs40_base15_iter15.pkl,GB,PDOM+|RDOM+|Draft Capital|Comp%|BTT%,
