position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
QB,21,10,15,15,4,GB,0.8430113056782194,0.734616581360637,21.13659027004157,28.468267575953107,16,PDOM+|RDOM+|Draft Capital|Comp%|BMI|Y/RR|BTT%|MTF|Speed|ADJ%|ATT|YCO/A|Breakout Age|TWP%|aDOT,SpeedxBMI,-15.914056326061601
QB,21,10,15,15,2,GB,0.7451712955998524,0.6871404586027545,23.732940790795812,30.90998890451759,6,PDOM+|RDOM+|Draft Capital|Comp%|Breakout Age,SpeedxBMI,-5.450904039792635
QB,21,10,15,15,3,GB,0.8093476429913993,0.6787603823363826,23.672356421648644,31.321221957331822,12,PDOM+|RDOM+|Draft Capital|Comp%|ADJ%|BMI|YCO/A|Y/RR|TWP%|BTT%|MTF,SpeedxBMI,-16.211551406056934
QB,21,10,15,15,7,GB,0.8141736974387814,0.6686126906865548,23.65714816138576,31.812081279402644,11,PDOM+|RDOM+|Draft Capital|Comp%|YCO/A|ADJ%|BMI|TWP%|MTF|BTT%|Speed,,-16.033708785649406
QB,21,10,15,15,0,GB,0.7103978192431745,0.6651205827597904,23.61135013793097,31.979257397099133,4,PDOM+|RDOM+|Draft Capital|Comp%,,-8.82649465434583
QB,21,10,15,15,1,GB,0.751339283710988,0.6637282612637183,24.727269637133684,32.04566820136598,7,PDOM+|RDOM+|Draft Capital|Comp%|ADJ%|ATT|Breakout Age,,-10.975368101025404
QB,21,10,15,15,5,GB,0.7408197266288857,0.6562662214180243,24.687308421160946,32.39927208976529,5,PDOM+|RDOM+|Draft Capital|Comp%,SpeedxBMI,-10.315608882510574
QB,21,10,15,15,8,GB,0.782838147161313,0.5901952486933962,27.310113273662065,35.37631901848282,8,PDOM+|RDOM+|Draft Capital|Comp%|TWP%|ADJ%|MTF|BMI,,-15.899247763590443
QB,21,10,15,15,6,GB,0.7459536106362172,0.5687089411988482,27.193688435959814,36.29187232654132,8,PDOM+|RDOM+|Draft Capital|Comp%|ADJ%|Y/RR|MTF,SpeedxBMI,-17.92744997103442
QB,21,10,15,15,9,GB,0.7569582144843802,0.4903864921876784,30.58704216944481,39.449782435677314,7,PDOM+|RDOM+|Draft Capital|Comp%|YCO/A|Speed,SpeedxBMI,-14.030896095566046
