feature,tree_feature_importance,kind
Comp%,0.10743868220706017,base
Draft Capital,0.1,base
Breakout Age,0.08704712851004215,base
BTT%,0.06559753605542665,base
RDOM+,0.05183265372562778,base
ADJ%,0.04269902463644637,base
PDOM+,0.030348762413312615,base
