Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 19_level_0
36.0,Keyon Mozee*,Miami (OH),MAC,14.0,178.0,1098.0,6.2,4.0,78.4,1.0,2.0,2.0,0.0,0.1,179.0,1100.0,6.1,4.0,
37.0,Anthony Hankerson,Oregon State,Ind,12.0,232.0,1082.0,4.7,15.0,90.2,27.0,151.0,5.6,0.0,12.6,259.0,1233.0,4.8,15.0,
38.0,Al-Jay Henderson*,Buffalo,MAC,13.0,204.0,1078.0,5.3,9.0,82.9,19.0,238.0,12.5,1.0,18.3,223.0,1316.0,5.9,10.0,
39.0,Tre Wisner*,Texas,SEC,15.0,226.0,1064.0,4.7,5.0,70.9,44.0,311.0,7.1,1.0,20.7,270.0,1375.0,5.1,6.0,
40.0,Eli Sanders,New Mexico,MWC,12.0,147.0,1063.0,7.2,9.0,88.6,15.0,134.0,8.9,0.0,11.2,162.0,1197.0,7.4,9.0,
41.0,Quinshon Judkins*,Ohio State,Big Ten,16.0,194.0,1060.0,5.5,14.0,66.3,22.0,161.0,7.3,2.0,10.1,216.0,1221.0,5.7,16.0,
42.0,Jonah Coleman*,Washington,Big Ten,13.0,193.0,1053.0,5.5,10.0,81.0,23.0,177.0,7.7,0.0,13.6,216.0,1230.0,5.7,10.0,
43.0,Demond Claiborne,Wake Forest,ACC,12.0,228.0,1049.0,4.6,11.0,87.4,23.0,254.0,11.0,2.0,21.2,251.0,1303.0,5.2,13.0,
44.0,Parker Navarro*,Ohio,MAC,13.0,160.0,1046.0,6.5,18.0,80.5,0.0,0.0,,0.0,0.0,160.0,1046.0,6.5,18.0,
45.0,Bryson Washington*,Baylor,Big 12,11.0,175.0,1028.0,5.9,12.0,93.5,22.0,217.0,9.9,1.0,19.7,197.0,1245.0,6.3,13.0,
46.0,LeQuint Allen*,Syracuse,ACC,13.0,228.0,1021.0,4.5,16.0,78.5,64.0,521.0,8.1,4.0,40.1,292.0,1542.0,5.3,20.0,
47.0,TreVeyon Henderson*,Ohio State,Big Ten,16.0,144.0,1016.0,7.1,10.0,63.5,27.0,284.0,10.5,1.0,17.8,171.0,1300.0,7.6,11.0,
48.0,Damien Taylor,Troy,Sun Belt,12.0,173.0,1010.0,5.8,7.0,84.2,3.0,19.0,6.3,1.0,1.6,176.0,1029.0,5.8,8.0,
49.0,Micah Bernard,Utah,Big 12,12.0,197.0,1009.0,5.1,4.0,84.1,30.0,150.0,5.0,2.0,12.5,227.0,1159.0,5.1,6.0,
50.0,Avery Morrow*,Colorado State,MWC,13.0,184.0,1006.0,5.5,9.0,77.4,16.0,102.0,6.4,0.0,7.8,200.0,1108.0,5.5,9.0,
51.0,Damien Martinez*,Miami (FL),ACC,13.0,159.0,1002.0,6.3,10.0,77.1,17.0,204.0,12.0,0.0,15.7,176.0,1206.0,6.9,10.0,
52.0,Ismail Mahdi*,Texas State,Sun Belt,12.0,183.0,991.0,5.4,4.0,82.6,24.0,195.0,8.1,2.0,16.3,207.0,1186.0,5.7,6.0,
53.0,Darius Taylor*,Minnesota,Big Ten,12.0,205.0,986.0,4.8,10.0,82.2,54.0,350.0,6.5,2.0,29.2,259.0,1336.0,5.2,12.0,
54.0,George Pettaway*,James Madison,Sun Belt,13.0,162.0,980.0,6.0,5.0,75.4,24.0,200.0,8.3,2.0,15.4,186.0,1180.0,6.3,7.0,
55.0,Desmond Reid*,Pitt,ACC,11.0,184.0,966.0,5.3,5.0,87.8,52.0,579.0,11.1,4.0,52.6,236.0,1545.0,6.5,9.0,
56.0,Kalel Mullings*,Michigan,Big Ten,12.0,185.0,948.0,5.1,12.0,79.0,6.0,35.0,5.8,0.0,2.9,191.0,983.0,5.1,12.0,
57.0,Jamal Haynes*,Georgia Tech,ACC,13.0,169.0,944.0,5.6,9.0,72.6,28.0,166.0,5.9,3.0,12.8,197.0,1110.0,5.6,12.0,
58.0,Jaden Nixon*,Western Michigan,MAC,13.0,143.0,919.0,6.4,12.0,70.7,10.0,77.0,7.7,0.0,5.9,153.0,996.0,6.5,12.0,
59.0,Jai'Den Thomas*,Nevada-Las Vegas,MWC,14.0,164.0,918.0,5.6,7.0,65.6,11.0,91.0,8.3,1.0,6.5,175.0,1009.0,5.8,8.0,
60.0,Riley Leonard*,Notre Dame,Ind,16.0,184.0,906.0,4.9,17.0,56.6,1.0,-8.0,-8.0,0.0,-0.5,185.0,898.0,4.9,17.0,
61.0,Terion Stewart*,Bowling Green,MAC,11.0,166.0,898.0,5.4,6.0,81.6,1.0,12.0,12.0,0.0,1.1,167.0,910.0,5.4,6.0,
62.0,Aaron Young,Old Dominion,Sun Belt,11.0,172.0,887.0,5.2,8.0,80.6,9.0,71.0,7.9,0.0,6.5,181.0,958.0,5.3,8.0,
63.0,Lee Beebe,UAB,American,12.0,166.0,884.0,5.3,7.0,73.7,30.0,219.0,7.3,1.0,18.3,196.0,1103.0,5.6,8.0,
64.0,Elijah Young*,Western Kentucky,CUSA,14.0,201.0,883.0,4.4,3.0,63.1,47.0,384.0,8.2,2.0,27.4,248.0,1267.0,5.1,5.0,
65.0,Raheim Sanders*,South Carolina,SEC,12.0,183.0,881.0,4.8,11.0,73.4,27.0,316.0,11.7,2.0,26.3,210.0,1197.0,5.7,13.0,
66.0,Ollie Gordon,Oklahoma State,Big 12,12.0,190.0,880.0,4.6,13.0,73.3,29.0,179.0,6.2,1.0,14.9,219.0,1059.0,4.8,14.0,
67.0,A.J. Turner,Marshall,Sun Belt,11.0,104.0,864.0,8.3,6.0,78.5,8.0,68.0,8.5,2.0,6.2,112.0,932.0,8.3,8.0,
68.0,Tawee Walker,Wisconsin,Big Ten,11.0,190.0,864.0,4.5,10.0,78.5,11.0,21.0,1.9,0.0,1.9,201.0,885.0,4.4,10.0,
69.0,Hajj-Malik Williams*,Nevada-Las Vegas,MWC,13.0,161.0,851.0,5.3,9.0,65.5,0.0,0.0,,0.0,0.0,161.0,851.0,5.3,9.0,
70.0,Justice Ellison,Indiana,Big Ten,13.0,159.0,848.0,5.3,10.0,65.2,13.0,90.0,6.9,0.0,6.9,172.0,938.0,5.5,10.0,
71.0,CJ Campbell,Florida Atlantic,American,12.0,165.0,844.0,5.1,11.0,70.3,40.0,466.0,11.7,3.0,38.8,205.0,1310.0,6.4,14.0,
72.0,Jahiem White*,West Virginia,Big 12,13.0,148.0,844.0,5.7,7.0,64.9,19.0,122.0,6.4,1.0,9.4,167.0,966.0,5.8,8.0,
73.0,Fluff Bothwell*,South Alabama,Sun Belt,12.0,111.0,832.0,7.5,13.0,69.3,13.0,92.0,7.1,0.0,7.7,124.0,924.0,7.5,13.0,
74.0,Kentrel Bullock*,South Alabama,Sun Belt,13.0,152.0,831.0,5.5,7.0,63.9,15.0,153.0,10.2,1.0,11.8,167.0,984.0,5.9,8.0,
75.0,Camryn Edwards*,Connecticut,Ind,13.0,146.0,830.0,5.7,8.0,63.8,13.0,148.0,11.4,2.0,11.4,159.0,978.0,6.2,10.0,
76.0,John Mateer*,Washington State,Ind,12.0,178.0,826.0,4.6,15.0,68.8,0.0,21.0,,0.0,1.8,178.0,847.0,4.8,15.0,
77.0,Seth McGowan,New Mexico State,CUSA,12.0,152.0,823.0,5.4,3.0,68.6,23.0,277.0,12.0,3.0,23.1,175.0,1100.0,6.3,6.0,
78.0,Freddie Brock,Georgia State,Sun Belt,12.0,151.0,819.0,5.4,8.0,68.3,21.0,166.0,7.9,1.0,13.8,172.0,985.0,5.7,9.0,
79.0,Nate Noel*,Missouri,SEC,11.0,163.0,818.0,5.0,3.0,74.4,15.0,44.0,2.9,0.0,4.0,178.0,862.0,4.8,3.0,
80.0,Star Thomas*,Duke,ACC,10.0,184.0,810.0,4.4,7.0,81.0,16.0,146.0,9.1,1.0,14.6,200.0,956.0,4.8,8.0,
81.0,Delbert Mimms,Eastern Michigan,MAC,12.0,184.0,805.0,4.4,9.0,67.1,19.0,145.0,7.6,1.0,12.1,203.0,950.0,4.7,10.0,
82.0,Diego Pavia*,Vanderbilt,SEC,13.0,192.0,801.0,4.2,8.0,61.6,0.0,0.0,,0.0,0.0,192.0,801.0,4.2,8.0,
83.0,Kelley Joiner Jr.*,South Florida,American,13.0,121.0,799.0,6.6,12.0,61.5,8.0,51.0,6.4,2.0,3.9,129.0,850.0,6.6,14.0,
84.0,Elijah Davis*,Louisiana,Sun Belt,14.0,163.0,796.0,4.9,9.0,56.9,11.0,86.0,7.8,1.0,6.1,174.0,882.0,5.1,10.0,
85.0,Ja'Quinden Jackson*,Arkansas,SEC,10.0,149.0,790.0,5.3,15.0,79.0,13.0,139.0,10.7,0.0,13.9,162.0,929.0,5.7,15.0,
86.0,Marion Lukes,Central Michigan,MAC,11.0,161.0,788.0,4.9,5.0,71.6,16.0,160.0,10.0,1.0,14.5,177.0,948.0,5.4,6.0,
87.0,Braydon Bennett*,Coastal Carolina,Sun Belt,11.0,134.0,781.0,5.8,11.0,71.0,25.0,188.0,7.5,2.0,17.1,159.0,969.0,6.1,13.0,
88.0,Dean Connors,Rice,American,12.0,159.0,780.0,4.9,9.0,65.0,62.0,485.0,7.8,2.0,40.4,221.0,1265.0,5.7,11.0,
89.0,Brendon Lewis,Nevada,MWC,12.0,157.0,775.0,4.9,8.0,64.6,1.0,18.0,18.0,0.0,1.5,158.0,793.0,5.0,8.0,
90.0,Le'Veon Moss*,Texas A&M,SEC,9.0,121.0,765.0,6.3,10.0,85.0,10.0,141.0,14.1,0.0,15.7,131.0,906.0,6.9,10.0,
91.0,Davon Booth,Mississippi State,SEC,12.0,152.0,759.0,5.0,5.0,63.3,13.0,164.0,12.6,4.0,13.7,165.0,923.0,5.6,9.0,
92.0,Jevon Jackson,UTEP,CUSA,12.0,191.0,754.0,3.9,4.0,62.8,16.0,99.0,6.2,2.0,8.3,207.0,853.0,4.1,6.0,
93.0,Caden Durham*,LSU,SEC,12.0,140.0,753.0,5.4,6.0,62.8,28.0,260.0,9.3,2.0,21.7,168.0,1013.0,6.0,8.0,
94.0,Carson Hansen*,Iowa State,Big 12,14.0,151.0,752.0,5.0,13.0,53.7,13.0,88.0,6.8,2.0,6.3,164.0,840.0,5.1,15.0,
95.0,Gavin Williams*,Northern Illinois,MAC,13.0,139.0,749.0,5.4,4.0,57.6,25.0,140.0,5.6,1.0,10.8,164.0,889.0,5.4,5.0,
96.0,Jadarian Price*,Notre Dame,Ind,16.0,120.0,746.0,6.2,7.0,46.6,4.0,10.0,2.5,0.0,0.6,124.0,756.0,6.1,7.0,
97.0,Justin Marshall*,Colorado State,MWC,13.0,154.0,746.0,4.8,4.0,57.4,8.0,62.0,7.8,0.0,4.8,162.0,808.0,5.0,4.0,
98.0,Jevyon Ducker*,Sam Houston,CUSA,13.0,158.0,745.0,4.7,7.0,57.3,15.0,110.0,7.3,0.0,8.5,173.0,855.0,4.9,7.0,
99.0,Quali Conley,Arizona,Big 12,12.0,150.0,745.0,5.0,8.0,62.1,39.0,245.0,6.3,1.0,20.4,189.0,990.0,5.2,9.0,
100.0,Jalen White*,Georgia Southern,Sun Belt,13.0,163.0,744.0,4.6,13.0,57.2,20.0,69.0,3.5,0.0,5.3,183.0,813.0,4.4,13.0,
101.0,Kye Robichaux*,Boston College,ACC,13.0,175.0,744.0,4.3,10.0,57.2,9.0,44.0,4.9,1.0,3.4,184.0,788.0,4.3,11.0,
102.0,Wayshawn Parker*,Washington State,Ind,12.0,137.0,735.0,5.4,4.0,61.3,11.0,108.0,9.8,1.0,9.0,148.0,843.0,5.7,5.0,
103.0,CJ Donaldson*,West Virginia,Big 12,13.0,163.0,734.0,4.5,11.0,56.5,14.0,104.0,7.4,1.0,8.0,177.0,838.0,4.7,12.0,
104.0,Garrett Greene*,West Virginia,Big 12,11.0,134.0,734.0,5.5,6.0,66.7,0.0,0.0,,0.0,0.0,134.0,734.0,5.5,6.0,
105.0,Durell Robinson*,Connecticut,Ind,12.0,107.0,731.0,6.8,8.0,60.9,14.0,75.0,5.4,0.0,6.3,121.0,806.0,6.7,8.0,
106.0,Jaydon Blue*,Texas,SEC,15.0,134.0,730.0,5.4,8.0,48.7,42.0,368.0,8.8,6.0,24.5,176.0,1098.0,6.2,14.0,
107.0,Jalen Milroe*,Alabama,SEC,13.0,168.0,726.0,4.3,20.0,55.8,0.0,0.0,,0.0,0.0,168.0,726.0,4.3,20.0,
108.0,Mike Washington,New Mexico State,CUSA,12.0,157.0,725.0,4.6,8.0,60.4,9.0,74.0,8.2,1.0,6.2,166.0,799.0,4.8,9.0,
109.0,Floyd Chalk*,San Jose State,MWC,13.0,154.0,721.0,4.7,10.0,55.5,7.0,57.0,8.1,0.0,4.4,161.0,778.0,4.8,10.0,
110.0,Zak Wallace*,Arkansas State,Sun Belt,13.0,154.0,721.0,4.7,11.0,55.5,14.0,96.0,6.9,0.0,7.4,168.0,817.0,4.9,11.0,
111.0,Billy Lucas*,Liberty,CUSA,11.0,123.0,720.0,5.9,5.0,65.5,5.0,51.0,10.2,0.0,4.6,128.0,771.0,6.0,5.0,
112.0,LJ Martin*,BYU,Big 12,10.0,137.0,718.0,5.2,7.0,71.8,10.0,98.0,9.8,2.0,9.8,147.0,816.0,5.6,9.0,
113.0,Ahmani Marshall,Appalachian State,Sun Belt,11.0,149.0,713.0,4.8,7.0,64.8,11.0,71.0,6.5,0.0,6.5,160.0,784.0,4.9,7.0,
114.0,Robert Henry*,UTSA,American,11.0,130.0,706.0,5.4,7.0,64.2,21.0,199.0,9.5,1.0,18.1,151.0,905.0,6.0,8.0,
115.0,Zylan Perry*,Louisiana,Sun Belt,13.0,112.0,695.0,6.2,4.0,53.5,11.0,46.0,4.2,0.0,3.5,123.0,741.0,6.0,4.0,
116.0,Devin Mockobee,Purdue,Big Ten,12.0,138.0,687.0,5.0,4.0,57.3,17.0,170.0,10.0,1.0,14.2,155.0,857.0,5.5,5.0,
117.0,Savion Red,Nevada,MWC,12.0,119.0,687.0,5.8,8.0,57.3,16.0,74.0,4.6,0.0,6.2,135.0,761.0,5.6,8.0,
118.0,Jalen Buckley*,Western Michigan,MAC,10.0,128.0,683.0,5.3,9.0,68.3,15.0,112.0,7.5,0.0,11.2,143.0,795.0,5.6,9.0,
119.0,Henry Parrish Jr.*,Ole Miss,SEC,9.0,130.0,678.0,5.2,10.0,75.3,15.0,82.0,5.5,0.0,9.1,145.0,760.0,5.2,10.0,
120.0,LaNorris Sellers*,South Carolina,SEC,12.0,166.0,674.0,4.1,7.0,56.2,0.0,0.0,,0.0,0.0,166.0,674.0,4.1,7.0,
121.0,Jadan Baugh*,Florida,SEC,13.0,133.0,673.0,5.1,7.0,51.8,4.0,33.0,8.3,1.0,2.5,137.0,706.0,5.2,8.0,
122.0,Jayden Brown*,Connecticut,Ind,13.0,118.0,673.0,5.7,2.0,51.8,8.0,85.0,10.6,1.0,6.5,126.0,758.0,6.0,3.0,
123.0,Dawson Pendergrass*,Baylor,Big 12,13.0,121.0,671.0,5.5,6.0,51.6,11.0,103.0,9.4,1.0,7.9,132.0,774.0,5.9,7.0,
124.0,Nate Frazier,Georgia,SEC,13.0,133.0,671.0,5.0,8.0,51.6,12.0,85.0,7.1,0.0,6.5,145.0,756.0,5.2,8.0,
125.0,Ashton Daniels,Stanford,ACC,11.0,148.0,669.0,4.5,3.0,60.8,0.0,0.0,,0.0,0.0,148.0,669.0,4.5,3.0,
126.0,Jamarion Miller*,Alabama,SEC,13.0,145.0,668.0,4.6,7.0,51.4,16.0,155.0,9.7,1.0,11.9,161.0,823.0,5.1,8.0,
127.0,Ty Son Lawton,Indiana,Big Ten,13.0,141.0,668.0,4.7,12.0,51.4,12.0,124.0,10.3,0.0,9.5,153.0,792.0,5.2,12.0,
128.0,Jordon Simmons,Akron,MAC,11.0,110.0,664.0,6.0,2.0,60.4,21.0,183.0,8.7,0.0,16.6,131.0,847.0,6.5,2.0,
129.0,Amari Daniels*,Texas A&M,SEC,12.0,139.0,661.0,4.8,8.0,55.1,7.0,60.0,8.6,0.0,5.0,146.0,721.0,4.9,8.0,
130.0,Kylin James*,Nevada-Las Vegas,MWC,14.0,89.0,653.0,7.3,5.0,46.6,1.0,1.0,1.0,0.0,0.1,90.0,654.0,7.3,5.0,
131.0,Kay'ron Adams,Michigan State,Big Ten,12.0,133.0,649.0,4.9,2.0,54.1,15.0,85.0,5.7,0.0,7.1,148.0,734.0,5.0,2.0,
132.0,Shane Porter*,North Texas,American,13.0,97.0,648.0,6.7,5.0,49.8,16.0,91.0,5.7,0.0,7.0,113.0,739.0,6.5,5.0,
133.0,Colton Joseph,Old Dominion,Sun Belt,9.0,114.0,647.0,5.7,11.0,71.9,0.0,0.0,,0.0,0.0,114.0,647.0,5.7,11.0,
134.0,Hunter Watson*,Sam Houston,CUSA,12.0,168.0,647.0,3.9,9.0,53.9,0.0,0.0,,0.0,0.0,168.0,647.0,3.9,9.0,
135.0,Ja'Quez Cross*,Arkansas State,Sun Belt,13.0,115.0,638.0,5.5,2.0,49.1,35.0,228.0,6.5,1.0,17.5,150.0,866.0,5.8,3.0,
136.0,Jaivian Thomas*,California,ACC,12.0,100.0,626.0,6.3,7.0,52.2,11.0,91.0,8.3,0.0,7.6,111.0,717.0,6.5,7.0,
137.0,Dante Dowdell*,Nebraska,Big Ten,12.0,143.0,614.0,4.3,12.0,51.2,7.0,21.0,3.0,0.0,1.8,150.0,635.0,4.2,12.0,
138.0,Braylon Braxton,Marshall,Sun Belt,11.0,134.0,610.0,4.6,4.0,55.5,0.0,0.0,,0.0,0.0,134.0,610.0,4.6,4.0,
139.0,Josh McCray*,Illinois,Big Ten,13.0,117.0,609.0,5.2,10.0,46.8,13.0,116.0,8.9,1.0,8.9,130.0,725.0,5.6,11.0,
140.0,Trevor Etienne,Georgia,SEC,10.0,122.0,609.0,5.0,9.0,60.9,32.0,194.0,6.1,0.0,19.4,154.0,803.0,5.2,9.0,
141.0,Mark Fletcher Jr.*,Miami (FL),ACC,13.0,112.0,607.0,5.4,9.0,46.7,10.0,106.0,10.6,0.0,8.2,122.0,713.0,5.8,9.0,
142.0,Roman Hemby,Maryland,Big Ten,12.0,134.0,607.0,4.5,6.0,50.6,40.0,273.0,6.8,1.0,22.8,174.0,880.0,5.1,7.0,
143.0,Avery Johnson*,Kansas State,Big 12,13.0,113.0,605.0,5.4,7.0,46.5,0.0,0.0,,0.0,0.0,113.0,605.0,5.4,7.0,
144.0,Rodrigues Clark,Southern Mississippi,Sun Belt,12.0,124.0,604.0,4.9,1.0,50.3,13.0,51.0,3.9,0.0,4.3,137.0,655.0,4.8,1.0,
145.0,Taylen Green*,Arkansas,SEC,13.0,156.0,602.0,3.9,8.0,46.3,0.0,0.0,,0.0,0.0,156.0,602.0,3.9,8.0,
146.0,Dylan Carson,Air Force,MWC,10.0,138.0,600.0,4.3,5.0,60.0,0.0,0.0,,0.0,0.0,138.0,600.0,4.3,5.0,
147.0,Zahir Abdus-Salaam*,Western Michigan,MAC,13.0,113.0,600.0,5.3,3.0,46.2,31.0,250.0,8.1,1.0,19.2,144.0,850.0,5.9,4.0,
148.0,Emmett Johnson*,Nebraska,Big Ten,13.0,117.0,598.0,5.1,1.0,46.0,39.0,286.0,7.3,2.0,22.0,156.0,884.0,5.7,3.0,
149.0,Braedon Sloan,Ball State,MAC,12.0,150.0,597.0,4.0,4.0,49.8,29.0,329.0,11.3,1.0,27.4,179.0,926.0,5.2,5.0,
150.0,Duke Watson*,Louisville,ACC,12.0,67.0,597.0,8.9,7.0,49.8,5.0,60.0,12.0,1.0,5.0,72.0,657.0,9.1,8.0,
151.0,Marcus Carroll*,Missouri,SEC,13.0,140.0,595.0,4.3,12.0,45.8,9.0,66.0,7.3,0.0,5.1,149.0,661.0,4.4,12.0,
152.0,Montrell Johnson*,Florida,SEC,10.0,100.0,593.0,5.9,6.0,59.3,13.0,64.0,4.9,0.0,6.4,113.0,657.0,5.8,6.0,
153.0,Jordan Houston,Marshall,Sun Belt,13.0,111.0,592.0,5.3,2.0,45.5,13.0,173.0,13.3,1.0,13.3,124.0,765.0,6.2,3.0,
154.0,Jamarion Wilcox,Kentucky,SEC,12.0,92.0,590.0,6.4,2.0,49.2,7.0,24.0,3.4,0.0,2.0,99.0,614.0,6.2,2.0,
155.0,Aidan Laughery*,Illinois,Big Ten,12.0,97.0,589.0,6.1,4.0,49.1,9.0,32.0,3.6,0.0,2.7,106.0,621.0,5.9,4.0,
156.0,Donovan Edwards*,Michigan,Big Ten,12.0,128.0,589.0,4.6,4.0,49.1,18.0,83.0,4.6,1.0,6.9,146.0,672.0,4.6,5.0,
157.0,Abu Sama*,Iowa State,Big 12,14.0,124.0,587.0,4.7,2.0,41.9,8.0,58.0,7.3,0.0,4.1,132.0,645.0,4.9,2.0,
158.0,Haynes King*,Georgia Tech,ACC,11.0,125.0,587.0,4.7,11.0,53.4,0.0,0.0,,0.0,0.0,125.0,587.0,4.7,11.0,
159.0,Demie Sumo,Kentucky,SEC,11.0,129.0,586.0,4.5,5.0,53.3,20.0,154.0,7.7,0.0,14.0,149.0,740.0,5.0,5.0,
