Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 19_level_0
30.0,Rasheen Ali*,Marshall,Sun Belt,12.0,212.0,1135.0,5.4,15.0,94.6,28.0,213.0,7.6,1.0,17.8,240.0,1348.0,5.6,16.0,
31.0,Jayden Daniels*,LSU,SEC,12.0,135.0,1134.0,8.4,10.0,94.5,0.0,0.0,,0.0,0.0,135.0,1134.0,8.4,10.0,"H-1,AA,Camp"
32.0,Frank Gore Jr.,Southern Mississippi,Sun Belt,12.0,231.0,1131.0,4.9,10.0,94.3,27.0,221.0,8.2,3.0,18.4,258.0,1352.0,5.2,13.0,
33.0,Re'Mahn Davis*,Kentucky,SEC,13.0,199.0,1129.0,5.7,14.0,86.8,33.0,323.0,9.8,7.0,24.8,232.0,1452.0,6.3,21.0,
34.0,Jawhar Jordan*,Louisville,ACC,13.0,181.0,1128.0,6.2,13.0,86.8,21.0,246.0,11.7,1.0,18.9,202.0,1374.0,6.8,14.0,
35.0,Thomas Castellanos*,Boston College,ACC,13.0,215.0,1113.0,5.2,13.0,85.6,2.0,-11.0,-5.5,0.0,-0.8,217.0,1102.0,5.1,13.0,
36.0,Kaidon Salter*,Liberty,CUSA,14.0,163.0,1089.0,6.7,12.0,77.8,0.0,0.0,,0.0,0.0,163.0,1089.0,6.7,12.0,
37.0,Rashad Amos*,Miami (OH),MAC,14.0,210.0,1075.0,5.1,13.0,76.8,6.0,37.0,6.2,0.0,2.6,216.0,1112.0,5.1,13.0,
38.0,LeQuint Allen*,Syracuse,ACC,13.0,245.0,1064.0,4.3,9.0,81.8,38.0,210.0,5.5,1.0,16.2,283.0,1274.0,4.5,10.0,
39.0,Jamal Haynes*,Georgia Tech,ACC,13.0,174.0,1059.0,6.1,7.0,81.5,20.0,151.0,7.6,1.0,11.6,194.0,1210.0,6.2,8.0,
40.0,Corey Kiner,Cincinnati,Big 12,12.0,192.0,1047.0,5.5,5.0,87.3,12.0,49.0,4.1,0.0,4.1,204.0,1096.0,5.4,5.0,
41.0,Marquez Cooper,Ball State,MAC,12.0,227.0,1043.0,4.6,4.0,86.9,18.0,163.0,9.1,0.0,13.6,245.0,1206.0,4.9,4.0,
42.0,Ayo Adeyi,North Texas,American,12.0,143.0,1017.0,7.1,6.0,84.8,7.0,52.0,7.4,0.0,4.3,150.0,1069.0,7.1,6.0,
43.0,Jaylen Wright*,Tennessee,SEC,12.0,137.0,1013.0,7.4,4.0,84.4,22.0,141.0,6.4,0.0,11.8,159.0,1154.0,7.3,4.0,
44.0,La'Damian Webb*,South Alabama,Sun Belt,11.0,186.0,1007.0,5.4,16.0,91.5,24.0,144.0,6.0,1.0,13.1,210.0,1151.0,5.5,17.0,
45.0,Jalen Buckley,Western Michigan,MAC,11.0,189.0,1003.0,5.3,10.0,91.2,18.0,161.0,8.9,0.0,14.6,207.0,1164.0,5.6,10.0,
46.0,Braelon Allen*,Wisconsin,Big Ten,11.0,181.0,984.0,5.4,12.0,89.5,28.0,132.0,4.7,0.0,12.0,209.0,1116.0,5.3,12.0,
47.0,Malik Sherrod*,Fresno State,MWC,12.0,172.0,966.0,5.6,9.0,80.5,44.0,260.0,5.9,1.0,21.7,216.0,1226.0,5.7,10.0,
48.0,Phil Mafah*,Clemson,ACC,13.0,179.0,965.0,5.4,13.0,74.2,21.0,108.0,5.1,0.0,8.3,200.0,1073.0,5.4,13.0,
49.0,Emmanuel Michel*,Air Force,MWC,11.0,204.0,950.0,4.7,11.0,86.4,0.0,0.0,,0.0,0.0,204.0,950.0,4.7,11.0,
50.0,Harrison Waylee*,Wyoming,MWC,10.0,164.0,947.0,5.8,5.0,94.7,12.0,66.0,5.5,0.0,6.6,176.0,1013.0,5.8,5.0,
51.0,TreVeyon Henderson*,Ohio State,Big Ten,10.0,156.0,926.0,5.9,11.0,92.6,19.0,229.0,12.1,0.0,22.9,175.0,1155.0,6.6,11.0,
52.0,Diego Pavia*,New Mexico State,CUSA,15.0,176.0,923.0,5.2,7.0,61.5,0.0,0.0,,0.0,0.0,176.0,923.0,5.2,7.0,
53.0,Jarquez Hunter*,Auburn,SEC,12.0,159.0,909.0,5.7,7.0,75.8,18.0,118.0,6.6,0.0,9.8,177.0,1027.0,5.8,7.0,
54.0,Trey Benson*,Florida State,ACC,13.0,156.0,906.0,5.8,14.0,69.7,20.0,227.0,11.4,1.0,17.5,176.0,1133.0,6.4,15.0,
55.0,Kaytron Allen*,Penn State,Big Ten,13.0,172.0,902.0,5.2,6.0,69.4,14.0,81.0,5.8,1.0,6.2,186.0,983.0,5.3,7.0,
56.0,Bryson Daily,Army,Ind,11.0,215.0,901.0,4.2,7.0,81.9,0.0,0.0,,0.0,0.0,215.0,901.0,4.2,7.0,
57.0,Malik Jackson*,Jacksonville State,CUSA,12.0,146.0,897.0,6.1,7.0,74.8,15.0,82.0,5.5,0.0,6.8,161.0,979.0,6.1,7.0,
58.0,Jase McClellan*,Alabama,SEC,13.0,180.0,890.0,4.9,8.0,68.5,15.0,137.0,9.1,0.0,10.5,195.0,1027.0,5.3,8.0,
59.0,Anthony Watkins,Tulsa,American,12.0,197.0,889.0,4.5,4.0,74.1,9.0,57.0,6.3,0.0,4.8,206.0,946.0,4.6,4.0,
60.0,Jalen White*,Georgia Southern,Sun Belt,11.0,160.0,889.0,5.6,9.0,80.8,17.0,69.0,4.1,1.0,6.3,177.0,958.0,5.4,10.0,
61.0,Daijun Edwards*,Georgia,SEC,12.0,164.0,881.0,5.4,13.0,73.4,20.0,197.0,9.9,0.0,16.4,184.0,1078.0,5.9,13.0,
62.0,Jonah Coleman*,Arizona,Pac-12,13.0,128.0,871.0,6.8,5.0,67.0,25.0,283.0,11.3,1.0,21.8,153.0,1154.0,7.5,6.0,
63.0,Bhayshul Tuten*,Virginia Tech,ACC,13.0,173.0,863.0,5.0,10.0,66.4,27.0,239.0,8.9,2.0,18.4,200.0,1102.0,5.5,12.0,
64.0,Carson Steele*,UCLA,Pac-12,12.0,167.0,847.0,5.1,6.0,70.6,17.0,163.0,9.6,2.0,13.6,184.0,1010.0,5.5,8.0,
65.0,Jahiem White*,West Virginia,Big 12,12.0,109.0,842.0,7.7,4.0,70.2,5.0,125.0,25.0,2.0,10.4,114.0,967.0,8.5,6.0,
66.0,Quali Conley*,San Jose State,MWC,13.0,131.0,842.0,6.4,9.0,64.8,27.0,269.0,10.0,0.0,20.7,158.0,1111.0,7.0,9.0,
67.0,Nate Noel*,Appalachian State,Sun Belt,11.0,173.0,834.0,4.8,5.0,75.8,16.0,86.0,5.4,0.0,7.8,189.0,920.0,4.9,5.0,
68.0,TJ Harden*,UCLA,Pac-12,13.0,156.0,827.0,5.3,8.0,63.6,19.0,142.0,7.5,1.0,10.9,175.0,969.0,5.5,9.0,
69.0,Will Shipley*,Clemson,ACC,12.0,167.0,827.0,5.0,5.0,68.9,31.0,244.0,7.9,2.0,20.3,198.0,1071.0,5.4,7.0,
70.0,Leshon Williams*,Iowa,Big Ten,14.0,170.0,821.0,4.8,1.0,58.6,12.0,68.0,5.7,1.0,4.9,182.0,889.0,4.9,2.0,
71.0,Marshawn Lloyd*,USC,Pac-12,11.0,116.0,820.0,7.1,9.0,74.5,13.0,232.0,17.8,0.0,21.1,129.0,1052.0,8.2,9.0,
72.0,Jordan Waters*,Duke,ACC,13.0,153.0,819.0,5.4,12.0,63.0,9.0,139.0,15.4,0.0,10.7,162.0,958.0,5.9,12.0,
73.0,Kyron Drones*,Virginia Tech,ACC,13.0,166.0,818.0,4.9,5.0,62.9,1.0,0.0,0.0,0.0,0.0,167.0,818.0,4.9,5.0,
74.0,Montrell Johnson,Florida,SEC,12.0,152.0,817.0,5.4,5.0,68.1,30.0,236.0,7.9,1.0,19.7,182.0,1053.0,5.8,6.0,
75.0,Deion Hankins,UTEP,CUSA,12.0,157.0,812.0,5.2,5.0,67.7,7.0,71.0,10.1,0.0,5.9,164.0,883.0,5.4,5.0,
76.0,Devin Mockobee,Purdue,Big Ten,12.0,172.0,811.0,4.7,6.0,67.6,19.0,180.0,9.5,1.0,15.0,191.0,991.0,5.2,7.0,
77.0,Sieh Bangura*,Ohio,MAC,12.0,178.0,811.0,4.6,7.0,67.6,18.0,159.0,8.8,1.0,13.3,196.0,970.0,4.9,8.0,
78.0,Isaac Guerendo*,Louisville,ACC,14.0,132.0,810.0,6.1,11.0,57.9,22.0,234.0,10.6,0.0,16.7,154.0,1044.0,6.8,11.0,
79.0,Byrum Brown*,South Florida,American,13.0,203.0,809.0,4.0,11.0,62.2,2.0,36.0,18.0,0.0,2.8,205.0,845.0,4.1,11.0,
80.0,Davon Booth*,Utah State,MWC,12.0,120.0,805.0,6.7,6.0,67.1,12.0,50.0,4.2,0.0,4.2,132.0,855.0,6.5,6.0,
81.0,Jermaine Brown Jr.,UAB,American,12.0,158.0,803.0,5.1,12.0,66.9,41.0,416.0,10.1,1.0,34.7,199.0,1219.0,6.1,13.0,
82.0,Darius Taylor*,Minnesota,Big Ten,6.0,138.0,799.0,5.8,5.0,133.2,11.0,92.0,8.4,0.0,15.3,149.0,891.0,6.0,5.0,
83.0,CJ Donaldson*,West Virginia,Big 12,12.0,171.0,798.0,4.7,11.0,66.5,9.0,59.0,6.6,0.0,4.9,180.0,857.0,4.8,11.0,
84.0,Nate Carter,Michigan State,Big Ten,12.0,185.0,798.0,4.3,4.0,66.5,22.0,103.0,4.7,0.0,8.6,207.0,901.0,4.4,4.0,
85.0,Ja'Quinden Jackson*,Utah,Pac-12,12.0,161.0,797.0,5.0,4.0,66.4,9.0,53.0,5.9,0.0,4.4,170.0,850.0,5.0,4.0,
86.0,Nay'quan Wright*,South Florida,American,13.0,180.0,797.0,4.4,8.0,61.3,10.0,25.0,2.5,0.0,1.9,190.0,822.0,4.3,8.0,
87.0,Kendall Milton*,Georgia,SEC,13.0,121.0,790.0,6.5,14.0,60.8,4.0,25.0,6.3,0.0,1.9,125.0,815.0,6.5,14.0,
88.0,Cameron Skattebo,Arizona State,Pac-12,12.0,164.0,783.0,4.8,9.0,65.3,24.0,286.0,11.9,1.0,23.8,188.0,1069.0,5.7,10.0,
89.0,Kye Robichaux*,Boston College,ACC,11.0,163.0,780.0,4.8,8.0,70.9,15.0,108.0,7.2,0.0,9.8,178.0,888.0,5.0,8.0,
90.0,Garrett Greene*,West Virginia,Big 12,12.0,120.0,772.0,6.4,13.0,64.3,0.0,0.0,,0.0,0.0,120.0,772.0,6.4,13.0,
91.0,Dean Connors*,Rice,American,13.0,121.0,771.0,6.4,7.0,59.3,43.0,403.0,9.4,3.0,31.0,164.0,1174.0,7.2,10.0,
92.0,Terion Stewart*,Bowling Green,MAC,9.0,125.0,762.0,6.1,8.0,84.7,1.0,27.0,27.0,0.0,3.0,126.0,789.0,6.3,8.0,
93.0,Vincent Davis*,Nevada-Las Vegas,MWC,14.0,145.0,760.0,5.2,7.0,54.3,11.0,100.0,9.1,1.0,7.1,156.0,860.0,5.5,8.0,
94.0,Jordan James*,Oregon,Pac-12,14.0,107.0,759.0,7.1,11.0,54.2,15.0,132.0,8.8,1.0,9.4,122.0,891.0,7.3,12.0,
95.0,Alex Tecza,Navy,American,12.0,126.0,758.0,6.0,5.0,63.2,16.0,97.0,6.1,0.0,8.1,142.0,855.0,6.0,5.0,
96.0,Trevor Etienne,Florida,SEC,11.0,131.0,753.0,5.7,8.0,68.5,21.0,172.0,8.2,1.0,15.6,152.0,925.0,6.1,9.0,
97.0,Nicholas Singleton*,Penn State,Big Ten,13.0,171.0,752.0,4.4,8.0,57.8,26.0,308.0,11.8,2.0,23.7,197.0,1060.0,5.4,10.0,
98.0,George Holani*,Boise State,MWC,8.0,134.0,748.0,5.6,7.0,93.5,17.0,199.0,11.7,0.0,24.9,151.0,947.0,6.3,7.0,
99.0,Jaylan Knighton*,SMU,American,12.0,136.0,745.0,5.5,7.0,62.1,13.0,89.0,6.8,1.0,7.4,149.0,834.0,5.6,8.0,
100.0,Gavin Sawchuk*,Oklahoma,Big 12,12.0,120.0,744.0,6.2,9.0,62.0,14.0,94.0,6.7,0.0,7.8,134.0,838.0,6.3,9.0,
101.0,Oscar Adaway III,North Texas,American,12.0,123.0,738.0,6.0,6.0,61.5,14.0,89.0,6.4,0.0,7.4,137.0,827.0,6.0,6.0,
102.0,Haynes King*,Georgia Tech,ACC,13.0,120.0,737.0,6.1,10.0,56.7,0.0,0.0,,0.0,0.0,120.0,737.0,6.1,10.0,
103.0,Marion Lukes,Central Michigan,MAC,12.0,144.0,737.0,5.1,5.0,61.4,29.0,300.0,10.3,0.0,25.0,173.0,1037.0,6.0,5.0,
104.0,Darren Grainger*,Georgia State,Sun Belt,13.0,159.0,736.0,4.6,10.0,56.6,0.0,0.0,,0.0,0.0,159.0,736.0,4.6,10.0,
105.0,Rahsul Faison*,Utah State,MWC,13.0,118.0,736.0,6.2,5.0,56.6,11.0,52.0,4.7,0.0,4.0,129.0,788.0,6.1,5.0,
106.0,Jacob Kibodi*,Louisiana,Sun Belt,12.0,129.0,729.0,5.7,7.0,60.8,9.0,79.0,8.8,1.0,6.6,138.0,808.0,5.9,8.0,
107.0,Kiael Kelly,Ball State,MAC,12.0,135.0,724.0,5.4,7.0,60.3,6.0,39.0,6.5,0.0,3.3,141.0,763.0,5.4,7.0,
108.0,Ja'Quez Cross*,Arkansas State,Sun Belt,13.0,128.0,716.0,5.6,7.0,55.1,24.0,161.0,6.7,0.0,12.4,152.0,877.0,5.8,7.0,
109.0,Tyrone Tracy Jr.,Purdue,Big Ten,11.0,113.0,716.0,6.3,8.0,65.1,19.0,132.0,6.9,0.0,12.0,132.0,848.0,6.4,8.0,
110.0,Kevorian Barnes*,UTSA,American,12.0,147.0,715.0,4.9,6.0,59.6,14.0,61.0,4.4,0.0,5.1,161.0,776.0,4.8,6.0,
111.0,Zion Webb*,Jacksonville State,CUSA,12.0,132.0,708.0,5.4,7.0,59.0,0.0,0.0,,0.0,0.0,132.0,708.0,5.4,7.0,
112.0,Mario Anderson,South Carolina,SEC,12.0,143.0,707.0,4.9,3.0,58.9,22.0,153.0,7.0,1.0,12.8,165.0,860.0,5.2,4.0,
113.0,Kanye Roberts*,Appalachian State,Sun Belt,14.0,123.0,696.0,5.7,7.0,49.7,14.0,113.0,8.1,0.0,8.1,137.0,809.0,5.9,7.0,
114.0,Larry McCammon III,Florida Atlantic,American,11.0,149.0,681.0,4.6,5.0,61.9,25.0,205.0,8.2,0.0,18.6,174.0,886.0,5.1,5.0,
115.0,Roman Hemby*,Maryland,Big Ten,13.0,142.0,680.0,4.8,4.0,52.3,38.0,349.0,9.2,3.0,26.8,180.0,1029.0,5.7,7.0,
116.0,Jaquez Moore*,Duke,ACC,13.0,116.0,674.0,5.8,6.0,51.8,4.0,64.0,16.0,0.0,4.9,120.0,738.0,6.2,6.0,
117.0,Brennan Armstrong*,North Carolina State,ACC,12.0,143.0,665.0,4.7,7.0,55.4,0.0,0.0,,0.0,0.0,143.0,665.0,4.7,7.0,
118.0,CJ Baxter*,Texas,Big 12,13.0,138.0,659.0,4.8,5.0,50.7,24.0,156.0,6.5,0.0,12.0,162.0,815.0,5.0,5.0,
119.0,Logan Diggs*,LSU,SEC,10.0,119.0,653.0,5.5,7.0,65.3,8.0,82.0,10.3,0.0,8.2,127.0,735.0,5.8,7.0,
120.0,Star Thomas*,New Mexico State,CUSA,15.0,112.0,653.0,5.8,4.0,43.5,22.0,200.0,9.1,2.0,13.3,134.0,853.0,6.4,6.0,
121.0,Cam Porter*,Northwestern,Big Ten,13.0,166.0,651.0,3.9,4.0,50.1,21.0,121.0,5.8,1.0,9.3,187.0,772.0,4.1,5.0,
122.0,Treshaun Ward*,Kansas State,Big 12,11.0,124.0,643.0,5.2,5.0,58.5,17.0,129.0,7.6,2.0,11.7,141.0,772.0,5.5,7.0,
123.0,Lorenzo Lingard,Akron,MAC,12.0,143.0,641.0,4.5,4.0,53.4,38.0,368.0,9.7,2.0,30.7,181.0,1009.0,5.6,6.0,
124.0,Kaelon Black*,James Madison,Sun Belt,13.0,142.0,637.0,4.5,1.0,49.0,27.0,254.0,9.4,4.0,19.5,169.0,891.0,5.3,5.0,
125.0,Samson Evans*,Eastern Michigan,MAC,12.0,142.0,635.0,4.5,12.0,52.9,12.0,89.0,7.4,0.0,7.4,154.0,724.0,4.7,12.0,
126.0,Daniel Hishaw Jr.*,Kansas,Big 12,13.0,121.0,626.0,5.2,8.0,48.2,1.0,9.0,9.0,0.0,0.7,122.0,635.0,5.2,8.0,
127.0,Henry Parrish Jr.*,Miami (FL),ACC,11.0,100.0,625.0,6.3,6.0,56.8,11.0,32.0,2.9,0.0,2.9,111.0,657.0,5.9,6.0,
128.0,Kadarius Calloway*,Old Dominion,Sun Belt,9.0,88.0,623.0,7.1,5.0,69.2,8.0,48.0,6.0,1.0,5.3,96.0,671.0,7.0,6.0,
129.0,Torrance Burgess Jr.,UTEP,CUSA,11.0,124.0,620.0,5.0,2.0,56.4,17.0,227.0,13.4,0.0,20.6,141.0,847.0,6.0,2.0,
130.0,Camryn Edwards,Connecticut,Ind,9.0,123.0,618.0,5.0,4.0,68.7,15.0,132.0,8.8,1.0,14.7,138.0,750.0,5.4,5.0,
131.0,Abu Sama*,Iowa State,Big 12,12.0,84.0,614.0,7.3,6.0,51.2,7.0,51.0,7.3,0.0,4.3,91.0,665.0,7.3,6.0,
132.0,Ron Cook Jr.,Buffalo,MAC,12.0,148.0,609.0,4.1,6.0,50.8,29.0,220.0,7.6,1.0,18.3,177.0,829.0,4.7,7.0,
133.0,Zachar Larrier*,Air Force,MWC,11.0,142.0,605.0,4.3,6.0,55.0,1.0,-8.0,-8.0,0.0,-0.7,143.0,597.0,4.2,6.0,
134.0,Dylan Sampson*,Tennessee,SEC,12.0,106.0,604.0,5.7,7.0,50.3,17.0,175.0,10.3,1.0,14.6,123.0,779.0,6.3,8.0,
135.0,John Lee Eldridge III*,Air Force,MWC,13.0,84.0,599.0,7.1,6.0,46.1,7.0,39.0,5.6,1.0,3.0,91.0,638.0,7.0,7.0,
136.0,Billy Lucas*,Liberty,CUSA,12.0,114.0,597.0,5.2,6.0,49.8,4.0,60.0,15.0,0.0,5.0,118.0,657.0,5.6,6.0,
137.0,Keshawn Wicks*,Old Dominion,Sun Belt,11.0,120.0,589.0,4.9,4.0,53.5,12.0,83.0,6.9,1.0,7.5,132.0,672.0,5.1,5.0,
138.0,Robert Henry*,UTSA,American,13.0,127.0,588.0,4.6,11.0,45.2,19.0,115.0,6.1,0.0,8.8,146.0,703.0,4.8,11.0,
139.0,Demond Claiborne,Wake Forest,ACC,10.0,137.0,586.0,4.3,5.0,58.6,3.0,35.0,11.7,0.0,3.5,140.0,621.0,4.4,5.0,
140.0,Jaylon Jackson*,Eastern Michigan,MAC,13.0,136.0,576.0,4.2,2.0,44.3,24.0,234.0,9.8,2.0,18.0,160.0,810.0,5.1,4.0,
141.0,LJ Johnson Jr.*,SMU,American,11.0,108.0,576.0,5.3,4.0,52.4,7.0,58.0,8.3,0.0,5.3,115.0,634.0,5.5,4.0,
142.0,Zak Wallace*,Arkansas State,Sun Belt,12.0,126.0,575.0,4.6,6.0,47.9,6.0,23.0,3.8,0.0,1.9,132.0,598.0,4.5,6.0,
143.0,Jacquez Stuart*,Toledo,MAC,12.0,110.0,574.0,5.2,6.0,47.8,12.0,143.0,11.9,1.0,11.9,122.0,717.0,5.9,7.0,
144.0,Johnny Richardson*,UCF,Big 12,13.0,87.0,573.0,6.6,1.0,44.1,12.0,46.0,3.8,0.0,3.5,99.0,619.0,6.3,1.0,
145.0,Jo'quavious Marks,Mississippi State,SEC,9.0,121.0,573.0,4.7,4.0,63.7,23.0,167.0,7.3,2.0,18.6,144.0,740.0,5.1,6.0,
146.0,Ahmonte Watkins*,New Mexico State,CUSA,14.0,59.0,572.0,9.7,2.0,40.9,8.0,77.0,9.6,1.0,5.5,67.0,649.0,9.7,3.0,
147.0,Ty Son Lawton*,James Madison,Sun Belt,12.0,126.0,568.0,4.5,5.0,47.3,19.0,174.0,9.2,1.0,14.5,145.0,742.0,5.1,6.0,
148.0,Reggie Love III,Illinois,Big Ten,8.0,116.0,567.0,4.9,4.0,70.9,9.0,58.0,6.4,0.0,7.3,125.0,625.0,5.0,4.0,
149.0,Shomari Lawrence,Florida International,CUSA,12.0,125.0,566.0,4.5,4.0,47.2,8.0,47.0,5.9,0.0,3.9,133.0,613.0,4.6,4.0,
150.0,DeQuan Finn*,Toledo,MAC,13.0,123.0,563.0,4.6,7.0,43.3,0.0,0.0,,0.0,0.0,123.0,563.0,4.6,7.0,
151.0,Jaylon Glover*,Utah,Pac-12,13.0,137.0,562.0,4.1,2.0,43.2,7.0,67.0,9.6,0.0,5.2,144.0,629.0,4.4,2.0,
152.0,Emory Jones,Cincinnati,Big 12,12.0,155.0,560.0,3.6,4.0,46.7,0.0,0.0,,0.0,0.0,155.0,560.0,3.6,4.0,
153.0,Roydell Williams*,Alabama,SEC,14.0,111.0,560.0,5.0,5.0,40.0,11.0,58.0,5.3,1.0,4.1,122.0,618.0,5.1,6.0,
154.0,Jordan Nubin*,Minnesota,Big Ten,13.0,127.0,559.0,4.4,3.0,43.0,6.0,27.0,4.5,0.0,2.1,133.0,586.0,4.4,3.0,
155.0,Aaron Bedgood*,Liberty,CUSA,14.0,58.0,552.0,9.5,3.0,39.4,21.0,220.0,10.5,2.0,15.7,79.0,772.0,9.8,5.0,
156.0,Tyre Shelton,Louisiana Tech,CUSA,8.0,97.0,551.0,5.7,5.0,68.9,9.0,40.0,4.4,0.0,5.0,106.0,591.0,5.6,5.0,
157.0,Victor Rosa,Connecticut,Ind,11.0,112.0,550.0,4.9,3.0,50.0,12.0,69.0,5.8,0.0,6.3,124.0,619.0,5.0,3.0,
158.0,Justice Ellison,Wake Forest,ACC,11.0,120.0,548.0,4.6,1.0,49.8,10.0,61.0,6.1,0.0,5.5,130.0,609.0,4.7,1.0,
