Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 19_level_0
13.0,Jamari Thrash,Georgia State,Sun Belt,12.0,61.0,1122.0,18.4,7.0,93.5,2.0,5.0,2.5,0.0,0.4,63.0,1127.0,17.9,7.0,
14.0,Dorian Singer,Arizona,Pac-12,12.0,66.0,1105.0,16.7,6.0,92.1,0.0,0.0,,0.0,0.0,66.0,1105.0,16.7,6.0,
15.0,Jalen McMillan*,Washington,Pac-12,13.0,79.0,1098.0,13.9,9.0,84.5,1.0,2.0,2.0,0.0,0.2,80.0,1100.0,13.8,9.0,
16.0,A.T. Perry*,Wake Forest,ACC,13.0,81.0,1096.0,13.5,11.0,84.3,0.0,0.0,,0.0,0.0,81.0,1096.0,13.5,11.0,
17.0,Jalen Cropper*,Fresno State,MWC,14.0,83.0,1086.0,13.1,5.0,77.6,7.0,19.0,2.7,0.0,1.4,90.0,1105.0,12.3,5.0,
18.0,Isaiah Winstead*,East Carolina,American,13.0,88.0,1085.0,12.3,6.0,83.5,0.0,0.0,,0.0,0.0,88.0,1085.0,12.3,6.0,
19.0,Marvin Mims*,Oklahoma,Big 12,13.0,54.0,1083.0,20.1,6.0,83.3,2.0,3.0,1.5,0.0,0.2,56.0,1086.0,19.4,6.0,
20.0,Zay Flowers,Boston College,ACC,12.0,78.0,1077.0,13.8,12.0,89.8,12.0,40.0,3.3,0.0,3.3,90.0,1117.0,12.4,12.0,
21.0,Elijah Cooks*,San Jose State,MWC,12.0,69.0,1076.0,15.6,10.0,89.7,0.0,0.0,,0.0,0.0,69.0,1076.0,15.6,10.0,
22.0,Quentin Johnston*,Texas Christian,Big 12,14.0,60.0,1069.0,17.8,6.0,76.4,3.0,-7.0,-2.3,0.0,-0.5,63.0,1062.0,16.9,6.0,
23.0,Jared Wayne*,Pitt,ACC,12.0,60.0,1063.0,17.7,5.0,88.6,0.0,0.0,,0.0,0.0,60.0,1063.0,17.7,5.0,
24.0,Trey Palmer,Nebraska,Big Ten,12.0,71.0,1043.0,14.7,9.0,86.9,5.0,75.0,15.0,0.0,6.3,76.0,1118.0,14.7,9.0,
25.0,Tyrin Smith,UTEP,CUSA,12.0,71.0,1039.0,14.6,7.0,86.6,5.0,36.0,7.2,0.0,3.0,76.0,1075.0,14.1,7.0,
26.0,Jacob Cowing,Arizona,Pac-12,12.0,85.0,1034.0,12.2,7.0,86.2,3.0,1.0,0.3,0.0,0.1,88.0,1035.0,11.8,7.0,
27.0,Tyler Hudson*,Louisville,ACC,12.0,69.0,1034.0,15.0,2.0,86.2,0.0,0.0,,0.0,0.0,69.0,1034.0,15.0,2.0,
28.0,Josh Downs*,North Carolina,ACC,11.0,94.0,1029.0,10.9,11.0,93.5,0.0,0.0,,0.0,0.0,94.0,1029.0,10.9,11.0,
29.0,Malik Nabers*,LSU,SEC,14.0,72.0,1017.0,14.1,3.0,72.6,1.0,5.0,5.0,0.0,0.4,73.0,1022.0,14.0,3.0,
30.0,C.J. Johnson*,East Carolina,American,13.0,67.0,1016.0,15.2,10.0,78.2,0.0,0.0,,0.0,0.0,67.0,1016.0,15.2,10.0,
31.0,Kris Thornton,James Madison,Sun Belt,11.0,59.0,1015.0,17.2,7.0,92.3,4.0,27.0,6.8,0.0,2.5,63.0,1042.0,16.5,7.0,
32.0,Sam Pinckney*,Coastal Carolina,Sun Belt,13.0,71.0,996.0,14.0,3.0,76.6,0.0,0.0,,0.0,0.0,71.0,996.0,14.0,3.0,
33.0,Demario Douglas*,Liberty,Ind,13.0,79.0,993.0,12.6,6.0,76.4,5.0,105.0,21.0,1.0,8.1,84.0,1098.0,13.1,7.0,
34.0,Joshua Cephus*,UTSA,CUSA,13.0,87.0,985.0,11.3,6.0,75.8,3.0,10.0,3.3,1.0,0.8,90.0,995.0,11.1,7.0,
35.0,Oronde Gadsden II*,Syracuse,ACC,13.0,61.0,975.0,16.0,6.0,75.0,0.0,0.0,,0.0,0.0,61.0,975.0,16.0,6.0,
36.0,Malik Heath*,Ole Miss,SEC,13.0,60.0,971.0,16.2,5.0,74.7,0.0,0.0,,0.0,0.0,60.0,971.0,16.2,5.0,
37.0,Jeremiah Hunter,California,Pac-12,11.0,60.0,965.0,16.1,5.0,87.7,0.0,0.0,,0.0,0.0,60.0,965.0,16.1,5.0,
38.0,Ali Jennings,Old Dominion,Sun Belt,9.0,54.0,959.0,17.8,9.0,106.6,0.0,0.0,,0.0,0.0,54.0,959.0,17.8,9.0,
39.0,Elijah Spencer,Charlotte,CUSA,12.0,57.0,943.0,16.5,9.0,78.6,0.0,0.0,,0.0,0.0,57.0,943.0,16.5,9.0,
40.0,Brock Bowers*,Georgia,SEC,15.0,63.0,942.0,15.0,7.0,62.8,9.0,109.0,12.1,3.0,7.3,72.0,1051.0,14.6,10.0,
41.0,Jaylin Lane*,Middle Tennessee State,CUSA,11.0,69.0,940.0,13.6,5.0,85.5,3.0,4.0,1.3,0.0,0.4,72.0,944.0,13.1,5.0,
42.0,Tre Harris,Louisiana Tech,CUSA,12.0,65.0,935.0,14.4,10.0,77.9,5.0,22.0,4.4,0.0,1.8,70.0,957.0,13.7,10.0,
43.0,Shocky Jacques-Louis,Akron,MAC,12.0,74.0,931.0,12.6,2.0,77.6,0.0,0.0,,0.0,0.0,74.0,931.0,12.6,2.0,
44.0,Antwane Wells Jr.*,South Carolina,SEC,13.0,68.0,928.0,13.6,6.0,71.4,3.0,10.0,3.3,1.0,0.8,71.0,938.0,13.2,7.0,
45.0,Khaleb Hood*,Georgia Southern,Sun Belt,13.0,87.0,925.0,10.6,3.0,71.2,2.0,3.0,1.5,0.0,0.2,89.0,928.0,10.4,3.0,
46.0,Brian Cobbs*,Utah State,MWC,13.0,76.0,923.0,12.1,5.0,71.0,2.0,6.0,3.0,0.0,0.5,78.0,929.0,11.9,5.0,
47.0,Trea Shropshire*,UAB,CUSA,12.0,41.0,923.0,22.5,6.0,76.9,0.0,0.0,,0.0,0.0,41.0,923.0,22.5,6.0,
48.0,Devontez Walker,Kent State,MAC,12.0,58.0,921.0,15.9,11.0,76.8,3.0,29.0,9.7,1.0,2.4,61.0,950.0,15.6,12.0,
49.0,Jose Barbon,Temple,American,12.0,72.0,918.0,12.8,2.0,76.5,0.0,0.0,,0.0,0.0,72.0,918.0,12.8,2.0,
50.0,Matt Landers*,Arkansas,SEC,13.0,47.0,901.0,19.2,8.0,69.3,2.0,21.0,10.5,0.0,1.6,49.0,922.0,18.8,8.0,
51.0,Tyler Scott*,Cincinnati,American,11.0,54.0,899.0,16.6,9.0,81.7,0.0,0.0,,0.0,0.0,54.0,899.0,16.6,9.0,
52.0,Johnny Wilson*,Florida State,ACC,13.0,43.0,897.0,20.9,5.0,69.0,0.0,0.0,,0.0,0.0,43.0,897.0,20.9,5.0,
53.0,Jason Brownlee*,Southern Mississippi,Sun Belt,13.0,55.0,891.0,16.2,8.0,68.5,0.0,0.0,,0.0,0.0,55.0,891.0,16.2,8.0,
54.0,Troy Franklin*,Oregon,Pac-12,13.0,61.0,891.0,14.6,9.0,68.5,0.0,0.0,,0.0,0.0,61.0,891.0,14.6,9.0,
55.0,Dalton Kincaid*,Utah,Pac-12,12.0,70.0,890.0,12.7,8.0,74.2,0.0,0.0,,0.0,0.0,70.0,890.0,12.7,8.0,
56.0,Ronnie Bell*,Michigan,Big Ten,14.0,62.0,889.0,14.3,4.0,63.5,3.0,23.0,7.7,1.0,1.6,65.0,912.0,14.0,5.0,
57.0,Sam Wiglusz*,Ohio,MAC,14.0,73.0,877.0,12.0,11.0,62.6,2.0,23.0,11.5,0.0,1.6,75.0,900.0,12.0,11.0,
58.0,Brad Rozner*,Rice,CUSA,13.0,44.0,876.0,19.9,10.0,67.4,0.0,0.0,,0.0,0.0,44.0,876.0,19.9,10.0,
59.0,Jordan Addison*,USC,Pac-12,11.0,59.0,875.0,14.8,8.0,79.5,4.0,33.0,8.3,0.0,3.0,63.0,908.0,14.4,8.0,
60.0,Jalon Calhoun*,Duke,ACC,13.0,62.0,873.0,14.1,4.0,67.2,0.0,0.0,,0.0,0.0,62.0,873.0,14.1,4.0,
61.0,Daewood Davis*,Western Kentucky,CUSA,12.0,63.0,872.0,13.8,7.0,72.7,1.0,15.0,15.0,0.0,1.3,64.0,887.0,13.9,7.0,
62.0,Jaylen Hall*,Western Kentucky,CUSA,14.0,68.0,869.0,12.8,6.0,62.1,3.0,48.0,16.0,0.0,3.4,71.0,917.0,12.9,6.0,
63.0,Devin Voisin*,South Alabama,Sun Belt,13.0,64.0,867.0,13.5,5.0,66.7,0.0,0.0,,0.0,0.0,64.0,867.0,13.5,5.0,
64.0,Elijhah Badger,Arizona State,Pac-12,12.0,70.0,866.0,12.4,7.0,72.2,4.0,23.0,5.8,0.0,1.9,74.0,889.0,12.0,7.0,
65.0,Tez Johnson*,Troy,Sun Belt,13.0,56.0,863.0,15.4,4.0,66.4,5.0,11.0,2.2,0.0,0.8,61.0,874.0,14.3,4.0,
66.0,Jonathan Mingo*,Ole Miss,SEC,13.0,51.0,861.0,16.9,5.0,66.2,4.0,-7.0,-1.8,1.0,-0.5,55.0,854.0,15.5,6.0,
67.0,J.C. Santana,Tulsa,American,12.0,53.0,859.0,16.2,7.0,71.6,0.0,0.0,,0.0,0.0,53.0,859.0,16.2,7.0,
68.0,Alex Adams,Akron,MAC,11.0,63.0,856.0,13.6,9.0,77.8,0.0,0.0,,0.0,0.0,63.0,856.0,13.6,9.0,
69.0,Nikko Remigio*,Fresno State,MWC,14.0,74.0,852.0,11.5,6.0,60.9,6.0,42.0,7.0,2.0,3.0,80.0,894.0,11.2,8.0,
70.0,Tyrone Howell,Louisiana-Monroe,Sun Belt,12.0,50.0,852.0,17.0,6.0,71.0,0.0,0.0,,0.0,0.0,50.0,852.0,17.0,6.0,
71.0,Dominic Lovett*,Missouri,SEC,12.0,56.0,846.0,15.1,3.0,70.5,7.0,6.0,0.9,0.0,0.5,63.0,852.0,13.5,3.0,
72.0,Justin Marshall*,Buffalo,MAC,13.0,64.0,837.0,13.1,9.0,64.4,0.0,0.0,,0.0,0.0,64.0,837.0,13.1,9.0,
73.0,Jerjuan Newton*,Toledo,MAC,14.0,53.0,830.0,15.7,9.0,59.3,1.0,-1.0,-1.0,0.0,-0.1,54.0,829.0,15.4,9.0,
74.0,Jayson Jackson,Ball State,MAC,12.0,73.0,823.0,11.3,3.0,68.6,13.0,105.0,8.1,0.0,8.8,86.0,928.0,10.8,3.0,
75.0,Jake Bobo*,UCLA,Pac-12,13.0,57.0,817.0,14.3,7.0,62.8,0.0,0.0,,0.0,0.0,57.0,817.0,14.3,7.0,
76.0,Jalen Wayne*,South Alabama,Sun Belt,13.0,58.0,817.0,14.1,9.0,62.8,0.0,0.0,,0.0,0.0,58.0,817.0,14.1,9.0,
77.0,Corey Crooms,Western Michigan,MAC,12.0,57.0,814.0,14.3,5.0,67.8,2.0,-5.0,-2.5,0.0,-0.4,59.0,809.0,13.7,5.0,
78.0,Brennan Presley*,Oklahoma State,Big 12,13.0,67.0,813.0,12.1,2.0,62.5,5.0,12.0,2.4,1.0,0.9,72.0,825.0,11.5,3.0,
79.0,Caullin Lacy*,South Alabama,Sun Belt,13.0,64.0,812.0,12.7,6.0,62.5,1.0,2.0,2.0,0.0,0.2,65.0,814.0,12.5,6.0,
80.0,Michael Jefferson*,Louisiana,Sun Belt,12.0,51.0,810.0,15.9,7.0,67.5,0.0,0.0,,0.0,0.0,51.0,810.0,15.9,7.0,
81.0,Michael Mayer*,Notre Dame,Ind,12.0,67.0,809.0,12.1,9.0,67.4,0.0,0.0,,0.0,0.0,67.0,809.0,12.1,9.0,AA
82.0,Antoine Green*,North Carolina,ACC,9.0,43.0,798.0,18.6,7.0,88.7,0.0,0.0,,0.0,0.0,43.0,798.0,18.6,7.0,
83.0,Keon Coleman,Michigan State,Big Ten,12.0,58.0,798.0,13.8,7.0,66.5,0.0,0.0,,0.0,0.0,58.0,798.0,13.8,7.0,
84.0,Javon Baker*,UCF,American,14.0,56.0,796.0,14.2,5.0,56.9,0.0,0.0,,0.0,0.0,56.0,796.0,14.2,5.0,
85.0,Daniel George,Akron,MAC,12.0,67.0,793.0,11.8,2.0,66.1,1.0,5.0,5.0,0.0,0.4,68.0,798.0,11.7,2.0,
86.0,Grant Dubose,Charlotte,CUSA,12.0,64.0,792.0,12.4,9.0,66.0,0.0,0.0,,0.0,0.0,64.0,792.0,12.4,9.0,
87.0,Jared Brown*,Coastal Carolina,Sun Belt,13.0,49.0,789.0,16.1,6.0,60.7,20.0,187.0,9.4,1.0,14.4,69.0,976.0,14.1,7.0,
88.0,Tahj Washington*,USC,Pac-12,14.0,50.0,785.0,15.7,6.0,56.1,0.0,0.0,,0.0,0.0,50.0,785.0,15.7,6.0,
89.0,Jacoby Jones*,Ohio,MAC,14.0,45.0,777.0,17.3,6.0,55.5,2.0,11.0,5.5,0.0,0.8,47.0,788.0,16.8,6.0,
90.0,Will Sheppard,Vanderbilt,SEC,12.0,60.0,776.0,12.9,9.0,64.7,0.0,0.0,,0.0,0.0,60.0,776.0,12.9,9.0,
91.0,Corey Gammage*,Marshall,Sun Belt,13.0,52.0,774.0,14.9,6.0,59.5,0.0,0.0,,0.0,0.0,52.0,774.0,14.9,6.0,
92.0,Mac Hippenhammer*,Miami (OH),MAC,13.0,54.0,769.0,14.2,9.0,59.2,0.0,0.0,,0.0,0.0,54.0,769.0,14.2,9.0,
93.0,Ladd McConkey*,Georgia,SEC,15.0,58.0,762.0,13.1,7.0,50.8,7.0,134.0,19.1,2.0,8.9,65.0,896.0,13.8,9.0,
94.0,Xavier Worthy*,Texas,Big 12,13.0,60.0,760.0,12.7,9.0,58.5,2.0,14.0,7.0,0.0,1.1,62.0,774.0,12.5,9.0,
95.0,J. Michael Sturdivant,California,Pac-12,12.0,65.0,755.0,11.6,7.0,62.9,2.0,-8.0,-4.0,0.0,-0.7,67.0,747.0,11.1,7.0,
96.0,Odieu Hiliare*,Bowling Green,MAC,13.0,58.0,747.0,12.9,6.0,57.5,6.0,5.0,0.8,0.0,0.4,64.0,752.0,11.8,6.0,
97.0,Sam James,West Virginia,Big 12,12.0,46.0,745.0,16.2,6.0,62.1,3.0,9.0,3.0,0.0,0.8,49.0,754.0,15.4,6.0,
98.0,Dante Cephas,Kent State,MAC,9.0,48.0,744.0,15.5,3.0,82.7,2.0,12.0,6.0,0.0,1.3,50.0,756.0,15.1,3.0,
99.0,Jerand Bradley*,Texas Tech,Big 12,12.0,51.0,744.0,14.6,6.0,62.0,0.0,0.0,,0.0,0.0,51.0,744.0,14.6,6.0,
100.0,Quian Williams*,Buffalo,MAC,13.0,61.0,743.0,12.2,5.0,57.2,2.0,2.0,1.0,0.0,0.2,63.0,745.0,11.8,5.0,
101.0,De'Corian Clark*,UTSA,CUSA,9.0,51.0,741.0,14.5,8.0,82.3,0.0,0.0,,0.0,0.0,51.0,741.0,14.5,8.0,
102.0,Malik Knowles*,Kansas State,Big 12,14.0,48.0,725.0,15.1,2.0,51.8,8.0,164.0,20.5,3.0,11.7,56.0,889.0,15.9,5.0,
103.0,Ryan O'Keefe*,UCF,American,13.0,73.0,725.0,9.9,5.0,55.8,23.0,222.0,9.7,0.0,17.1,96.0,947.0,9.9,5.0,
104.0,Luke McCaffrey*,Rice,CUSA,11.0,58.0,723.0,12.5,6.0,65.7,12.0,148.0,12.3,1.0,13.5,70.0,871.0,12.4,7.0,
105.0,LaJohntay Wester,Florida Atlantic,CUSA,12.0,62.0,719.0,11.6,8.0,59.9,15.0,106.0,7.1,1.0,8.8,77.0,825.0,10.7,9.0,
106.0,Xavier Weaver,South Florida,American,9.0,53.0,718.0,13.5,6.0,79.8,1.0,1.0,1.0,0.0,0.1,54.0,719.0,13.3,6.0,
107.0,Derwin Burgess Jr.*,Georgia Southern,Sun Belt,10.0,58.0,717.0,12.4,7.0,71.7,2.0,10.0,5.0,0.0,1.0,60.0,727.0,12.1,7.0,
108.0,Lawrence Arnold*,Kansas,Big 12,13.0,44.0,716.0,16.3,4.0,55.1,0.0,0.0,,0.0,0.0,44.0,716.0,16.3,4.0,
109.0,Isaiah Williams*,Illinois,Big Ten,13.0,82.0,715.0,8.7,5.0,55.0,7.0,5.0,0.7,0.0,0.4,89.0,720.0,8.1,5.0,
110.0,Jeremy Singleton*,Georgia Southern,Sun Belt,12.0,66.0,714.0,10.8,2.0,59.5,0.0,-8.0,,0.0,-0.7,66.0,706.0,10.7,2.0,
111.0,Rajae' Johnson-Sanders*,Troy,Sun Belt,14.0,36.0,713.0,19.8,7.0,50.9,0.0,0.0,,0.0,0.0,36.0,713.0,19.8,7.0,
112.0,Elijah Higgins,Stanford,Pac-12,12.0,59.0,704.0,11.9,2.0,58.7,4.0,48.0,12.0,0.0,4.0,63.0,752.0,11.9,2.0,
113.0,Jadon Haselwood*,Arkansas,SEC,12.0,59.0,704.0,11.9,3.0,58.7,8.0,7.0,0.9,0.0,0.6,67.0,711.0,10.6,3.0,
114.0,Tetairoa McMillan,Arizona,Pac-12,12.0,39.0,702.0,18.0,8.0,58.5,0.0,0.0,,0.0,0.0,39.0,702.0,18.0,8.0,
115.0,Devaughn Vele*,Utah,Pac-12,14.0,55.0,695.0,12.6,5.0,49.6,2.0,-4.0,-2.0,0.0,-0.3,57.0,691.0,12.1,5.0,
116.0,Ja'lynn Polk*,Washington,Pac-12,13.0,41.0,694.0,16.9,6.0,53.4,1.0,15.0,15.0,0.0,1.2,42.0,709.0,16.9,6.0,
117.0,Malik Washington,Northwestern,Big Ten,12.0,65.0,694.0,10.7,1.0,57.8,9.0,16.0,1.8,0.0,1.3,74.0,710.0,9.6,1.0,
118.0,Shae Wyatt*,Tulane,American,14.0,35.0,692.0,19.8,7.0,49.4,0.0,0.0,,0.0,0.0,35.0,692.0,19.8,7.0,
119.0,Chimere Dike*,Wisconsin,Big Ten,13.0,47.0,689.0,14.7,6.0,53.0,5.0,32.0,6.4,1.0,2.5,52.0,721.0,13.9,7.0,
120.0,Jermaine Burton*,Alabama,SEC,13.0,40.0,677.0,16.9,7.0,52.1,0.0,0.0,,0.0,0.0,40.0,677.0,16.9,7.0,
121.0,Roderic Burns*,North Texas,CUSA,14.0,40.0,676.0,16.9,1.0,48.3,1.0,3.0,3.0,0.0,0.2,41.0,679.0,16.6,1.0,
122.0,Bryce Ford-Wheaton,West Virginia,Big 12,12.0,62.0,675.0,10.9,7.0,56.3,0.0,0.0,,0.0,0.0,62.0,675.0,10.9,7.0,
123.0,Ja'Corey Brooks*,Alabama,SEC,13.0,39.0,674.0,17.3,8.0,51.8,0.0,0.0,,0.0,0.0,39.0,674.0,17.3,8.0,
124.0,Kaleb Smith,Virginia Tech,ACC,11.0,37.0,674.0,18.2,3.0,61.3,0.0,0.0,,0.0,0.0,37.0,674.0,18.2,3.0,
125.0,Tre Tucker*,Cincinnati,American,12.0,52.0,671.0,12.9,3.0,55.9,1.0,8.0,8.0,0.0,0.7,53.0,679.0,12.8,3.0,
126.0,Bru McCoy*,Tennessee,SEC,12.0,52.0,667.0,12.8,4.0,55.6,1.0,3.0,3.0,0.0,0.3,53.0,670.0,12.6,4.0,
127.0,Ricky Pearsall*,Florida,SEC,13.0,33.0,661.0,20.0,5.0,50.8,8.0,113.0,14.1,1.0,8.7,41.0,774.0,18.9,6.0,
128.0,Duece Watts*,Tulane,American,14.0,33.0,657.0,19.9,8.0,46.9,1.0,1.0,1.0,0.0,0.1,34.0,658.0,19.4,8.0,
129.0,Sam Laporta*,Iowa,Big Ten,12.0,58.0,657.0,11.3,1.0,54.8,2.0,6.0,3.0,0.0,0.5,60.0,663.0,11.1,1.0,
130.0,Jordan Moore*,Duke,ACC,13.0,60.0,656.0,10.9,5.0,50.5,4.0,33.0,8.3,0.0,2.5,64.0,689.0,10.8,5.0,
131.0,Nate McCollum,Georgia Tech,ACC,11.0,60.0,655.0,10.9,3.0,59.5,6.0,56.0,9.3,1.0,5.1,66.0,711.0,10.8,4.0,
132.0,Seydou Traore,Arkansas State,Sun Belt,12.0,50.0,655.0,13.1,4.0,54.6,0.0,0.0,,0.0,0.0,50.0,655.0,13.1,4.0,
133.0,Jordan Whittington*,Texas,Big 12,13.0,50.0,652.0,13.0,1.0,50.2,0.0,0.0,,0.0,0.0,50.0,652.0,13.0,1.0,
134.0,Evan Stewart,Texas A&M,SEC,10.0,53.0,649.0,12.2,2.0,64.9,1.0,-1.0,-1.0,0.0,-0.1,54.0,648.0,12.0,2.0,
135.0,Tyrell Shavers*,San Diego State,MWC,13.0,38.0,643.0,16.9,3.0,49.5,0.0,0.0,,0.0,0.0,38.0,643.0,16.9,3.0,
136.0,Donavon Greene*,Wake Forest,ACC,13.0,37.0,642.0,17.4,6.0,49.4,0.0,0.0,,0.0,0.0,37.0,642.0,17.4,6.0,
137.0,Thayer Thomas*,North Carolina State,ACC,13.0,57.0,642.0,11.3,4.0,49.4,1.0,-7.0,-7.0,0.0,-0.5,58.0,635.0,10.9,4.0,
138.0,Kobe Hudson*,UCF,American,12.0,39.0,641.0,16.4,7.0,53.4,0.0,0.0,,0.0,0.0,39.0,641.0,16.4,7.0,
139.0,Jahmal Banks*,Wake Forest,ACC,12.0,42.0,636.0,15.1,9.0,53.0,0.0,0.0,,0.0,0.0,42.0,636.0,15.1,9.0,
140.0,Jayden Reed,Michigan State,Big Ten,11.0,55.0,636.0,11.6,5.0,57.8,4.0,11.0,2.8,0.0,1.0,59.0,647.0,11.0,5.0,
141.0,Smoke Harris,Louisiana Tech,CUSA,12.0,65.0,635.0,9.8,5.0,52.9,8.0,-1.0,-0.1,0.0,-0.1,73.0,634.0,8.7,5.0,
142.0,Cole Tucker,Northern Illinois,MAC,11.0,45.0,632.0,14.0,4.0,57.5,0.0,0.0,,0.0,0.0,45.0,632.0,14.0,4.0,
143.0,Tanner Knue*,Eastern Michigan,MAC,12.0,45.0,632.0,14.0,9.0,52.7,2.0,16.0,8.0,0.0,1.3,47.0,648.0,13.8,9.0,
144.0,Mario Williams*,USC,Pac-12,12.0,40.0,631.0,15.8,5.0,52.6,1.0,10.0,10.0,0.0,0.8,41.0,641.0,15.6,5.0,
145.0,Barion Brown*,Kentucky,SEC,13.0,50.0,628.0,12.6,4.0,48.3,4.0,-2.0,-0.5,0.0,-0.2,54.0,626.0,11.6,4.0,
146.0,Jyaire Shorter*,North Texas,CUSA,13.0,23.0,628.0,27.3,11.0,48.3,0.0,0.0,,0.0,0.0,23.0,628.0,27.3,11.0,
147.0,Rara Thomas*,Mississippi State,SEC,12.0,44.0,626.0,14.2,7.0,52.2,0.0,0.0,,0.0,0.0,44.0,626.0,14.2,7.0,
148.0,Puka Nacua*,BYU,Ind,9.0,48.0,625.0,13.0,5.0,69.4,25.0,209.0,8.4,5.0,23.2,73.0,834.0,11.4,10.0,
149.0,Terrell Vaughn*,Utah State,MWC,13.0,56.0,624.0,11.1,5.0,48.0,13.0,72.0,5.5,1.0,5.5,69.0,696.0,10.1,6.0,
150.0,Luke Grimm*,Kansas,Big 12,12.0,52.0,623.0,12.0,6.0,51.9,0.0,0.0,,0.0,0.0,52.0,623.0,12.0,6.0,
151.0,Zane Pope*,Fresno State,MWC,14.0,50.0,623.0,12.5,4.0,44.5,0.0,0.0,,0.0,0.0,50.0,623.0,12.5,4.0,
152.0,Christian Horn,Appalachian State,Sun Belt,12.0,34.0,620.0,18.2,4.0,51.7,0.0,0.0,,0.0,0.0,34.0,620.0,18.2,4.0,
153.0,Ricky White,Nevada-Las Vegas,MWC,12.0,51.0,619.0,12.1,4.0,51.6,1.0,3.0,3.0,0.0,0.3,52.0,622.0,12.0,4.0,
154.0,Michael Mathison*,Western Kentucky,CUSA,14.0,52.0,615.0,11.8,3.0,43.9,5.0,61.0,12.2,0.0,4.4,57.0,676.0,11.9,3.0,
155.0,Ja'Tavion Sanders*,Texas,Big 12,13.0,54.0,613.0,11.4,5.0,47.2,0.0,0.0,,0.0,0.0,54.0,613.0,11.4,5.0,
156.0,Taye Barber*,Texas Christian,Big 12,15.0,37.0,613.0,16.6,5.0,40.9,1.0,-2.0,-2.0,0.0,-0.1,38.0,611.0,16.1,5.0,
157.0,Brenden Rice*,USC,Pac-12,14.0,39.0,611.0,15.7,4.0,43.6,0.0,0.0,,0.0,0.0,39.0,611.0,15.7,4.0,
158.0,Parker Washington*,Penn State,Big Ten,10.0,46.0,611.0,13.3,2.0,61.1,2.0,8.0,4.0,0.0,0.8,48.0,619.0,12.9,2.0,
159.0,Moose Muhammad III,Texas A&M,SEC,10.0,38.0,610.0,16.1,4.0,61.0,0.0,0.0,,0.0,0.0,38.0,610.0,16.1,4.0,
160.0,James Bostic*,Ohio,MAC,14.0,33.0,607.0,18.4,1.0,43.4,0.0,0.0,,0.0,0.0,33.0,607.0,18.4,1.0,
161.0,Antonio Williams*,Clemson,ACC,14.0,56.0,604.0,10.8,4.0,43.1,5.0,8.0,1.6,0.0,0.6,61.0,612.0,10.0,4.0,
