Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 19_level_0
Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
414.0,Dylan Collie*,Hawaii,MWC,14.0,33.0,322.0,9.8,4.0,23.0,1.0,9.0,9.0,0.0,0.6,34.0,331.0,9.7,4.0,
415.0,Jonah Trinnaman*,BYU,Ind,12.0,28.0,321.0,11.5,1.0,26.8,0.0,0.0,,0.0,0.0,28.0,321.0,11.5,1.0,
416.0,Stedman Mayberry,Texas State,Sun Belt,12.0,41.0,321.0,7.8,0.0,26.8,157.0,593.0,3.8,5.0,49.4,198.0,914.0,4.6,5.0,
417.0,Kalija Lipscomb*,Vanderbilt,SEC,12.0,27.0,319.0,11.8,2.0,26.6,3.0,5.0,1.7,0.0,0.4,30.0,324.0,10.8,2.0,
418.0,Andrew Celis,Nevada,MWC,12.0,23.0,318.0,13.8,0.0,26.5,2.0,9.0,4.5,0.0,0.8,25.0,327.0,13.1,0.0,
419.0,Garrett Dickerson*,Northwestern,Big Ten,12.0,34.0,318.0,9.4,5.0,26.5,0.0,0.0,,0.0,0.0,34.0,318.0,9.4,5.0,
420.0,Jalen Brown,Oregon,Pac-12,12.0,19.0,318.0,16.7,3.0,26.5,0.0,0.0,,0.0,0.0,19.0,318.0,16.7,3.0,
421.0,Akrum Wadley*,Iowa,Big Ten,13.0,36.0,315.0,8.8,3.0,24.2,168.0,1081.0,6.4,10.0,83.2,204.0,1396.0,6.8,13.0,
422.0,Chris Taylor,Duke,ACC,12.0,29.0,315.0,10.9,1.0,26.3,0.0,0.0,,0.0,0.0,29.0,315.0,10.9,1.0,
423.0,Collin Johnson,Texas,Big 12,11.0,28.0,315.0,11.3,3.0,28.6,0.0,0.0,,0.0,0.0,28.0,315.0,11.3,3.0,
424.0,George Kittle*,Iowa,Big Ten,11.0,22.0,314.0,14.3,4.0,28.5,0.0,0.0,,0.0,0.0,22.0,314.0,14.3,4.0,
425.0,Jerminic Smith*,Iowa,Big Ten,13.0,23.0,314.0,13.7,2.0,24.2,3.0,63.0,21.0,0.0,4.8,26.0,377.0,14.5,2.0,
426.0,Justin Hardee,Illinois,Big Ten,12.0,25.0,314.0,12.6,0.0,26.2,1.0,12.0,12.0,0.0,1.0,26.0,326.0,12.5,0.0,
427.0,Ernest Calhoun,Kent State,MAC,12.0,20.0,311.0,15.6,4.0,25.9,1.0,3.0,3.0,0.0,0.3,21.0,314.0,15.0,4.0,
428.0,Ajalen Holley,Louisiana-Monroe,Sun Belt,12.0,34.0,310.0,9.1,1.0,25.8,3.0,7.0,2.3,0.0,0.6,37.0,317.0,8.6,1.0,
429.0,Christian McCaffrey*,Stanford,Pac-12,11.0,37.0,310.0,8.4,3.0,28.2,253.0,1603.0,6.3,13.0,145.7,290.0,1913.0,6.6,16.0,H-9
430.0,Monty Madaris,Michigan State,Big Ten,11.0,24.0,310.0,12.9,1.0,28.2,1.0,12.0,12.0,0.0,1.1,25.0,322.0,12.9,1.0,
431.0,Blake Jarwin*,Oklahoma State,Big 12,13.0,19.0,309.0,16.3,2.0,23.8,0.0,0.0,,0.0,0.0,19.0,309.0,16.3,2.0,
432.0,Mack Hollins*,North Carolina,ACC,7.0,16.0,309.0,19.3,4.0,44.1,0.0,0.0,,0.0,0.0,16.0,309.0,19.3,4.0,
433.0,Dijon Paschal*,Arkansas State,Sun Belt,12.0,22.0,308.0,14.0,3.0,25.7,0.0,0.0,,0.0,0.0,22.0,308.0,14.0,3.0,
434.0,Evan Moeai*,Utah,Pac-12,13.0,22.0,308.0,14.0,2.0,23.7,0.0,0.0,,0.0,0.0,22.0,308.0,14.0,2.0,
435.0,Darrell Daniels*,Washington,Pac-12,14.0,17.0,307.0,18.1,3.0,21.9,0.0,0.0,,0.0,0.0,17.0,307.0,18.1,3.0,
436.0,Devin Lauderdale,Texas Tech,Big 12,9.0,31.0,307.0,9.9,2.0,34.1,0.0,0.0,,0.0,0.0,31.0,307.0,9.9,2.0,
437.0,Emanuel Hall,Missouri,SEC,11.0,19.0,307.0,16.2,2.0,27.9,0.0,0.0,,0.0,0.0,19.0,307.0,16.2,2.0,
438.0,Jordan Veasy,California,Pac-12,12.0,25.0,306.0,12.2,3.0,25.5,0.0,0.0,,0.0,0.0,25.0,306.0,12.2,3.0,
439.0,Macan Wilson*,Northwestern,Big Ten,13.0,22.0,306.0,13.9,1.0,23.5,0.0,0.0,,0.0,0.0,22.0,306.0,13.9,1.0,
440.0,Deondre Farrier,East Carolina,American,11.0,21.0,305.0,14.5,1.0,27.7,1.0,17.0,17.0,0.0,1.5,22.0,322.0,14.6,1.0,
441.0,John Johnson*,Troy,Sun Belt,12.0,24.0,305.0,12.7,2.0,25.4,0.0,0.0,,0.0,0.0,24.0,305.0,12.7,2.0,
442.0,Keenen Johnson*,Tulsa,American,8.0,30.0,305.0,10.2,1.0,38.1,2.0,10.0,5.0,0.0,1.3,32.0,315.0,9.8,1.0,
443.0,C.J. Johnson*,Wyoming,MWC,14.0,21.0,304.0,14.5,3.0,21.7,0.0,0.0,,0.0,0.0,21.0,304.0,14.5,3.0,
444.0,Tavaris Harrison,Florida Atlantic,CUSA,12.0,18.0,304.0,16.9,1.0,25.3,0.0,0.0,,0.0,0.0,18.0,304.0,16.9,1.0,
445.0,Jacob Sannon*,Idaho,Sun Belt,13.0,28.0,303.0,10.8,2.0,23.3,0.0,0.0,,0.0,0.0,28.0,303.0,10.8,2.0,
446.0,Connor Cella,Rice,CUSA,12.0,31.0,302.0,9.7,1.0,25.2,0.0,0.0,,0.0,0.0,31.0,302.0,9.7,1.0,
447.0,James Conner*,Pitt,ACC,13.0,21.0,302.0,14.4,4.0,23.2,216.0,1092.0,5.1,16.0,84.0,237.0,1394.0,5.9,20.0,
448.0,Hasaan Henderson,Nevada,MWC,10.0,30.0,301.0,10.0,2.0,30.1,0.0,0.0,,0.0,0.0,30.0,301.0,10.0,2.0,
449.0,Johnathan Lloyd,Duke,ACC,12.0,34.0,301.0,8.9,3.0,25.1,1.0,3.0,3.0,0.0,0.3,35.0,304.0,8.7,3.0,
450.0,Sam Rogers*,Virginia Tech,ACC,14.0,24.0,301.0,12.5,4.0,21.5,67.0,283.0,4.2,2.0,20.2,91.0,584.0,6.4,6.0,
451.0,Bernard Davis,Massachusetts,Ind,12.0,24.0,298.0,12.4,2.0,24.8,0.0,0.0,,0.0,0.0,24.0,298.0,12.4,2.0,
452.0,Ryan Yurachek,Marshall,CUSA,11.0,28.0,298.0,10.6,5.0,27.1,1.0,9.0,9.0,0.0,0.8,29.0,307.0,10.6,5.0,
453.0,Tony Pollard*,Memphis,American,13.0,29.0,298.0,10.3,2.0,22.9,31.0,159.0,5.1,1.0,12.2,60.0,457.0,7.6,3.0,
454.0,Tyrie Cleveland*,Florida,SEC,11.0,14.0,298.0,21.3,2.0,27.1,0.0,0.0,,0.0,0.0,14.0,298.0,21.3,2.0,
455.0,Hergy Mayala,Connecticut,American,10.0,23.0,296.0,12.9,0.0,29.6,0.0,0.0,,0.0,0.0,23.0,296.0,12.9,0.0,
456.0,KaVontae Turpin*,Texas Christian,Big 12,8.0,30.0,295.0,9.8,1.0,36.9,9.0,84.0,9.3,0.0,10.5,39.0,379.0,9.7,1.0,
457.0,David Wells*,San Diego State,MWC,14.0,25.0,294.0,11.8,4.0,21.0,0.0,0.0,,0.0,0.0,25.0,294.0,11.8,4.0,
458.0,C.J Sanders,Notre Dame,Ind,12.0,24.0,293.0,12.2,2.0,24.4,4.0,22.0,5.5,0.0,1.8,28.0,315.0,11.3,2.0,
459.0,D'Ernest Johnson*,South Florida,American,13.0,28.0,293.0,10.5,5.0,22.5,111.0,543.0,4.9,8.0,41.8,139.0,836.0,6.0,13.0,
460.0,Vic Wharton,California,Pac-12,11.0,28.0,293.0,10.5,1.0,26.6,0.0,0.0,,0.0,0.0,28.0,293.0,10.5,1.0,
461.0,Darius Slayton*,Auburn,SEC,13.0,15.0,292.0,19.5,1.0,22.5,0.0,0.0,,0.0,0.0,15.0,292.0,19.5,1.0,
462.0,Darrius Scott,Florida International,CUSA,7.0,22.0,291.0,13.2,0.0,41.6,0.0,0.0,,0.0,0.0,22.0,291.0,13.2,0.0,
463.0,Jaquil Capel*,Appalachian State,Sun Belt,12.0,25.0,290.0,11.6,1.0,24.2,0.0,0.0,,0.0,0.0,25.0,290.0,11.6,1.0,
464.0,Eddie Daugherty*,Eastern Michigan,MAC,13.0,31.0,289.0,9.3,0.0,22.2,2.0,12.0,6.0,0.0,0.9,33.0,301.0,9.1,0.0,
465.0,Derrick Willies,Texas Tech,Big 12,8.0,18.0,288.0,16.0,2.0,36.0,0.0,0.0,,0.0,0.0,18.0,288.0,16.0,2.0,
466.0,Dontez Ford*,Pitt,ACC,8.0,17.0,288.0,16.9,2.0,36.0,3.0,8.0,2.7,0.0,1.0,20.0,296.0,14.8,2.0,
467.0,Jarvion Franklin*,Western Michigan,MAC,14.0,25.0,288.0,11.5,2.0,20.6,248.0,1353.0,5.5,12.0,96.6,273.0,1641.0,6.0,14.0,
468.0,Andrew Rodriguez,Utah State,MWC,12.0,26.0,286.0,11.0,1.0,23.8,0.0,0.0,,0.0,0.0,26.0,286.0,11.0,1.0,
469.0,Charlie Callinan*,Boston College,ACC,13.0,24.0,286.0,11.9,1.0,22.0,0.0,0.0,,0.0,0.0,24.0,286.0,11.9,1.0,
470.0,Chase Whitehead*,Southern Mississippi,CUSA,12.0,18.0,286.0,15.9,2.0,23.8,1.0,1.0,1.0,0.0,0.1,19.0,287.0,15.1,2.0,
471.0,Gabe Schrade,Texas State,Sun Belt,12.0,25.0,286.0,11.4,2.0,23.8,0.0,0.0,,0.0,0.0,25.0,286.0,11.4,2.0,
472.0,Quadree Henderson*,Pitt,ACC,13.0,26.0,286.0,11.0,1.0,22.0,60.0,631.0,10.5,5.0,48.5,86.0,917.0,10.7,6.0,AA
473.0,Eldridge Massington,UCLA,Pac-12,9.0,20.0,285.0,14.3,0.0,31.7,0.0,0.0,,0.0,0.0,20.0,285.0,14.3,0.0,
474.0,Brodrick Yancy*,Temple,American,11.0,24.0,284.0,11.8,2.0,25.8,1.0,-4.0,-4.0,0.0,-0.4,25.0,280.0,11.2,2.0,
475.0,Matt Vandeberg*,Iowa,Big Ten,4.0,19.0,284.0,14.9,3.0,71.0,1.0,25.0,25.0,0.0,6.3,20.0,309.0,15.5,3.0,
476.0,Q' Drennan*,New Mexico,MWC,13.0,11.0,284.0,25.8,3.0,21.8,1.0,10.0,10.0,0.0,0.8,12.0,294.0,24.5,3.0,
477.0,Jaleel Scott,New Mexico State,Sun Belt,12.0,23.0,283.0,12.3,5.0,23.6,0.0,0.0,,0.0,0.0,23.0,283.0,12.3,5.0,
478.0,Sean Culkin,Missouri,SEC,11.0,24.0,282.0,11.8,0.0,25.6,0.0,0.0,,0.0,0.0,24.0,282.0,11.8,0.0,
479.0,Duke Catalon*,Houston,American,9.0,44.0,281.0,6.4,3.0,31.2,145.0,528.0,3.6,4.0,58.7,189.0,809.0,4.3,7.0,
480.0,Julian Allen*,Southern Mississippi,CUSA,13.0,19.0,281.0,14.8,1.0,21.6,0.0,0.0,,0.0,0.0,19.0,281.0,14.8,1.0,
481.0,Kameron McKnight*,Louisiana Tech,CUSA,14.0,18.0,281.0,15.6,3.0,20.1,15.0,32.0,2.1,7.0,2.3,33.0,313.0,9.5,10.0,
482.0,Travin Dural*,LSU,SEC,11.0,28.0,280.0,10.0,1.0,25.5,1.0,-2.0,-2.0,0.0,-0.2,29.0,278.0,9.6,1.0,
483.0,Brian Smith*,Minnesota,Big Ten,8.0,17.0,279.0,16.4,1.0,34.9,0.0,0.0,,0.0,0.0,17.0,279.0,16.4,1.0,
484.0,Warren Wand*,Arkansas State,Sun Belt,13.0,24.0,279.0,11.6,3.0,21.5,200.0,879.0,4.4,7.0,67.6,224.0,1158.0,5.2,10.0,
485.0,Darryl Bonner*,Navy,American,12.0,10.0,278.0,27.8,3.0,23.2,29.0,227.0,7.8,2.0,18.9,39.0,505.0,12.9,5.0,
486.0,Mitchell Wilcox*,South Florida,American,13.0,12.0,278.0,23.2,2.0,21.4,0.0,0.0,,0.0,0.0,12.0,278.0,23.2,2.0,
487.0,Luke Timian*,Indiana,Big Ten,13.0,19.0,277.0,14.6,1.0,21.3,0.0,0.0,,0.0,0.0,19.0,277.0,14.6,1.0,
488.0,Malcolm Robinson,Buffalo,MAC,12.0,22.0,277.0,12.6,1.0,23.1,1.0,0.0,0.0,0.0,0.0,23.0,277.0,12.0,1.0,
489.0,Moroni Laulu-Pututau*,BYU,Ind,13.0,27.0,277.0,10.3,2.0,21.3,0.0,0.0,,0.0,0.0,27.0,277.0,10.3,2.0,
490.0,Desmon White*,Texas Christian,Big 12,13.0,30.0,276.0,9.2,1.0,21.2,0.0,0.0,,0.0,0.0,30.0,276.0,9.2,1.0,
491.0,Jared Pinkney*,Vanderbilt,SEC,13.0,22.0,274.0,12.5,2.0,21.1,0.0,0.0,,0.0,0.0,22.0,274.0,12.5,2.0,
492.0,Arkeel Newsome,Connecticut,American,12.0,25.0,273.0,10.9,2.0,22.8,147.0,715.0,4.9,5.0,59.6,172.0,988.0,5.7,7.0,
493.0,Daniel Hurd*,Memphis,American,13.0,20.0,271.0,13.6,2.0,20.8,0.0,0.0,,0.0,0.0,20.0,271.0,13.6,2.0,
494.0,Jerico Richardson,Nevada,MWC,12.0,26.0,271.0,10.4,1.0,22.6,0.0,0.0,,0.0,0.0,26.0,271.0,10.4,1.0,
495.0,Marquez McNair*,UTSA,CUSA,13.0,24.0,271.0,11.3,3.0,20.8,1.0,-2.0,-2.0,0.0,-0.2,25.0,269.0,10.8,3.0,
496.0,Erich Schneider,Duke,ACC,12.0,30.0,269.0,9.0,3.0,22.4,0.0,0.0,,0.0,0.0,30.0,269.0,9.0,3.0,
497.0,Henry Bussey,Florida Atlantic,CUSA,12.0,24.0,269.0,11.2,2.0,22.4,3.0,17.0,5.7,0.0,1.4,27.0,286.0,10.6,2.0,
498.0,Kyle Belack*,Ohio,MAC,13.0,19.0,269.0,14.2,2.0,20.7,1.0,4.0,4.0,0.0,0.3,20.0,273.0,13.7,2.0,
499.0,Marcus Baugh*,Ohio State,Big Ten,13.0,24.0,269.0,11.2,2.0,20.7,0.0,0.0,,0.0,0.0,24.0,269.0,11.2,2.0,
500.0,Darnell Mooney,Tulane,American,12.0,24.0,267.0,11.1,2.0,22.3,4.0,22.0,5.5,0.0,1.8,28.0,289.0,10.3,2.0,
501.0,Matt Dayes*,North Carolina State,ACC,13.0,32.0,267.0,8.3,0.0,20.5,249.0,1166.0,4.7,10.0,89.7,281.0,1433.0,5.1,10.0,
502.0,Jerrod Heard,Texas,Big 12,11.0,24.0,266.0,11.1,3.0,24.2,1.0,-12.0,-12.0,0.0,-1.1,25.0,254.0,10.2,3.0,
503.0,Ryan Timmons*,Kentucky,SEC,13.0,23.0,266.0,11.6,0.0,20.5,1.0,11.0,11.0,0.0,0.8,24.0,277.0,11.5,0.0,
504.0,Nick Basquine*,Oklahoma,Big 12,13.0,20.0,265.0,13.3,2.0,20.4,0.0,0.0,,0.0,0.0,20.0,265.0,13.3,2.0,
505.0,Zach Grant,Illinois,Big Ten,12.0,26.0,265.0,10.2,1.0,22.1,0.0,0.0,,0.0,0.0,26.0,265.0,10.2,1.0,
506.0,Malik Dear*,Mississippi State,SEC,12.0,23.0,264.0,11.5,2.0,22.0,17.0,124.0,7.3,1.0,10.3,40.0,388.0,9.7,3.0,
507.0,C.J. Conrad*,Kentucky,SEC,13.0,19.0,262.0,13.8,4.0,20.2,0.0,0.0,,0.0,0.0,19.0,262.0,13.8,4.0,
508.0,K.J. Hill*,Ohio State,Big Ten,11.0,18.0,262.0,14.6,1.0,23.8,0.0,0.0,,0.0,0.0,18.0,262.0,14.6,1.0,
509.0,Austin Roberts,UCLA,Pac-12,11.0,15.0,261.0,17.4,1.0,23.7,0.0,0.0,,0.0,0.0,15.0,261.0,17.4,1.0,
510.0,Masseiah Francis*,South Alabama,Sun Belt,13.0,18.0,261.0,14.5,2.0,20.1,0.0,0.0,,0.0,0.0,18.0,261.0,14.5,2.0,
511.0,C.J. Carroll*,Virginia Tech,ACC,13.0,18.0,258.0,14.3,0.0,19.8,9.0,46.0,5.1,0.0,3.5,27.0,304.0,11.3,0.0,
512.0,Chris Black,Missouri,SEC,12.0,17.0,257.0,15.1,1.0,21.4,0.0,0.0,,0.0,0.0,17.0,257.0,15.1,1.0,
513.0,Brady Jones*,UTSA,CUSA,13.0,20.0,255.0,12.8,2.0,19.6,1.0,-1.0,-1.0,0.0,-0.1,21.0,254.0,12.1,2.0,
514.0,Dominique Reed*,Arkansas,SEC,13.0,16.0,255.0,15.9,2.0,19.6,5.0,26.0,5.2,0.0,2.0,21.0,281.0,13.4,2.0,
515.0,Dameon Gamblin*,New Mexico,MWC,12.0,23.0,254.0,11.0,3.0,21.2,6.0,20.0,3.3,0.0,1.7,29.0,274.0,9.4,3.0,
516.0,Demornay Pierson-El*,Nebraska,Big Ten,13.0,20.0,254.0,12.7,1.0,19.5,14.0,34.0,2.4,0.0,2.6,34.0,288.0,8.5,1.0,
517.0,Shane Wimann,Northern Illinois,MAC,12.0,24.0,254.0,10.6,6.0,21.2,0.0,0.0,,0.0,0.0,24.0,254.0,10.6,6.0,
518.0,Jordan Villamin,Oregon State,Pac-12,12.0,21.0,253.0,12.0,1.0,21.1,0.0,0.0,,0.0,0.0,21.0,253.0,12.0,1.0,
519.0,Tyler Cameron,Florida Atlantic,CUSA,12.0,20.0,252.0,12.6,1.0,21.0,0.0,0.0,,0.0,0.0,20.0,252.0,12.6,1.0,
520.0,Daniel Imatorbhebhe*,USC,Pac-12,13.0,17.0,250.0,14.7,4.0,19.2,0.0,0.0,,0.0,0.0,17.0,250.0,14.7,4.0,
521.0,Mike Boone,Cincinnati,American,9.0,20.0,249.0,12.5,0.0,27.7,105.0,388.0,3.7,2.0,43.1,125.0,637.0,5.1,2.0,
522.0,Alex Bachman*,Wake Forest,ACC,13.0,23.0,248.0,10.8,1.0,19.1,0.0,0.0,,0.0,0.0,23.0,248.0,10.8,1.0,
523.0,Kyle Davis*,Auburn,SEC,13.0,12.0,248.0,20.7,2.0,19.1,0.0,0.0,,0.0,0.0,12.0,248.0,20.7,2.0,
524.0,Jeffery Wilson*,North Texas,CUSA,11.0,29.0,247.0,8.5,1.0,22.5,169.0,936.0,5.5,14.0,85.1,198.0,1183.0,6.0,15.0,
525.0,Reginald Davis,Texas Tech,Big 12,12.0,15.0,247.0,16.5,2.0,20.6,0.0,0.0,,0.0,0.0,15.0,247.0,16.5,2.0,
526.0,Samajie Grant,Arizona,Pac-12,12.0,22.0,247.0,11.2,3.0,20.6,74.0,461.0,6.2,6.0,38.4,96.0,708.0,7.4,9.0,
527.0,Isaiah Johnson-Mack*,Washington State,Pac-12,13.0,35.0,246.0,7.0,1.0,18.9,0.0,0.0,,0.0,0.0,35.0,246.0,7.0,1.0,
528.0,Chuck Wade*,Wake Forest,ACC,13.0,24.0,245.0,10.2,1.0,18.8,5.0,6.0,1.2,0.0,0.5,29.0,251.0,8.7,1.0,
529.0,Emanuel Porter*,Texas Christian,Big 12,10.0,15.0,245.0,16.3,0.0,24.5,0.0,0.0,,0.0,0.0,15.0,245.0,16.3,0.0,
530.0,T.J. Logan*,North Carolina,ACC,13.0,29.0,244.0,8.4,3.0,18.8,120.0,650.0,5.4,7.0,50.0,149.0,894.0,6.0,10.0,
531.0,Ian Eriksen*,Eastern Michigan,MAC,11.0,21.0,243.0,11.6,0.0,22.1,184.0,771.0,4.2,9.0,70.1,205.0,1014.0,4.9,9.0,
532.0,Cam Denson,Arizona,Pac-12,12.0,15.0,242.0,16.1,2.0,20.2,0.0,0.0,,0.0,0.0,15.0,242.0,16.1,2.0,
533.0,Emanuel Byrd,Marshall,CUSA,11.0,26.0,242.0,9.3,3.0,22.0,1.0,-3.0,-3.0,0.0,-0.3,27.0,239.0,8.9,3.0,
534.0,Jason Croom*,Tennessee,SEC,12.0,21.0,242.0,11.5,0.0,20.2,0.0,0.0,,0.0,0.0,21.0,242.0,11.5,0.0,
535.0,Kalif Phillips,Charlotte,CUSA,11.0,20.0,242.0,12.1,1.0,22.0,189.0,907.0,4.8,4.0,82.5,209.0,1149.0,5.5,5.0,
536.0,Nate Terry,Florida Atlantic,CUSA,11.0,17.0,242.0,14.2,2.0,22.0,0.0,0.0,,0.0,0.0,17.0,242.0,14.2,2.0,
537.0,Romond Deloatch*,Temple,American,14.0,18.0,242.0,13.4,1.0,17.3,0.0,0.0,,0.0,0.0,18.0,242.0,13.4,1.0,
538.0,Timmy Hernandez,Oregon State,Pac-12,12.0,19.0,241.0,12.7,1.0,20.1,1.0,8.0,8.0,0.0,0.7,20.0,249.0,12.5,1.0,
539.0,Tre Watson,California,Pac-12,12.0,21.0,241.0,11.5,4.0,20.1,143.0,709.0,5.0,4.0,59.1,164.0,950.0,5.8,8.0,
540.0,Mark Walton*,Miami (FL),ACC,13.0,27.0,240.0,8.9,1.0,18.5,209.0,1117.0,5.3,14.0,85.9,236.0,1357.0,5.8,15.0,
541.0,Ethan Wolf*,Tennessee,SEC,13.0,21.0,239.0,11.4,2.0,18.4,0.0,0.0,,0.0,0.0,21.0,239.0,11.4,2.0,
542.0,Elijah McGuire*,Louisiana,Sun Belt,13.0,29.0,238.0,8.2,2.0,18.3,232.0,1127.0,4.9,7.0,86.7,261.0,1365.0,5.2,9.0,
543.0,Riley Ridley*,Georgia,SEC,11.0,12.0,238.0,19.8,2.0,21.6,3.0,41.0,13.7,0.0,3.7,15.0,279.0,18.6,2.0,
544.0,Darrell Henderson*,Memphis,American,13.0,20.0,237.0,11.9,3.0,18.2,87.0,482.0,5.5,5.0,37.1,107.0,719.0,6.7,8.0,
545.0,Patrick Reed*,New Mexico,MWC,13.0,14.0,237.0,16.9,1.0,18.2,0.0,0.0,,0.0,0.0,14.0,237.0,16.9,1.0,
546.0,Ike Lewis*,Appalachian State,Sun Belt,9.0,18.0,236.0,13.1,1.0,26.2,4.0,-9.0,-2.3,0.0,-1.0,22.0,227.0,10.3,1.0,
547.0,Isaiah Lewis*,Appalachian State,Sun Belt,8.0,18.0,236.0,13.1,1.0,29.5,0.0,0.0,,0.0,0.0,18.0,236.0,13.1,1.0,
548.0,Daniel Helm,Duke,ACC,12.0,21.0,235.0,11.2,2.0,19.6,0.0,0.0,,0.0,0.0,21.0,235.0,11.2,2.0,
549.0,Aaron Jones,UTEP,CUSA,12.0,28.0,233.0,8.3,3.0,19.4,229.0,1773.0,7.7,17.0,147.8,257.0,2006.0,7.8,20.0,
550.0,Melvin Vaughn*,Old Dominion,CUSA,11.0,22.0,233.0,10.6,1.0,21.2,0.0,0.0,,0.0,0.0,22.0,233.0,10.6,1.0,
551.0,Tyler McCloskey*,Houston,American,13.0,23.0,233.0,10.1,4.0,17.9,0.0,0.0,,0.0,0.0,23.0,233.0,10.1,4.0,
552.0,Alfred Smith*,Louisiana Tech,CUSA,14.0,16.0,232.0,14.5,1.0,16.6,0.0,0.0,,0.0,0.0,16.0,232.0,14.5,1.0,
553.0,James Mayden,Rice,CUSA,9.0,16.0,232.0,14.5,0.0,25.8,0.0,0.0,,0.0,0.0,16.0,232.0,14.5,0.0,
554.0,Andrew Price,Nevada-Las Vegas,MWC,11.0,16.0,231.0,14.4,3.0,21.0,0.0,0.0,,0.0,0.0,16.0,231.0,14.4,3.0,
555.0,Donnel Pumphrey*,San Diego State,MWC,14.0,27.0,231.0,8.6,0.0,16.5,349.0,2133.0,6.1,17.0,152.4,376.0,2364.0,6.3,17.0,H-10
556.0,Traveon Samuel*,Louisville,ACC,13.0,18.0,230.0,12.8,1.0,17.7,8.0,54.0,6.8,1.0,4.2,26.0,284.0,10.9,2.0,
557.0,Jeremy Tabuyo*,Texas A&M,SEC,13.0,14.0,229.0,16.4,0.0,17.6,0.0,0.0,,0.0,0.0,14.0,229.0,16.4,0.0,
558.0,D'Eriq King*,Houston,American,10.0,29.0,228.0,7.9,1.0,22.8,15.0,56.0,3.7,0.0,5.6,44.0,284.0,6.5,1.0,
559.0,Jordan Chunn*,Troy,Sun Belt,13.0,30.0,228.0,7.6,0.0,17.5,279.0,1288.0,4.6,16.0,99.1,309.0,1516.0,4.9,16.0,
560.0,Keith Mixon*,Mississippi State,SEC,13.0,19.0,228.0,12.0,2.0,17.5,25.0,106.0,4.2,0.0,8.2,44.0,334.0,7.6,2.0,
561.0,Barrett Burns*,Appalachian State,Sun Belt,12.0,19.0,227.0,11.9,3.0,18.9,0.0,0.0,,0.0,0.0,19.0,227.0,11.9,3.0,
562.0,Jeremy Smith*,Louisville,ACC,13.0,18.0,227.0,12.6,1.0,17.5,57.0,382.0,6.7,8.0,29.4,75.0,609.0,8.1,9.0,
563.0,Marlon Mack*,South Florida,American,12.0,28.0,227.0,8.1,0.0,18.9,174.0,1187.0,6.8,15.0,98.9,202.0,1414.0,7.0,15.0,
564.0,Ryan Izzo*,Florida State,ACC,13.0,19.0,227.0,11.9,1.0,17.5,0.0,0.0,,0.0,0.0,19.0,227.0,11.9,1.0,
565.0,Pooh Stricklin*,Baylor,Big 12,8.0,13.0,226.0,17.4,2.0,28.3,0.0,0.0,,0.0,0.0,13.0,226.0,17.4,2.0,
566.0,Steven Mitchell*,USC,Pac-12,7.0,24.0,226.0,9.4,1.0,32.3,2.0,-3.0,-1.5,0.0,-0.4,26.0,223.0,8.6,1.0,
567.0,Dejuawn Oliver*,Louisiana Tech,CUSA,13.0,11.0,225.0,20.5,2.0,17.3,0.0,0.0,,0.0,0.0,11.0,225.0,20.5,2.0,
568.0,Raekwon James,Kent State,MAC,12.0,25.0,225.0,9.0,0.0,18.8,8.0,59.0,7.4,0.0,4.9,33.0,284.0,8.6,0.0,
569.0,Eli Stove*,Auburn,SEC,12.0,23.0,224.0,9.7,0.0,18.7,11.0,131.0,11.9,1.0,10.9,34.0,355.0,10.4,1.0,
570.0,Rashaad Penny*,San Diego State,MWC,14.0,15.0,224.0,14.9,3.0,16.0,136.0,1018.0,7.5,11.0,72.7,151.0,1242.0,8.2,14.0,
571.0,Dalton Schultz*,Stanford,Pac-12,13.0,23.0,222.0,9.7,1.0,17.1,0.0,0.0,,0.0,0.0,23.0,222.0,9.7,1.0,
572.0,Willie Robinson*,North Texas,CUSA,10.0,18.0,222.0,12.3,0.0,22.2,0.0,0.0,,0.0,0.0,18.0,222.0,12.3,0.0,
573.0,Jarveon Williams*,UTSA,CUSA,13.0,19.0,221.0,11.6,0.0,17.0,207.0,900.0,4.3,8.0,69.2,226.0,1121.0,5.0,8.0,
574.0,Makoa Camanse-Stevens*,Hawaii,MWC,12.0,17.0,221.0,13.0,0.0,18.4,0.0,0.0,,0.0,0.0,17.0,221.0,13.0,0.0,
575.0,Caleb Wilson,UCLA,Pac-12,12.0,16.0,220.0,13.8,0.0,18.3,0.0,0.0,,0.0,0.0,16.0,220.0,13.8,0.0,
576.0,Justin Stockton,Texas Tech,Big 12,11.0,21.0,220.0,10.5,2.0,20.0,53.0,154.0,2.9,1.0,14.0,74.0,374.0,5.1,3.0,
577.0,Rawleigh Williams III*,Arkansas,SEC,13.0,15.0,220.0,14.7,1.0,16.9,245.0,1360.0,5.6,12.0,104.6,260.0,1580.0,6.1,13.0,
