Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Bailey Zappe,Western Kentucky,CUSA,14.0,475.0,687.0,69.1,5967.0,62.0,9.0,11.0,1.6,8.7,9.77,12.6,426.2,168.7,
2.0,Bryce Young,Alabama,SEC,15.0,366.0,547.0,66.9,4872.0,47.0,8.6,7.0,1.3,8.9,10.05,13.3,324.8,167.5,"H-1,Maxwell,AA"
3.0,Will Rogers,Mississippi State,SEC,13.0,505.0,683.0,73.9,4739.0,36.0,5.3,9.0,1.3,6.9,7.4,9.4,364.5,147.0,
4.0,Brennan Armstrong,Virginia,ACC,11.0,326.0,500.0,65.2,4449.0,31.0,6.2,10.0,2.0,8.9,9.24,13.6,404.5,156.4,
5.0,C.J. Stroud,Ohio State,Big Ten,12.0,317.0,441.0,71.9,4435.0,44.0,10.0,6.0,1.4,10.1,11.44,14.0,369.6,186.6,H-4
6.0,Kenny Pickett,Pitt,ACC,13.0,334.0,497.0,67.2,4319.0,42.0,8.5,7.0,1.4,8.7,9.75,12.9,332.2,165.3,H-3
7.0,Sam Hartman,Wake Forest,ACC,14.0,299.0,508.0,58.9,4228.0,39.0,7.7,14.0,2.8,8.3,8.62,14.1,302.0,148.6,
8.0,Carson Strong,Nevada,MWC,12.0,366.0,523.0,70.0,4175.0,36.0,6.9,8.0,1.5,8.0,8.67,11.4,347.9,156.7,
9.0,Jake Haener,Fresno State,MWC,13.0,329.0,490.0,67.1,4096.0,33.0,6.7,9.0,1.8,8.4,8.88,12.4,315.1,155.9,
10.0,Taulia Tagovailoa,Maryland,Big Ten,13.0,328.0,474.0,69.2,3860.0,26.0,5.5,11.0,2.3,8.1,8.2,11.8,296.9,151.1,
11.0,Aidan O'Connell,Purdue,Big Ten,12.0,315.0,439.0,71.8,3712.0,28.0,6.4,11.0,2.5,8.5,8.6,11.8,309.3,158.8,
12.0,Logan Bonner,Utah State,MWC,14.0,263.0,430.0,61.2,3628.0,36.0,8.4,12.0,2.8,8.4,8.86,13.8,259.1,154.1,
13.0,Tanner Mordecai,SMU,American,12.0,308.0,454.0,67.8,3628.0,39.0,8.6,12.0,2.6,8.0,8.52,11.8,302.3,158.0,
14.0,Clayton Tune,Houston,American,14.0,287.0,421.0,68.2,3546.0,30.0,7.1,10.0,2.4,8.4,8.78,12.4,253.3,157.7,
15.0,Grant Wells,Marshall,CUSA,13.0,295.0,445.0,66.3,3532.0,16.0,3.6,13.0,2.9,7.9,7.34,12.0,271.7,139.0,
16.0,Devin Leary,North Carolina State,ACC,12.0,283.0,431.0,65.7,3433.0,35.0,8.1,5.0,1.2,8.0,9.07,12.1,286.1,157.0,
17.0,Matt Corral,Ole Miss,SEC,13.0,262.0,386.0,67.9,3349.0,20.0,5.2,5.0,1.3,8.7,9.13,12.8,257.6,155.3,H-7
18.0,Chase Brice,Appalachian State,Sun Belt,14.0,242.0,390.0,62.1,3337.0,27.0,6.9,11.0,2.8,8.6,8.67,13.8,238.4,151.1,
19.0,Desmond Ridder,Cincinnati,American,14.0,251.0,387.0,64.9,3334.0,30.0,7.8,8.0,2.1,8.6,9.24,13.3,238.1,158.7,H-8
