feature,tree_feature_importance,kind
Draft Capital,0.3,base
Breakout Age,0.08520224257740674,base
RDOM+,0.0759910521080374,base
PDOM+,0.050031417598735695,base
ELU,0.04523342150644551,base
SpeedxBMI,0.022356340742516266,interaction
