feature,shap_mean_abs,kind
RDOM+,7.638626856128904,base
PDOM+,4.4179068429704875,base
ELU,3.582588238528919,base
SpeedxBMI,1.7857402165295715,interaction
Draft Capital,0.3,base
Breakout Age,0.15,base
