feature,shap_mean_abs,kind
DOM+,25.82404481889832,base
Y/RR,16.509591680025054,base
YAC/R,8.353941957525706,base
REC%,6.311423250178487,base
SpeedxBMI,6.0979761557474905,interaction
Drop%,5.043995352767241,base
Y/REC,3.8232200771197418,base
aDOT,3.499105991901617,base
CC%,3.2769638723558936,base
MTF,2.7797583392760545,base
FUM,2.418836109365617,base
Draft Capital,0.1,base
Breakout Age,0.1,base
