feature,shap_mean_abs,kind
DOM+,24.049471226969388,base
Y/RR,19.98397999409074,base
SpeedxBMI,8.65659598182409,interaction
YAC/R,6.44470042306498,base
REC%,5.196424310392416,base
Drop%,4.768800086665985,base
MTF,4.298659005337279,base
aDOT,3.461166025384808,base
CC%,2.5904254061487744,base
FUM,0.7146270568289914,base
Draft Capital,0.1,base
Breakout Age,0.1,base
