feature,shap_mean_abs,kind
DOM+,28.163000526640367,base
Y/RR,18.739493876519784,base
SpeedxBMI,11.238420837537339,interaction
REC%,8.614175769455105,base
Drop%,6.511474461021497,base
YAC/R,4.225620716207494,base
CC%,3.797326022784144,base
Y/REC,3.4666380237235757,base
aDOT,2.41754384853287,base
MTF,2.4123503226498286,base
FUM,1.840788124295971,base
Draft Capital,0.1,base
Breakout Age,0.1,base
