feature,tree_feature_importance,kind
Y/RR,0.2773369591731204,base
Draft Capital,0.1,base
SpeedxBMI,0.0694048944584714,interaction
Y/REC,0.06012761226003669,base
DOM+,0.05510647401644734,base
CC%,0.05375580095717318,base
YAC/R,0.04505581041395172,base
REC%,0.0284539169786113,base
FUM,0.0026014195023916376,base
