position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,34,10,15,15,8,GB,0.5937511757971669,0.6275648147836461,28.634646786362733,36.04877928551718,13,DOM+|Draft Capital|REC%|CC%|Y/REC|YAC/R|Drop%|aDOT|Breakout Age|FUM|MTF|Y/RR,SpeedxBMI,-10.870068361739275
TE,34,10,15,15,7,GB,0.6019410747383882,0.6211178052099489,28.76827543231497,36.359450351865135,13,DOM+|Draft Capital|CC%|MTF|YAC/R|Y/RR|aDOT|Breakout Age|Drop%|REC%|FUM|Y/REC,SpeedxBMI,-10.518619158036671
TE,34,10,15,15,6,GB,0.5773361611888933,0.6077788016236826,29.150737190484612,36.99395315072692,10,DOM+|Draft Capital|YAC/R|Breakout Age|CC%|FUM|REC%|Y/RR|aDOT,SpeedxBMI,-16.142762646147172
TE,34,10,15,15,4,GB,0.3952092317249267,0.5755823767175471,32.598526799710434,38.48237927457861,4,DOM+|Draft Capital|YAC/R,SpeedxBMI,-6.7166456816467885
TE,34,10,15,15,0,GB,0.3219618477245174,0.346841594828489,34.63587174243609,47.73912680379667,3,DOM+|Draft Capital,SpeedxBMI,-2.5126246957093845
TE,34,10,15,15,1,GB,0.3219618477245174,0.346841594828489,34.63587174243609,47.73912680379667,3,DOM+|Draft Capital,SpeedxBMI,-2.5126246957093845
TE,34,10,15,15,2,GB,0.3219618477245174,0.346841594828489,34.63587174243609,47.73912680379667,3,DOM+|Draft Capital,SpeedxBMI,-2.5126246957093845
TE,34,10,15,15,5,GB,0.3219618477245174,0.346841594828489,34.63587174243609,47.73912680379667,3,DOM+|Draft Capital,SpeedxBMI,-2.5126246957093845
TE,34,10,15,15,9,GB,0.3219618477245174,0.346841594828489,34.63587174243609,47.73912680379667,3,DOM+|Draft Capital,SpeedxBMI,-2.5126246957093845
TE,34,10,15,15,3,GB,0.3475442668563106,0.2666418349452664,39.64626935703712,50.58517734806076,4,DOM+|Draft Capital|REC%,SpeedxBMI,1.3898225276259892
