feature,tree_feature_importance,kind
Y/RR,0.29171533169648345,base
DOM+,0.10110180536189647,base
Draft Capital,0.1,base
YAC/R,0.05765458285068561,base
SpeedxBMI,0.05194590277931448,interaction
REC%,0.04925542872113049,base
aDOT,0.03867767676008753,base
CC%,0.027712366770975154,base
Breakout Age,0.005739139969652324,base
FUM,0.004405301067035027,base
