feature,shap_mean_abs,kind
Y/RR,16.8001165166591,base
DOM+,5.244245074771783,base
Y/REC,5.170694045202548,base
SpeedxBMI,4.811090354843971,interaction
YAC/R,3.7194921184030623,base
CC%,3.4087327111541734,base
REC%,2.2584349055073165,base
FUM,0.40379113768280717,base
Draft Capital,0.1,base
