feature,tree_feature_importance,kind
Y/RR,0.2682080469713665,base
Draft Capital,0.1,base
DOM+,0.07122981823335546,base
SpeedxBMI,0.05464555320339185,interaction
CC%,0.04522565117846881,base
REC%,0.042935710282068294,base
Y/REC,0.038110296129657766,base
aDOT,0.03250625146437609,base
Drop%,0.03152811717103335,base
MTF,0.02185522655082794,base
